Administration_route,Application_date,Application_year,Current_status,Dataset,Decision,Decision_date,Decision_year,Disease_class(es),Document_name,Drug_class,Drug_name,Indication_approved,Indication_approved_extracted,Indication_extended,Indication_requested,Indication_requested_extracted,Marketing_authorisation_holder,Marketing_authorisation_holder_extracted,Marketing_authorisation_number,Non_proprietary_name,Nonclinical_abridged,Orphan_drug_status,Pharmaceutical_form,Procedure_number,Referral_body,Agency
intravenous,30.07.2019,2019,authorised (under additional monitoring),australia,approved,29.04.2020,2020,neoplasms; diseases of the blood and blood-forming organs,auspar-isatuximab-201102.pdf,biologics,sarclisa,"sarclisa is indicated in combination with pomalidomide and dexamethasone, for the treatment of patients with multiple myeloma (mm) who have received at least two prior therapies including lenalidomide and a proteasome inhibitor (pi).",<multiple myeloma>,no,"sarclisa is indicated in combination with pomalidomide and dexamethasone, for the treatment of patients with multiple myeloma (mm) who have received at least two prior therapies including lenalidomide and a proteasome inhibitor (pi).",<multiple myeloma>,sanofi-aventis australia pty ltd,sanofi-aventis,"319085, 319086",isatuximab,no,yes,concentrate,pm-2019-02568-1-6,na,TGA
oral; intravenous,29.06.2018,2018,authorised (under additional monitoring),australia,approved,15.05.2019,2019,infectious and parasitic diseases,auspar-isavuconazole-as-sulphate-191217.pdf,small molecule,cresemba,treatment of invasive aspergillosis and mucormycosis in patients for whom amphotericin b is inappropriate,<aspergillosis>; <mucormycosis>,no,treatment of invasive aspergillosis and mucormycosis in patients for whom amphotericin b is inappropriate,<aspergillosis>; <mucormycosis>,pfizer australia pty. ltd.,pfizer,"305480, 305452",isavuconazole,yes,yes,capsule; powder,pm-2018-02483-1-2,,TGA
oral,02.08.2021,2021,authorised (under additional monitoring),australia,approved,06.05.2022,2022,"endocrine, nutritional, and metabolic diseases",auspar-isturisa-20221021.pdf,small molecule,isturisa,for the treatment of endogenous cushing's syndrome in adults.,<cushing syndrome>,no,for the treatment of endogenous cushing's syndrome in adults.,<hypercortisolism>,recordati rare diseases australia pty ltd,recordati,"369218, 369219 and 369220",osilodrostat,no,yes,tablet,pm-2021-02641-1-5,na,TGA
oral,,,authorised,australia,approved,09.07.2012,2012,diseases of the circulatory system,auspar-ivabradine-121031.pdf,small molecule,coralan,"treatment of symptomatic chronic heart failure of nyha classes ii or iii and with documented left ventricular ejection fraction (lvef) ≤ 35% in adult patients in sinus rhythm and with heart rate at or above 77 bpm, in combination with optimal standard chronic heart failure treatment.",<heart failure>,yes,treatment of chronic heart failure: reduction of cardiovascular events (cardiovascular mortality or hospitalisation for worsening heart failure) in adults with sinus rhythm with symptomatic chronic heart failure and with heart rate at or above 70 bpm,<heart failure>,servier laboratories (australia) pty ltd,servier,107297 and 107301,ivabradine,yes,no,tablet,pm-2010-03269-3,,TGA
oral,,,authorised,australia,approved,01.07.2013,2013,"diseases of the respiratory system; endocrine, nutritional, and metabolic diseases",auspar-ivacaftor-131129.pdf,small molecule,kalydeco,treatment of cystic fibrosis in patients age 6 years and older who have a g551d mutation in the cftr gene,<cystic fibrosis>,no,treatment of cystic fibrosis in patients age 6 years and older who have a g551d mutation in the cftr gene,<cystic fibrosis>,vertex pharmaceuticals australia pty ltd,vertex,198654 and 198655,ivacaftor,no,yes,tablet,pm-2012-01491-3-5,na,TGA
oral,,,authorised,australia,approved,05.02.2016,2016,diseases of the respiratory system; other,auspar-ivacaftor-170105 (1).pdf,small molecule,kalydeco,treatment of cystic fibrosis (cf) in patients aged 6 years and older who have an r117h mutation in the cftr gene,<cystic fibrosis>,yes,treatment of cystic fibrosis (cf) in patients aged 6 years and older who have an r117h mutation in the cftr gene,<cystic fibrosis>,vertex pharmaceuticals australia pty ltd,vertex,"198654, 198655, 235759, 267390, 269661",ivacaftor,no,no,tablet,pm-2015-00399-1-5,na,TGA
oral,29.03.2016,2016,authorised,australia,approved,05.02.2016,2016,"diseases of the respiratory system; endocrine, nutritional, and metabolic diseases",auspar-ivacaftor-170105.pdf,small molecule,kalydeco,treatment of cystic fibrosis (cf) in patients aged 6 years and older who have an r117h mutation in the cftr gene,<cystic fibrosis>,yes,treatment of cystic fibrosis (cf) in patients aged 6 years and older who have an r117h mutation in the cftr gene,<cystic fibrosis>,vertex pharmaceuticals australia pty ltd,vertex,"198654, 198655, 235759, 267390, 269661",ivacaftor,no,no,tablet,pm-2015-00399-1-5,na,TGA
oral,,,authorised,australia,approved,15.07.2013,2013,infectious and parasitic diseases; diseases of the skin,auspar-ivermectin-131030.pdf,small molecule,stromectol,onchocerciasis and intestinal strongyloidiasis; crusted scabies in conjunction with topical therapy; human sarcoptic scabies when prior topical treatment has failed or is contraindicated,<onchocerciasis>; <strongyloidiasis>; <scabies>,yes,treatment of human sarcoptic scabies,<scabies>,merck sharp dohme (australia) pty ltd,merck sharp dohme,181338,ivermectin,yes,no,tablet,pm-2012-01113-3-2,,TGA
topical,,,authorised,australia,approved,09.09.2015,2015,diseases of the skin,auspar-ivermectin-151209.pdf,small molecule,soolantra and vastreka,topical treatment of inflammatory lesions of rosacea (papulo-pustular) in adult patients 18 years and over.,<rosacea>,yes,topical treatment of inflammatory lesions of rosacea (papulo-pustular) in adult patients 18 years and over.,<rosacea>,galderma australia pty ltd,galderma,"227125, 227242",ivermectin,no,no,cream,pm-2014-01877-1-2,na,TGA
oral,,,authorised,australia,approved,10.11.2016,2016,neoplasms; diseases of the blood and blood-forming organs,auspar-ixazomib-citrate-171102.pdf,small molecule,ninlaro,ninlaro is indicated in combination with lenalidomide and dexamethasone for the treatment of patients with multiple myeloma who have received at least one prior therapy.,<multiple myeloma>,no,ninlaro is indicated for the treatment of patients with multiple myeloma who have received at least one prior therapy.,<multiple myeloma>,takeda pharmaceuticals australia pty ltd,takeda,"260934, 260935 and 260936",ixazomib,no,no,capsule,,na,TGA
subcutaneous,,,authorised,australia,approved,01.09.2016,2016,diseases of the skin,auspar-ixekizumab-170508.pdf,biologics,taltz,treatment of adult patients with moderate to severe plaque psoriasis who are candidates for systemic therapy or phototherapy,<psoriasis>,no,treatment of adult patients with moderate to severe plaque psoriasis,<psoriasis>,eli lilly australia pty ltd,eli lilly,253892; 253893,ixekizumab,no,no,solution,pm-2015-01878-1-4,na,TGA
subcutaneous,31.08.2017,2017,authorised (under additional monitoring),australia,approved,22.06.2018,2018,diseases of the musculoskeletal system and connective tissue; diseases of the skin,auspar-ixekizumab-181119.pdf,biologics,taltz,"treatment of active psoriatic arthritis in adult patients who have responded inadequately, or who are intolerant, to previous dmard therapy.","<arthritis, psoriatic>",yes,"treatment of active psoriatic arthritis in adult patients who have responded inadequately, or who are intolerant, to previous dmard therapy.","<arthritis, psoriatic>",eli lilly australia pty ltd,eli lilly,253893 and 253892,ixekizumab,yes,no,solution,pm-2017-02078-1-3,,TGA
subcutaneous,01.04.2019,2019,authorised,australia,approved,06.03.2020,2020,diseases of the musculoskeletal system and connective tissue,auspar-ixekizumab-200622.pdf,biologics,taltz,ankylosing spondylitis (radiographic axial spondyloarthritis),<ankylosing spondylitis>,yes,ankylosing spondylitis (radiographic axial spondyloarthritis),<ankylosing spondylitis>,eli lilly australia pty ltd,eli lilly,"253893, 253892",ixekizumab,yes,no,solution,pm-2018-05753-1-3,,TGA
oral,22.03.2021,2021,authorised (under additional monitoring),australia,approved,27.01.2022,2022,diseases of the blood and blood-forming organs,auspar-jakavi-230504.pdf,small molecule,jakavi,treatment of patients aged 12 years and older with acute graft-versus-host disease who have inadequate response to corticosteroids; treatment of patients aged 12 years and older with chronic graft-versus-host disease who have inadequate response to corticosteroids.,<acute graft vs host disease>; <chronic graft vs host disease>,yes,treatment of patients with graft versus host disease (gvhd) aged 12 years and older who have inadequate response to corticosteroids or other systemic therapies.,<graft vs host disease>,novartis pharmaceuticals australia pty ltd,novartis,"198933, 198934, 198936, 232702",ruxolitinib phosphate,no,yes,tablet,pm-2021-00484-1-6,na,TGA
subcutaneous,,,authorised,australia,approved,11.12.2013,2013,infectious and parasitic diseases,auspar-japanese-encephalitis-vaccine-140203.pdf,vaccine,imojev,"prophylaxis of japanese encephalitis caused by the japanese encephalitis virus, in individuals from 12 months of age and over",<japanese encephalitis>,no,"prophylaxis of japanese encephalitis caused by the japanese encephalitis virus, in individuals from 12 months of age and over",<japanese encephalitis>,sanofi-aventis australia pty ltd,sanofi-aventis,aust r 162215,japanese encephalitis vaccine,yes,no,powder,pm-2012-02264-3-2,,TGA
oral,31.01.2023,2023,authorised,australia,approved,06.02.2024,2024,diseases of the genitourinary system; diseases of the circulatory system,auspar-jardiance-240709.pdf,small molecule,jardiance,"chronic kidney disease to reduce the risk of kidney disease progression in adults with ckd stages 2 and 3a with urine acr ≥30 mg/g, or ckd stages 3b, 4 and 5 irrespective of urine acr",<chronic kidney disease>,yes,chronic kidney disease to reduce the risk of kidney disease progression or cardiovascular death,<chronic kidney disease>,boehringer ingelheim pty ltd,boehringer ingelheim,"208827, 208829",empagliflozin,yes,no,tablet,pm-2022-05194-1-5,,TGA
intravenous,,,authorised,australia,approved,07.02.2011,2011,neoplasms; diseases of the genitourinary system,auspar-javlor.pdf,small molecule,javlor,treatment of adult patients with advanced or metastatic transitional cell carcinoma of the urothelial tract after failure of a prior platinum-containing regimen.,<urinary bladder neoplasms>,no,treatment of adult patients with advanced or metastatic transitional cell carcinoma of the urothelial tract after failure of a prior platinum-containing regimen.,<urinary bladder neoplasms>,pierre fabre medicament australia pty ltd,pierre fabre,"166773, 166767 and 166772",vinflunine ditartrate,no,no,concentrate,pm-2009-03102-3-4,na,TGA
intravenous,01.02.2021,2021,authorised (under additional monitoring),australia,approved,15.02.2022,2022,neoplasms; diseases of the genitourinary system,auspar-jemperli-230210.pdf,biologics,jemperli,monotherapy for the treatment of adult patients with recurrent or advanced mismatch repair deficient (dmmr) endometrial cancer (ec) that has progressed on or following prior treatment with a platinum-containing regimen.,<endometrial neoplasms>,no,monotherapy for the treatment of patients with recurrent or advanced mismatch repair deficient/microsatellite instability-high (dmmr/msi-h) endometrial cancer who have progressed on or after treatment with a platinum-containing regimen.,<endometrial neoplasms>,glaxosmithkline australia pty ltd,glaxosmithkline,352631,dostarlimab,no,no,solution,pm-2020-06455-1-4,na,TGA
intravenous,31.03.2022,2022,authorised (under additional monitoring),australia,approved,21.03.2023,2023,diseases of the blood and blood-forming organs,auspar-jivi-231109.pdf,biologics,jivi,routine prophylactic treatment to prevent or reduce the frequency of bleeding episodes; on-demand treatment and control of bleeding episodes; per-operative management of bleeding (surgical prophylaxis),<not reported>,no,treatment and prophylaxis of bleeding in previously treated patients (ptps) ≥ 12 years of age with haemophilia a (congenital factor viii deficiency).,<hemophilia a>,bayer australia ltd,bayer,"384590, 384591, 384592, 384593 and 384594",damoctocog alfa pegol,no,no,powder; diluent,pm-2022-00347-1-6,na,TGA
subcutaneous,03.10.2023,2023,authorised,australia,approved,07.08.2024,2024,diseases of the musculoskeletal system and connective tissue; neoplasms; diseases of the blood and blood-forming organs,auspar-jubbonti-wyost-241010.pdf,biologics,jubbonti/wyost,treatment of osteoporosis in postmenopausal women; prevention of skeletal related events in patients with multiple myeloma and in patients with bone metastases from solid tumours; treatment of giant cell tumour of bone; treatment of hypercalcaemia of malignancy,<osteoporosis>; <multiple myeloma>; <bone neoplasms>; <giant cell tumor of bone>; <hypercalcemia>,no,treatment of osteoporosis in postmenopausal women; prevention of skeletal related events in patients with multiple myeloma and in patients with bone metastases from solid tumours; treatment of giant cell tumour of bone; treatment of hypercalcaemia of malignancy,<osteoporosis>; <multiple myeloma>; <bone neoplasms>; <giant cell tumor of bone>; <hypercalcemia>,sandoz pty ltd,sandoz,418514; 418515,denosumab,yes,no,injection,pm-2023-03741-1-5,,TGA
oral,22.12.2021,2021,authorised,australia,approved,14.02.2023,2023,"diseases of the respiratory system; endocrine, nutritional, and metabolic diseases",auspar-kalydeco-241105.pdf,small molecule,kalydeco,treatment of cystic fibrosis (cf) in patients aged 4 months and older who have at least one mutation in the cftr gene that is responsive to ivacaftor potentiation based on clinical and/or in vitro assay data,<cystic fibrosis>,yes,treatment of cystic fibrosis (cf) in patients aged 4 months and older who have at least one mutation in the cftr gene that is responsive to ivacaftor potentiation based on clinical and/or in vitro assay data,<cystic fibrosis>,vertex pharmaceuticals (australia) pty ltd,vertex,"198654 , 198655 , 267390 , 269661 , 342815",ivacaftor,yes,yes,tablet; granules,pm-2021-5827-1-5,,TGA
intravenous,31.10.2016,2016,authorised,australia,approved,01.09.2017,2017,neoplasms; diseases of the blood and blood-forming organs,auspar-keytruda-180530.pdf,biologics,keytruda,treatment of adult patients with relapsed or refractory classical hodgkin lymphoma (chl) following autologous stem cell transplant (asct) or following at least two prior therapies when asct or multi-agent chemotherapy is not a treatment option.,<hodgkin disease>,yes,"treatment of patients with refractory classical hodgkin lymphoma, or those who have relapsed after 3 or more prior lines of therapy.",<classical hodgkin lymphoma>,merck sharp & dohme australia pty ltd,merck sharp & dohme,"226597, 263932",pembrolizumab,yes,no,powder; solution,pm-2016-02736-1-4,,TGA
intravenous,24.11.2021,2021,authorised,australia,approved,02.09.2022,2022,neoplasms,auspar-keytruda-230508.pdf,biologics,keytruda,"treatment of patients with high-risk early-stage triple-negative breast cancer (tnbc) in combination with chemotherapy as neoadjuvant treatment, and then continued as monotherapy as adjuvant treatment after surgery.",<breast neoplasms>,yes,"treatment of patients with high-risk early-stage triple-negative breast cancer (tnbc) in combination with chemotherapy as neoadjuvant treatment, and then continued as monotherapy as adjuvant treatment after surgery.",<breast neoplasms>,merck sharp & dohme (australia) pty ltd,merck sharp & dohme,263932,pembrolizumab,yes,no,concentrate,pm-2021-04831-1-4,,TGA
intravenous,30.04.2020,2020,authorised (under additional monitoring),australia,approved,12.07.2021,2021,neoplasms; diseases of the genitourinary system,auspar-keytruda-230608.pdf,biologics,keytruda,"for the treatment of patients with bacillus calmette-guerin (bcg)-unresponsive, high-risk, non-muscle invasive bladder cancer (nmibc) with carcinoma-in-situ (cis) with or without papillary tumours who are ineligible for or have elected not to undergo cystectomy.",<bladder neoplasms>,yes,"for the treatment of patients with bacillus calmette-guerin (bcg)-unresponsive, high-risk, non-muscle invasive bladder cancer (nmibc) with carcinoma-in-situ (cis) with or without papillary tumours who are ineligible for or have elected not to undergo cystectomy.",<urinary bladder neoplasms>,merck sharp & dohme (australia) pty ltd,merck sharp & dohme,"226597, 263932",pembrolizumab,yes,no,powder; concentrate,pm-2020-01294-1-4,,TGA
intravenous,30.06.2020,2020,authorised,australia,approved,20.10.2021,2021,neoplasms; diseases of the blood and blood-forming organs,auspar-keytruda-230609.pdf,biologics,keytruda,monotherapy for the treatment of adult patients with relapsed or refractory classical hodgkin lymphoma (chl) following autologous stem cell transplant (asct) or following at least two prior therapies when asct or multi-agent chemotherapy is not a treatment option.,<classical hodgkin lymphoma>,yes,monotherapy for the treatment of adult and paediatric patients with relapsed or refractory classical hodgkin lymphoma (chl).,<hodgkin lymphoma>,merck sharp & dohme (australia) pty ltd,merck sharp & dohme,226597 and 263932,pembrolizumab,yes,no,powder; solution,pm-2020-02312-1-6,,TGA
intravenous,18.01.2021,2021,authorised,australia,approved,16.09.2021,2021,neoplasms; diseases of the digestive system,auspar-keytruda-230623.pdf,biologics,keytruda,first-line treatment of patients with locally advanced or metastatic carcinoma of the oesophagus or her2 negative gastroesophageal junction adenocarcinoma that is not amenable to surgical resection or definitive chemoradiation.,"<carcinoma, oesophageal>; <gastroesophageal junction adenocarcinoma>",yes,first-line treatment of patients with locally advanced unresectable or metastatic carcinoma of the oesophagus or gastroesophageal junction.,"<carcinoma, oesophageal>",merck sharp & dohme (australia) pty ltd,merck sharp & dohme,226597 and 263932,pembrolizumab,yes,yes,powder; solution,pm-2020-06395-1-4,,TGA
intravenous,01.11.2021,2021,authorised,australia,approved,30.09.2022,2022,neoplasms; diseases of the genitourinary system,auspar-keytruda-230830.pdf,biologics,keytruda,"adjuvant treatment of patients with rcc with a clear cell component who are at intermediate-high or high risk of recurrence following nephrectomy, or following nephrectomy and resection of metastatic lesions.",<renal cell carcinoma>,yes,"adjuvant treatment of patients with rcc at intermediate-high or high risk of recurrence following nephrectomy, or following nephrectomy and resection of metastatic lesions.",<renal cell carcinoma>,merck sharp & dohme (australia) pty ltd,merck sharp & dohme,263932,pembrolizumab,yes,no,solution,pm-2021-04316-1-4,,TGA
intravenous,26.10.2021,2021,authorised (under additional monitoring),australia,approved,27.05.2022,2022,neoplasms; diseases of the eye and adnexa,auspar-kimmtrak-221025.pdf,biologics,kimmtrak,treatment of hla-a*02:01-positive adult patients with unresectable or metastatic uveal melanoma.,<uveal melanoma>,no,treatment of hla-a*02:01-positive adult patients with unresectable or metastatic uveal melanoma.,<uveal neoplasms>,adjutor healthcare pty ltd,adjutor,375296,tebentafusp,yes,yes,solution,pm-2021-04357-1-4,,TGA
intravenous,03.10.2023,2023,authorised,australia,approved,19.05.2025,2025,diseases of the nervous system,auspar-kisunla-250528.pdf,biologics,kisunla,treatment of patients with mild cognitive impairment (mci) due to alzheimer’s disease and mild alzheimer’s dementia (early symptomatic alzheimer’s disease) that are apolipoprotein e ε4 (apoe ε4) heterozygotes or noncarriers.,<alzheimer disease>; <mild cognitive impairment>,no,to slow disease progression in adult patients with alzheimer’s disease.,<alzheimer disease>,eli lilly australia pty ltd,eli lilly,420194,donanemab,no,no,solution,pm-2023-03683-1-1,na,TGA
intravenous,21.10.2021,2021,authorised (under additional monitoring),australia,approved,09.11.2022,2022,diseases of the skin; diseases of the genitourinary system,auspar-korsuva-231109.pdf,peptides and proteins,korsuva,treatment of moderate-to-severe pruritus associated with chronic kidney disease in adult patients on haemodialysis.,<pruritus>; <chronic kidney disease>,no,treatment of moderate-to-severe pruritus associated with chronic kidney disease in adult patients on haemodialysis.,<pruritus>; <chronic kidney disease>,vifor pharma pty ltd,vifor,374062,difelikefalin,no,no,solution,pm-2021-04071-1-1,na,TGA
oral,,,authorised,australia,approved,06.08.2024,2024,neoplasms; diseases of the nervous system,auspar-koselugo-240806.pdf,small molecule,koselugo,"treatment of paediatric patients aged 2 years and above, with neurofibromatosis type 1 (nf1) who have symptomatic, inoperable plexiform neurofibromas (pn)",<neurofibromatosis 1>,no,"treatment of paediatric patients 2 years of age and older with neurofibromatosis type 1 (nf1) who have symptomatic, inoperable plexiform neurofibromas (pn)",<neurofibromatosis 1>,"alexion pharmaceuticals, inc.",alexion,,selumetinib,yes,,capsule,pm-2020-05290-1-4,,TGA
oral,04.01.2021,2021,authorised (under additional monitoring),australia,approved,08.03.2022,2022,infectious and parasitic diseases,auspar-kozenis-221213.pdf,small molecule,kozenis,"tafenoquine is indicated, in combination with chloroquine, for the radical cure (prevention of relapse) of plasmodium vivax (p. vivax) malaria.","<malaria, vivax>",yes,tafenoquine is indicated for the radical cure (prevention of relapse) of plasmodium vivax (p. vivax) malaria in patients aged 6 months and older (≥ 5 kg body weight) who are receiving appropriate antimalarial therapy for the acute p. vivax infection.,"<malaria, vivax>",glaxosmithkline australia pty ltd,glaxosmithkline,"297214, 350774",tafenoquine,no,yes,tablet,pm-2020-05985-1-2,na,TGA
oral,,,authorised,australia,approved,21.10.2010,2010,"endocrine, nutritional, and metabolic diseases",auspar-kuvan.pdf,small molecule,kuvan,treatment of hyperphenylalaninaemia (hpa) in sapropterin-responsive adult and paediatric patients with phenylketonuria (pku) or tetrahydrobiopterin (bh4) deficiency.,<hyperphenylalaninemia>; <phenylketonurias>; <tetrahydrobiopterin deficiency>,no,treatment of hyperphenylalaninaemia (hpa) in sapropterin-responsive adult and paediatric patients with phenylketonuria (pku) or tetrahydrobiopterin (bh4) deficiency.,<hyperphenylalaninemia>; <phenylketonurias>; <tetrahydrobiopterin deficiency>,merck serono australia pty ltd,merck,165738,sapropterin dihydrochloride,no,yes,tablet,pm-2009-02891-3-3,na,TGA
intravenous,02.08.2021,2021,authorised,australia,approved,17.02.2023,2023,neoplasms; diseases of the blood and blood-forming organs,auspar-kyprolis-240909.pdf,small molecule,kyprolis,"treatment of patients with relapsed or refractory multiple myeloma who have received at least one prior therapy as part of combination therapy with dexamethasone, lenalidomide and dexamethasone, daratumumab and dexamethasone, or isatuximab and dexamethasone",<multiple myeloma>,yes,treatment of patients with relapsed or refractory multiple myeloma who have received at least one prior therapy,<multiple myeloma>,amgen australia pty ltd,amgen,"266773, 283228, 288527",carfilzomib,no,no,lyophilisate,pm-2021-02664-1-6,na,TGA
intravenous,31.07.2018,2018,authorised,australia,approved,23.08.2019,2019,diseases of the circulatory system; pregnancy and childbirth,auspar-labetalol-hydrochloride-210319.pdf,small molecule,labetalol sxp/rmb/tlb,the emergency treatment of severe hypertension when prompt and urgent reduction of blood pressure is essential.,<hypertension>,yes,"treatment of severe hypertension, including severe hypertension of pregnancy.","<hypertension>; <hypertension, pregnancy-induced>",southern cross pharma pty ltd,southern cross,"306952, 306953, 306954",labetalol hydrochloride,yes,no,solution,pm-2018-01753-1-3,,TGA
oral; intravenous,31.03.2017,2017,authorised,australia,approved,24.07.2018,2018,diseases of the nervous system,auspar-lacosamide-200130.pdf,small molecule,vimpat,monotherapy in the treatment of partial seizures with or without secondary generalisation in patients with epilepsy aged 16 years and older; add on therapy in the treatment of partial seizures with or without secondary generalisation in patients with epilepsy aged 4 years and older,<epilepsy>,yes,monotherapy and add-on therapy in the treatment of partial seizures with or without secondary generalisation in patients with epilepsy aged 4 years and older,<epilepsy>,ucb australia pty ltd,ucb,"196449, 196450, 196451, 196452, 151815, 286810",lacosamide,no,no,tablet; solution,pm-2016-04633-1-1,na,TGA
subcutaneous,25.05.2018,2018,authorised (under additional monitoring),australia,approved,24.01.2019,2019,diseases of the blood and blood-forming organs,auspar-lanadelumab-200304.pdf,biologics,takhzyro,routine prevention of recurrent attacks of hereditary angioedema (c1-esterase-inhibitor deficiency or dysfunction) in patients aged 12 years and older.,"<angioedema, hereditary>",no,routine prevention of angioedema attacks and control of symptoms of hereditary angioedema (hae) in patients aged 12 years and older.,<angioedema>; <hereditary angioedema>,shire australia pty. ltd.,shire,302300,lanadelumab,no,yes,solution,pm-2017-01464-1-2,na,TGA
oral,,,authorised,australia,approved,05.06.2012,2012,neoplasms,auspar-lapatinib-121112.pdf,small molecule,tykerb,"tykerb, in combination with paclitaxel, is indicated for the first line treatment of patients with metastatic breast cancer whose tumours overexpress her2 (erbb2) and for whom trastuzumab is not appropriate.",<breast neoplasms>,yes,in combination with paclitaxel for the treatment of patients with metastatic breast cancer whose tumours overexpress her2 (erbb2).,<breast neoplasms>,glaxosmithkline australia pty ltd,glaxosmithkline,"132305, 185997",lapatinib,no,no,tablet,pm-2011-00908-3-4,na,TGA
oral,30.08.2019,2019,authorised (under additional monitoring),australia,approved,27.08.2020,2020,neoplasms,auspar-larotrectinib-201216.pdf,small molecule,vitrakvi,"treatment of adult and paediatric patients with locally advanced or metastatic solid tumours that have a neurotrophic tyrosine receptor kinase (ntrk) gene fusion without a known acquired resistance mutation, are metastatic or where surgical resection is likely to result in severe morbidity, and have either progressed following treatment or have no satisfactory alternative therapy.",<neoplasms>,no,treatment of adult and paediatric patients with locally advanced or metastatic solid tumours harbouring an ntrk gene fusion.,<neoplasms>,bayer australia limited,bayer,"320237, 320238, 320239",larotrectinib,no,yes,solution; capsule,pm-2019-03170-1-4,na,TGA
oral,,,authorised,australia,approved,08.05.2015,2015,infectious and parasitic diseases,auspar-ledipasvir-sofosbuvir-151008.pdf,small molecule,harvoni,treatment of chronic hepatitis c (chc) genotype 1 infection in adults,<chronic hepatitis c>,no,treatment of chronic hepatitis c (chc) genotype 1 infection in adults,<chronic hepatitis c>,gilead sciences pty ltd,gilead,222848,ledipasvir / sofosbuvir,no,no,tablet,pm-2014-00469-1-2,na,TGA
oral,,,authorised,australia,approved,14.11.2016,2016,infectious and parasitic diseases,auspar-ledipasvir-sofosbuvir-171020.pdf,small molecule,harvoni,treatment of chronic hepatitis c (chc) infection in adults,<chronic hepatitis c>,yes,treatment of chronic hepatitis c (chc) infection in adults,<chronic hepatitis c>,gilead sciences pty ltd,gilead,222848,ledipasvir / sofosbuvir,yes,no,tablet,pm-2015-03086-1-2,,TGA
oral,30.06.2020,2020,authorised (under additional monitoring),australia,approved,15.07.2021,2021,mental and behavioural disorders,auspar-lemborexant-220328.pdf,small molecule,dayvigo,"treatment of insomnia, characterised by difficulties with sleep onset and/or sleep maintenance",<insomnia>,no,"treatment of insomnia, characterised by difficulties with sleep onset and/or sleep maintenance",<insomnia>,eisai australia pty ltd,eisai,338631 and 338645,lemborexant,no,no,tablet,pm-2020-02421-1-1,na,TGA
oral,,,authorised,australia,approved,05.11.2015,2015,neoplasms; diseases of the blood and blood-forming organs,auspar-lenalidomide-160205.pdf,small molecule,revlimid,treatment of patients with newly diagnosed multiple myeloma who are ineligible for autologous stem cell transplantation,<multiple myeloma>,yes,treatment of patients with newly diagnosed multiple myeloma who are ineligible for autologous stem cell transplantation,<multiple myeloma>,celgene pty ltd,celgene,229850; 229851; 229852,lenalidomide,yes,yes,capsule,pm-2014-02792-1-4,,TGA
oral,01.06.2015,2015,authorised,australia,approved,07.03.2016,2016,neoplasms; diseases of the blood and blood-forming organs,auspar-lenalidomide-190506.pdf,small molecule,revlimid,for the treatment of patients with relapsed and/or refractory mantle cell lymphoma.,<mantle cell lymphoma>,yes,for the treatment of patients with relapsed and/or refractory mantle cell lymphoma.,<mantle cell lymphoma>,celgene pty ltd,celgene,"132510, 132514, 132515, 132516, 229850, 229851, 229852",lenalidomide,yes,yes,capsule,pm-2015-00772-1-4,,TGA
oral,04.07.2019,2019,authorised (under additional monitoring),australia,approved,17.09.2019,2019,neoplasms; diseases of the genitourinary system,auspar-lenvatinib-as-mesilate-200505.pdf,small molecule,lenvima,"treatment of patients with advanced endometrial carcinoma that is not microsatellite instability-high (msi-h) or mismatch repair deficient (dmmr), who have disease progression following prior systemic therapy and are not candidates for curative surgery or radiation.",<endometrial neoplasms>,yes,"treatment of patients with advanced endometrial carcinoma that is not microsatellite instability-high (msi-h) or mismatch repair deficient (dmmr), who have disease progression following prior systemic therapy and are not candidates for curative surgery or radiation.",<endometrial neoplasms>,eisai australia pty limited,eisai,"233425, 233426",lenvatinib,yes,no,capsule,pm-2019-02448-1-4,,TGA
intramuscular,02.08.2021,2021,authorised (under additional monitoring),australia,approved,23.11.2022,2022,diseases of the skin,auspar-letybo-231114.pdf,biologics,letybo,temporary improvement in the appearance of moderate to severe glabellar frown lines in adults,<glabellar frown lines>,no,treatment of glabellar frown lines,<glabellar frown lines>,croma australia pty ltd,croma,370012 and 370011,letibotulinumtoxina,yes,no,powder,pm-2021-02698-1-1,,TGA
subcutaneous,30.09.2016,2016,authorised,australia,approved,06.10.2017,2017,neoplasms,auspar-leuprorelin-180905.pdf,peptides and proteins,eligard,treatment of high-risk localised and locally advanced hormone-dependent prostate cancer in combination with radiotherapy,<prostatic neoplasms>,yes,treatment of high-risk localised and locally advanced hormone-dependent prostate cancer in combination with radiotherapy,<prostatic neoplasms>,mundipharma pty ltd,mundipharma,"97449, 97450, 97451, 101581",leuprorelin,yes,no,injection,pm-2016-02330-1-4,,TGA
oral,,,authorised,australia,approved,12.01.2011,2011,diseases of the genitourinary system,auspar-levitra.pdf,small molecule,levitra,for the treatment of erectile dysfunction in adult males,<erectile dysfunction>,no,for the treatment of erectile dysfunction in adult males,<impotence>,bayer australia ltd,bayer,165902,vardenafil,yes,no,tablet,pm-2009-02689-3-3,,TGA
intrauterine,,,authorised,australia,approved,10.09.2013,2013,other,auspar-levonorgestrel-140205.pdf,small molecule,jaydess,contraception for up to 3 years,not reported,yes,contraception for up to 3 years,not reported,bayer australia ltd,bayer,200456,levonorgestrel,yes,no,drug delivery system,pm-2012-01933-3-5,,TGA
