Administration_route,Application_date,Application_year,Current_status,Decision,Decision_date,Decision_year,Disease_class(es),Document_name,Drug_class,Drug_name,Indication_approved,Indication_approved_extracted,Indication_extended,Indication_requested,Indication_requested_extracted,Marketing_authorisation_holder,Marketing_authorisation_holder_extracted,Marketing_authorisation_number,Non_proprietary_name,Nonclinical_abridged,Orphan_drug_status,Pharmaceutical_form,Procedure_number,Referral_body
Oral,Not reported,Not reported,authorised,approved,Not reported,Not reported,Diseases of the circulatory system,pritor-epar-scientific-discussion_en.pdf,Small molecule,Pritor,Treatment of essential arterial hypertension,<Hypertension>,no,Treatment of essential arterial hypertension,<Hypertension>,Not reported,Not Reported,Not reported,Telmisartan,no,no,Tablet,Not reported,NA
oral,Not reported,Not reported,withdrawn,withdrawn,19.11.2009,2009,Neoplasms; Diseases of the digestive system,zunrisa-withdrawal-assessment-report_en.pdf,Small molecule,Zunrisa,NA,Not Reported,no,Prevention of acute and delayed nausea and vomiting associated with highly and moderately emetogenic chemotherapy and postoperative nausea and vomiting,<Emesis>,GlaxoSmithKline,GlaxoSmithKline,Not reported,casopitant,no,no,film-coated tablets,EMEA/H/C/1040,NA
subcutaneous,03.02.2021,2021,authorised,approved,16.12.2021,2021,"Endocrine, nutritional, and metabolic diseases",ngenla-epar-public-assessment-report_en.pdf,Peptides and proteins,Ngenla,treatment of children and adolescents from 3 years of age with growth disturbance due to insufficient secretion of growth hormone,<Growth Hormone Deficiency>,no,long-term treatment of paediatric patients with growth disturbance due to insufficient secretion of growth hormone,<Growth Disorders>,Pfizer Europe MA EEIG,Pfizer,EMA/15620/2022,somatrogon,no,yes,solution for injection,EMEA/H/C/005633/0000,NA
oral,Not reported,Not reported,authorised,approved,Not reported,Not reported,Infectious and parasitic diseases,telzir-epar-scientific-discussion_en.pdf,Small molecule,Telzir,Treatment of Human Immunodeficiency Virus Type 1 (HIV-1) infected adults in combination with other antiretroviral medicinal products.,<Acquired Immunodeficiency Syndrome>,yes,Treatment of Human Immunodeficiency Virus Type 1 (HIV-1) infected adults in combination with other antiretroviral medicinal products.,<Human Immunodeficiency Virus>,Not reported,Not Reported,Not reported,fosamprenavir,no,no,film-coated tablet; oral suspension,EMEA/H/C/000574,NA
oral,Not reported,Not reported,authorised,approved,Not reported,Not reported,Neoplasms; Diseases of the skin,targretin-epar-public-assessment-report_en.pdf,Small molecule,Targretin,Treatment of skin manifestations of advanced stage CTCL patients refractory to at least one systemic treatment,<Cutaneous T-Cell Lymphoma>,no,Treatment of skin manifestations of advanced stage CTCL patients refractory to at least one systemic treatment,<Cutaneous T-Cell Lymphoma>,Ligand Pharmaceuticals UK Limited,Ligand,Not reported,Bexarotene,no,Not reported,capsule,Not reported,NA
intravenous,03.05.2011,2011,authorised,approved,24.05.2012,2012,Neoplasms; Diseases of the musculoskeletal system and connective tissue,zoledronic-acid-medac-epar-public-assessment-report_en.pdf,Small molecule,Zoledronic acid medac,Prevention of skeletal related events in adult patients with advanced malignancies involving bone; Treatment of adult patients with tumour-induced hypercalcaemia (TIH),<Neoplasms>; <Hypercalcemia>,no,Prevention of skeletal related events in adult patients with advanced malignancies involving bone; Treatment of adult patients with tumour-induced hypercalcaemia (TIH),<Neoplasms>; <Hypercalcemia>,medac Gesellschaft für klinische Spezialpräparate mbH,medac,EMA/CHMP/271077/2012,zoledronic acid,yes,no,concentrate for solution for infusion; solution for infusion,EMEA/H/C/002359,Not reported
intravenous,02.08.2013,2013,authorised,approved,24.07.2014,2014,Neoplasms; Diseases of the blood and blood-forming organs,busulfan-fresenius-kabi-epar-public-assessment-report_en.pdf,Small molecule,Busulfan Fresenius Kabi,Busulfan followed by cyclophosphamide (BuCy2) is indicated as conditioning treatment prior to conventional haematopoietic progenitor cell transplantation (HPCT) in adult patients when the combination is considered the best available option. Busulfan followed by cyclophosphamide (BuCy4) or melphalan (BuMel) is indicated as conditioning treatment prior to conventional haematopoietic progenitor cell transplantation in paediatric patients.,Not Reported,no,Busulfan Fresenius Kabi followed by cyclophosphamide (BuCy2) is indicated as conditioning treatment prior to conventional haematopoietic progenitor cell transplantation (HPCT) in adult patients when the combination is considered the best available option. Busulfan Fresenius Kabi followed by cyclophosphamide (BuCy4) or melphalan (BuMel) is indicated as conditioning treatment prior to conventional haematopoietic progenitor cell transplantation in paediatric patients.,Not Reported,Fresenius Kabi Oncology Plc,Fresenius,EMA/552423/2014,Busulfan,yes,no,concentrate for solution for infusion,EMEA/H/C/002806,Not reported
intravenous,05.09.2006,2006,authorised,approved,21.06.2007,2007,Diseases of the blood and blood-forming organs; Infectious and parasitic diseases,flebogammadif-epar-assessment-report_en.pdf,Biologics,Flebogammadif,Replacement therapy in primary immunodeficiency syndromes; Immunomodulation in idiopathic thrombocytopenic purpura; Allogeneic bone marrow transplantation,"<Immunologic Deficiency Syndromes>; <Purpura, Thrombocytopenic, Idiopathic>",no,Replacement therapy in primary immunodeficiency syndromes; Immunomodulation in idiopathic thrombocytopenic purpura; Allogeneic bone marrow transplantation,"<Immunologic Deficiency Syndromes>; <Purpura, Thrombocytopenic, Idiopathic>",Instituto Grifols S.A.,Grifols,Not reported,human normal immunoglobulin,yes,no,solution for injection,EMEA/H/C/000781,Not reported
intravenous,05.11.2021,2021,authorised,approved,13.10.2022,2022,Neoplasms; Diseases of the blood and blood-forming organs,ebvallo-epar-public-assessment-report_en.pdf,Cell and gene therapy,Ebvallo,"treatment of patients with Epstein-Barr virus positive post-transplant lymphoproliferative disease (EBV+ PTLD) who have received at least one prior therapy. For solid organ transplant patients, prior therapy includes chemotherapy unless chemotherapy is considered inappropriate.",<Epstein-Barr Virus Infections>; <Post-Transplant Lymphoproliferative Disorder>,no,"treatment of patients with Epstein-Barr virus positive post-transplant lymphoproliferative disease (EBV+ PTLD) who have received at least one prior therapy. For solid organ transplant patients, prior therapy includes chemotherapy unless chemotherapy is considered inappropriate.",<Epstein-Barr Virus Infections>; <Post-Transplant Lymphoproliferative Disorder>,Atara Biotherapeutics Ireland Limited,Atara,EMA/858618/2022,tabelecleucel,no,yes,dispersion for injection,EMEA/H/C/004577/0000,NA
intravenous; oral,06.05.2008,2008,authorised,approved,23.04.2009,2009,Diseases of the respiratory system,nymusa-epar-public-assessment-report_en.pdf,Small molecule,Nymusa,Treatment of primary apnoea of premature newborns,<Apnea of Prematurity>,no,Treatment of primary apnoea of premature newborns,<Apnea of Prematurity>,Chiesi Farmaceutici SpA,Chiesi,EMA/207328/2009,caffeine,yes,yes,solution for intravenous infusion and oral solution,EMEA/H/C/001014,Not reported
intravenous,07.01.2016,2016,authorised,approved,23.03.2017,2017,Diseases of the blood and blood-forming organs,refixia-epar-public-assessment-report_en.pdf,Biologics,Refixia,Treatment and prophylaxis of bleeding in patients 12 years and above with haemophilia B (congenital factor IX deficiency),<Hemophilia B>,no,Treatment and prophylaxis of bleeding in patients with haemophilia B (congenital factor IX deficiency),<Hemophilia B>,Novo Nordisk A/S,Novo Nordisk,EMA/346525/2017,nonacog beta pegol,no,yes,powder and solvent for solution for injection,EMEA/H/C/004178/0000,NA
intracerebroventricular,27.05.2016,2016,authorised,approved,21.04.2017,2017,Diseases of the nervous system; Congenital malformations and chromosomal abnormalities,brineura-epar-public-assessment-report_en.pdf,Biologics,Brineura,"treatment of patients with CLN2 disease, also known as tripeptidyl peptidase-1 (TPP1) deficiency",<CLN2 Disease>,no,"treatment of patients with CLN2 disease, also known as tripeptidyl peptidase-1 (TPP1) deficiency",<CLN2 Disease>,BioMarin International Limited,BioMarin,EMA/31226/2017,cerliponase alfa,no,yes,solution for ICV infusion,EMEA/H/C/004065/0000,NA
Oral,07.01.2024,2024,authorised,approved,12.12.2024,2024,Diseases of the circulatory system,beyonttra-epar-public-assessment-report_en.pdf,Small molecule,Beyonttra,Treatment of wild-type or variant transthyretin amyloidosis in adult patients with cardiomyopathy (ATTR-CM),<Transthyretin Amyloidosis>; <Cardiomyopathy>,no,Treatment of wild-type or variant transthyretin amyloidosis in adult patients with cardiomyopathy (ATTR-CM),<Transthyretin Amyloidosis>,BridgeBio Europe B.V.,BridgeBio,EMA/66885/2025,acoramidis,no,no,Film-coated tablet,EMEA/H/C/006333/0000,NA
oral,23.05.2017,2017,authorised,approved,22.03.2018,2018,Infectious and parasitic diseases,juluca-epar-public-assessment-report_en.pdf,Small molecule,Juluca,Treatment of human immunodeficiency virus type 1 (HIV-1) infection in adults who are virologically suppressed (HIV-1 RNA <50 copies/mL) without known or suspected resistance to either antiretroviral component,<Human Immunodeficiency Virus>,no,Treatment of human immunodeficiency virus type 1 (HIV-1) infection in adults who are virologically suppressed (HIV-1 RNA <50 copies/mL) without known or suspected resistance to either antiretroviral component,<Human Immunodeficiency Virus>,ViiV Healthcare UK Limited,ViiV,EMA/243517/2018,dolutegravir / rilpivirine,no,no,film-coated tablet,EMEA/H/C/004427/0000,NA
intramuscular,22.06.2017,2017,authorised,approved,25.07.2019,2019,Diseases of the skin,nuceiva-epar-public-assessment-report_en.pdf,Biologics,Nuceiva,temporary improvement in the appearance of moderate to severe vertical lines between the eyebrows seen at maximum frown (glabellar lines),<Glabellar Lines>,no,temporary improvement in the appearance of moderate to severe vertical lines between the eyebrows seen at maximum frown (glabellar lines),<Glabellar Lines>,Evolus Pharma Limited,Evolus,EMA/281737/2019,botulinum toxin type A,no,no,powder for solution for injection,EMEA/H/C/004587/0000,NA
oral,Not reported,Not reported,authorised,approved,Not reported,2006,"Endocrine, nutritional, and metabolic diseases",competact-epar-scientific-discussion_en.pdf,Small molecule,Competact,"Treatment of type 2 diabetes mellitus patients, particularly overweight patients, who are unable to achieve sufficient glycaemic control at their maximally tolerated dose of oral metformin alone.",<Type 2 Diabetes Mellitus>,yes,"Treatment of type 2 diabetes mellitus patients, particularly overweight patients, who are unable to achieve sufficient glycaemic control at their maximally tolerated dose of oral metformin alone.","<Diabetes Mellitus, Type 2>",Not reported,Not Reported,EMA/000151/2006,pioglitazone hydrochloride and metformin hydrochloride,yes,no,film coated tablets,EMEA/H/C/000151,CHMP
intravenous,Not reported,Not reported,withdrawn,withdrawn,25.02.2016,2016,Infectious and parasitic diseases; Diseases of the skin; Diseases of the digestive system; Diseases of the respiratory system; Diseases of the genitourinary system,ertapenem-hospira-withdrawal-assessment-report_en.pdf,Small molecule,Ertapenem Hospira,NA,Not Reported,no,"Treatment of intra-abdominal infections, community acquired pneumonia, acute gynaecological infections, diabetic foot infections of the skin and soft tissue; prophylaxis of surgical site infection following elective colorectal surgery",<Intraabdominal Infections>; <Pneumonia>; <Gynecologic Infections>; <Diabetic Foot>; <Surgical Wound Infection>,Hospira UK Limited,Hospira,EMA/620892/2016,ertapenem sodium,no,no,powder for concentrate for solution for infusion,EMEA/H/C/4080/0000,NA
oral,26.06.2023,2023,authorised,approved,27.06.2024,2024,Neoplasms; Diseases of the genitourinary system,enzalutamide-viatris-epar-public-assessment-report_en.pdf,Small molecule,Enzalutamide Viatris,as monotherapy or in combination with androgen deprivation therapy for the treatment of adult men with high-risk biochemical recurrent (BCR) non-metastatic hormone-sensitive prostate cancer (nmHSPC) who are unsuitable for salvage-radiotherapy; in combination with androgen deprivation therapy for the treatment of adult men with metastatic hormone-sensitive prostate cancer (mHSPC); for the treatment of adult men with high-risk non-metastatic castration-resistant prostate cancer (CRPC); for the treatment of adult men with metastatic CRPC who are asymptomatic or mildly symptomatic after failure of androgen deprivation therapy in whom chemotherapy is not yet clinically indicated; for the treatment of adult men with metastatic CRPC whose disease has progressed on or after docetaxel therapy.,<Prostatic Neoplasms>,no,as monotherapy or in combination with androgen deprivation therapy for the treatment of adult men with high-risk biochemical recurrent (BCR) non-metastatic hormone-sensitive prostate cancer (nmHSPC) who are unsuitable for salvage-radiotherapy; in combination with androgen deprivation therapy for the treatment of adult men with metastatic hormone-sensitive prostate cancer (mHSPC); for the treatment of adult men with high-risk non-metastatic castration-resistant prostate cancer (CRPC); for the treatment of adult men with metastatic CRPC who are asymptomatic or mildly symptomatic after failure of androgen deprivation therapy in whom chemotherapy is not yet clinically indicated; for the treatment of adult men with metastatic CRPC whose disease has progressed on or after docetaxel therapy.,<Prostatic Neoplasms>,Viatris Limited,Viatris,EMA/338096/2024,Enzalutamide,yes,no,film-coated tablet,EMEA/H/C/006299/0000,Not reported
subcutaneous,30.07.2019,2019,authorised,approved,17.10.2019,2019,Neoplasms; Diseases of the blood and blood-forming organs,pegfilgrastim-mundipharma-epar-public-assessment-report_en.pdf,Biologics,Pegfilgrastim Mundipharma,Reduction in the duration of neutropenia and the incidence of febrile neutropenia in adult patients treated with cytotoxic chemotherapy for malignancy (with the exception of chronic myeloid leukaemia and myelodysplastic syndromes).,<Neutropenia>; <Febrile Neutropenia>; <Malignant Neoplasms>,yes,Reduction in the duration of neutropenia and the incidence of febrile neutropenia in adult patients treated with cytotoxic chemotherapy for malignancy (with the exception of chronic myeloid leukaemia and myelodysplastic syndromes).,<Neutropenia>; <Febrile Neutropenia>; <Malignant Neoplasms>,Mundipharma Biologics S.L.,Mundipharma,EMA/CHMP/645013/2019,pegfilgrastim,no,no,solution for injection,EMEA/H/C/005312/0000,NA
subcutaneous,05.06.2014,2014,NA,refused,19.11.2015,2015,"Endocrine, nutritional, and metabolic diseases",solumarv-epar-public-assessment-report_en.pdf,Biologics,Solumarv,NA,Not Reported,no,treatment of patients with diabetes mellitus who require insulin for the maintenance of glucose homeostasis,<Diabetes Mellitus>,Marvel Lifesciences Ltd,Marvel,EMA/596513/2015,insulin human,no,no,solution for injection,EMEA/H/C/003858/0000,NA
Oral,Not reported,Not reported,authorised,approved,27.08.1997,1997,Diseases of the nervous system,tasmar-epar-scientific-discussion_en.pdf,Small molecule,Tasmar,"Treatment of levodopa-responsive patients with idiopathic Parkinson’s disease and motor fluctuations, who failed to respond to or are intolerant of other COMT inhibitors.",<Parkinson Disease>,no,"Treatment of levodopa-responsive patients with idiopathic Parkinson’s disease and motor fluctuations, who failed to respond to or are intolerant of other COMT inhibitors.",<Parkinson Disease>,Roche Registration Limited,Roche,Not reported,Tolcapone,no,no,Tablet,Not reported,NA
oral,Not reported,Not reported,authorised,approved,Not reported,Not reported,Mental and behavioural disorders,champix-epar-scientific-discussion_en.pdf,Small molecule,CHAMPIX,smoking cessation in adults,<Smoking Cessation>,no,smoking cessation in adults,Not Reported,Not reported,Not Reported,Not reported,varenicline,no,no,film-coated tablet,EMEA/H/C/000699,NA
subcutaneous,31.03.2020,2020,authorised,approved,15.10.2020,2020,"Endocrine, nutritional, and metabolic diseases",oxlumo-epar-public-assessment-report_en.pdf,Small molecule,Oxlumo,treatment of primary hyperoxaluria type 1 (PH1) in all age groups,<Primary Hyperoxaluria Type 1>,no,treatment of primary hyperoxaluria type 1 (PH1) in all age groups,<Primary Hyperoxaluria Type 1>,Alnylam Netherlands B.V.,Alnylam,EMA/568312/2020,lumasiran,no,yes,solution for injection,EMEA/H/C/005040/0000,NA
oral,09.09.2016,2016,authorised,approved,20.07.2017,2017,Infectious and parasitic diseases,symtuza-epar-public-assessment-report_en.pdf,Small molecule,Symtuza,Symtuza is indicated as a complete regimen for the treatment of human immunodeficiency virus type 1 (HIV-1) infection in adults and adolescents (aged 12 years and older with body weight at least 40 kg).,<Human Immunodeficiency Virus>,no,Symtuza is indicated as a complete regimen for the treatment of human immunodeficiency virus type 1 (HIV-1) infection in adults and adolescents (aged 12 years and older with body weight at least 40 kg).,<Human Immunodeficiency Virus>,Janssen-Cilag International N.V.,Janssen-Cilag,EMA/496527/2017,darunavir / cobicistat / emtricitabine / tenofovir alafenamide,yes,no,film coated tablets,EMEA/H/C/004391/0000,Not reported
oral,27.07.2007,2007,withdrawn,approved,03.07.2008,2008,"Diseases of the circulatory system; Endocrine, nutritional, and metabolic diseases",pelzont-epar-public-assessment-report_en.pdf,Small molecule,Pelzont,"Pelzont is indicated for the treatment of dyslipidaemia, particularly in patients with combined mixed dyslipidaemia (characterised by elevated levels of LDL-cholesterol and triglycerides and low HDL-cholesterol) and in patients with primary hypercholesterolaemia (heterozygous familial and non-familial).",<Hyperlipidemias>; <Hypercholesterolemia>,no,Pelzont is indicated as adjunctive therapy to diet for use in patients with primary hypercholesterolaemia (heterozygous familial and non-familial) or mixed dyslipidaemia.,<Hypercholesterolemia>; <Dyslipidemias>,Merck Sharp & Dohme Ltd.,Merck Sharp & Dohme,EMA/349185/2008,nicotinic acid / laropiprant,no,no,modified-release tablets,EMEA/H/C/903,NA
oral,17.04.2009,2009,withdrawn,approved,28.07.2009,2009,Diseases of the circulatory system,clopidogrel-ratiopharm-gmbh-epar-public-assessment-report_en.pdf,Small molecule,Clopidogrel ratiopharm GmbH,"prevention of atherothrombotic events in patients with myocardial infarction, ischaemic stroke, or established peripheral arterial disease; acute coronary syndrome",<Myocardial Infarction>; <Ischemic Stroke>; <Peripheral Arterial Disease>; <Acute Coronary Syndrome>,no,prevention of atherothrombotic events,<Arteriosclerosis>,Acino Pharma GmbH,Acino,Not reported,clopidogrel,yes,no,film-coated tablets,EMEA/H/C/1165,CHMP
intravenous,20.04.2023,2023,authorised,approved,30.05.2024,2024,Diseases of the blood and blood-forming organs,durveqtix-epar-public-assessment-report_en.pdf,Cell and gene therapy,Durveqtix,treatment of severe and moderately severe haemophilia B (congenital factor IX deficiency) in adult patients without a history of factor IX inhibitors and without detectable antibodies to variant AAV serotype Rh74,<Hemophilia B>,no,treatment of severe and moderately severe haemophilia B (congenital factor IX deficiency) in adult patients without a history of factor IX inhibitors and without detectable antibodies to variant AAV serotype Rh74,<Hemophilia B>,Pfizer Europe MA EEIG,Pfizer,EMA/323453/2024,fidanacogene elaparvovec,no,no,concentrate for solution for infusion,EMEA/H/C/004774/0000,NA
oral,28.07.2017,2017,authorised,approved,26.07.2018,2018,Neoplasms; Diseases of the skin,mektovi-epar-public-assessment-report_en.pdf,Small molecule,Mektovi,Binimetinib in combination with encorafenib is indicated for the treatment of adult patients with unresectable or metastatic melanoma with a BRAF V600 mutation.,<Melanoma>,no,Binimetinib in combination with encorafenib is indicated for the treatment of adult patients with unresectable or metastatic melanoma with a BRAF V600 mutation.,<Melanoma>,Pierre Fabre Medicament,Pierre Fabre,EMA/CHMP/554701/2018,binimetinib,no,no,film-coated tablet,EMEA/H/C/004579/0000,NA
Oral,23.11.2010,2010,withdrawn,approved,19.05.2011,2011,Infectious and parasitic diseases,victrelis-epar-public-assessment-report_en.pdf,Small molecule,Victrelis,"treatment of chronic hepatitis C (HCV) genotype 1 infection, in combination with peginterferon alpha and ribavirin, in adult patients with compensated liver disease who are previously untreated or who have failed previous therapy",<Chronic Hepatitis C>,no,"treatment of chronic hepatitis C (HCV) genotype 1 infection, in combination with peginterferon alpha and ribavirin, in adult patients with compensated liver disease who are previously untreated or who have failed previous therapy",<Chronic Hepatitis C>,Merck Sharp & Dohme Ltd,Merck Sharp & Dohme,EMA/CHMP/314280/2011,boceprevir,no,no,"Capsule, hard",EMEA/H/C/002332,NA
oral,04.05.2020,2020,authorised,approved,24.02.2022,2022,"Endocrine, nutritional, and metabolic diseases",sitagliptin-accord-epar-public-assessment-report_en.pdf,Small molecule,Sitagliptin Accord,"For adult patients with type 2 diabetes mellitus, Sitagliptin Accord is indicated to improve glycaemic control: as monotherapy, as dual oral therapy in combination with metformin, a sulphonylurea, or a PPARγ agonist, as triple oral therapy in combination with a sulphonylurea and metformin or a PPARγ agonist and metformin, and as add-on to insulin (with or without metformin).",<Type 2 Diabetes Mellitus>,no,"For adult patients with type 2 diabetes mellitus, Sitagliptin Accord is indicated to improve glycaemic control: as monotherapy, as dual oral therapy in combination with metformin, a sulphonylurea, or a PPARγ agonist, as triple oral therapy in combination with a sulphonylurea and metformin or a PPARγ agonist and metformin, and as add-on to insulin (with or without metformin).",<Type 2 Diabetes Mellitus>,Accord Healthcare S.L.U.,Accord,EMA/181231/2022,sitagliptin,yes,no,film-coated tablet,EMEA/H/C/005598/0000,Not reported
Not reported,01.09.2011,2011,withdrawn,approved,25.04.2013,2013,Diseases of the musculoskeletal system and connective tissue,maci-epar-public-assessment-report_en.pdf,Cell and gene therapy,MACI,"repair of symptomatic, full-thickness cartilage defects of the knee",<Joint Diseases>,no,repair of symptomatic cartilage defects of the knee,<Joint Diseases>,Genzyme Europe B.V.,Genzyme,EMA/25287/2013,matrix applied characterised autologous cultured chondrocytes,no,no,implant,EMEA/H/C/002522/0000,NA
oral,23.04.2018,2018,authorised,approved,31.01.2019,2019,"Endocrine, nutritional, and metabolic diseases; Neoplasms",febuxostat-krka-epar-public-assessment-report_en.pdf,Small molecule,Febuxostat Krka,Treatment of chronic hyperuricaemia in conditions where urate deposition has already occurred; prevention and treatment of hyperuricaemia in adult patients undergoing chemotherapy for haematologic malignancies at intermediate to high risk of Tumor Lysis Syndrome (TLS).,<Hyperuricemia>; <Hematologic Neoplasms>; <Tumor Lysis Syndrome>,no,Treatment of chronic hyperuricaemia in conditions where urate deposition has already occurred; prevention and treatment of hyperuricaemia in adult patients undergoing chemotherapy for haematologic malignancies at intermediate to high risk of Tumor Lysis Syndrome (TLS).,<Hyperuricemia>; <Tumor Lysis Syndrome>,"KRKA, d.d., Novo mesto",KRKA,EMA/123663/2019,febuxostat,yes,no,film-coated tablet,EMEA/H/C/004773/0000,Not reported
subcutaneous,25.11.2022,2022,authorised,approved,09.11.2023,2023,Diseases of the blood and blood-forming organs; Neoplasms,azacitidine-kabi-epar-public-assessment-report_en.pdf,Small molecule,Azacitidine Kabi,"Treatment of adult patients who are not eligible for haematopoietic stem cell transplantation (HSCT) with intermediate-2 and high-risk myelodysplastic syndromes (MDS), chronic myelomonocytic leukaemia (CMML) with 10-29% marrow blasts without myeloproliferative disorder, acute myeloid leukaemia (AML) with 20-30% blasts and multi-lineage dysplasia, AML with >30% marrow blasts.","<Myelodysplastic Syndromes>; <Leukemia, Myelomonocytic, Chronic>; <Leukemia, Myeloid, Acute>",no,"Treatment of adult patients who are not eligible for haematopoietic stem cell transplantation (HSCT) with intermediate-2 and high-risk myelodysplastic syndromes (MDS), chronic myelomonocytic leukaemia (CMML) with 10-29% marrow blasts without myeloproliferative disorder, acute myeloid leukaemia (AML) with 20-30% blasts and multi-lineage dysplasia, AML with >30% marrow blasts.","<Myelodysplastic Syndromes>; <Leukemia, Myelomonocytic, Chronic>; <Leukemia, Myeloid, Acute>",Fresenius Kabi Deutschland GmbH,Fresenius,EMA/71813/2024,Azacitidine,yes,no,powder for suspension for injection,EMEA/H/C/006154/0000,Not reported
oral,06.05.2008,2008,authorised,approved,23.04.2009,2009,Neoplasms; Diseases of the respiratory system,iressa-epar-public-assessment-report_en.pdf,Small molecule,IRESSA,IRESSA is indicated for the treatment of adult patients with locally advanced or metastatic non-small cell lung cancer (NSCLC) with activating mutations of EGFR-TK.,<Lung Neoplasms>,yes,IRESSA is indicated for the treatment of adults with locally advanced or metastases Non Small Cell Lung Cancer (NSCLC) eligible for further chemotherapy after receiving prior platinum based chemotherapy.,<Non-Small-Cell Lung Carcinoma>,AstraZeneca AB,AstraZeneca,Not reported,gefitinib,no,no,tablet,EMEA/H/C/001016,NA
Intravenous,01.08.2016,2016,authorised,approved,28.02.2019,2019,Diseases of the blood and blood-forming organs,ondexxya-epar-public-assessment-report_en.pdf,Biologics,Ondexxya,For adult patients treated with a direct factor Xa (FXa) inhibitor (apixaban or rivaroxaban) when reversal of anticoagulation is needed due to life-threatening or uncontrolled bleeding.,Not Reported,no,For adult patients treated with a direct or indirect factor Xa (FXa) inhibitor when reversal of anticoagulation is needed in situations such as life-threatening or uncontrolled bleeding or for emergency surgery/urgent procedures.,Not Reported,Portola Netherlands B.V.,Portola,EMA/347546/2019,andexanet alfa,no,no,Powder for solution for infusion,EMEA/H/C/004108/0000,NA
oral,Not reported,Not reported,withdrawn,withdrawn,24.02.2022,2022,Diseases of the genitourinary system; Congenital malformations and chromosomal abnormalities,imbarkyd-withdrawal-assessment-report_en.pdf,Small molecule,Imbarkyd,NA,Not Reported,no,treatment of chronic kidney disease (CKD) caused by Alport syndrome in adults and adolescents aged 12 years and above,<Chronic Kidney Disease>; <Alport Syndrome>,Not reported,Not Reported,EMA/913943/2022,bardoxolone methyl,no,yes,capsules,EMEA/H/C/005869/0000,NA
subcutaneous; intravenous,04.06.2008,2008,authorised,approved,23.07.2009,2009,Diseases of the blood and blood-forming organs; Neoplasms,eporatio-epar-public-assessment-report_en.pdf,Biologics,Eporatio,Treatment of symptomatic anaemia associated with chronic renal failure; Treatment of symptomatic anaemia in cancer patients with non-myeloid malignancies receiving chemotherapy,<Anemia>; <Chronic Kidney Failure>; <Neoplasms>,no,Treatment of symptomatic anaemia associated with chronic renal failure; Treatment of symptomatic anaemia in cancer patients with non-myeloid malignancies receiving chemotherapy; Increasing the yield of autologous blood from patients in a predonation programme,<Anemia>; <Chronic Kidney Failure>; <Neoplasms>,ratiopharm GmbH,ratiopharm,EMA/522704/2009,epoetin theta,no,no,solution in pre-filled syringes,EMEA/H/C/001033,NA
oral,01.06.2011,2011,withdrawn,approved,19.01.2012,2012,"Endocrine, nutritional, and metabolic diseases",pioglitazone-actavis-group-epar-public-assessment-report_en.pdf,Small molecule,Pioglitazone Actavis Group,"Pioglitazone is indicated as second or third line treatment of type 2 diabetes mellitus as described below: as monotherapy in adult patients (particularly overweight patients) inadequately controlled by diet and exercise for whom metformin is inappropriate because of contraindications or intolerance, as dual oral therapy in combination with metformin, in adult patients (particularly overweight patients) with insufficient glycaemic control despite maximal tolerated dose of monotherapy with metformin, a sulphonylurea, only in adult patients who show intolerance to metformin or for whom metformin is contraindicated, with insufficient glycaemic control despite maximal tolerated dose of monotherapy with a sulphonylurea, as triple oral therapy in combination with metformin and a sulphonylurea, in adult patients (particularly overweight patients) with insufficient glycaemic control despite dual oral therapy. Pioglitazone is also indicated for combination with insulin in type 2 diabetes mellitus adult patients with insufficient glycaemic control on insulin for whom metformin is inappropriate because of contraindications or intolerance.",<Type 2 Diabetes Mellitus>,no,"Pioglitazone is indicated as second or third line treatment of type 2 diabetes mellitus as described below: as monotherapy in adult patients (particularly overweight patients) inadequately controlled by diet and exercise for whom metformin is inappropriate because of contraindications or intolerance, as dual oral therapy in combination with metformin, in adult patients (particularly overweight patients) with insufficient glycaemic control despite maximal tolerated dose of monotherapy with metformin, a sulphonylurea, only in adult patients who show intolerance to metformin or for whom metformin is contraindicated, with insufficient glycaemic control despite maximal tolerated dose of monotherapy with a sulphonylurea, as triple oral therapy in combination with metformin and a sulphonylurea, in adult patients (particularly overweight patients) with insufficient glycaemic control despite dual oral therapy. Pioglitazone is also indicated for combination with insulin in type 2 diabetes mellitus adult patients with insufficient glycaemic control on insulin for whom metformin is inappropriate because of contraindications or intolerance.",<Type 2 Diabetes Mellitus>,Actavis Group PTC ehf,Actavis,EMA/207946/2012,Pioglitazone,yes,no,tablet,EMEA/H/C/2558,Not reported
intramuscular,11.01.2021,2021,withdrawn,approved,29.01.2021,2021,Infectious and parasitic diseases,covid-19-vaccine-astrazeneca-epar-public-assessment-report_en.pdf,Vaccine,COVID-19 Vaccine AstraZeneca,"active immunisation to prevent COVID-19 caused by SARS-CoV-2, in individuals 18 years of age and older",<COVID-19>,no,"active immunisation to prevent COVID-19 caused by SARS-CoV-2, in individuals 18 years of age and older",<COVID-19>,AstraZeneca AB,AstraZeneca,EMA/94907/2021,COVID-19 Vaccine (ChAdOx1-S [recombinant]),no,no,suspension for injection,EMEA/H/C/005675/0000,NA
