Administration_route,Application_date,Application_year,Current_status,Decision,Decision_date,Decision_year,Disease_class(es),Document_name,Drug_class,Drug_name,Indication_approved,Indication_approved_extracted,Indication_extended,Indication_requested,Indication_requested_extracted,Marketing_authorisation_holder,Marketing_authorisation_holder_extracted,Marketing_authorisation_number,Non_proprietary_name,Nonclinical_abridged,Orphan_drug_status,Pharmaceutical_form,Procedure_number,Referral_body
ocular,Not reported,Not reported,authorised,approved,16.12.2011,2011,Diseases of the eye and adnexa,auspar-tafluprost-120503.pdf,Small molecule,Saflutan,Reduction of elevated intraocular pressure in open-angle glaucoma or ocular hypertension,"<Glaucoma, Open-Angle>; <Ocular Hypertension>",no,Reduction of elevated intraocular pressure in open-angle glaucoma or ocular hypertension,"<Glaucoma, Open-Angle>; <Ocular Hypertension>",Merck Sharp & Dohme Pty Ltd,Merck Sharp & Dohme,168803,Tafluprost,no,no,Preservative free eye drops,PM-2009-3896-5,NA
Intravenous; Intramuscular,28.02.2017,2017,authorised,approved,16.03.2018,2018,Pregnancy and childbirth,auspar-carbetocin-180823.pdf,Peptides and proteins,Duratocin,Prevention of uterine atony and excessive bleeding following delivery of the infant by caesarean section or vaginal delivery.,<Obstetric Labor Complications>,yes,Prevention of uterine atony and excessive bleeding following delivery.,<Obstetric Labor Complications>,Ferring Pharmaceuticals Pty Ltd,Ferring,233671,Carbetocin,yes,no,Solution for injection,PM-2016-04273-1-5,Not reported
Oral,02.12.2020,2020,authorised (under additional monitoring),approved,03.03.2022,2022,Neoplasms; Diseases of the blood and blood-forming organs,auspar-xpovio-221115.pdf,Small molecule,Xpovio,"In combination with bortezomib and dexamethasone for the treatment of adult patients with multiple myeloma who have received at least one prior therapy. In combination with dexamethasone for the treatment of adult patients with relapsed or refractory multiple myeloma (RRMM) who have received at least three prior therapies and whose disease is refractory to at least one proteasome inhibitor, at least one immunomodulatory medicinal product (IMiD), and an anti-CD38 monoclonal antibody (mAb).",<Multiple Myeloma>,no,"In combination with dexamethasone for the treatment of adult patients with relapsed or refractory multiple myeloma (RRMM) who have received at least three prior therapies and whose disease is refractory to at least one proteasome inhibitor, at least one immunomodulatory medicinal product (IMiD), and an anti-CD38 monoclonal antibody (mAb). In combination with bortezomib and dexamethasone for the treatment of adult patients with multiple myeloma who have received at least one prior therapy. For the treatment of adult patients with relapsed or refractory diffuse large B-cell lymphoma (RR DLBCL), not otherwise specified, including DLBCL arising from follicular lymphoma, after at least 2 lines of systemic therapy.",<Multiple Myeloma>; <Diffuse Large B-Cell Lymphoma>; <Follicular Lymphoma>,Antengene (Aus) Pty Ltd,Antengene,346589,Selinexor,no,no,Film coated tablet,PM-2020-05458-1-6,NA
Injection,Not reported,Not reported,authorised,approved,17.03.2014,2014,Diseases of the nervous system; Diseases of the musculoskeletal system and connective tissue,auspar-botulinum-toxin-type-a-150915.pdf,Biologics,Xeomin,Cervical dystonia in adults; Blepharospasm in adults; Post-stroke spasticity of the upper limb in adults; Glabellar frown lines in adults,<Cervical Dystonia>; <Blepharospasm>; <Stroke>; <Facial Dermatoses>,no,Cervical dystonia in adults; Blepharospasm in adults; Post-stroke spasticity of the upper limb in adults; Glabellar frown lines in adults,<Cervical Dystonia>; <Blepharospasm>; <Stroke>,Merz Australia Pty Ltd,Merz,205507 and 205508,Botulinum toxin type A,no,no,Powder for injection,PM-2012-04159-1-1,NA
Oral,Not reported,Not reported,Withdrawn,Withdrawn,16.11.2011,2011,Diseases of the respiratory system,auspar-daxas.pdf,Small molecule,Daxas/Xevex/Dalveza,NA,Not Reported,No,Maintenance treatment of COPD associated with chronic bronchitis in patients at risk of exacerbations.,"<Chronic Obstructive Pulmonary Disease>; <Bronchitis, Chronic>",Nycomed Pty Ltd,Nycomed,Not reported,Roflumilast,No,No,Film coated tablet,PM-2009-02915-3-5,NA
Intramuscular,Not reported,Not reported,authorised,approved,04.09.2014,2014,Infectious and parasitic diseases,auspar-dtpa-150112.pdf,Vaccine,Hexaxim,"Vaccination of infants from six weeks of age against diphtheria, tetanus, pertussis, hepatitis B, poliomyelitis and invasive infections caused by Haemophilus influenzae type b.",<Diphtheria>; <Tetanus>; <Pertussis>; <Hepatitis B>; <Poliomyelitis>; <Haemophilus Infections>,no,"Primary and booster vaccination of infants from six weeks of age against diphtheria, tetanus, pertussis, hepatitis B, poliomyelitis, and invasive infections caused by Haemophilus influenzae type b.",<Diphtheria>; <Tetanus>; <Pertussis>; <Hepatitis B>; <Poliomyelitis>; <Haemophilus Infections>,Sanofi Aventis Australia Pty Ltd,Sanofi,215536,"Diphtheria toxoid, Haemophilus type B polysaccharide, hepatitis B surface antigen, pertussis filamentous haemagglutinin, pertussis toxoid, poliovirus, tetanus protein, tetanus toxoid",no,no,Suspension for injection,PM-2013-02800-1-2,NA
Oral,28.02.2020,2020,authorised (under additional monitoring),approved,18.09.2020,2020,Diseases of the nervous system,auspar-cannabidiol-210115.pdf,Small molecule,Epidyolex,Adjunctive therapy of seizures associated with Lennox-Gastaut syndrome (LGS) or Dravet syndrome (DS) for patients 2 years of age and older,<Seizures>; <Lennox-Gastaut Syndrome>; <Dravet Syndrome>,no,Adjunctive therapy of seizures associated with Lennox-Gastaut syndrome (LGS) or Dravet syndrome (DS) for patients 2 years of age and older,<Seizures>; <Lennox-Gastaut Syndrome>; <Dravet Syndrome>,Emerge Health Pty Ltd,Emerge,328860,Cannabidiol,no,yes,Oral liquid solution,PM-2020-00157-1-1,NA
Oral,Not reported,Not reported,authorised,approved,06.09.2013,2013,"Endocrine, nutritional, and metabolic diseases",auspar-canagliflozin-140303.pdf,Small molecule,"Invokana, Prominad",Type 2 diabetes mellitus to improve glycaemic control,"<Diabetes Mellitus, Type 2>",no,Type 2 diabetes mellitus to improve glycaemic control,"<Diabetes Mellitus, Type 2>",Janssen-Cilag Pty Ltd,Janssen-Cilag,"200179, 200180, 200183, 200184",Canagliflozin,no,no,Film coated tablet,PM-2012-02210-3-5,NA
Intravenous,Not reported,Not reported,authorised,approved,26.05.2017,2017,Neoplasms; Diseases of the blood and blood-forming organs,auspar-nivolumab-171031.pdf,Biologics,Opdivo,Treatment of adult patients with relapsed or refractory classical Hodgkin lymphoma (cHL) after autologous stem cell transplant and treatment with brentuximab vedotin.,<Hodgkin Disease>,yes,Treatment of patients with relapsed or refractory classical Hodgkin lymphoma (cHL) following autologous stem cell transplant and treatment with brentuximab vedotin or following at least two prior therapies in patients who are not candidates for ASCT.,<Hodgkin Disease>,Bristol-Myers Squibb Australia Pty Ltd,Bristol-Myers Squibb,"231867, 231868",Nivolumab,yes,no,Concentrate solution for injection,PM-2016-0712-1-4,Not reported
Oral,12.08.2019,2019,authorised (under additional monitoring),approved,21.11.2019,2019,Neoplasms; Diseases of the blood and blood-forming organs,auspar-acalabrutinib-200217.pdf,Small molecule,Calquence,Treatment of patients with mantle cell lymphoma who have received at least one prior therapy.,<Mantle Cell Lymphoma>,no,Treatment of patients with mantle cell lymphoma who have received at least one prior therapy.,<Mantle Cell Lymphoma>,AstraZeneca Pty Ltd,AstraZeneca,321419,Acalabrutinib,no,yes,Hard capsule,PM-2019-03536-1-6,NA
Oral,31.01.2019,2019,withdrawn,withdrawn,11.09.2020,2020,Mental and behavioural disorders,auspar-brexpiprazole-210304.pdf,Small molecule,Rexulti,NA,Not Reported,yes,Use as a short-term adjunctive therapy to antidepressants for the treatment of major depressive disorder (MDD) in adult patients with an inadequate response to prior antidepressant treatment.,"<Depressive Disorder, Major>",Lundbeck Australia Pty Ltd,Lundbeck,Not reported,Brexpiprazole,yes,no,Film coated tablet,PM-2018-05140-1-1,Not reported
Intravenous,30.11.2021,2021,authorised,approved,09.01.2024,2024,Neoplasms; Diseases of the respiratory system; Diseases of the genitourinary system,auspar-onbevzi-240415.pdf,Biologics,ONBEVZI,"Metastatic colorectal cancer; Metastatic breast cancer; Non-small cell lung cancer; Advanced and/or metastatic renal cell cancer; Grade IV glioma; Epithelial ovarian, fallopian tube, or primary peritoneal cancer; Cervical cancer","<Colorectal Neoplasms>; <Breast Neoplasms>; <Lung Neoplasms, Non-Small Cell>; <Carcinoma, Renal Cell>; <Glioma>; <Ovarian Neoplasms>; <Fallopian Tube Neoplasms>; <Peritoneal Neoplasms>; <Cervical Neoplasms>",no,"Metastatic colorectal cancer; Metastatic breast cancer; Non-small cell lung cancer; Advanced and/or metastatic renal cell cancer; Grade IV glioma; Epithelial ovarian, fallopian tube, or primary peritoneal cancer; Cervical cancer","<Colorectal Neoplasms>; <Breast Neoplasms>; <Carcinoma, Non-Small-Cell Lung>; <Renal Cell Carcinoma>; <Glioma>; <Ovarian Neoplasms>; <Fallopian Tube Neoplasms>; <Primary Peritoneal Carcinoma>; <Uterine Cervical Neoplasms>",Samsung Bioepis AU Pty Ltd,Samsung,"431837, 431838",Bevacizumab,no,no,Solution for infusion,PM-2021-04826-1-4,NA
Subcutaneous,02.06.2020,2020,authorised (under additional monitoring),approved,27.08.2021,2021,Diseases of the blood and blood-forming organs,auspar-luspatercept-220427.pdf,Biologics,Reblozyl,"Treatment of adult patients with transfusion-dependent anaemia due to very low, low and intermediate-risk myelodysplastic syndromes with ring sideroblasts; Treatment of adult patients with transfusion-dependent anaemia associated with beta thalassaemia.",<Myelodysplastic Syndromes>; <Beta Thalassemia>,no,"Treatment of adult patients with transfusion-dependent anaemia due to very low, low and intermediate-risk myelodysplastic syndromes with ring sideroblasts who had an unsatisfactory response to or are ineligible for erythropoietin-based therapy; Treatment of adult patients with transfusion-dependent anaemia associated with beta thalassaemia.",<Myelodysplastic Syndromes>; <Anemia>; <Beta-Thalassemia>,Celgene Pty Ltd,Celgene,"334510, and 334511",Luspatercept,no,no,Powder for injection,PM-2020-01706-1-6,NA
Intramuscular,08.06.2021,2021,authorised,approved,22.07.2021,2021,Infectious and parasitic diseases; Diseases of the respiratory system,auspar-bnt162b2-mrna-210722.pdf,Vaccine,Comirnaty,"Active immunisation to prevent coronavirus disease 2019 (COVID-19) caused by SARS-CoV-2, in individuals 12 years of age and older.",<Coronavirus Infections>,yes,"Active immunisation to prevent coronavirus disease 2019 (COVID-19) caused by SARS-CoV-2, in individuals 12 years of age and older.",<Coronavirus Disease 2019>,Pfizer Australia Pty Ltd,Pfizer,346290,BNT162b2,yes,no,Concentrated suspension for injection,PM-2021-02187-1-2,Not reported
Intramuscular,01.11.2021,2021,authorised (under additional monitoring),approved,03.12.2021,2021,Infectious and parasitic diseases,auspar-tozinameran-mrna-covid-19-vaccine-211207.pdf,Vaccine,Comirnaty,"Active immunisation to prevent coronavirus disease 2019 (COVID-19) caused by SARS-CoV-2, in individuals 5 years of age and older.",<Coronavirus Infections>,yes,"Active immunisation to prevent coronavirus disease 2019 (COVID-19) caused by SARS-CoV-2, in individuals 5 years of age and older.",<Coronavirus Disease 2019>,Pfizer Australia Pty Ltd,Pfizer,377110; 377111,Tozinameran,yes,no,Concentrate for injection,PM-2021-05012-1-2,Not reported
Subcutaneous,Not reported,Not reported,authorised,approved,07.11.2016,2016,Diseases of the musculoskeletal system and connective tissue,auspar-certolizumab-pegol-170721.pdf,Biologics,Cimzia,"Treatment of severe, active and progressive rheumatoid arthritis in adults not previously treated with methotrexate or other DMARDs.",<Rheumatoid Arthritis>,yes,"Treatment of severe, active and progressive rheumatoid arthritis in adults not previously treated with methotrexate or other DMARDs.",<Rheumatoid Arthritis>,UCB Australia Pty Ltd,UCB,154726,Certolizumab pegol,yes,no,Solution for injection,PM-2015-01158-1-3,Not reported
Oral,30.09.2015,2015,authorised,approved,04.04.2016,2016,Neoplasms,auspar-nolvadex-130318.pdf,Small molecule,Nolvadex/Nolvadex-D,Primary reduction of breast cancer risk in women at moderately increased or high risk,<Breast Neoplasms>,yes,Primary reduction of breast cancer risk in women at moderately increased or high risk,<Breast Neoplasms>,AstraZeneca Pty Ltd,AstraZeneca,11232 and 11233,Tamoxifen,yes,no,Film coated tablets,PM-2015-02360-1-4,Not reported
Oral,31.08.2022,2022,authorised (under additional monitoring),approved,15.09.2023,2023,Neoplasms; Diseases of the blood and blood-forming organs,auspar-tibsovo-240402l.pdf,Small molecule,Tibsovo,Treatment of acute myeloid leukaemia (AML) with IDH1 R132 mutation,"<Leukemia, Myeloid, Acute>",no,Treatment of acute myeloid leukaemia (AML) with IDH1 R132 mutation,"<Leukemia, Myeloid, Acute>",Servier Laboratories (Aust.) Pty Ltd,Servier,391874,Ivosidenib,yes,no,Film-coated tablet,PM-2022-02178-1-6,Not reported
oral,Not reported,Not reported,authorised,approved,02.07.2010,2010,Diseases of the blood and blood-forming organs,auspar-revolade.pdf,Small molecule,Revolade,"Treatment of adult patients with chronic immune (idiopathic) thrombocytopaenic purpura (ITP) who have had an inadequate response, or are intolerant, to corticosteroids and immunoglobulins.","<Thrombocytopenic Purpura, Idiopathic>",no,"Treatment of adult patients with chronic immune (idiopathic) thrombocytopaenic purpura (ITP) who have had an inadequate response, or are intolerant, to corticosteroids and immunoglobulins.","<Thrombocytopenic Purpura, Idiopathic>",Glaxo Smith Kline Australia Pty Ltd,Glaxo Smith Kline,158419/158356,Eltrombopag olamine,no,yes,Tablets,SM-2009-00082-3-4,NA
Subcutaneous,28.09.2018,2018,authorised,approved,09.07.2019,2019,Neoplasms,auspar-pegfilgrastim-191104.pdf,Biologics,Ziextenzo,"Treatment of cancer patients following chemotherapy to decrease the duration of severe neutropenia and reduce the incidence of infection, as manifested by febrile neutropenia.",<Neutropenia>,no,"Treatment of cancer patients following chemotherapy to decrease the duration of severe neutropenia and reduce the incidence of infection, as manifested by febrile neutropenia.",<Neoplasms>,Sandoz Pty Ltd,Sandoz,308367,Pegfilgrastim,no,no,Solution for injection,PM-2018-03328-1-6,NA
Oral,31.03.2017,2017,authorised,approved,20.03.2018,2018,Infectious and parasitic diseases,auspar-elvitegravir-cobicistat-emtricitabine-tenofovir-alafenamide-fumarate-181018.pdf,Small molecule,Genvoya,Treatment of HIV-1 infection in adults and paediatric patients weighing at least 25 kg who are either treatment-naïve or virologically suppressed on a stable antiretroviral regimen,<HIV Infections>,yes,Treatment of HIV-1 infection in paediatric patients weighing at least 25 kg,<HIV Infections>,Gilead Sciences Pty Ltd,Gilead,233398,"Elvitegravir, cobicistat, emtricitabine, tenofovir alafenamide",yes,no,Tablet,PM-2016-04632-1-2,Not reported
Oral,Not reported,Not reported,authorised,approved,07.08.2012,2012,Pregnancy and childbirth,auspar-misoprostol-121002.pdf,Small molecule,GyMiso,"Medical termination of a developing intrauterine pregnancy in sequential combination with a mifepristone 200 mg tablet, up to 49 days of gestation.","<Pregnancy, Unplanned>",yes,"Medical termination of a developing intrauterine pregnancy in sequential combination with Mifepristone Linepharma 200mg tablet, up to 49 days of gestation.","<Pregnancy, Unplanned>",MS Health,MS,188015,Misoprostol,yes,no,Tablet,PM-2011-01625-3-5,Not reported
Intravenous,28.08.2019,2019,authorised (under additional monitoring),approved,17.03.2020,2020,Neoplasms; Diseases of the nervous system,auspar-dinutuximab-beta-200630.pdf,Biologics,Qarziba,treatment of high-risk neuroblastoma in patients who have previously received induction chemotherapy and achieved at least a partial response.,<Neuroblastoma>,no,"treatment of high-risk neuroblastoma in patients aged 12 months and above, who have previously received induction chemotherapy and achieved at least a partial response, followed by myeloablative therapy and stem cell transplantation, as well as patients with history of relapsed or refractory neuroblastoma, with or without residual disease.",<Neuroblastoma>,Emerge Health Pty Ltd,Emerge,321016,Dinutuximab beta,yes,yes,Solution,PM-2019-03174-1-4,Not reported
Oral,Not reported,Not reported,authorised,approved,15.10.2013,2013,Infectious and parasitic diseases,auspar-cobicistat-131216.pdf,Small molecule,Tybost,Tybost is indicated as a pharmacokinetic enhancer of appropriate HIV-1 protease inhibitors in adults.,<Acquired Immunodeficiency Syndrome>,no,Tybost is indicated as a pharmacokinetic enhancer of appropriate HIV-1 protease inhibitors in adults.,<Acquired Immunodeficiency Syndrome>,Gilead Sciences Pty Ltd,Gilead,200445,Cobicistat,no,no,Immediate release film coated tablets,PM-2012-02160-3-2,NA
Subcutaneous,31.07.2017,2017,authorised,approved,02.08.2018,2018,Diseases of the circulatory system,auspar-evolocumab-190307.pdf,Biologics,Repatha,Prevention of cardiovascular events in adults with established cardiovascular disease in combination with an optimally dosed statin and/or other lipid lowering therapies,<Cardiovascular Diseases>,yes,Prevention of cardiovascular events in patients with or at risk of atherosclerotic cardiovascular disease; Hypercholesterolaemia,<Atherosclerotic Cardiovascular Disease>; <Hypercholesterolemia>,Amgen Australia Pty Ltd,Amgen,231152 and 273084,Evolocumab,yes,no,Solution for injection,PM-2017-0222 9-1-3,Not reported
Oral,10.09.2019,2019,authorised (under additional monitoring),approved,19.09.2020,2020,Diseases of the nervous system,auspar-opicapone-210210.pdf,Small molecule,Ongentys,Adjunctive therapy to preparations of levodopa/DOPA decarboxylase inhibitors (DDCI) in adult patients with Parkinson’s disease and end-of-dose motor fluctuations who cannot be stabilised on those combinations,<Parkinson Disease>,no,Adjunctive therapy to preparations of levodopa/DOPA decarboxylase inhibitors (DDCI) in adult patients with Parkinson’s disease and end-of-dose motor fluctuations who cannot be stabilised on those combinations,<Parkinson Disease>,Maxx Pharma Pty Ltd,Maxx,321017,Opicapone,no,no,Hard capsule,PM-2019-03218-1-1,NA
Oral,Not reported,Not reported,authorised,approved,23.11.2012,2012,"Endocrine, nutritional, and metabolic diseases; Diseases of the circulatory system",auspar-sitagliptin-simvastatin-130606.pdf,Small molecule,Juvicor/Xelezor/Tesozor,Adult patients with Type 2 diabetes mellitus in whom treatment with both sitagliptin and simvastatin is indicated according to the separate indications of these drugs.,"<Diabetes Mellitus, Type 2>",no,Adult patients with Type 2 diabetes mellitus in whom treatment with both sitagliptin and simvastatin is indicated according to the separate indications of these drugs.,<Type 2 Diabetes Mellitus>,Merck Sharp & Dohme (Australia) Pty Ltd,Merck Sharp & Dohme,191482; 191478; 191481; 191476; 191474; 191477; 191475; 191479; and 191480,Sitagliptin and Simvastatin,yes,no,"Tablet, film coated",PM-2011-02796-3-5,Not reported
Oral,Not reported,Not reported,authorised,approved,17.01.2014,2014,Infectious and parasitic diseases,auspar-dolutegravir-140519.pdf,Small molecule,Tivicay,Tivicay is indicated for the treatment of human immunodeficiency virus (HIV) infection in combination with other antiretroviral agents in adults and children over 12 years of age and weighing 40 kg or more.,<Acquired Immunodeficiency Syndrome>,no,For the treatment of human immunodeficiency virus (HIV) infection in combination with other antiretroviral agents in adults and children over 12 years of age.,<Human Immunodeficiency Virus>,ViiV Healthcare Pty Ltd,ViiV,205212,Dolutegravir,no,no,Film coated tablets,PM-2012-04124-1-2,NA
Oral,31.07.2019,2019,authorised,approved,20.05.2020,2020,Diseases of the nervous system; Mental and behavioural disorders,auspar-melatonin-201027.pdf,Small molecule,Slenyto,"Treatment of insomnia in children and adolescents aged 2-18 with Autism Spectrum Disorder (ASD) and/or Smith-Magenis syndrome, where sleep hygiene measures have been insufficient",<Insomnia>; <Autism Spectrum Disorder>; <Smith-Magenis Syndrome>,yes,"Treatment of insomnia in children and adolescents aged 2-18 with Autism Spectrum Disorder (ASD) and/or Smith-Magenis syndrome, where sleep hygiene measures have been insufficient",<Autism Spectrum Disorder>; <Smith-Magenis Syndrome>,RAD Data Australia Pty Ltd,RAD Data,319503 and 319504,Melatonin,no,no,Prolonged release tablet,PM-2019-02617-1-1,NA
Inhalation,09.10.2017,2017,authorised,approved,31.10.2018,2018,Diseases of the respiratory system,auspar-tiotropium-190613.pdf,Small molecule,Braltus,Braltus is indicated for the long term maintenance treatment of bronchospasm and dyspnoea associated with chronic obstructive pulmonary disease (COPD). Braltus is indicated for the prevention of COPD exacerbations.,<Chronic Obstructive Pulmonary Disease>,no,Braltus is indicated for the long term maintenance treatment of bronchospasm and dyspnoea associated with chronic obstructive pulmonary disease (COPD). Braltus is indicated for the prevention of COPD exacerbations.,<Chronic Obstructive Pulmonary Disease>,Teva Pharmaceuticals Pty Ltd,Teva,293317,Tiotropium,yes,no,Hard capsule,PM-2017-03103-1-5,Not reported
Subcutaneous,31.01.2020,2020,authorised,approved,12.03.2021,2021,Diseases of the respiratory system,auspar-omalizumab-210415.pdf,Biologics,Xolair,Chronic rhinosinusitis with nasal polyps (CRSwNP) with inadequate response to intranasal corticosteroids,<Chronic Rhinosinusitis>,yes,Chronic rhinosinusitis with nasal polyps (CRSwNP) with inadequate response to intranasal corticosteroids,<Chronic Rhinosinusitis>,Novartis Pharmaceuticals Australia Pty Ltd,Novartis,"115399, 201124, 82744, 201126",Omalizumab,yes,no,Solution for injection in pre-filled syringe and powder for injection vial with diluent,PM-2019-05980-1-5,Not reported
Oral,Not reported,Not reported,authorised,approved,28.04.2011,2011,Neoplasms; Diseases of the blood and blood-forming organs,auspar-sprycel.pdf,Small molecule,Sprycel,treatment of adults aged 18 years and over with newly diagnosed Philadelphia chromosome positive (Ph+) chronic myeloid leukaemia in the chronic phase,"<Leukemia, Myelogenous, Chronic, BCR-ABL Positive>",yes,treatment of adults aged 18 years or over with newly diagnosed chronic myeloid leukaemia (CML),"<Leukemia, Myeloid, Chronic-Phase>",Bristol-Myers Squibb Australia Pty Ltd,Bristol-Myers Squibb,"125557, 125558, 125559, 125560, 125561, 125562, 157352 and 157356",Dasatinib,yes,yes,Tablet,PM-2010-01583-3-4,Not reported
oral,Not reported,Not reported,authorised,approved,15.01.2016,2016,Diseases of the circulatory system,auspar-sacubitril-valsartan-salt-complex-160923.pdf,Small molecule,Entresto / Novartis sacubitril/valsartan,treatment of chronic heart failure (NYHA Class II-IV) with reduced ejection fraction,<Heart Failure>,no,treatment of chronic heart failure (NYHA Class II-IV) with reduced ejection fraction,<Heart Failure>,Novartis Pharmaceuticals Australia Pty Ltd,Novartis,"234218, 234219, 234220, 234221, 234222, 234223",sacubitril/valsartan,no,no,film-coated tablets,PM-2015-00001-1-3,NA
Oral,Not reported,Not reported,authorised,approved,08.01.2015,2015,Infectious and parasitic diseases,auspar-dolutegravir-sodium-abacavir-sulfate-lamivudine-150519.pdf,Small molecule,Triumeq,"Treatment of Human Immunodeficiency Virus (HIV) infection in adults and adolescents from 12 years of age who are antiretroviral treatment-naive or are infected with HIV without documented or clinically suspected resistance to any of the three antiretroviral agents (dolutegravir, abacavir or lamivudine) in Triumeq.",<Acquired Immunodeficiency Syndrome>,no,Treatment of Human Immunodeficiency Virus (HIV) infection in adults and adolescents from 12 years of age who are antiretroviral treatment-naive or are infected with HIV without documented or clinically suspected resistance to any of the three antiretroviral agents in Triumeq.,<Human Immunodeficiency Virus>,ViiV Healthcare Pty Ltd,ViiV,218644,Dolutegravir sodium/Abacavir sulfate/Lamivudine,yes,no,Tablet,PM-2013-04112-1-2,Not reported
Subcutaneous,31.03.2021,2021,authorised (under additional monitoring),approved,25.03.2022,2022,"Endocrine, nutritional, and metabolic diseases",auspar-wegovy-01-240904.pdf,Peptides and proteins,Wegovy,Induction and maintenance of weight loss in adults with obesity or overweight with at least one weight-related comorbidity,<Obesity>,yes,Chronic weight management in adults with obesity or overweight with at least one weight-related comorbidity,<Obesity>,Novo Nordisk Pharmaceuticals Pty Ltd,Novo Nordisk,"356286, 356285, 356288, 356270, 356287",Semaglutide,no,no,Solution for injection,PM-2021-00612-1-5,NA
subcutaneous,03.10.2023,2023,authorised,approved,07.08.2024,2024,Diseases of the musculoskeletal system and connective tissue; Neoplasms; Diseases of the blood and blood-forming organs,auspar-jubbonti-wyost-241010.pdf,Biologics,Jubbonti/Wyost,Treatment of osteoporosis in postmenopausal women; Prevention of skeletal related events in patients with multiple myeloma and in patients with bone metastases from solid tumours; Treatment of giant cell tumour of bone; Treatment of hypercalcaemia of malignancy,<Osteoporosis>; <Multiple Myeloma>; <Bone Neoplasms>; <Giant Cell Tumor of Bone>; <Hypercalcemia>,no,Treatment of osteoporosis in postmenopausal women; Prevention of skeletal related events in patients with multiple myeloma and in patients with bone metastases from solid tumours; Treatment of giant cell tumour of bone; Treatment of hypercalcaemia of malignancy,<Osteoporosis>; <Multiple Myeloma>; <Bone Neoplasms>; <Giant Cell Tumor of Bone>; <Hypercalcemia>,Sandoz Pty Ltd,Sandoz,418514; 418515,Denosumab,yes,no,"sterile, for injection",PM-2023-03741-1-5,Not reported
intravenous; oral,Not reported,Not reported,authorised,approved,17.03.2010,2010,Diseases of the respiratory system,auspar-cafnea.pdf,Small molecule,Cafnea,short-term treatment of apnoea of prematurity in infants of gestational age 28 to less than 33 weeks,<Apnea of Prematurity>,no,short-term treatment of apnoea of prematurity in infants of gestational age 28 to less than 33 weeks,<Apnea of Prematurity>,Phebra Pty Ltd,Phebra,"153873, 153874, 155059, 155060",Caffeine citrate,yes,yes,Injection and oral solution,PM-2008-2175-5,Not reported
Intravenous,02.07.2021,2021,authorised,approved,07.07.2022,2022,Neoplasms; Diseases of the digestive system,auspar-trastucip-tuzucip-230418.pdf,Biologics,Trastucip and Tuzucip,"HER2-positive early breast cancer, locally advanced breast cancer, metastatic breast cancer, and advanced gastric cancer",<Breast Neoplasms>; <Stomach Neoplasms>,no,"HER2-positive early breast cancer, locally advanced breast cancer, metastatic breast cancer, and advanced gastric cancer",<Breast Neoplasms>; <Stomach Neoplasms>,Cipla Australia Pty Ltd,Cipla,368972 and 368990,Trastuzumab,no,no,Powder for injection,PM-2021-00873-1-4,NA
Oral,Not reported,Not reported,authorised,approved,14.11.2016,2016,Infectious and parasitic diseases,auspar-ledipasvir-sofosbuvir-171020.pdf,Small molecule,Harvoni,treatment of chronic hepatitis C (CHC) infection in adults,<Chronic Hepatitis C>,yes,treatment of chronic hepatitis C (CHC) infection in adults,<Chronic Hepatitis C>,Gilead Sciences Pty Ltd,Gilead,222848,Ledipasvir / Sofosbuvir,yes,no,"Tablet, film coated",PM-2015-03086-1-2,Not reported
Oral,Not reported,Not reported,authorised,approved,04.06.2015,2015,Mental and behavioural disorders,auspar-nalmefene-as-hydrochloride-dihydrate-160809.pdf,Small molecule,Selincro,Reduction of alcohol consumption in adult patients with alcohol use disorder,<Alcohol-Related Disorders>,no,Reduction of alcohol consumption in adult patients with alcohol use disorder,<Alcohol-Related Disorders>,Lundbeck Australia Pty Ltd,Lundbeck,215784,nalmefene,no,no,Immediate release film coated tablets,PM-2013-02690-1-1,NA
Oral,Not reported,Not reported,authorised,approved,14.07.2016,2016,Diseases of the nervous system,auspar-oxycodone-170607.pdf,Small molecule,Targin,Second line symptomatic treatment of patients with severe to very severe idiopathic Restless legs syndrome after failure of dopaminergic therapy.,<Restless Legs Syndrome>,yes,Symptomatic treatment of patients with moderate to severe idiopathic Restless Legs Syndrome (RLS) insufficiently treated with dopaminergic therapy.,<Restless Legs Syndrome>,Mundipharma Pty Ltd,Mundipharma,243252 and 243272,Oxycodone/Naloxone,no,no,Modified release tablets,PM-2015-1090-1-1,NA
Subcutaneous,31.05.2023,2023,authorised (under additional monitoring),approved,26.06.2024,2024,Neoplasms; Diseases of the blood and blood-forming organs,auspar-elrexfio-241031.pdf,Biologics,Elrexfio,"Treatment of adult patients with relapsed or refractory multiple myeloma who have received at least 3 prior therapies, including a proteasome inhibitor, an immunomodulatory agent, and an anti-CD38 monoclonal antibody and have demonstrated disease progression on the last therapy.",<Multiple Myeloma>,no,"Treatment of adult patients with relapsed or refractory multiple myeloma who have received at least 3 prior therapies, including a proteasome inhibitor, an immunomodulatory agent, and an anti-CD38 monoclonal antibody.",<Multiple Myeloma>,Pfizer Australia Pty Ltd,Pfizer,408212; 408213,Elranatamab,no,no,Solution for injection,PM-2023-01920-1-6,NA
