Administration_route,Application_date,Application_year,Current_status,Decision,Decision_date,Decision_year,Disease_class(es),Document_name,Drug_class,Drug_name,Indication_approved,Indication_approved_extracted,Indication_extended,Indication_requested,Indication_requested_extracted,Marketing_authorisation_holder,Marketing_authorisation_holder_extracted,Marketing_authorisation_number,Non_proprietary_name,Nonclinical_abridged,Orphan_drug_status,Pharmaceutical_form,Procedure_number,Referral_body
Oral,Not reported,Not reported,authorised,approved,24.02.2011,2011,"Neoplasms; Endocrine, nutritional, and metabolic diseases",auspar-sutent.pdf,Small molecule,Sutent,"Treatment of unresectable, well-differentiated pancreatic neuroendocrine tumours (pancreatic NET)",<Pancreatic Neuroendocrine Tumors>,yes,Treatment of unresectable pancreatic neuroendocrine tumours (pNET),<Pancreatic Neuroendocrine Tumors>,Pfizer Australia Pty Ltd,Pfizer,"123139, 123146, 123147, 149114, 149115, 149116, 156801 and 156817",Sunitinib,yes,yes,Tablets,PM-2010-01205-4,Not reported
oral,14.09.2021,2021,authorised,approved,30.05.2022,2022,Neoplasms; Diseases of the digestive system,000252522.pdf,Small molecule,Jeselhy,Gastrointestinal stromal tumor that has progressed after cancer chemotherapy,<Gastrointestinal Stromal Tumors>,no,Gastrointestinal stromal tumor that has progressed after cancer chemotherapy,<Gastrointestinal Stromal Tumors>,"Taiho Pharmaceutical Co., Ltd.",Taiho,Not reported,Pimitespib,no,no,tablet,Not reported,
subcutaneous,27.10.2016,2016,withdrawn,approved,14.09.2017,2017,Diseases of the musculoskeletal system and connective tissue; Diseases of the skin; Diseases of the digestive system; Diseases of the eye and adnexa,cyltezo-epar-public-assessment-report_en.pdf,Biologics,Cyltezo,Rheumatoid arthritis; Juvenile idiopathic arthritis; Axial spondyloarthritis; Psoriatic arthritis; Psoriasis; Paediatric plaque psoriasis; Hidradenitis suppurativa; Crohn’s disease; Paediatric Crohn's disease; Ulcerative colitis; Uveitis,"<Rheumatoid Arthritis>; <Arthritis, Juvenile>; <Spondylarthropathies>; <Arthritis, Psoriatic>; <Psoriasis>; <Hidradenitis Suppurativa>; <Crohn Disease>; <Ulcerative Colitis>; <Uveitis>",no,Rheumatoid arthritis; Juvenile idiopathic arthritis; Axial spondyloarthritis; Psoriatic arthritis; Psoriasis; Paediatric plaque psoriasis; Hidradenitis suppurativa; Crohn’s disease; Paediatric Crohn's disease; Ulcerative colitis; Uveitis,"<Rheumatoid Arthritis>; <Arthritis, Juvenile>; <Spondylarthropathies>; <Arthritis, Psoriatic>; <Psoriasis>; <Hidradenitis Suppurativa>; <Crohn Disease>; <Ulcerative Colitis>; <Uveitis>",Boehringer Ingelheim International GmbH,Boehringer Ingelheim,EMA/CHMP/750187/2017,adalimumab,no,no,solution for injection,EMEA/H/C/004319/0000,
Oral,Not reported,Not reported,authorised,approved,25.08.2016,2016,Infectious and parasitic diseases,auspar-grazoprevir-170515.pdf,Small molecule,Zepatier,Chronic Hepatitis C genotype 1 or 4 infection in adults,<Chronic Hepatitis C>,no,Chronic Hepatitis C infection in adults,<Chronic Hepatitis C>,Merck Sharp and Dohme (Australia) Pty Limited,Merck Sharp and Dohme,AUST R 259 928,Grazoprevir / Elbasvir,no,no,Tablet,PM-2015-02428-1-2,
Intravenous,Not reported,Not reported,authorised,approved,13.05.2014,2014,Neoplasms; Diseases of the genitourinary system,auspar-radium-dichloride-140710.pdf,Radiopharmaceutical,Xofigo,For the treatment of castration-resistant prostate cancer patients with symptomatic bone metastases and no known visceral metastatic disease.,<Prostatic Neoplasms>,no,For the treatment of castration-resistant prostate cancer patients with bone metastases.,<Prostatic Neoplasms>,Bayer Australia Ltd,Bayer,208905,Radium dichloride,no,no,Injection solution,PM-2013-00738-1-2,
Intravenous infusion,Not reported,Not reported,authorised,approved,02.05.2013,2013,Infectious and parasitic diseases,auspar-micafungin-130809.pdf,Peptides and proteins,Mycamine,"Treatment of invasive candidiasis, treatment of oesophageal candidiasis, prophylaxis of Candida infection in patients undergoing allogeneic haematopoietic stem cell transplantation or expected to have neutropenia for 10 or more days.",<Invasive Candidiasis>; <Esophageal Candidiasis>; <Candida Infections>,no,"Treatment of invasive candidiasis, treatment of oesophageal candidiasis, prophylaxis of Candida infection in patients undergoing allogeneic haematopoietic stem cell transplantation or expected to have neutropenia for 10 or more days.",<Invasive Candidiasis>; <Esophageal Candidiasis>; <Candida Infections>,Astellas Pharma Australia Pty Ltd,Astellas,196108 and 196109,Micafungin,no,no,Powder for injection,PM-2011-04271-3-2,
oral,05.02.2017,2017,authorised,approved,31.05.2018,2018,"Endocrine, nutritional, and metabolic diseases",nityr-epar-public-assessment-report_en.pdf,Small molecule,Nityr,Treatment of adult and paediatric patients with confirmed diagnosis of hereditary tyrosinemia type 1 (HT-1) in combination with dietary restriction of tyrosine and phenylalanine.,<Hereditary Tyrosinemia Type 1>,no,Treatment of adult and paediatric (in any age range) patients with confirmed diagnosis of hereditary tyrosinemia type 1 (HT-1) in combination with dietary restriction of tyrosine and phenylalanine.,<Hereditary Tyrosinemias>,Cycle Pharmaceuticals Ltd,Cycle,EMA/413721/2018,nitisinone,yes,no,tablet,EMEA/H/C/004582/0000,
oral,25.09.2015,2015,authorised,approved,27.05.2016,2016,Neoplasms,000223356.pdf,Small molecule,Hemangiol,Infantile hemangioma,<Infantile Hemangioma>,yes,Infantile hemangioma,<Infantile Hemangioma>,"Maruho Co., Ltd.",Maruho,Not reported,Propranolol Hydrochloride,yes,yes,oral solution,Not reported,Not reported
Not reported,Not reported,Not reported,authorised,approved,Not reported,2005,Neoplasms,yttriga-epar-scientific-discussion_en.pdf,Other,Yttriga,Not reported,Not Reported,no,Not reported,Not Reported,AEA Technology,AEA,EMA/000272/2005,Yttrium [90Y] chloride,yes,no,solution,EMEA/H/C/000272,Not reported
oral,27.10.2011,2011,authorised,approved,24.05.2012,2012,Diseases of the respiratory system; Congenital malformations and chromosomal abnormalities,kalydeco-epar-public-assessment-report_en.pdf,Small molecule,Kalydeco,treatment of cystic fibrosis (CF) in patients age 6 years and older who have a G551D mutation in the CFTR gene,<Cystic Fibrosis>,no,treatment of cystic fibrosis (CF) in patients age 6 years and older who have a gating mutation in the CFTR gene,<Cystic Fibrosis>,Vertex Pharmaceuticals (U.K.) Ltd.,Vertex,EMA/473279/2012,ivacaftor,no,yes,film-coated tablet,EMEA/H/C/002494//0000,
oral,25.08.2022,2022,authorised,approved,29.05.2023,2023,Diseases of the skin,000266925.pdf,Small molecule,Litfulo,Alopecia areata (limited to intractable cases involving extensive hair loss),<Alopecia Areata>,no,Alopecia areata (limited to intractable cases involving extensive hair loss),<Alopecia Areata>,Pfizer Japan Inc.,Pfizer,Not reported,Ritlecitinib Tosilate,no,no,Capsules,Not reported,
oral,21.12.2023,2023,authorised,approved,14.11.2024,2024,Neoplasms; Diseases of the respiratory system,lazcluze-epar-public-assessment-report_en.pdf,Small molecule,Lazcluze,Lazcluze in combination with amivantamab is indicated for the first-line treatment of adult patients with advanced non-small cell lung cancer (NSCLC) with epidermal growth factor receptor (EGFR) exon 19 deletions or exon 21 L858R substitution mutations.,<Non-Small Cell Lung Cancer>,no,Lazcluze in combination with amivantamab is indicated for the first-line treatment of adult patients with advanced non-small cell lung cancer (NSCLC) with epidermal growth factor receptor (EGFR) exon 19 deletions or exon 21 L858R substitution mutations.,<Non-Small Cell Lung Carcinoma>,Janssen Cilag International,Janssen,EMA/570488/2024,lazertinib,no,no,film-coated tablet,EMEA/H/C/006074/0000,
autologous and intravenous,03.12.2021,2021,authorised (under additional monitoring),approved,12.01.2023,2023,Neoplasms; Diseases of the blood and blood-forming organs,2024-09-26_final_swisspar_tecartus_rrall_fi_engl.pdf,Cell and gene therapy,Tecartus,Tecartus is indicated for the treatment of adult patients with relapsed or refractory B-cell precursor acute lymphoblastic leukaemia (ALL) after 2 or more systemic therapies.,<B-Cell Precursor Acute Lymphoblastic Leukemia>,yes,Tecartus is indicated for the treatment of adult patients with relapsed or refractory B-cell precursor acute lymphoblastic leukaemia (ALL).,<B-Cell Precursor Acute Lymphoblastic Leukemia>,Gilead Sciences Switzerland Sàrl,Gilead,67884,brexucaptagene autoleucel,yes,yes,dispersion for infusion,Not reported,
intravitreal,Not reported,Not reported,withdrawn,withdrawn,Not reported,Not reported,Diseases of the eye and adnexa,withdrawal-assessment-report-izelvay_en.pdf,Peptides and proteins,Izelvay,,Not Reported,no,treatment of adults with geographic atrophy (GA) secondary to age-related macular degeneration (AMD),<Geographic Atrophy>; <Macular Degeneration>,Not reported,Not Reported,EMA/503729/2024,avacincaptad pegol,no,no,solution for injection,EMEA/H/C/006153/0000,
Subcutaneous,Not reported,Not reported,authorised,approved,Not reported,Not reported,Pregnancy and childbirth,ovitrelle-epar-scientific-discussion_en.pdf,Biologics,Ovitrelle,Treatment of women undergoing superovulation prior to assisted reproductive techniques such as in vitro fertilisation (IVF); Anovulatory or oligo-ovulatory women,<Anovulation>,no,Treatment of women undergoing superovulation prior to assisted reproductive techniques such as in vitro fertilisation (IVF); Anovulatory or oligo-ovulatory women,<Anovulation>,Not reported,Not Reported,Not reported,Choriogonadotropin alfa,no,no,Solution for injection,Not reported,
oral,30.05.2014,2014,authorised,approved,24.04.2015,2015,Diseases of the respiratory system; Diseases of the skin,000216694.pdf,Small molecule,Talion,"Allergic rhinitis, urticaria, and pruritus associated with skin disorders (eczema/dermatitis, prurigo, cutaneous pruritus)",<Allergic Rhinitis>; <Urticaria>; <Pruritus>; <Eczema>; <Dermatitis>; <Prurigo>; <Cutaneous Pruritus>,yes,"Allergic rhinitis, urticaria, and pruritus associated with skin disorders (eczema/dermatitis, prurigo, cutaneous pruritus)",<Allergic Rhinitis>; <Urticaria>; <Eczema>; <Dermatitis>; <Prurigo>; <Pruritus>,Mitsubishi Tanabe Pharma Corporation,Mitsubishi Tanabe,Not reported,Bepotastine Besilate,yes,no,tablet,Not reported,Not reported
subcutaneous; intravenous,Not reported,Not reported,authorised,approved,22.08.2001,2001,Diseases of the blood and blood-forming organs; Neoplasms,aranesp-epar-scientific-discussion_en.pdf,Biologics,Aranesp,Treatment of anaemia associated with chronic renal failure in adults and paediatric subjects ≥ 11 years of age; Treatment of anaemia in adult cancer patients with solid tumours (non-haematological malignancies) receiving chemotherapy,<Anaemia>; <Chronic Renal Insufficiency>; <Neoplasms>,yes,Treatment of anaemia associated with chronic renal failure in adults and paediatric subjects ≥ 11 years of age; Treatment of anaemia in adult cancer patients with solid tumours (non-haematological malignancies) receiving chemotherapy,<Anemia>; <Chronic Kidney Failure>; <Neoplasms>,Amgen Europe B.V.,Amgen,EMA/000332/2001,Darbepoetin alfa,no,no,solution for injection,EMEA/H/C/000332,
oral,07.04.2020,2020,authorised,approved,29.06.2020,2020,Neoplasms; Diseases of the blood and blood-forming organs,000241167.pdf,Small molecule,Velexbru,Recurrent or refractory primary central nervous system lymphoma; Waldenström’s macroglobulinemia and lymphoplasmacytic lymphoma,<Central Nervous System Neoplasms>; <Waldenstrom Macroglobulinemia>; <Lymphoma>,yes,Recurrent or refractory primary central nervous system lymphoma; Waldenström’s macroglobulinemia and lymphoplasmacytic lymphoma,"<Central Nervous System Neoplasms>; <Waldenstrom Macroglobulinemia>; <Lymphoma, Lymphoplasmacytic>","Ono Pharmaceutical Co., Ltd.",Ono,Not reported,Tirabrutinib Hydrochloride,yes,yes,tablet,Not reported,Not reported
Oral,31.05.2017,2017,authorised,approved,18.05.2018,2018,Neoplasms; Diseases of the genitourinary system,auspar-olaparib-191016.pdf,Small molecule,Lynparza,"Monotherapy for the maintenance treatment of adult patients with platinum sensitive relapsed high grade epithelial ovarian, fallopian tube, or primary peritoneal cancer who are in response to platinum-based chemotherapy.",<Ovarian Neoplasms>; <Fallopian Tube Neoplasms>; <Peritoneal Neoplasms>,yes,"Monotherapy for the maintenance treatment of adult patients with platinum sensitive relapsed high grade epithelial ovarian, fallopian tube, or primary peritoneal cancer who are in response to platinum-based chemotherapy.",<Ovarian Neoplasms>; <Fallopian Tube Neoplasms>; <Peritoneal Neoplasms>,AstraZeneca Pty Ltd,AstraZeneca,"288613, 288614",Olaparib,no,no,Film coated tablet,PM-2017-01451-1-4,
oral,04.12.2008,2008,authorised,approved,11.03.2010,2010,Diseases of the blood and blood-forming organs,revolade-epar-public-assessment-report_en.pdf,Small molecule,Revolade,"treatment of adult chronic immune (idiopathic) thrombocytopenic purpura (ITP) splenectomised patients who are refractory to other treatments (e.g. corticosteroids, immunoglobulins). Revolade may be considered as second line treatment for adult non-splenectomised patients where surgery is contraindicated","<Thrombocytopenic Purpura, Idiopathic>",no,treatment of previously treated patients with chronic idiopathic thrombocytopenic purpura (ITP) to increase platelet counts and reduce or prevent bleeding,"<Thrombocytopenic Purpura, Idiopathic>",GlaxoSmithKline Trading Services Ltd.,GlaxoSmithKline,EMA/CHMP/279276/2010,eltrombopag,no,yes,film-coated tablets,EMEA/H/C/001110,
oral,23.06.2022,2022,authorised,approved,14.09.2023,2023,Neoplasms; Diseases of the blood and blood-forming organs,vanflyta-epar-public-assessment-report_en.pdf,Small molecule,Vanflyta,"VANFLYTA is indicated in combination with standard cytarabine and anthracycline induction and standard cytarabine consolidation chemotherapy, and as continuation monotherapy following consolidation, for the treatment of adult patients with newly diagnosed acute myeloid leukaemia (AML) that is FMS-like tyrosine kinase 3 internal tandem duplication (FLT3-ITD) positive.","<Leukemia, Myeloid, Acute>",no,"VANFLYTA is indicated in combination with standard cytarabine and anthracycline induction and standard cytarabine consolidation chemotherapy, and as continuation monotherapy following consolidation, for the treatment of adult patients with newly diagnosed acute myeloid leukaemia (AML) that is FMS-like tyrosine kinase 3 internal tandem duplication (FLT3-ITD) positive.","<Leukemia, Myeloid, Acute>",Daiichi Sankyo Europe GmbH,Daiichi Sankyo,EMA/443555/2023,quizartinib,no,no,film-coated tablet,EMEA/H/C/005910/0000,
intravenous,Not reported,Not reported,authorised,approved,Not reported,Not reported,Diseases of the blood and blood-forming organs; Infectious and parasitic diseases; Neoplasms,kiovig-epar-scientific-discussion_en.pdf,Biologics,KIOVIG,"Replacement therapy in Primary immunodeficiency syndromes; Myeloma or chronic lymphocytic leukaemia with severe secondary hypogammaglobulinemia and recurrent infections; Children with congenital AIDS and recurrent infections; Immunomodulation in Idiopathic thrombocytopenic purpura, Guillain Barré syndrome, Kawasaki disease; Allogeneic bone marrow transplantation","<Immunologic Deficiency Syndromes>; <Multiple Myeloma>; <Leukemia, Lymphocytic, Chronic, B-Cell>; <Acquired Immunodeficiency Syndrome>; <Purpura, Thrombocytopenic, Idiopathic>; <Guillain-Barré Syndrome>; <Mucocutaneous Lymph Node Syndrome>",no,"Replacement therapy in Primary immunodeficiency syndromes; Myeloma or chronic lymphocytic leukaemia with severe secondary hypogammaglobulinemia and recurrent infections; Children with congenital AIDS and recurrent infections; Immunomodulation in Idiopathic thrombocytopenic purpura, Guillain Barré syndrome, Kawasaki disease; Allogeneic bone marrow transplantation","<Immunologic Deficiency Syndromes>; <Multiple Myeloma>; <Leukemia, Lymphocytic, Chronic, B-Cell>; <Acquired Immunodeficiency Syndrome>; <Purpura, Thrombocytopenic, Idiopathic>; <Guillain-Barré Syndrome>; <Mucocutaneous Lymph Node Syndrome>",Baxter,Baxter,Not reported,human polyvalent immunoglobulin G (IgG),no,no,solution for infusion,Not reported,
intravenous,27.12.2016,2016,authorised,approved,22.08.2017,2017,Neoplasms; Diseases of the digestive system,000223203.pdf,Biologics,Opdivo,Treatment of unresectable advanced or recurrent gastric cancer that has progressed after cancer chemotherapy,<Gastric Cancer>,yes,Treatment of unresectable advanced or recurrent gastric cancer,<Gastric Cancer>,"Ono Pharmaceutical Co., Ltd.",Ono,Not reported,Nivolumab,yes,no,Injection,Not reported,Not reported
intravenous,03.03.2021,2021,authorised,approved,14.10.2021,2021,Neoplasms,trodelvy-epar-public-assessment-report_en.pdf,Biologics,Trodelvy,"treatment of adult patients with unresectable or metastatic triple-negative breast cancer (mTNBC) who have received two or more prior systemic therapies, including at least one of them for advanced disease",<Breast Neoplasms>,no,"treatment of adult patients with unresectable locally advanced or metastatic triple-negative breast cancer (mTNBC) who have received at least two prior therapies, including at least one prior therapy for locally advanced or metastatic disease",<Breast Neoplasms>,Gilead Sciences Ireland UC,Gilead,EMA/623887/2021,sacituzumab govitecan,no,no,powder for concentrate for solution for infusion,EMEA/H/C/005182/0000,
oral,25.07.2008,2008,authorised,approved,25.06.2009,2009,Diseases of the circulatory system,zyllt-epar-public-assessment-report_en.pdf,Small molecule,Zyllt,Prevention of atherothrombotic events in adults,<Arteriosclerosis>,no,Prevention of atherothrombotic events in adults,<Atherosclerosis>,"Krka, d.d., Novo mesto",Krka,Not reported,clopidogrel,yes,no,film-coated tablet,EMEA/H/C/1058,Not reported
intravenous,Not reported,2001,authorised,approved,Not reported,Not reported,Neoplasms; Diseases of the blood and blood-forming organs,trisenox-epar-scientific-discussion_en.pdf,Small molecule,Trisenox,"induction of remission and consolidation in adult patients with relapsed/refractory acute promyelocytic leukaemia (APL), characterised by the presence of the t(15;17) translocation and/or the presence of the Pro-Myelocytic Leukaemia/Retinoic-Acid-Receptor-alpha (PML/RAR-alpha) gene","<Leukemia, Promyelocytic, Acute>",no,"treatment of relapsed acute promyelocytic leukemia in adult patients, characterised by the presence of the t(15;17) translocation and/or the presence of the PML/RAR-α gene","<Leukemia, Promyelocytic, Acute>",Voisin Consulting S.A.R.L.,Voisin,Not reported,Arsenic trioxide,yes,Not reported,concentrate for solution for infusion,Not reported,WHO and US EPA
intravenous,Not reported,Not reported,authorised,approved,Not reported,Not reported,Neoplasms,myocet-epar-scientific-discussion_en.pdf,Biologics,Myocet,first line treatment of metastatic breast cancer in women,<Breast Neoplasms>,no,first line treatment of metastatic breast cancer in women,<Breast Neoplasms>,Not reported,Not Reported,Not reported,doxorubicin hydrochloride,no,no,concentrate for liposomal dispersion for infusion,Not reported,
Oral,Not reported,Not reported,authorised,approved,08.09.2015,2015,Infectious and parasitic diseases,auspar-valganciclovir-160105.pdf,Small molecule,Valcyte,Prophylaxis of CMV disease in adult and paediatric solid organ transplantation (SOT) patients who are at risk.,<CMV Infections>,yes,Prophylaxis of CMV disease in adult and paediatric solid organ transplantation (SOT) patients who are at risk.,<CMV Infections>,Roche Products Pty Ltd,Roche,82903; 154382,Valganciclovir,yes,no,Film coated tablet / powder for oral solution,PM-2014-01870-1-2,Not reported
subcutaneous,07.01.2019,2019,authorised,approved,29.08.2019,2019,"Endocrine, nutritional, and metabolic diseases; Diseases of the musculoskeletal system and connective tissue",000235589.pdf,Biologics,Crysvita,FGF23-related hypophosphatemic rickets/osteomalacia,<Hypophosphatemic Rickets>; <Osteomalacia>,no,FGF23-related hypophosphatemic rickets/osteomalacia,<Hypophosphatemic Rickets>; <Osteomalacia>,"Kyowa Kirin Co., Ltd.",Kyowa Kirin,Not reported,Burosumab,no,yes,injection,Not reported,
oral,05.05.2011,2011,withdrawn,approved,16.02.2012,2012,"Diseases of the circulatory system; Endocrine, nutritional, and metabolic diseases",sabervel-epar-public-assessment-report_en.pdf,Small molecule,Sabervel,treatment of essential hypertension and treatment of renal disease in patients with hypertension and type 2 diabetes mellitus as part of an antihypertensive drug regimen,"<Hypertension>; <Renal Disease>; <Diabetes Mellitus, Type 2>",no,treatment of essential hypertension and treatment of renal disease in patients with hypertension and type 2 diabetes mellitus as part of an antihypertensive drug regimen,"<Hypertension>; <Renal Disease>; <Diabetes Mellitus, Type 2>",Pharmathen S.A.,Pharmathen,EMA/225623/2012,irbesartan,yes,no,film-coated tablet,EMEA/H/C/002510,Not reported
