Administration_route_human,Administration_route_llm,Administration_route_verdict_human,Application_date_human,Application_date_llm,Application_date_verdict_human,Application_year_human,Application_year_llm,Application_year_verdict_human,Current_status_human,Current_status_llm,Current_status_verdict_human,Decision_date_human,Decision_date_llm,Decision_date_verdict_human,Decision_human,Decision_llm,Decision_verdict_human,Decision_year_human,Decision_year_llm,Decision_year_verdict_human,Disease_class(es)_human,Disease_class(es)_llm,Disease_class(es)_verdict_human,Document_name_human,Document_name_llm,Document_name_verdict_human,Drug_class_human,Drug_class_llm,Drug_class_verdict_human,Drug_name_human,Drug_name_llm,Drug_name_verdict_human,Indication_approved_human,Indication_approved_llm,Indication_approved_verdict_human,Indication_extended_human,Indication_extended_llm,Indication_extended_verdict_human,Indication_requested_human,Indication_requested_llm,Indication_requested_verdict_human,Marketing_authorisation_holder_human,Marketing_authorisation_holder_llm,Marketing_authorisation_holder_verdict_human,Marketing_authorisation_number_human,Marketing_authorisation_number_llm,Marketing_authorisation_number_verdict_human,Non_proprietary_name_human,Non_proprietary_name_llm,Non_proprietary_name_verdict_human,Nonclinical_abridged_human,Nonclinical_abridged_llm,Nonclinical_abridged_verdict_human,Orphan_drug_status_human,Orphan_drug_status_llm,Orphan_drug_status_verdict_human,Pharmaceutical_form_human,Pharmaceutical_form_llm,Pharmaceutical_form_verdict_human,Referral_body_human,Referral_body_llm,Referral_body_verdict_human
"intravenous, subcutaneous",intravenous; subcutaneous,match,??,not reported,match,not reported,not reported,match,authorised,authorised,match,not reported,not reported,match,approved,approved,match,not reported,not reported,match,"diseases of the blood and blood-forming organs, neoplasms",diseases of the blood and blood-forming organs; neoplasms,match,abseamed-epar-scientific-discussion_en.pdf,abseamed-epar-scientific-discussion_en.pdf,match,peptides and proteins,biologics,no_match,abseamed,hx575,no_match,symptomatic anaemia associated with chronic renal failure in adults and children aged 1 to 18 years on haemodialysis and adult patients on peritoneal dialysis and in adults with renal insufficiency not yet undergoing dialysis for the treatment of severe anaemia of renal origin accompanied by clinical symptoms in patients,"anaemia associated with chronic renal failure; anaemia and reduction of transfusion requirements in adult patients receiving chemotherapy for solid tumours, malignant lymphoma or multiple myeloma; reduction of exposure to allogenic blood transfusions in adult non-iron deficient patients prior to major elective orthopaedic surgery",match,no,no,match,"anaemia in patients with chronic renal failure, chemotherapy-induced anaemia in cancer patients and for increasing the yield of autologous blood from patients in a pre-donation programme","anaemia associated with chronic renal failure; anaemia and reduction of transfusion requirements in adult patients receiving chemotherapy for solid tumours, malignant lymphoma or multiple myeloma; reduction of exposure to allogenic blood transfusions in adult non-iron deficient patients prior to major elective orthopaedic surgery",match,not reported,not reported,match,not reported,not reported,match,epoetin alfa,epoetin alfa,match,yes,yes,match,no,no,match,solution for injection in pre-filled syringe,solution in a single-dose pre-filled syringe,match,???,not reported,
"intravenous, subcutaneous",subcutaneous,match,05.04.2024,05.04.2024,match,2024,2024,match,authorised,authorised,match,17.10.2024,17.10.2024,match,approved,approved,match,2024.0,2024,match,diseases of the skin; diseases of the musculoskeletal system and connective tissue; diseases of the digestive system,diseases of the skin; diseases of the musculoskeletal system and connective tissue; diseases of the digestive system,match,absimky-epar-public-assessment-report_en.pdf,absimky-epar-public-assessment-report_en.pdf,match,biologics,biologics,match,absimky,absimky,match,"adult patients with moderately to severely active crohn’s disease who have had an inadequate response with, lost response to, or were intolerant to either conventional therapy or a tnfα antagonist or have medical contraindications to such therapies, adult patients with moderately to severely active ulcerative colitis who have had an inadequate response with, lost response to, or were intolerant to either conventional therapy or a biologic or have medical contraindications to such therapies",plaque psoriasis; paediatric plaque psoriasis; psoriatic arthritis; crohn’s disease; ulcerative colitis,match,no,yes,no_match,"plaque psoriasis; paediatric plaque psoriasis; psoriatic arthritis; crohn’s disease, ulcerative colitis",plaque psoriasis; paediatric plaque psoriasis; psoriatic arthritis; crohn’s disease; ulcerative colitis,match,accord healthcare s.l.u.,accord healthcare s.l.u.,match,ema/511029/2024,ema/511029/2024,match,ustekinumab,ustekinumab,match,yes,yes,match,no,no,match,concentrate for solution for infusion,solution for injection,match,???,not reported,
epicutaneous,epicutaneous,match,not reported,not reported,match,not reported,not reported,match,withdrawn,withdrawn,match,not reported,not reported,match,withdrawn,withdrawn,match,not reported,not reported,match,"other, diseases of the respiratory system; diseases of the skin",diseases of the immune system; diseases of the respiratory system; diseases of the skin,match,abylqis-withdrawal-assessment-report_en.pdf,abylqis-withdrawal-assessment-report_en.pdf,match,peptides and proteins,biologics,no_match,abylqis,abylqis,match,,na,match,no,no,match,epicutaneous allergen immunotherapy (epit) of peanut allergy in children 4 to 11 years old with a diagnosed ige-mediated peanut allergy,epicutaneous allergen immunotherapy (epit) of peanut allergy in children 4 to 11 years old with a diagnosed ige-mediated peanut allergy,match,dbv technologies,not reported,no_match,ema/772201/2021,ema/772201/2021,match,arachis hypogaea extract,arachis hypogaea extract,match,no,no,match,no,no,match,cutaneous patch,cutaneous patch,match,,na,
"intravenous, subcutaneous",intravenous; subcutaneous,match,24.03.2014,24.03.2014,match,2014,2014,match,authorised,authorised,match,24.07.2014,24.07.2014,match,approved,approved,match,2014.0,2014,match,"neoplasms, diseases of the blood and blood-forming organs, infectious and parasitic diseases",neoplasms; diseases of the blood and blood-forming organs; infectious and parasitic diseases,match,accofil-epar-public-assessment-report_en.pdf,accofil-epar-public-assessment-report_en.pdf,match,biologics,biologics,match,accofil,accofil,match,reduction in the duration of neutropenia and the incidence of febrile neutropenia in patients treated with established cytotoxic chemotherapy for malignancy (with the exception of chronic myeloid leukaemia and myelodysplastic syndromes) and for the reduction in the duration of neutropenia in patients undergoing myeloablative therapy followed by bone marrow transplantation considered to be at increased risk of prolonged severe neutropenia,"for the reduction in the duration of neutropenia and the incidence of febrile neutropenia in patients treated with established cytotoxic chemotherapy for malignancy (with the exception of chronic myeloid leukaemia and myelodysplastic syndromes) and for the reduction in the duration of neutropenia in patients undergoing myeloablative therapy followed by bone marrow transplantation considered to be at increased risk of prolonged severe neutropenia; for the mobilisation of peripheral blood progenitor cells (pbpcs); in patients, children or adults with severe congenital, cyclic, or idiopathic neutropenia with an absolute neutrophil count (anc) of ≤ 0.5 x 109/l, and a history of severe or recurrent infections, long term administration of accofil is indicated to increase neutrophil counts and to reduce the incidence and duration of infection-related events; for the treatment of persistent neutropenia (anc less than or equal to 1.0 x 109/l) in patients with advanced hiv infection, in order to reduce the risk of bacterial infections when other options to manage neutropenia are inappropriate.",match,no,no,match,"for the reduction in the duration of neutropenia and the incidence of febrile neutropenia in patients treated with established cytotoxic chemotherapy for malignancy (with the exception of chronic myeloid leukaemia and myelodysplastic syndromes) and for the reduction in the duration of neutropenia in patients undergoing myeloablative therapy followed by bone marrow transplantation considered to be at increased risk of prolonged severe neutropenia; for the mobilisation of peripheral blood progenitor cells (pbpcs); in patients, children or adults with severe congenital, cyclic, or idiopathic neutropenia with an absolute neutrophil count (anc) of ≤ 0.5 x 109/l, and a history of severe or recurrent infections, long term administration of accofil is indicated to increase neutrophil counts and to reduce the incidence and duration of infection-related events; for the treatment of persistent neutropenia (anc less than or equal to 1.0 x 109/l) in patients with advanced hiv infection, in order to reduce the risk of bacterial infections when other options to manage neutropenia are inappropriate.","for the reduction in the duration of neutropenia and the incidence of febrile neutropenia in patients treated with established cytotoxic chemotherapy for malignancy (with the exception of chronic myeloid leukaemia and myelodysplastic syndromes) and for the reduction in the duration of neutropenia in patients undergoing myeloablative therapy followed by bone marrow transplantation considered to be at increased risk of prolonged severe neutropenia; for the mobilisation of peripheral blood progenitor cells (pbpcs); in patients, children or adults with severe congenital, cyclic, or idiopathic neutropenia with an absolute neutrophil count (anc) of ≤ 0.5 x 109/l, and a history of severe or recurrent infections, long term administration of accofil is indicated to increase neutrophil counts and to reduce the incidence and duration of infection-related events; for the treatment of persistent neutropenia (anc less than or equal to 1.0 x 109/l) in patients with advanced hiv infection, in order to reduce the risk of bacterial infections when other options to manage neutropenia are inappropriate.",match,accord healthcare s.l.u.,accord healthcare ltd,match,ema/chmp/603430/2014,ema/chmp/603430/2014,match,filgrastim,filgrastim,match,yes,no,no-match,no,no,match,"solution for injection in pre-filled syringe, solution for infusion in pre-filled syringe",solution for injection,partial_0.5,???,na,
intravenous,intravenous,match,not reported,not reported,match,not reported,not reported,match,authorised,authorised,match,not reported,not reported,match,approved,approved,match,not reported,not reported,match,"diseases of the musculoskeletal system and connective tissue, ""endocrine, nutritional, and metabolic diseases""",diseases of the musculoskeletal system and connective tissue,partial_0.5,aclasta-epar-scientific-discussion_en.pdf,aclasta-epar-scientific-discussion_en.pdf,match,small molecule,small molecule,match,aclasta,aclasta,match,"osteoporosis in post-menopausal women and in adult men at increased risk of fracture, including those with a recent low-trauma hip fracture. treatment of osteoporosis associated with long-term systemic glucocorticoid therapy in post-menopausal women and in adult men at increased risk of fracture. treatment of paget’s disease of the bone in adults.",treatment of paget’s disease of the bone,partial_0.5,no,yes,no_match,treatment of paget’s disease of the bone,treatment of paget’s disease of the bone,match,novartis europharm ltd,novartis europharm ltd,match,not reported,not reported,match,zoledronic acid,zoledronic acid,match,no,no,match,no,no,match,dispersion for infusion,solution for infusion,match,,na,
oral,oral,match,not reported,not reported,match,not reported,not reported,match,withdrawn,withdrawn,match,not reported,not reported,match,approved,withdrawn,no_match,not reported,not reported,match,"""endocrine, nutritional, and metabolic diseases""","endocrine, nutritional, and metabolic diseases; diseases of the circulatory system; mental and behavioural disorders",partial_0.3,acomplia-epar-scientific-discussion_en.pdf,acomplia-epar-scientific-discussion_en.pdf,match,small molecule,small molecule,match,acomplia,acomplia,match,"obese patients (bmi ≥ 30 kg/m2), or overweight patients (bmi > 27 kg/m2) with associated risk factor(s), such as type 2 diabetes or dyslipidaemia",na,no_match,no,no,match,"management of multiple cardiovascular risk factors, weight management, type 2 diabetes, dyslipidaemia, smoking cessation and maintenance of abstinence.","management of multiple cardiovascular risk factors, weight management, type 2 diabetes, dyslipidaemia, smoking cessation and maintenance of abstinence",match,not reported,not reported,match,not reported,not reported,match,rimonabant,rimonabant,match,no,no,match,no,no,match,tablet,film-coated tablet,match,,na,
oral,oral,match,01.06.2011,01.06.2011,match,2011,2011,match,not reported,na,match,18.10.2012,18.10.2012,match,refused,refused,match,2012.0,2012,match,"mental and behavioural disorders, diseases of the nervous system",diseases of the nervous system,partial_0.5,acrescent-epar-refusal-public-assessment-report_en.pdf,acrescent-epar-refusal-public-assessment-report_en.pdf,match,small molecule,small molecule,match,acrescent,acrescent,match,,na,match,no,no,match,moderate to moderately severe alzheimer’s disease who are already on a stable daily dose of 20 mg memantine and 10 mg donepezil,treatment of patients with moderate to moderately severe alzheimer’s disease who are already on a stable daily dose of 20 mg memantine and 10 mg donepezil,match,h. lundbeck a/s,h. lundbeck a/s,match,ema/111381/2013,ema/111381/2013,match,memantine hydrochloride / donepezil hydrochloride,memantine hydrochloride / donepezil hydrochloride,match,no,yes,no_match,no,no,match,tablet,film-coated tablets,match,,not reported,
oral,oral,match,03.05.2012,03.05.2012,match,2012,2012,match,authorised,authorised,match,17.01.2013,17.01.2013,match,approved,approved,match,2013.0,2013,match,diseases of the circulatory system,diseases of the circulatory system,match,actelsar-hct-epar-public-assessment-report_en.pdf,actelsar-hct-epar-public-assessment-report_en.pdf,match,small molecule,small molecule,match,actelsar hct,actelsar hct,match,adults whose blood pressure is not adequately controlled on telmisartan alone,treatment of essential hypertension.,match,no,no,match,"essential hypertension, adults whose blood pressure is not adequately controlled on telmisartan alone, adults whose blood pressure is not adequately controlled on actelsar hct 80 mg/12.5 mg (80 mg telmisartan/12.5 mg hydrochlorothiazide) or adults who have been previously stabilised on telmisartan and hydrochlorothiazide given separately",treatment of essential hypertension.,match,actavis group hf,actavis group hf,match,ema/163479/2013,ema/163479/2013,match,telmisartan / hydrochlorothiazide,telmisartan / hydrochlorothiazide,match,yes,yes,match,no,no,match,tablet,tablets,match,"???, ema",not reported,
oral,oral,match,??,not reported,match,not reported,not reported,match,authorised,authorised,match,not reported,not reported,match,approved,approved,match,not reported,not reported,match,"""endocrine, nutritional, and metabolic diseases""","endocrine, nutritional, and metabolic diseases",match,actos-epar-scientific-discussion_en.pdf,actos-epar-scientific-discussion_en.pdf,match,small molecule,small molecule,match,actos,actos,match,"second or third line treatment of type 2 diabetes mellitus, combination with insulin in type 2 diabetes mellitus adult patients with insufficient glycaemic control on insulin for whom metformin is inappropriate because of contraindications or intolerance","type 2 diabetes mellitus, particularly in overweight patients inadequately controlled by diet and exercise for whom metformin is inappropriate because of contraindications or intolerance.",match,no,no,match,"pioglitazone is indicated as oral monotherapy in type 2 diabetes mellitus patients, particularly overweight patients, inadequately controlled by diet and exercise for whom metformin is inappropriate because of contraindications or intolerance, pioglitazone is also indicated for oral combination treatment in type 2 diabetes mellitus patients with insufficient glycaemic control despite maximal tolerated dose of oral monotherapy with either metformin or sulphonylurea: in combination with metformin particularly in overweight patients, in combination with a sulphonylurea only in patients who show intolerance to metformin or for whom metformin is contraindicated","type 2 diabetes mellitus, particularly in overweight patients inadequately controlled by diet and exercise for whom metformin is inappropriate because of contraindications or intolerance.",match,not reported,not reported,match,not reported,not reported,match,pioglitazone,pioglitazone,match,no,no,match,no,no,match,tablet,tablet,match,,na,
subcutaneous,subcutaneous,match,not reported,not reported,match,2001,not reported,match,authorised,authorised,match,not reported,not reported,match,approved,approved,match,not reported,not reported,match,"""endocrine, nutritional, and metabolic diseases""","endocrine, nutritional, and metabolic diseases",match,actraphane-epar-scientific-discussion_en.pdf,actraphane-epar-scientific-discussion_en.pdf,match,peptides and proteins,peptides and proteins,match,actraphane,actraphane,match,diabetes mellitus,treatment of diabetes mellitus,match,no,no,match,treatment of diabetes mellitus,treatment of diabetes mellitus,match,not reported,not reported,match,not reported,not reported,match,insulin human (rdna),insulin human,match,no,no,match,no,no,match,dispersion for injection,suspension for injection,,,na,
subcutaneous,subcutaneous,match,not reported,not reported,match,2001,not reported,match,authorised,authorised,match,not reported,not reported,match,approved,approved,match,not reported,not reported,match,"""endocrine, nutritional, and metabolic diseases""","endocrine, nutritional, and metabolic diseases",match,actrapid-epar-scientific-discussion_en.pdf,actrapid-epar-scientific-discussion_en.pdf,match,peptides and proteins,peptides and proteins,match,actrapid,actrapid,match,diabetes mellitus,treatment of diabetes mellitus,match,no,no,match,treatment of diabetes mellitus,treatment of diabetes mellitus,match,not reported,not reported,match,not reported,not reported,match,human insulin (rdna),human insulin,match,no,no,match,no,no,match,solution for injection,solution for injection,match,,na,
intravenous,intravenous,match,29.05.2019,29.05.2019,match,2019,2019,match,withdrawn,withdrawn,match,23.07.2020,23.07.2020,match,approved,approved,match,2020.0,2020,match,"diseases of the blood and blood-forming organs, congenital malformations and chomosomal abnormalities",diseases of the blood and blood-forming organs,partial_0.5,adakveo-epar-public-assessment-report_en.pdf,adakveo-epar-public-assessment-report_en.pdf,match,biologics,biologics,match,adakveo,adakveo,match,prevention of recurrent vaso-occlusive crises (vocs) in sickle cell disease patients aged 16 years and older,prevention of recurrent vaso-occlusive crises (vocs) in sickle cell disease patients aged 16 years and older,match,no,no,match,prevention of vaso-occlusive crises in sickle cell disease patients aged 16 years and over,prevention of vaso-occlusive crises in sickle cell disease patients aged 16 years and over,match,novartis europharm limited,novartis europharm limited,match,ema/427120/2020,ema/427120/2020,match,crizanlizumab,crizanlizumab,match,no,no,match,yes,yes,match,concentrate for solution for infusion,concentrate for solution for infusion,match,,na,
inhalation,oral inhalation,match,26.10.2011,26.10.2011,match,2011,2011,match,authorised,authorised,match,13.12.2012,13.12.2012,match,approved,approved,match,2012.0,2012,match,mental and behavioural disorders,mental and behavioural disorders,match,adasuve-epar-public-assessment-report_en.pdf,adasuve-epar-public-assessment-report_en.pdf,match,small molecule,small molecule,match,adasuve,adasuve,match,rapid control of mild-to-moderate agitation in adult patients with schizophrenia or bipolar disorder,adasuve is indicated for the rapid control of mild-to-moderate agitation in adult patients with schizophrenia or bipolar disorder.,match,no,no,match,rapid control of agitation in adult patients with schizophrenia or bipolar disorde,adasuve inhalation powder is indicated for the rapid control of agitation in adult patients with schizophrenia or bipolar disorder.,match,alexza uk ltd.,alexza uk ltd.,match,ema/91055/2013,ema/91055/2013,match,loxapine,loxapine,match,no,no,match,no,no,match,inhalation powder,inhalation powder,match,,na,
intravenous,intravenous,match,31.05.2011,31.05.2011,match,2011,2011,match,authorised,authorised,match,19.07.2012,19.07.2012,match,approved,conditional marketing authorisation,partial_0.5,2012.0,2012,match,"diseases of the blood and blood-forming organs, neoplasms",neoplasms; diseases of the blood and blood-forming organs,match,adcetris-epar-public-assessment-report_en.pdf,adcetris-epar-public-assessment-report_en.pdf,match,biologics,biologics,match,adcetris,adcetris,match,"adult patients with previously untreated cd30+ stage iii or iv hodgkin lymphoma (hl) in combination with doxorubicin, vinblastine and dacarbazine (avd), adult patients with cd30+ hl at increased risk of relapse or progression following autologous stem cell transplant (asct), in combination with cyclophosphamide, doxorubicin and prednisone (chp) is indicated for adult patients with previously untreated systemic anaplastic large cell lymphoma (salcl), adult patients with relapsed or refractory salcl, adult patients with cd30+ cutaneous t-cell lymphoma (ctcl) after at least 1 prior systemic therapy",treatment of adult patients with relapsed or refractory cd30+ hodgkin lymphoma (hl): following autologous stem cell transplant (asct) or following at least two prior therapies when asct or multi-agent chemotherapy is not a treatment option; treatment of adult patients with relapsed or refractory systemic anaplastic large cell lymphoma (salcl),match,no,no,match,patients with relapsed or refractory hodgkin lymphoma (hl) and for the treatment of patients with relapsed or refractory systemic anaplastic large cell lymphoma (salcl),treatment of patients with relapsed or refractory hodgkin lymphoma (hl) and for the treatment of patients with relapsed or refractory systemic anaplastic large cell lymphoma (salcl),match,takeda global research and development centre (europe) ltd.,takeda global research and development centre (europe) ltd.,match,ema/702390/2012,ema/702390/2012,match,brentuximab vedotin,brentuximab vedotin,match,no,no,match,yes,yes,match,powder for concentrate for solution for infusion,powder for concentrate for solution for infusion,match,,na,
oral,oral,match,08.05.2008,02.11.2016,no_match,2008,2016,no_match,authorised,authorised,match,01.10.2008,26.01.2017,no_match,approved,approved,match,2008.0,2017,no_match,diseases of the genitourinary system,diseases of the genitourinary system,match,tadalafil-lilly-epar-public-assessment-report_en.pdf,tadalafil-lilly-epar-public-assessment-report_en.pdf,match,small molecule,small molecule,match,adcirca (previously tadalafil lilly),tadalafil lilly,match,treatment of erectile dysfunction,treatment of erectile dysfunction in adult males; treatment of the signs and symptoms of benign prostatic hyperplasia in adult males,match,yes,yes,match,"treatment of erectile dysfunction, in order for tadalafil to be effective, sexual stimulation is required, tadalafil lilly is not indicated for use by women",treatment of erectile dysfunction in adult males; treatment of the signs and symptoms of benign prostatic hyperplasia in adult males (for the 5mg strength only),partial_0.5,eli lilly nederland b.v.,eli lilly nederland b.v.,match,emea/chmp/304644/2008,ema/chmp/23344/2017,partial_0.5,tadalafil,tadalafil,match,yes,yes,match,no,no,match,tablet,film-coated tablet,match,ema,chmp,
oral,oral,match,05.02.2013,05.02.2013,match,2013,2013,match,authorised,authorised,match,23.01.2014,23.01.2014,match,approved,approved,match,2014.0,2014,match,"diseases of the circulatory system, diseases of the respiratory system",diseases of the circulatory system,partial_0.5,adempas-epar-public-assessment-report_en.pdf,adempas-epar-public-assessment-report_en.pdf,match,small molecule,small molecule,match,adempas,adempas,match,"chronic thromboembolic pulmonary hypertension (cteph) (adult patients with who functional class (fc) ii to iii with inoperable cteph and/or persistent or recurrent cteph after surgical treatment to improve exercise capacity), pah in paediatric patients aged less than 18 years of age and body weight ≥ 50 kg with who functional class (fc) ii to iii in combination with endothelin receptor antagonists",chronic thromboembolic pulmonary hypertension (cteph); pulmonary arterial hypertension (pah),match,no,no,match,"chronic thromboembolic pulmonary hypertension (cteph) (adult patients with inoperable cteph and/or persistent or recurrent cteph after surgical treatment, to improve exercise capacity. studies establishing effectiveness included predominately patients with who functional class ii – iii), pulmonary arterial hypertension (pah) (adult patients)",chronic thromboembolic pulmonary hypertension (cteph); pulmonary arterial hypertension (pah),match,bayer pharma ag,bayer pharma ag,match,ema/chmp/734750/2013,ema/734750/2013,partial_0.5,riociguat,riociguat,match,no,no,match,yes,yes,match,tablet,film-coated tablet,match,,na,
oral,oral,match,23.08.2006,23.08.2006,match,2006,2006,match,authorised,authorised,match,21.02.2008,21.02.2008,match,approved,approved,match,2008.0,2008,match,diseases of the genitourinary system,"endocrine, nutritional, and metabolic diseases",no_match,adenuric-epar-public-assessment-report_en.pdf,adenuric-epar-public-assessment-report_en.pdf,match,small molecule,small molecule,match,adenuric,adenuric,match,same,"treatment of chronic hyperuricaemia in conditions where urate deposition has already occurred (including a history, or presence of, tophus and/or gouty arthritis)",match,no,no,match,chronic hyperuricaemia in conditions where urate deposition has already occurred in adults,"treatment of chronic hyperuricaemia in conditions where urate deposition has already occurred (including a history, or presence of, tophus and/or gouty arthritis)",match,ipsen manufacturing ireland ltd.,ipsen manufacturing ireland ltd.,match,emea/258531/2008,ema/258531/2008,match,febuxostat,febuxostat,match,no,no,match,no,no,match,tablet,tablet,match,,na,
not reported,not reported,match,??,not reported,match,not reported,not reported,match,authorised,authorised,match,19.10.2009,19.02.2015,no_match,approved,approved,match,2009.0,2015,no_match,"infectious and parasitic diseases, diseases of the respiratory system",infectious and parasitic diseases,partial_0.5,adjupanrix-previously-pandemic-influenza-vaccine-h5n1-split-virion-inactivated-adjuvanted-glaxosmithkline-biologicals-h-c-1206-p46-0032-epar-assessment-report_en.pdf,adjupanrix-previously-pandemic-influenza-vaccine-h5n1-split-virion-inactivated-adjuvanted-glaxosmithkline-biologicals-h-c-1206-p46-0032-epar-assessment-report_en.pdf,match,vaccine,vaccine,match,"adjupanrix (previously pandemic influenza vaccine (h5n1) (split virion, inactivated, adjuvanted) glaxosmithkline biologicals)",adjupanrix,match,influenza in an officially declared pandemic situation,prophylaxis of influenza in an officially declared pandemic situation.,match,no,no,match,not reported,prophylaxis of influenza in an officially declared pandemic situation.,no_match,gsk biologicals,gsk biologicals,match,not reported,not reported,match,"pandemic influenza vaccine (h5n1) (split virion, inactivated, adjuvanted)","pandemic influenza vaccine (h5n1) (split virion, inactivated, adjuvanted)",match,no,no,match,no,no,match,tablet,vaccines,no_match,,na,
