Administration_route,Application_date,Application_year,Current_status,Dataset,Decision,Decision_date,Decision_year,Disease_class(es),Disease_name(s),Document_name,Drug_class,Drug_name,Indication_approved,Indication_extended,Indication_requested,Indication_requested_extracted,Marketing_authorisation_holder,Marketing_authorisation_holder_extracted,Marketing_authorisation_number,Non_proprietary_name,Nonclinical_abridged,Orphan_drug_status,Pharmaceutical_form,Procedure_number,Referral_body,Agency
intravenous,12.11.2019,2019,authorised,japan,approved,15.07.2020,2020,neoplasms; diseases of the digestive system,<colorectal neoplasms>,000244664.pdf,biologics,opdivo,"unresectable, advanced or recurrent microsatellite instability-high (msi-high) colorectal cancer that has progressed after cancer chemotherapy",yes,"unresectable, advanced or recurrent microsatellite instability-high (msi-high) colorectal cancer that has progressed after cancer chemotherapy",<colorectal neoplasms>,"ono pharmaceutical co., ltd.",ono,000244664,nivolumab,yes,no,injection,,,PMDA
intravenous,12.11.2019,2019,authorised,japan,approved,26.08.2020,2020,neoplasms; diseases of the digestive system,<colorectal neoplasms>,000244665.pdf,biologics,yervoy,"unresectable, advanced or recurrent microsatellite instability-high (msi-high) colorectal cancer that has progressed after cancer chemotherapy",yes,"unresectable, advanced or recurrent microsatellite instability-high (msi-high) colorectal cancer that has progressed after cancer chemotherapy",<colorectal neoplasms>,bristol-myers squibb k.k.,bristol-myers squibb,000244665,ipilimumab,yes,no,injection,,,PMDA
intravenous; subcutaneous,11.10.2021,2021,authorised,japan,approved,04.11.2021,2021,infectious and parasitic diseases,<coronavirus infections>,000244786.pdf,biologics,ronapreve,treatment and suppression of development of disease caused by sars-cov-2 infection (covid-19),yes,treatment and prevention of disease caused by sars-cov-2 infection (covid-19),<sars-cov-2 infections>,"chugai pharmaceutical co., ltd.",chugai,000244786,casirivimab and imdevimab,no,no,injection,,na,PMDA
intravenous,29.06.2021,2021,authorised,japan,approved,19.07.2021,2021,infectious and parasitic diseases,<covid-19>,000244787.pdf,biologics,ronapreve,treatment of disease caused by sars-cov-2 infection (covid-19),no,treatment of disease caused by sars-cov-2 infection (covid-19),<covid-19>,"chugai pharmaceutical co., ltd.",chugai,000244787,casirivimab and imdevimab,no,no,solution,,na,PMDA
oral,03.12.2021,2021,authorised,japan,approved,24.12.2021,2021,infectious and parasitic diseases,<covid-19>,000245005.pdf,small molecule,lagevrio,treatment of disease caused by sars-cov-2 infection (covid-19),no,treatment of disease caused by sars-cov-2 infection (covid-19),<covid-19>,msd k.k.,msd,000245005,molnupiravir,yes,no,capsule,,,PMDA
intravenous,06.09.2021,2021,authorised,japan,approved,27.09.2021,2021,infectious and parasitic diseases,<coronavirus infections>,000245006.pdf,biologics,xevudy,disease caused by sars-cov-2 infection (covid-19),no,disease caused by sars-cov-2 infection (covid-19),<covid-19>,glaxosmithkline k.k.,glaxosmithkline,000245006,sotrovimab,no,no,solution,,na,PMDA
oral,28.02.2020,2020,authorised,japan,approved,04.09.2020,2020,neoplasms; diseases of the genitourinary system,<ovarian neoplasms>; <recurrent ovarian cancer>,000245811.pdf,small molecule,zejula,maintenance treatment of ovarian cancer after the initial chemotherapy; maintenance treatment of platinum-sensitive recurrent ovarian cancer; treatment of platinum-sensitive recurrent ovarian cancer with homologous recombination deficiency,no,maintenance treatment of ovarian cancer after the initial chemotherapy; maintenance treatment of platinum-sensitive recurrent ovarian cancer; treatment of platinum-sensitive recurrent ovarian cancer with homologous recombination deficiency,<ovarian neoplasms>,takeda pharmaceutical company limited,takeda,000245811,niraparib,no,no,capsule,,na,PMDA
oral,25.11.2014,2014,authorised,japan,approved,28.08.2015,2015,diseases of the skin,<androgenetic alopecia>,000245812.pdf,small molecule,zagallo,androgenetic alopecia in men,yes,"hair growth, hair restoration, and prevention of the progression of hair loss in men with androgenetic alopecia",<androgenetic alopecia>,glaxosmithkline k.k.,glaxosmithkline,000245812,dutasteride,yes,no,capsule,,,PMDA
intravenous,08.11.2019,2019,authorised,japan,approved,07.07.2020,2020,neoplasms; diseases of the digestive system,<esophageal squamous cell carcinoma>,000245967.pdf,biologics,keytruda,"radically unresectable, advanced or recurrent pd-l1 positive esophageal squamous cell carcinoma that has progressed after cancer chemotherapy",yes,"unresectable, advanced or recurrent esophageal cancer",<esophageal neoplasms>,msd k.k.,msd,000245967,pembrolizumab,yes,no,injection,,,PMDA
intramuscular,28.09.2021,2021,authorised,japan,approved,10.11.2021,2021,infectious and parasitic diseases,<covid-19>,000245968.pdf,vaccine,comirnaty,prevention of disease caused by sars-cov-2 infection (covid-19),yes,prevention of disease caused by sars-cov-2 infection (covid-19),<sars-cov-2>,pfizer japan inc.,pfizer,000245968,coronavirus modified uridine rna vaccine,yes,no,injection,,,PMDA
intramuscular,10.11.2021,2021,authorised,japan,approved,20.01.2022,2022,infectious and parasitic diseases,<covid-19>,000245994.pdf,vaccine,comirnaty,prevention of disease caused by sars-cov-2 infection (covid-19),yes,prevention of disease caused by sars-cov-2 infection (covid-19),<covid-19>,pfizer japan inc.,pfizer,000245994,coronavirus modified uridine rna vaccine,yes,no,injection,,,PMDA
oral,30.07.2020,2020,authorised,japan,approved,22.02.2021,2021,neoplasms,"<thyroid neoplasms>; <carcinoma, hepatocellular>; <thymus neoplasms>",000246143.pdf,small molecule,lenvima,"unresectable thyroid cancer, unresectable hepatocellular carcinoma, unresectable thymic carcinoma",yes,unresectable thymic carcinoma,<thymic carcinoma>,"eisai co., ltd.",eisai,000246143,lenvatinib mesilate,yes,yes,capsule,,,PMDA
oral,14.01.2022,2022,authorised,japan,approved,10.02.2022,2022,infectious and parasitic diseases,<covid-19>,000246305.pdf,small molecule,paxlovid,treatment of disease caused by sars-cov-2 infection (covid-19),no,treatment of disease caused by sars-cov-2 infection (covid-19),<covid-19>,pfizer japan inc.,pfizer,000246305,nirmatrelvir and ritonavir,yes,no,tablet,,,PMDA
intravenous,13.12.2021,2021,authorised,japan,approved,07.01.2022,2022,infectious and parasitic diseases; diseases of the respiratory system,<pneumonia>,000246328.pdf,biologics,actemra,pneumonia caused by sars-cov-2 infection (covid-19) (limited to patients requiring supplemental oxygen),yes,pneumonia caused by sars-cov-2 infection (covid-19) (limited to patients requiring supplemental oxygen),<pneumonia>; <covid-19>,"chugai pharmaceutical co., ltd.",chugai,000246328,tocilizumab,yes,no,concentrate,,,PMDA
intravenous,10.12.2020,2020,authorised,japan,approved,,2021,neoplasms; diseases of the digestive system,<gastric cancer>; <esophageal neoplasms>,000246571.pdf,biologics,opdivo,"treatment of unresectable, advanced or recurrent gastric cancer; adjuvant therapy of esophageal cancer",yes,"treatment of unresectable, advanced or recurrent gastric cancer previously untreated with chemotherapy; adjuvant therapy of esophageal cancer",<gastric neoplasms>; <esophageal neoplasms>,"ono pharmaceutical co., ltd.",ono,000246571,nivolumab,yes,no,injection,,,PMDA
oral,16.01.2020,2020,authorised,japan,approved,29.10.2020,2020,"endocrine, nutritional, and metabolic diseases; diseases of the circulatory system",<heart failure>,000246621.pdf,small molecule,forxiga,chronic heart failure,yes,chronic heart failure,<heart failure>,astrazeneca k.k.,astrazeneca,000246621,dapagliflozin,no,no,tablet,,na,PMDA
oral,30.07.2020,2020,authorised,japan,approved,26.05.2021,2021,"endocrine, nutritional, and metabolic diseases",<type 2 diabetes mellitus>,000246722.pdf,small molecule,twymeeg,type 2 diabetes mellitus,no,type 2 diabetes mellitus,<type 2 diabetes mellitus>,"sumitomo dainippon pharma co., ltd.",sumitomo dainippon,000246722,imeglimin hydrochloride,no,no,tablet,,na,PMDA
oral,16.10.2019,2019,authorised,japan,approved,30.10.2020,2020,infectious and parasitic diseases,<influenza>,000246924.pdf,small molecule,xofluza,treatment and prophylaxis of influenza a or b virus infection,yes,prophylaxis of influenza a or b virus infection,<influenza>,"shionogi & co., ltd.",shionogi,000246924,baloxavir marboxil,no,no,tablet,,na,PMDA
subcutaneous,24.01.2020,2020,authorised,japan,approved,02.12.2020,2020,diseases of the nervous system,<migraine disorders>,000247408.pdf,biologics,emgality,prevention of migraine attacks,no,prevention of migraine attacks,<migraine disorders>,eli lilly japan k.k.,eli lilly,000247408,galcanezumab,no,no,injection,,na,PMDA
intravenous,30.09.2021,2021,authorised,japan,approved,25.02.2022,2022,"endocrine, nutritional, and metabolic diseases",<acid sphingomyelinase deficiency>,000247409.pdf,biologics,xenpozyme,acid sphingomyelinase deficiency,no,acid sphingomyelinase deficiency,<acid sphingomyelinase deficiency>,sanofi k.k.,sanofi,000247409,olipudase alfa,no,yes,lyophilisate,,na,PMDA
oral,14.02.2020,2020,authorised,japan,approved,02.12.2020,2020,diseases of the circulatory system,<venous thromboembolism>,000247811.pdf,small molecule,xarelto,treatment of venous thromboembolism and prevention of its recurrence,yes,treatment of pediatric venous thromboembolism and prevention of its recurrence,<venous thromboembolism>,"bayer yakuhin, ltd.",bayer,000247811,rivaroxaban,yes,no,tablet,,,PMDA
oral,08.10.2019,2019,authorised,japan,approved,04.09.2020,2020,diseases of the musculoskeletal system and connective tissue,<rheumatoid arthritis>,000247830.pdf,small molecule,jyseleca,rheumatoid arthritis in patients who have had an inadequate response to conventional therapies (including the prevention of structural joint damage),no,rheumatoid arthritis in patients who have had an inadequate response to conventional therapies (including the prevention of structural joint damage),<rheumatoid arthritis>,gilead sciences k.k.,gilead,000247830,filgotinib maleate,no,no,tablet,,na,PMDA
percutaneous,06.07.2022,2022,authorised,japan,approved,29.07.2022,2022,infectious and parasitic diseases,<smallpox>; <monkeypox>,000247943.pdf,vaccine,freeze-dried smallpox vaccine prepared in cell culture lc16 “kmb”,prevention of smallpox and monkeypox,yes,prevention of smallpox and monkeypox,<smallpox>; <monkeypox>,"km biologics co., ltd.",km biologics,000247943,freeze-dried smallpox vaccine prepared in cell culture,yes,no,powder,,,PMDA
oral,28.05.2020,2020,authorised,japan,approved,25.02.2021,2021,mental and behavioural disorders,<schizophrenia>,000248223.pdf,small molecule,lonasen,schizophrenia,yes,schizophrenia,<schizophrenia>,"sumitomo dainippon pharma co., ltd.",sumitomo dainippon,000248223,blonanserin,yes,no,tablet,,,PMDA
intramuscular,16.12.2021,2021,authorised,japan,approved,18.04.2022,2022,infectious and parasitic diseases,<coronavirus infections>,000248293.pdf,vaccine,nuvaxovid,prevention of disease caused by sars-cov-2 infection (covid-19),no,prevention of disease caused by sars-cov-2 infection (covid-19),<coronavirus infections>,takeda pharmaceutical company limited,takeda,000248293,recombinant coronavirus (sars-cov-2) vaccine,yes,no,injection,,,PMDA
oral,29.07.2020,2020,authorised,japan,approved,25.02.2021,2021,diseases of the circulatory system,<pulmonary hypertension>,000248791.pdf,small molecule,volibris,pulmonary arterial hypertension,yes,pulmonary arterial hypertension,<pulmonary hypertension>,glaxosmithkline k.k.,glaxosmithkline,000248791,ambrisentan,yes,yes,tablet,,,PMDA
intramuscular,08.08.2022,2022,authorised,japan,approved,07.09.2022,2022,infectious and parasitic diseases,<covid-19>,000249126.pdf,vaccine,comirnaty,prevention of disease caused by sars-cov-2 infection (covid-19),yes,prevention of disease caused by sars-cov-2 infection (covid-19),<sars-cov-2>,pfizer japan inc.,pfizer,000249126,coronavirus modified uridine rna vaccine,yes,no,injection,,,PMDA
intramuscular,22.06.2022,2022,authorised,japan,approved,17.08.2022,2022,infectious and parasitic diseases,<sars-cov-2 infections>,000249127.pdf,vaccine,comirnaty,prevention of disease caused by sars-cov-2 infection (covid-19),no,prevention of disease caused by sars-cov-2 infection (covid-19),<covid-19>,pfizer japan inc.,pfizer,000249127,coronavirus modified uridine rna vaccine,yes,no,injection,,,PMDA
intramuscular,10.08.2022,2022,authorised,japan,approved,06.09.2022,2022,infectious and parasitic diseases,<covid-19>,000249128.pdf,vaccine,spikevax,prevention of disease caused by sars-cov-2 infection (covid-19),yes,prevention of disease caused by sars-cov-2 infection (covid-19),<sars-cov-2>,"moderna japan co., ltd.",moderna,000249128,coronavirus modified uridine rna vaccine,no,no,suspension,,na,PMDA
intramuscular,10.11.2021,2021,authorised,japan,approved,15.12.2021,2021,infectious and parasitic diseases,<sars-cov-2 infections>,000249129.pdf,vaccine,covid-19 vaccine moderna,prevention of disease caused by sars-cov-2 infection (covid-19),yes,prevention of disease caused by sars-cov-2 infection (covid-19),<sars-cov-2>,takeda pharmaceutical company limited,takeda,000249129,coronavirus modified uridine rna vaccine,yes,no,suspension,,,PMDA
intramuscular,14.07.2022,2022,authorised,japan,approved,05.10.2022,2022,infectious and parasitic diseases,<coronavirus infections>,000249724.pdf,vaccine,comirnaty,prevention of disease caused by sars-cov-2 infection (covid-19),yes,prevention of disease caused by sars-cov-2 infection (covid-19),<sars-cov-2>,pfizer japan inc.,pfizer,000249724,coronavirus modified uridine rna vaccine,yes,no,injection,,,PMDA
oral,25.02.2022,2022,authorised,japan,approved,22.11.2022,2022,infectious and parasitic diseases,<coronavirus infections>,000249828.pdf,small molecule,xocova,disease caused by sars-cov-2 infection (covid-19),no,disease caused by sars-cov-2 infection (covid-19),<covid-19>,"shionogi & co., ltd.",shionogi,000249828,ensitrelvir fumaric acid,no,no,tablet,,na,PMDA
intramuscular,09.06.2022,2022,authorised,japan,approved,29.08.2022,2022,infectious and parasitic diseases,<covid-19>,000250093.pdf,biologics,evusheld,treatment and prevention of disease caused by sars-cov-2 infection (covid-19),no,prevention and treatment of disease caused by sars-cov-2 infection (covid-19),<sars-cov-2 infections>,astrazeneca k.k.,astrazeneca,000250093,tixagevimab and cilgavimab,no,no,injection,,na,PMDA
intramuscular,05.02.2021,2021,authorised,japan,approved,20.05.2021,2021,infectious and parasitic diseases,<coronavirus infections>,000250094.pdf,vaccine,vaxzevria,prevention of disease caused by sars-cov-2 infection (covid-19),no,prevention of disease caused by sars-cov-2 infection (covid-19),<covid-19>,astrazeneca k.k.,astrazeneca,000250094,covid-19 (sars-cov-2) vaccine,no,no,injection,,na,PMDA
intramuscular,24.05.2021,2021,authorised,japan,approved,30.05.2022,2022,infectious and parasitic diseases,<coronavirus infections>,000250190.pdf,vaccine,jcovden,prevention of disease caused by sars-cov-2 infection (covid-19),no,prevention of disease caused by sars-cov-2 infection (covid-19),<sars-cov-2>,janssen pharmaceutical k.k.,janssen,000250190,covid-19 (sars-cov-2) vaccine,no,no,injection,,na,PMDA
oral,30.06.2020,2020,authorised,japan,approved,28.05.2021,2021,neoplasms; diseases of the blood and blood-forming organs,<follicular lymphoma>,000250191.pdf,small molecule,tazverik,relapsed or refractory ezh2 gene mutation-positive follicular lymphoma (limited to those refractory to standard treatments),no,relapsed or refractory ezh2 gene mutation-positive follicular lymphoma (limited to those refractory to standard treatments),<follicular lymphoma>,"eisai co., ltd.",eisai,000250191,tazemetostat hydrobromide,no,no,tablet,,na,PMDA
oral,05.06.2020,2020,authorised,japan,approved,28.04.2021,2021,diseases of the circulatory system,<heart failure>,000250274.pdf,small molecule,verquvo,chronic heart failure (only in patients who are receiving standard treatment for chronic heart failure),no,chronic heart failure (only in patients who are receiving standard treatment for chronic heart failure),<heart failure>,"bayer yakuhin, ltd.",bayer,000250274,vericiguat,no,no,tablet,,na,PMDA
oral,28.10.2020,2020,authorised,japan,approved,30.07.2021,2021,diseases of the skin,"<dermatitis, atopic>",000250304.pdf,small molecule,rinvoq,atopic dermatitis that have an inadequate response to conventional treatments,yes,,not reported,abbvie gk,abbvie,000250304,upadacitinib hydrate,yes,no,tablet,,,PMDA
oral,26.02.2021,2021,authorised,japan,approved,06.09.2021,2021,diseases of the blood and blood-forming organs; diseases of the circulatory system,<microscopic polyangiitis>; <granulomatosis with polyangiitis>,000250305.pdf,small molecule,tavneos,microscopic polyangiitis and granulomatosis with polyangiitis,no,microscopic polyangiitis and granulomatosis with polyangiitis,<microscopic polyangiitis>; <granulomatosis with polyangiitis>,"kissei pharmaceutical co., ltd.",kissei,000250305,avacopan,no,yes,capsule,,na,PMDA
oral,30.09.2020,2020,authorised,japan,approved,28.05.2021,2021,neoplasms; diseases of the blood and blood-forming organs,<adult t-cell leukemia-lymphoma>,000250457.pdf,small molecule,hiyasta,relapsed or refractory adult t-cell leukemia/lymphoma,no,relapsed or refractory adult t-cell leukemia/lymphoma,<adult t-cell leukemia-lymphoma>,huya japan g.k.,huya,000250457,tucidinostat,no,yes,tablet,,na,PMDA
cutaneous,28.09.2020,2020,authorised,japan,approved,30.08.2021,2021,diseases of the skin,"<dermatitis, atopic>",000250545.pdf,small molecule,moizerto,atopic dermatitis,no,atopic dermatitis,"<dermatitis, atopic>","otsuka pharmaceutical co., ltd.",otsuka,000250545,difamilast,no,no,ointment,,na,PMDA
oral,09.12.2020,2020,authorised,japan,approved,06.09.2021,2021,diseases of the skin,"<dermatitis, atopic>",000251034.pdf,small molecule,cibinqo,atopic dermatitis in patients who have had an inadequate response to conventional treatments,no,atopic dermatitis in patients who have had an inadequate response to conventional treatments,"<dermatitis, atopic>",pfizer japan inc.,pfizer,000251034,abrocitinib,no,no,tablet,,na,PMDA
subcutaneous,27.05.2020,2020,authorised,japan,approved,25.02.2021,2021,diseases of the musculoskeletal system and connective tissue,<osteoporosis>,000251036.pdf,peptides and proteins,ostabalo,treatment for patients with osteoporosis at high risk of fracture,no,treatment for patients with osteoporosis at high risk of fracture,<osteoporosis>,teijin pharma limited,teijin,000251036,abaloparatide,no,no,injection,,na,PMDA
intravenous,22.03.2021,2021,authorised,japan,approved,25.02.2022,2022,diseases of the circulatory system,<heart failure>,000252154.pdf,small molecule,samtasu,treatment of fluid retention in heart failure when treatment with other diuretics including loop diuretics is not sufficiently effective,no,treatment of fluid retention in heart failure when treatment with other diuretics including loop diuretics is not sufficiently effective,<heart failure>,"otsuka pharmaceutical co., ltd.",otsuka,000252154,tolvaptan sodium phosphate,no,no,lyophilisate,,na,PMDA
oral,26.03.2020,2020,authorised,japan,approved,27.01.2021,2021,"neoplasms; diseases of the blood and blood-forming organs; endocrine, nutritional, and metabolic diseases; diseases of the skin",<multiple myeloma>; <erythema nodosum leprosum>; <poems syndrome>,000252521.pdf,small molecule,thaled,relapsed or refractory multiple myeloma; erythema nodosum leprosum; crow-fukase (poems) syndrome,yes,crow-fukase (poems) syndrome,<poems syndrome>,fujimoto pharmaceutical corporation,fujimoto,000252521,thalidomide,yes,yes,capsule,,,PMDA
oral,14.09.2021,2021,authorised,japan,approved,30.05.2022,2022,neoplasms; diseases of the digestive system,<gastrointestinal stromal tumors>,000252522.pdf,small molecule,jeselhy,gastrointestinal stromal tumor that has progressed after cancer chemotherapy,no,gastrointestinal stromal tumor that has progressed after cancer chemotherapy,<gastrointestinal stromal tumors>,"taiho pharmaceutical co., ltd.",taiho,000252522,pimitespib,no,no,tablet,,na,PMDA
intravenous,19.04.2021,2021,authorised,japan,approved,26.11.2021,2021,diseases of the nervous system,<myasthenia gravis>,000252640.pdf,biologics,vyvgart,generalized myasthenia gravis,no,generalized myasthenia gravis,<myasthenia gravis>,argenx japan k.k.,argenx,000252640,efgartigimod alfa,no,yes,solution,,na,PMDA
oral,22.04.2021,2021,authorised,japan,approved,25.02.2022,2022,diseases of the nervous system,<tardive dyskinesia>,000252828.pdf,small molecule,dysval,tardive dyskinesia,no,tardive dyskinesia,<tardive dyskinesia>,mitsubishi tanabe pharma corporation,mitsubishi tanabe,000252828,valbenazine tosilate,no,no,capsule,,na,PMDA
subcutaneous,29.07.2020,2020,authorised,japan,approved,03.03.2022,2022,diseases of the skin,"<pruritus>; <dermatitis, atopic>",000252994.pdf,biologics,mitchga,treatment of pruritus associated with atopic dermatitis (only for patients who are inadequately controlled by conventional treatments),no,treatment of pruritus associated with atopic dermatitis (only for patients who are inadequately controlled by conventional treatments),"<pruritus>; <dermatitis, atopic>","maruho co., ltd.",maruho,000252994,nemolizumab,no,no,solution,,na,PMDA
intramuscular,13.10.2022,2022,authorised,japan,approved,07.02.2023,2023,infectious and parasitic diseases,<covid-19>,000253046.pdf,vaccine,comirnaty,prevention of disease caused by sars-cov-2 infection (covid-19),yes,prevention of disease caused by sars-cov-2 infection (covid-19),<sars-cov-2>,pfizer japan inc.,pfizer,000253046,coronavirus modified uridine rna vaccine,yes,no,injection,,,PMDA
oral,26.02.2021,2021,authorised,japan,approved,02.12.2021,2021,diseases of the respiratory system,<chronic cough>,000263285.pdf,small molecule,lyfnua,refractory chronic cough,no,refractory or unexplained chronic cough,<chronic cough>,msd k.k.,msd,000263285,gefapixant citrate,no,no,tablet,,na,PMDA
intravenous,26.04.2021,2021,authorised,japan,approved,09.02.2022,2022,neoplasms; diseases of the digestive system,<breast neoplasms>; <stomach neoplasms>; <salivary gland neoplasms>; <colorectal neoplasms>,000263433.pdf,biologics,herceptin,her2-overexpressing breast cancer; unresectable advanced or recurrent her2-overexpressing gastric cancer; unresectable advanced or recurrent her2-positive salivary gland carcinoma; unresectable advanced or recurrent her2-positive colorectal cancer that has progressed after cancer chemotherapy,yes,her2-overexpressing breast cancer; unresectable advanced or recurrent her2-overexpressing gastric cancer; unresectable advanced or recurrent her2-overexpressing colorectal cancer,<breast neoplasms>; <stomach neoplasms>; <colorectal neoplasms>,"chugai pharmaceutical co., ltd.",chugai,000263433,trastuzumab,yes,no,lyophilisate,,,PMDA
intravenous,26.04.2021,2021,authorised,japan,approved,09.02.2022,2022,neoplasms; diseases of the digestive system,<colorectal neoplasms>,000263434.pdf,biologics,perjeta,unresectable advanced or recurrent her2-positive colorectal cancer that has progressed after cancer chemotherapy,yes,her2-positive breast cancer; unresectable advanced or recurrent her2-positive colorectal cancer,<breast neoplasms>; <colorectal neoplasms>,"chugai pharmaceutical co., ltd.",chugai,000263434,pertuzumab,yes,no,infusion,,,PMDA
intravenous,25.05.2012,2012,authorised,japan,approved,25.04.2013,2013,neoplasms,<breast neoplasms>,000263435.pdf,biologics,perjeta,her2-positive inoperable or recurrent breast cancer,no,her2-positive inoperable or recurrent breast cancer,<breast neoplasms>,"chugai pharmaceutical co., ltd.",chugai,000263435,pertuzumab,no,no,solution,,na,PMDA
intravenous,30.06.2021,2021,authorised,japan,approved,12.05.2022,2022,neoplasms; diseases of the blood and blood-forming organs,<peripheral t-cell lymphoma>,000263873.pdf,small molecule,darvias,relapsed or refractory peripheral t-cell lymphoma,no,relapsed or refractory peripheral t-cell lymphoma,<peripheral t-cell lymphoma>,solasia pharma k.k.,solasia,000263873,darinaparsin,no,no,lyophilisate,,na,PMDA
oral,26.11.2020,2020,authorised,japan,approved,25.02.2022,2022,"diseases of the genitourinary system; endocrine, nutritional, and metabolic diseases","<chronic kidney disease>; <diabetes mellitus, type 2>",000264058.pdf,small molecule,kerendia,chronic kidney disease associated with type 2 diabetes mellitus,no,chronic kidney disease associated with type 2 diabetes mellitus,"<chronic kidney disease>; <diabetes mellitus, type 2>","bayer yakuhin, ltd.",bayer,000264058,finerenone,no,no,tablet,,na,PMDA
intravenous,01.03.2021,2021,authorised,japan,approved,26.11.2021,2021,diseases of the circulatory system; diseases of the nervous system,<subarachnoid hemorrhage>; <cerebral aneurysm>; <cerebral infarction>; <cerebral ischemia>,000264059.pdf,small molecule,pivlaz,prevention of cerebrovascular spasm after surgery for subarachnoid haemorrhage caused by cerebral aneurysm and subsequent cerebral infarction and cerebral ischemic episodes,no,prevention of cerebrovascular spasm after surgery for subarachnoid haemorrhage caused by cerebral aneurysm and subsequent cerebral infarction and cerebral ischemic episodes,"<subarachnoid hemorrhage>; <cerebral aneurysm>; <cerebral infarction>; <ischemic attack, transient>",idorsia pharmaceuticals japan ltd.,idorsia,000264059,clazosentan sodium,no,no,injection,,na,PMDA
intravitreal,20.10.2021,2021,authorised,japan,approved,25.08.2022,2022,diseases of the eye and adnexa,"<macular degeneration>; <macular edema>; <retinal vein occlusion>; <myopia, degenerative>; <diabetic macular edema>; <glaucoma, neovascular>; <retinopathy of prematurity>",000264250.pdf,biologics,eylea,age-related macular degeneration with subfoveal choroidal neovascularization; macular edema secondary to retinal vein occlusion; choroidal neovascularization in pathologic myopia; diabetic macular edema; neovascular glaucoma; retinopathy of prematurity,yes,age-related macular degeneration with subfoveal choroidal neovascularization; macular edema secondary to retinal vein occlusion; choroidal neovascularization in pathologic myopia; diabetic macular edema; neovascular glaucoma; retinopathy of prematurity,"<macular degeneration>; <macular edema>; <retinal vein occlusion>; <myopia, degenerative>; <diabetic macular edema>; <glaucoma, neovascular>; <retinopathy of prematurity>","bayer yakuhin, ltd.",bayer,000264250,aflibercept,yes,no,solution,,,PMDA
subcutaneous,25.08.2021,2021,authorised,japan,approved,27.01.2023,2023,"endocrine, nutritional, and metabolic diseases",<obesity>,000265142.pdf,peptides and proteins,wegovy,obesity,yes,obesity,<obesity>,novo nordisk pharma ltd.,novo nordisk,000265142,semaglutide,no,no,injection,,na,PMDA
intravenous,10.02.2022,2022,authorised,japan,approved,25.08.2022,2022,diseases of the blood and blood-forming organs,<thrombotic thrombocytopenic purpura>,000265467.pdf,biologics,cablivi,acquired thrombotic thrombocytopenic purpura,no,acquired thrombotic thrombocytopenic purpura,<thrombotic thrombocytopenic purpura>,sanofi k.k.,sanofi,000265467,caplacizumab,no,yes,lyophilisate,,na,PMDA
intravenous,29.10.2021,2021,authorised,japan,approved,02.06.2022,2022,diseases of the nervous system,<neuromyelitis optica spectrum disorder>,000265591.pdf,biologics,rituxan,prevention of the relapse of neuromyelitis optica spectrum disorder (including neuromyelitis optica),yes,prevention of the relapse of neuromyelitis optica spectrum disorder (including neuromyelitis optica),<neuromyelitis optica spectrum disorder>,"zenyaku kogyo co., ltd.",zenyaku,000265591,rituximab,yes,yes,solution,,,PMDA
intravenous,27.05.2022,2022,authorised,japan,approved,03.03.2023,2023,diseases of the digestive system,<ulcerative colitis>,000265667.pdf,biologics,omvoh,remission induction therapy for moderate to severe ulcerative colitis,no,remission induction therapy for moderate to severe ulcerative colitis,<ulcerative colitis>,eli lilly japan k.k.,eli lilly,000265667,mirikizumab,no,no,injection,,na,PMDA
intravenous,18.03.2022,2022,authorised,japan,approved,28.11.2022,2022,neoplasms; diseases of the genitourinary system,<cervical cancer>,000265791.pdf,biologics,libtayo,advanced or recurrent cervical cancer that has progressed after chemotherapy,no,advanced or recurrent cervical cancer that has progressed after chemotherapy,<cervical cancer>,sanofi k.k.,sanofi,000265791,cemiplimab,no,no,injection,,na,PMDA
intravenous,30.03.2022,2022,authorised,japan,approved,27.01.2023,2023,other,not reported,000265792.pdf,small molecule,precedex,sedation of non-intubated pediatric patients during non-invasive procedures or examinations,yes,sedation of non-intubated pediatric patients during non-invasive procedures or examinations,not reported,pfizer japan inc.,pfizer,000265792,dexmedetomidine hydrochloride,yes,no,solution,,,PMDA
intramuscular,11.04.2023,2023,authorised,japan,approved,25.07.2023,2023,infectious and parasitic diseases,<sars-cov-2 infection>,000266328.pdf,vaccine,comirnaty,prevention of disease caused by sars-cov-2 infection (covid-19),yes,prevention of disease caused by sars-cov-2 infection (covid-19),<sars-cov-2>,pfizer japan inc.,pfizer,000266328,coronavirus (sars-cov-2) rna vaccine,yes,no,injection,,,PMDA
oral,10.06.2022,2022,authorised,japan,approved,18.01.2023,2023,neoplasms; diseases of the blood and blood-forming organs,<mantle cell lymphoma>,000266405.pdf,small molecule,imbruvica,treatment-naïve mantle cell lymphoma,yes,treatment-naïve mantle cell lymphoma,<mantle cell lymphoma>,janssen pharmaceutical k.k.,janssen,000266405,ibrutinib,yes,yes,capsule,,,PMDA
intramuscular,13.01.2023,2023,authorised,japan,approved,31.07.2023,2023,infectious and parasitic diseases,<covid-19>,000266892.pdf,vaccine,daichirona,prevention of disease caused by sars-cov-2 infection (covid-19),no,prevention of disease caused by sars-cov-2 infection (covid-19),<sars-cov-2>,"daiichi sankyo company, limited",daiichi sankyo,000266892,coronavirus (sars-cov-2) rna vaccine,no,no,injection,,na,PMDA
