Administration_route,Application_date,Application_year,Current_status,Dataset,Decision,Decision_date,Decision_year,Disease_class(es),Disease_name(s),Document_name,Drug_class,Drug_name,Indication_approved,Indication_extended,Indication_requested,Indication_requested_extracted,Marketing_authorisation_holder,Marketing_authorisation_holder_extracted,Marketing_authorisation_number,Non_proprietary_name,Nonclinical_abridged,Orphan_drug_status,Pharmaceutical_form,Procedure_number,Referral_body
oral,30.09.2022,2022,authorised (under additional monitoring),TGA,approved,27.11.2023,2023,diseases of the musculoskeletal system and connective tissue; congenital malformations and chromosomal abnormalities,<fibrodysplasia ossificans progressiva>,auspar-sohonos-240813.pdf,small molecule,sohonos,to reduce the formation of heterotopic ossification in adults and children aged 8 years and above for females and 10 years and above for males with fibrodysplasia ossificans progressiva (fop).,no,to reduce the formation of heterotopic ossification in adults and children aged 8 years and above for females and 10 years and above for males with fibrodysplasia ossificans progressiva (fop).,<fibrodysplasia ossificans progressiva>,ipsen pty ltd,ipsen,"393999, 394000, 394001, 394002, 394003",palovarotene,no,yes,capsule,,na
subcutaneous,,,authorised,TGA,approved,22.06.2012,2012,"endocrine, nutritional, and metabolic diseases",<failure to thrive>,auspar-somatropin-130115.pdf,peptides and proteins,humatrope,treatment of growth failure in children born small for gestational age (sga) who fail to demonstrate catch-up growth by age two to four years.,yes,treatment of growth failure in children born small for gestational age (sga) who fail to demonstrate catch-up growth by age two to four years.,<failure to thrive>,eli lilly australia pty ltd,eli lilly,"53364, 53365, 52423",somatropin,yes,yes,powder,pm-2010-00615-3-5,
subcutaneous,,,authorised,TGA,approved,19.12.2009,2009,"endocrine, nutritional, and metabolic diseases; congenital malformations and chromosomal abnormalities",<short stature>; <turner syndrome>; <prader-willi syndrome>; <chronic kidney disease>,auspar-somatropin.pdf,peptides and proteins,genotropin,short stature due to decreased or failed secretion of pituitary growth hormone; treatment of adults with severe growth hormone deficiency; growth disturbances associated with turner syndrome; improvement of body composition and treatment of short stature associated with prader-willi syndrome in paediatric patients; treatment of growth disturbance in children with chronic renal insufficiency,no,,not reported,pfizer australia,pfizer,,somatropin,yes,yes,powder,,
oral,06.03.2013,2013,authorised,TGA,approved,22.04.2014,2014,"neoplasms; endocrine, nutritional, and metabolic diseases",<differentiated thyroid carcinoma>,auspar-sorafenib-140806.pdf,small molecule,nexavar,"differentiated thyroid carcinoma: nexavar is indicated for the treatment of patients with locally advanced or metastatic, progressive, differentiated thyroid carcinoma refractory to radioactive iodine.",yes,"the treatment of patients with locally advanced or metastatic, progressive, differentiated thyroid carcinoma refractory to radioactive iodine.",<thyroid neoplasms>,bayer australia ltd,bayer,123158,sorafenib,yes,yes,tablet,pm-2013-02057-1-4,
intravenous,20.05.2021,2021,authorised (under additional monitoring),TGA,approved,20.08.2021,2021,infectious and parasitic diseases; diseases of the respiratory system,<coronavirus infections>,auspar-sotrovimab-210820.pdf,biologics,xevudy,treatment of adults and adolescents (aged 12 years and over and weighing at least 40 kg) with coronavirus disease 2019 (covid-19) who do not require initiation of oxygen due to covid-19 and who are at increased risk of progression to hospitalisation or death.,no,for the treatment of patients with coronavirus disease 2019 (covid-19) who are at risk for progression to hospitalisation or death.,<coronavirus disease 2019>,glaxosmithkline australia pty ltd,glaxosmithkline,364110,sotrovimab,no,no,solution,pm-2021-01848-1-2,na
oral,30.11.2021,2021,authorised (under additional monitoring),TGA,approved,29.11.2022,2022,diseases of the skin,<psoriasis>,auspar-sotyktu-230830.pdf,small molecule,sotyktu,treatment of adult patients with moderate-to-severe plaque psoriasis who are candidates for systemic therapy or phototherapy.,no,treatment of adult patients with moderate-to-severe plaque psoriasis who are candidates for systemic therapy or phototherapy.,<psoriasis>,bristol myers squibb australia pty ltd,bristol myers squibb,376290,deucravacitinib,no,no,tablet,pm-2021-04758-1-1,na
injection,30.06.2022,2022,authorised (under additional monitoring),TGA,approved,05.09.2023,2023,diseases of the skin,"<psoriasis, pustular>",auspar-spevigo-240703.pdf,biologics,spevigo,treatment of flares in adult patients with generalised pustular psoriasis,no,treatment of flares in adult patients with generalised pustular psoriasis,"<psoriasis, pustular>",boehringer ingelheim pty ltd,boehringer ingelheim,388597,spesolimab,no,yes,solution,pm-2022-01272-1-1,na
intramuscular,08.03.2022,2022,authorised,TGA,approved,19.10.2022,2022,infectious and parasitic diseases,<coronavirus infections>,auspar-spikevax-20221108.pdf,vaccine,spikevax,active immunisation to prevent coronavirus disease 2019 (covid-19) caused by sars-cov-2 in individuals 6 months of age and older.,yes,active immunisation to prevent coronavirus disease 2019 (covid-19) caused by sars-cov-2 in individuals 6 months of age and older.,<coronavirus disease 2019>,moderna australia pty ltd,moderna,370599,elasomeran,no,no,suspension,pm-2022-00685-1-2,na
intramuscular,19.01.2023,2023,authorised (under additional monitoring),TGA,approved,21.04.2023,2023,infectious and parasitic diseases; diseases of the respiratory system,<coronavirus disease 2019>,auspar-spikevax-230511.pdf,vaccine,spikevax,active immunisation to prevent coronavirus disease 2019 (covid-19) caused by sars-cov-2 in individuals 6 years of age and older.,no,active immunisation to prevent coronavirus disease 2019 (covid-19) caused by sars-cov-2 in individuals 6 years of age and older.,<coronavirus disease 2019>,moderna australia pty ltd,moderna,"370599, 388244 and 388245",elasomeran,yes,no,suspension,pm-2022-05374-1-2,
intramuscular,22.06.2022,2022,authorised,TGA,approved,29.08.2022,2022,infectious and parasitic diseases,<coronavirus infections>,auspar-spikevax-bivalent-original-omicron-220830.pdf,vaccine,spikevax bivalent original/omicron,as a booster dose for active immunisation to prevent coronavirus disease 2019 (covid-19) caused by sars-cov-2 in individuals 18 years of age and older.,no,as a booster dose for active immunisation to prevent coronavirus disease 2019 (covid-19) caused by sars-cov-2 in individuals 18 years of age and older.,<coronavirus disease 2019>,moderna australia pty ltd,moderna,389513,elasomeran and imelasomeran,yes,no,suspension,pm-2022-02203-1-2,
intramuscular,18.11.2022,2022,authorised (under additional monitoring),TGA,approved,17.02.2023,2023,infectious and parasitic diseases,<coronavirus infections>,auspar-spikevax-bivalent-original-omicron-ba-4-5-230224.pdf,vaccine,spikevax bivalent original/omicron ba.4-5,as a booster dose for active immunisation to prevent coronavirus disease 2019 (covid-19) caused by sars-cov-2 in individuals 12 years of age and older who have previously received at least a primary vaccination course against covid-19.,no,as a booster dose for active immunisation to prevent coronavirus disease 2019 (covid-19) caused by sars-cov-2 in individuals 6 years of age and older who have previously received at least a primary vaccination course against covid-19.,<coronavirus disease 2019>,moderna australia pty ltd,moderna,399552 and 399553,elasomeran and davesomeran,yes,no,suspension,pm-2022-04824-1-2,
intramuscular,04.05.2023,2023,authorised,TGA,approved,14.08.2023,2023,infectious and parasitic diseases,<coronavirus infections>,auspar-spikevax-original-omicron-ba.4-5-230907.pdf,vaccine,spikevax bivalent original/omicron ba.4-5,as a booster dose for active immunisation to prevent coronavirus disease 2019 (covid-19) caused by sars-cov-2 in individuals 12 years of age and older who have previously received at least a primary vaccination course against covid-19.,no,as a booster dose for active immunisation to prevent coronavirus disease 2019 (covid-19) caused by sars-cov-2 in individuals 12 years of age and older who have previously received at least a primary vaccination course against covid-19.,<coronavirus disease 2019>,moderna australia pty ltd,moderna,"399552, 399553, 406730",elasomeran and davesomeran,yes,no,suspension,pm-2023-01714-1-2,
intramuscular,23.08.2023,2023,authorised (under additional monitoring),TGA,approved,06.10.2023,2023,infectious and parasitic diseases,<coronavirus disease 2019>,auspar-spikevax-xbb.1.5-231012.pdf,vaccine,spikevax xbb.1.5,active immunisation to prevent coronavirus disease 2019 (covid-19) caused by sars-cov-2 in individuals 12 years of age and older.,no,active immunisation to prevent coronavirus disease 2019 (covid-19) caused by sars-cov-2 in individuals 12 years of age and older.,<coronavirus disease 2019>,moderna australia pty ltd,moderna,418910 and 418911,andusomeran,yes,no,suspension,pm-2023-03611-1-2,
intramuscular,,,withdrawn,TGA,withdrawn,15.05.2012,2012,infectious and parasitic diseases,not reported,auspar-split-virus-120716.pdf,vaccine,preflucel,na,no,prophylaxis of influenza infection in adults and elderly,<influenza>,baxter healthcare pty ltd,baxter,178756,influenza vaccine,no,no,suspension,pm-2010-03274-3-2,na
oral,,,authorised,TGA,approved,28.04.2011,2011,neoplasms; diseases of the blood and blood-forming organs,"<leukemia, myelogenous, chronic, bcr-abl positive>",auspar-sprycel.pdf,small molecule,sprycel,treatment of adults aged 18 years and over with newly diagnosed philadelphia chromosome positive (ph+) chronic myeloid leukaemia in the chronic phase,yes,treatment of adults aged 18 years or over with newly diagnosed chronic myeloid leukaemia (cml),"<leukemia, myeloid, chronic-phase>",bristol-myers squibb australia pty ltd,bristol-myers squibb,"125557, 125558, 125559, 125560, 125561, 125562, 157352 and 157356",dasatinib,yes,yes,tablet,pm-2010-01583-3-4,
intravenous; interstitial,02.08.2021,2021,authorised,TGA,approved,19.02.2024,2024,neoplasms; diseases of the circulatory system; diseases of the digestive system,<neoplasms>,auspar-spy-agent-green-240808.pdf,small molecule,spy agent green,"visualisation of vessels, blood flow and tissue perfusion in adults and paediatric patients from one month of age and above; visualisation of extrahepatic biliary ducts in adults and children from 12 years of age and above; visualisation of lymph nodes and lymphatic vessels in women with cervical or uterine solid tumours for which lymphatic mapping is a component of intraoperative management",no,"visualisation of vessels, blood flow and tissue perfusion; visualisation of extrahepatic biliary ducts; visualisation of lymph nodes and lymphatic vessels during lymphatic mapping for cervical and uterine tumours",<cervical neoplasms>; <uterine neoplasms>,stryker australia pty ltd,stryker,369670,indocyanine green,yes,no,powder,pm-2021-02677-1-2,
oral,31.10.2016,2016,authorised (under additional monitoring),TGA,approved,11.09.2019,2019,diseases of the nervous system,"<seizures>; <epilepsy, myoclonic>; <dravet syndrome>",auspar-stiripentol-191112.pdf,small molecule,diacomit,"adjunctive treatment of generalised tonic-clonic and clonic seizures associated with severe myoclonic epilepsy in infancy (smei, also known as dravet syndrome) in patients whose seizures are not adequately controlled with a benzodiazepine (usually clobazam) and valproate",no,treatment of severe myoclonic epilepsy in infancy (smei also known as dravet syndrome),"<epilepsy, myoclonic>",emerge health australia pty ltd,emerge health,"281461, 281460, 281294 and 280985",stiripentol,no,yes,capsule; powder,pm-2016-02336-1-1,na
oral,,,authorised,TGA,approved,04.05.2012,2012,diseases of the musculoskeletal system and connective tissue,<osteoporosis>,auspar-strontium-ranelate-130107.pdf,other,protos,treatment of osteoporosis in men at increased risk of fracture.,yes,treatment of osteoporosis in men at increased risk of fracture.,<osteoporosis>,servier laboratories (australia) pty ltd,servier,99978,strontium ranelate,no,no,powder,pm-2011-00498-3-5,na
sublingual,,,authorised,TGA,approved,07.12.2010,2010,mental and behavioural disorders,<opiate dependence>,auspar-suboxone.pdf,small molecule,suboxone sublingual film,"treatment of opiate dependence within a framework of medical, social and psychological treatment.",no,"treatment of opiate dependence within a framework of medical, social and psychological treatment.",<opioid-related disorders>,reckitt benckiser (australia) pty ltd,reckitt benckiser,"163443, 163444","buprenorphine, naloxone",no,no,soluble film,pm-2009-01902-3-1,na
oral,,,authorised,TGA,approved,18.11.2014,2014,diseases of the genitourinary system,<chronic kidney disease>,auspar-sucroferric-oxyhydroxide-150219.pdf,other,velphoro,control of serum phosphorus levels in adult patients with chronic kidney disease (ckd) on dialysis.,no,control of serum phosphorus levels in patients with end stage renal disease (esrd).,<end stage renal disease>,vifor pharma pty ltd,vifor,"216701, 216702",sucroferric oxyhydroxide,no,no,tablet,pm-2013-03249-1-3,na
oral,,,authorised,TGA,approved,24.02.2011,2011,"neoplasms; endocrine, nutritional, and metabolic diseases",<pancreatic neuroendocrine tumors>,auspar-sutent.pdf,small molecule,sutent,"treatment of unresectable, well-differentiated pancreatic neuroendocrine tumours (pancreatic net)",yes,treatment of unresectable pancreatic neuroendocrine tumours (pnet),<pancreatic neuroendocrine tumors>,pfizer australia pty ltd,pfizer,"123139, 123146, 123147, 149114, 149115, 149116, 156801 and 156817",sunitinib,yes,yes,tablet,pm-2010-01205-4,
oral,,,authorised,TGA,approved,11.11.2016,2016,mental and behavioural disorders,<insomnia>,auspar-suvorexant-150311.pdf,small molecule,belsomra,"the treatment of insomnia, characterised by difficulties with sleep onset and/or sleep maintenance.",no,"treatment of insomnia, characterised by difficulties with sleep onset and/or sleep maintenance.",<insomnia>,merck sharp and dohme australia pty ltd,merck sharp and dohme,"207709, 207712, 207711, 207721",suvorexant,no,no,tablet,pm-2013-00325-1-1,na
oral,,,na,TGA,rejected,05.09.2014,2014,mental and behavioural disorders,not reported,auspar-suvorexant-150411.pdf,small molecule,belsomra,na,no,"treatment of insomnia, characterised by difficulties with sleep onset and/or sleep maintenance.",<insomnia>,merck sharp and dohme australia pty ltd,merck sharp and dohme,,suvorexant,no,no,tablet,pm-2013-00325-1-1,na
inhalation,,,authorised,TGA,approved,26.03.2010,2010,diseases of the respiratory system,<chronic obstructive pulmonary disease>,auspar-symbicort.pdf,biologics,"symbicort turbuhaler 200/6, 400/12 and symbicort rapihaler 200/6",symptomatic treatment of moderate to severe copd,yes,maintenance treatment of moderate to severe copd,<chronic obstructive pulmonary disease>,astrazeneca pty ltd,astrazeneca,"80876, 80877, 115555",budesonide/eformoterol fumarate dihydrate,yes,no,powder,pm-2008-1992-5,
oral,,,authorised,TGA,approved,16.05.2013,2013,diseases of the genitourinary system,<erectile dysfunction>; <lower urinary tract symptoms>; <prostatic hyperplasia>,auspar-tadalafil-130722.pdf,small molecule,cialis,treatment of erectile dysfunction (ed) and lower urinary tract symptoms (luts) associated with benign prostatic hyperplasia (bph) in adult males,yes,treatment of erectile dysfunction (ed) and benign prostatic hyperplasia (bph) in adult males,<erectile dysfunction>; <prostatic hyperplasia>,eli lilly australia pty ltd,eli lilly,"128478 (2.5 mg), 128496 (5 mg)",tadalafil,yes,no,tablet,pm-2011-03166-3-3,
inhalation,,,authorised,TGA,approved,13.01.2011,2011,infectious and parasitic diseases; diseases of the respiratory system,<lung diseases>,auspar-tadim.pdf,peptides and proteins,tadim,for the treatment of colonisation and infections of the lung due to susceptible pseudomonas aeruginosa in patients with cystic fibrosis.,no,treatment of colonisation and infections of the lung due to susceptible pseudomonas aeruginosa in patients with cystic fibrosis.,<cystic fibrosis>,phebra pty ltd,phebra,165709,colistimethate sodium,yes,yes,powder,pm-2009-02764-3-2,
oral,11.04.2019,2019,authorised (under additional monitoring),TGA,approved,13.03.2020,2020,diseases of the circulatory system,<transthyretin amyloid cardiomyopathy>,auspar-tafamidis-200903.pdf,small molecule,vyndamax and vyndaqel,treatment of adult patients with wild-type or hereditary transthyretin amyloid cardiomyopathy (attr-cm).,no,treatment of adult patients with wild-type or hereditary transthyretin amyloid cardiomyopathy to reduce all-cause mortality and cardiovascular related hospitalisation.,<transthyretin amyloid cardiomyopathy>,pfizer australia pty ltd,pfizer,314813,tafamidis,no,yes,capsule,pm-2019-00391-1-3 and pm-2019-01399-1-3,na
oral,11.01.2018,2018,authorised (under additional monitoring),TGA,approved,12.09.2018,2018,infectious and parasitic diseases,"<malaria, vivax>",auspar-tafenoquine-as-succinate-181115.pdf,small molecule,kozenis,radical cure (prevention of relapse) of plasmodium vivax malaria in patients aged 16 years and older who are receiving appropriate antimalarial therapy for the acute plasmodium vivax infection.,no,radical cure (prevention of relapse) of plasmodium vivax malaria in patients aged 16 years and older.,"<malaria, vivax>",glaxosmithkline australia pty ltd,glaxosmithkline,297214,tafenoquine,no,yes,tablet,pm-2017-04578-1-2,na
oral,30.09.2017,2017,authorised (under additional monitoring),TGA,approved,13.09.2018,2018,infectious and parasitic diseases,<malaria>,auspar-tafenoquine-succinate-190408.pdf,small molecule,kodatef,malaria prophylaxis,no,prevention of malaria in adults for up to 6 months of continuous dosing,<malaria>,biocelect pty ltd,biocelect,293438,tafenoquine succinate,no,no,tablet,pm-2017-02418-1-2,na
ocular,,,authorised,TGA,approved,16.12.2011,2011,diseases of the eye and adnexa,"<glaucoma, open-angle>; <ocular hypertension>",auspar-tafluprost-120503.pdf,small molecule,saflutan,reduction of elevated ocular pressure in open-angle glaucoma or ocular hypertension,no,reduction of elevated ocular pressure in open-angle glaucoma or ocular hypertension,"<glaucoma, open-angle>; <ocular hypertension>",merck sharp & dohme pty ltd,merck sharp & dohme,168803,tafluprost,no,no,preservative free,pm-2009-3896-5,na
ocular,,,authorised,TGA,approved,29.01.2015,2015,diseases of the eye and adnexa,"<glaucoma, open-angle>; <ocular hypertension>",auspar-tafluprost-timolol-150728.pdf,small molecule,taptiqom 15/5,reduction of ocular pressure in adult patients with open angle glaucoma or ocular hypertension who are insufficiently responsive to beta blockers or prostaglandin analogues and require a combination therapy.,no,reduction of ocular pressure in adult patients with open angle glaucoma or ocular hypertension when concomitant therapy is appropriate.,"<glaucoma, open-angle>; <ocular hypertension>",merck sharp & dohme (australia) pty ltd,merck sharp & dohme,218042,tafluprost / timolol,no,no,solution,pm-2013-03652-1-5,na
oral,30.11.2018,2018,authorised (under additional monitoring),TGA,approved,15.11.2019,2019,neoplasms,<breast neoplasms>,auspar-talazoparib-as-tosilate-200225.pdf,small molecule,talzenna,"treatment of patients with a deleterious or suspected deleterious germline breast cancer susceptibility gene (brca) mutation according to a validated diagnostic test, who have human epidermal growth factor receptor 2 (her2)-negative, locally advanced or metastatic breast cancer",no,treatment of patients with germline breast cancer susceptibility gene (brca) mutated human epidermal growth factor receptor 2 (her2)-negative locally advanced or metastatic breast cancer,<breast neoplasms>,pfizer australia pty ltd,pfizer,"310749, 310750, 310751, 310752",talazoparib,no,no,capsule,pm-2018-04458-1-4,na
intralesional,,,authorised,TGA,approved,18.12.2015,2015,neoplasms; diseases of the skin,<melanoma>,auspar-talimogene-laherparepvec-160531.pdf,biologics,imlygic,"treatment of melanoma in patients with unresectable cutaneous, subcutaneous or nodal lesions after initial surgery",no,treatment of melanoma that is regionally or distantly metastatic,<melanoma>,amgen australia,amgen,"232296, 232297",talimogene laherparepvec,no,no,solution,pm-2014-03464-1-4,na
oral,,,na,TGA,rejected,25.03.2011,2011,infectious and parasitic diseases,not reported,auspar-tamiflu.pdf,small molecule,tamiflu,na,yes,treatment of influenza in 6-12 month olds and dosage regime for immunocompromised hosts,<influenza>,roche products pty ltd,roche,,oseltamivir phosphate,yes,no,capsule; powder,pm-2010-00616-3-2,
oral,,,authorised,TGA,approved,16.04.2010,2010,neoplasms; diseases of the respiratory system,<lung neoplasms>,auspar-tarceva.pdf,small molecule,tarceva,maintenance therapy in patients with locally advanced or metastatic non-small cell lung cancer (nsclc) who have not progressed on first line chemotherapy.,yes,maintenance therapy in patients with locally advanced or metastatic non-small cell lung cancer (nsclc) who have not progressed on first line chemotherapy.,<lung neoplasms>,roche products pty ltd,roche,"114714, 114717, 114721",erlotinib,yes,no,tablet,pm-2009-00835-3-4,
oral,,,authorised,TGA,approved,05.03.2010,2010,diseases of the musculoskeletal system and connective tissue; diseases of the digestive system,<chronic pain>,auspar-targin.pdf,small molecule,targin,management of moderate to severe chronic pain unresponsive to non-narcotic analgesia. the naloxone component in a fixed combination with oxycodone is indicated for the therapy and/or prophylaxis of opioid-induced constipation.,no,management of moderate to severe chronic pain unresponsive to non-narcotic analgesia. the naloxone component in a fixed combination with oxycodone is indicated for the therapy and/or prophylaxis of opioid-induced constipation.,<chronic pain>,mundipharma pty ltd,mundipharma,,"oxycodone hydrochloride, naloxone hydrochloride",no,no,tablet,pm-2008-2938-1,na
oral,,,authorised,TGA,approved,26.08.2011,2011,neoplasms; diseases of the blood and blood-forming organs,"<leukemia, myelogenous, chronic, bcr-abl positive>",auspar-tasigna.pdf,small molecule,tasigna,treatment of adult patients with newly diagnosed philadelphia chromosome positive chronic myeloid leukaemia (cml) in chronic phase.,yes,treatment of adult patients with newly diagnosed philadelphia chromosome positive chronic myeloid leukaemia (cml) in chronic phase.,"<leukemia, myelogenous, chronic, bcr-abl positive>",novartis pharmaceuticals australia pty ltd,novartis,"133086, 171498",nilotinib,yes,yes,capsule,pm-2010-01053-3-4,
oral,31.01.2022,2022,authorised (under additional monitoring),TGA,approved,17.01.2023,2023,diseases of the blood and blood-forming organs; diseases of the circulatory system,<granulomatosis with polyangiitis>; <microscopic polyangiitis>,auspar-tavneos-231004.pdf,small molecule,tavneos,"tavneos, in combination with a rituximab or cyclophosphamide based regimen, is indicated for the treatment of adults with anti-neutrophil cytoplasmic autoantibody (anca)-associated vasculitis (granulomatosis with polyangiitis [gpa] and microscopic polyangiitis [mpa]).",no,"tavneos, in combination with other immunosuppressant therapies, is indicated for the treatment of patients with anti-neutrophil cytoplasmic autoantibody (anca)-associated vasculitis (granulomatosis with polyangiitis [gpa] and microscopic polyangiitis [mpa]).",<vasculitis>,vifor pharma pty ltd,vifor,381053,avacopan,no,yes,capsule,pm-2021-05913-1-3,na
subcutaneous,31.05.2022,2022,authorised (under additional monitoring),TGA,approved,02.06.2023,2023,neoplasms; diseases of the blood and blood-forming organs,<multiple myeloma>,auspar-tecvayli-240502.pdf,biologics,tecvayli,"treatment of adult patients with relapsed or refractory multiple myeloma who have received at least three prior therapies, including a proteasome inhibitor, an immunomodulatory agent and an anti-cd38 monoclonal antibody.",no,"treatment of adult patients with relapsed or refractory multiple myeloma who have received at least three prior therapies, including a proteasome inhibitor, an immunomodulatory agent and an anti-cd38 monoclonal antibody.",<multiple myeloma>,janssen-cilag pty ltd,janssen-cilag,387621 and 387622,teclistamab,no,yes,solution,pm-2022-01541-1-6,na
subcutaneous,31.05.2016,2016,authorised,TGA,approved,17.05.2017,2017,diseases of the digestive system,<short bowel syndrome>,auspar-teduglutide-180406.pdf,biologics,revestive,treatment of adult patients with short bowel syndrome (sbs) who are dependent on parenteral support.,no,treatment of adult patients with short bowel syndrome (sbs) who are dependent on parenteral support.,<short bowel syndrome>,shire australia pty ltd,shire,274911,teduglutide,no,no,powder,pm-2016-01314-1-1,na
oral,,,authorised,TGA,approved,24.02.2012,2012,infectious and parasitic diseases,<chronic hepatitis c>; <liver diseases>,auspar-telaprevir-121026.pdf,small molecule,incivo,treatment of genotype 1 chronic hepatitis c in adult patients with compensated liver disease,no,treatment of genotype 1 chronic hepatitis c in adult patients with compensated liver disease,<chronic hepatitis c>; <liver diseases>,janssen-cilag pty ltd,janssen-cilag,180138,telaprevir,no,no,tablet,pm-2010-03576-3-2,na
oral,,,authorised,TGA,approved,23.01.2012,2012,infectious and parasitic diseases,<hiv infections>,auspar-tenofovir-disoproxil-fumarate-120327.pdf,small molecule,eviplera,"treatment of hiv infection in treatment-naïve adult patients with plasma hiv-1 rna ≤100,000 copies/ml at the start of therapy.",no,"treatment of hiv infection in treatment-naïve adult patients with plasma hiv-1 rna ≤100,000 copies/ml at the start of therapy.",<human immunodeficiency virus>,gilead sciences pty ltd,gilead,176537,tenofovir disoproxil fumarate; emtricitabine; rilpivirine,no,no,tablet,pm-2010-02853-3-2,na
oral,,,authorised,TGA,approved,07.02.2013,2013,infectious and parasitic diseases,<hiv infections>,auspar-tenofovir-disoproxil-fumarate-130805.pdf,small molecule,stribild,as a single tablet regimen for the treatment of hiv infection in treatment-naïve adults,no,as a complete regimen for the treatment of hiv infection in adults who have no known mutations associated with resistance to the individual components of stribild,<hiv infections>,gilead sciences pty ltd,gilead,194081,"tenofovir disoproxil fumarate, emtricitabine, elvitegravir, cobicistat",no,no,tablet,pm-2011-03533-3-2,na
oral,,,authorised,TGA,approved,17.09.2013,2013,infectious and parasitic diseases; diseases of the digestive system,<chronic hepatitis b>,auspar-tenofovir-disoproxil-fumarate-131014.pdf,small molecule,viread,"treatment of chronic hepatitis b in paediatric patients 12 years of age and older with compensated liver disease and with evidence of immune active disease, i.e. active viral replication, persistently elevated serum alt levels or evidence of active inflammation",yes,treatment of chronic hepatitis b in paediatric patients aged 12 years of age and older,<chronic hepatitis b>,"gilead sciences, australia & new zealand",gilead,90370,tenofovir disoproxil fumarate,yes,yes,tablet,pm-2012-01178-3-2,
oral,,,authorised,TGA,approved,14.05.2014,2014,infectious and parasitic diseases,<hiv infections>,auspar-tenofovir-disoproxil-fumarate-140715.pdf,small molecule,eviplera,"treatment of hiv infection in treatment-naïve adult patients with plasma hiv-1 rna ≤100,000 copies/ml and in certain virologically-suppressed adult patients on a stable antiretroviral regimen.",yes,"treatment of hiv infection in adult patients with plasma hiv-1 rna ≤500,000 copies/ml.",<human immunodeficiency virus>,gilead sciences pty ltd,gilead,176537,tenofovir disoproxil fumarate / emtricitabine / rilpivirine,yes,no,tablet,pm-2013-01524-1-2,
oral,,,authorised,TGA,approved,02.05.2016,2016,infectious and parasitic diseases,<human immunodeficiency virus>,auspar-tenofovir-disoproxil-fumarate-161110.pdf,small molecule,truvada,pre-exposure prophylaxis (prep) to reduce the risk of sexually acquired hiv-1 in adults at high risk.,yes,pre-exposure prophylaxis (prep) to reduce the risk of sexually acquired hiv-1 in adults at high risk.,<human immunodeficiency virus>,gilead sciences pty ltd,gilead,107072,tenofovir disoproxil fumarate / emtricitabine,no,no,tablet,pm-2015-00411-1-2,na
oral,22.02.2013,2013,authorised,TGA,approved,01.07.2015,2015,infectious and parasitic diseases,<acquired immunodeficiency syndrome>,auspar-tenofovir-disoproxil-fumarate-170601.pdf,small molecule,stribild,stribild is indicated as a single tablet regimen for the treatment of hiv infection in treatment naive adults. stribild is also indicated in certain virologically suppressed (hiv-1 rna < 50 copies/ml) adult patients on a stable antiretroviral regimen at start of therapy in order to replace their current antiretroviral treatment regimen.,yes,stribild is indicated as a single tablet regimen for the treatment of hiv infection in treatment naive adults or adults who have no known mutations associated with resistance to the individual components of stribild.,<hiv infections>,gilead sciences pty ltd,gilead,194081,tenofovir disoproxil fumarate / emtricitabine / elvitegravir / cobicistat,yes,no,tablet,pm-2014-01079-1-2,
oral,31.08.2021,2021,authorised (under additional monitoring),TGA,approved,11.01.2022,2022,neoplasms; diseases of the respiratory system,<lung neoplasms>,auspar-tepmetko-220802.pdf,small molecule,tepmetko,the treatment of adult patients with locally advanced or metastatic non-small cell lung cancer (nsclc) harbouring mesenchymal-epithelial transition (met) exon 14 skipping alterations.,no,the treatment of adult patients with advanced non-small cell lung cancer (nsclc) harbouring met tyrosine kinase receptor exon 14 (metex14) skipping alterations.,<lung neoplasms>,merck healthcare pty ltd,merck,370977,tepotinib,no,yes,tablet,pm-2021-03109-1-4,na
oral,,,authorised,TGA,approved,30.10.2012,2012,diseases of the nervous system,<multiple sclerosis>,auspar-teriflunomide-130521.pdf,small molecule,aubagio/teriflunomide winthrop/teriflunomide sanofi,treatment of patients with relapsing forms of multiple sclerosis to reduce the frequency of clinical relapses and to delay the progression of physical disability,no,treatment of patients with relapsing forms of multiple sclerosis to reduce the frequency of clinical relapses and to delay the accumulation of physical disability,"<multiple sclerosis, relapsing-remitting>",sanofi-aventis australia pty ltd,sanofi-aventis,"192672, 191696, 191700",teriflunomide,no,no,tablet,pm-2011-02772-3-1,na
subcutaneous,03.01.2020,2020,authorised,TGA,approved,24.11.2020,2020,diseases of the musculoskeletal system and connective tissue,<osteoporosis>,auspar-teriparatide-270115.pdf,peptides and proteins,terrosa,treatment of osteoporosis in postmenopausal women and primary osteoporosis in men at high risk of fracture; treatment of osteoporosis associated with sustained systemic glucocorticoid therapy in women and men at high risk for fracture.,no,treatment of osteoporosis in postmenopausal women and primary osteoporosis in men at high risk of fracture; treatment of osteoporosis associated with sustained systemic glucocorticoid therapy in women and men at high risk for fracture.,<osteoporosis>,gedeon richter australia pty ltd,gedeon richter,326885,teriparatide,no,no,solution,pm-2019-05333-1-5,na
