Administration_route_human,Administration_route_llm,Administration_route_verdict_human,Administration_route_verdict_llm,Application_date_human,Application_date_llm,Application_date_verdict_human,Application_date_verdict_llm,Current_status_human,Current_status_llm,Current_status_verdict_human,Current_status_verdict_llm,Decision_date_human,Decision_date_llm,Decision_date_verdict_human,Decision_date_verdict_llm,Decision_human,Decision_llm,Decision_verdict_human,Decision_verdict_llm,Disease_class(es)_human,Disease_class(es)_llm,Disease_class(es)_verdict_human,Disease_class(es)_verdict_llm,Drug_class_human,Drug_class_llm,Drug_class_verdict_human,Drug_class_verdict_llm,Drug_human,Drug_llm,Drug_verdict_human,Drug_verdict_llm,Indication_approved_human,Indication_approved_llm,Indication_approved_verdict_human,Indication_approved_verdict_llm,Indication_requested_human,Indication_requested_llm,Indication_requested_verdict_human,Indication_requested_verdict_llm,Marketing_authorisation_number_human,Marketing_authorisation_number_llm,Marketing_authorisation_number_verdict_human,Marketing_authorisation_number_verdict_llm,Non_proprietary_name_human,Non_proprietary_name_llm,Non_proprietary_name_verdict_human,Non_proprietary_name_verdict_llm,Nonclinical_pharmacokinetics_model_human,Nonclinical_pharmacokinetics_model_llm,Nonclinical_pharmacokinetics_model_verdict_human,Nonclinical_pharmacokinetics_model_verdict_llm,Nonclinical_pharmacokinetics_species_human,Nonclinical_pharmacokinetics_species_llm,Nonclinical_pharmacokinetics_species_verdict_human,Nonclinical_pharmacokinetics_species_verdict_llm,Nonclinical_pharmacokinetics_strain_human,Nonclinical_pharmacokinetics_strain_llm,Nonclinical_pharmacokinetics_strain_verdict_human,Nonclinical_pharmacokinetics_strain_verdict_llm,Nonclinical_pharmacology_model_human,Nonclinical_pharmacology_model_llm,Nonclinical_pharmacology_model_verdict_human,Nonclinical_pharmacology_model_verdict_llm,Nonclinical_pharmacology_species_human,Nonclinical_pharmacology_species_llm,Nonclinical_pharmacology_species_verdict_human,Nonclinical_pharmacology_species_verdict_llm,Nonclinical_pharmacology_strain_human,Nonclinical_pharmacology_strain_llm,Nonclinical_pharmacology_strain_verdict_human,Nonclinical_pharmacology_strain_verdict_llm,Nonclinical_toxicology_model_human,Nonclinical_toxicology_model_llm,Nonclinical_toxicology_model_verdict_human,Nonclinical_toxicology_model_verdict_llm,Nonclinical_toxicology_species_human,Nonclinical_toxicology_species_llm,Nonclinical_toxicology_species_verdict_human,Nonclinical_toxicology_species_verdict_llm,Nonclinical_toxicology_strain_human,Nonclinical_toxicology_strain_llm,Nonclinical_toxicology_strain_verdict_human,Nonclinical_toxicology_strain_verdict_llm,Orphan_drug_status_human,Orphan_drug_status_llm,Orphan_drug_status_verdict_human,Orphan_drug_status_verdict_llm,Pharmaceutical_form_human,Pharmaceutical_form_llm,Pharmaceutical_form_verdict_human,Pharmaceutical_form_verdict_llm
intravenous injection,intravenous use,False,Partial,29.05.2019,29.05.2019,True,True,withdrawn,withdrawn,True,True,23.07.2020,23.07.2020,True,True,approved,withdrawn,False,False,"diseases of the blood and blood-forming organs, congenital malformations and chomosomal abnormalities",diseases of the blood and blood-forming organs,False,Partial,biologics,biologics,True,True,adakveo,adakveo,True,True,prevention of recurrent vaso-occlusive crises (vocs) in sickle cell disease patients aged 16 years and older,prevention of recurrent vaso-occlusive crises (vocs) in sickle cell disease patients aged 16 years and older. it can be given as an add-on therapy to hydroxyurea/hydroxycarbamide (hu/hc) or as monotherapy in patients for whom hu/hc is inappropriate or inadequate.,False,Partial,prevention of vaso-occlusive crises in sickle cell disease patients aged 16 years and over,prevention of vaso-occlusive crises in sickle cell disease patients aged 16 years and over,True,True,ema/427120/2020,ema/427120/2020,True,True,crizanlizumab,crizanlizumab,True,True,not reported,not reported,True,True,monkeys,not reported,False,False,cynomolgus monkeys,not reported,False,False,not reported,not reported,True,True,"monkeys, dogs, rats",not reported,False,False,cynomolgus monkeys,not reported,False,False,not reported,not reported,True,True,monkeys,not reported,False,False,cynomolgus monkeys,not reported,False,False,no,yes,False,False,concentrate for solution for infusion,concentrate for solution for infusion,True,True
intravenous injection,intravenous,False,Partial,20.02.2020,20.02.2020,True,True,authorised (under additional monitoring),authorised,False,Partial,25.02.2021,25.02.2021,True,True,approved,approved,True,True,"neoplasms, diseases of the digestive system, other",neoplasms,False,Partial,biologics,biologics,True,True,abevmy,abevmy,True,True,"halbe seite text, was ist wichtig??",abevmy in combination with fluoropyrimidine-based chemotherapy is indicated for treatment of adult patients with metastatic carcinoma of the colon or rectum.,False,False,"halbe seite text, was ist wichtig??",abevmy in combination with fluoropyrimidine-based chemotherapy is indicated for treatment of adult patients with metastatic carcinoma of the colon or rectum.,False,False,ema/176217/2021,ema/176217/2021,True,True,bevacizumab,bevacizumab,True,True,,not reported,False,True,"rabbits, mice, monkeys",monkey,False,Partial,cynomolgus monkeys,cynomolgus monkey,False,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,"mice, rabbits","mouse, rabbit",False,Partial,"new zealand white rabbits, swiss albino mice","swiss albino mouse, new zealand white rabbit",False,True,no,no,True,True,concentrate for solution for infusion,concentrate for solution for infusion,True,True
oral,oral,True,True,29.07.2016,29.07.2016,True,True,authorised,authorised,True,True,22.06.2017,22.06.2017,True,True,approved,approved,True,True,infectious and parasitic diseases,infectious and parasitic diseases,True,True,small molecule,small molecule,True,True,efavirenz/emtricitabine/tenofovir disoproxil mylan,efavirenz/emtricitabine/tenofovir disoproxil mylan,True,True,same,treatment of human immunodeficiency virus-1 (hiv-1) infection in adults aged 18 years and over with virologic suppression to hiv-1 rna levels of < 50 copies/ml,False,True,"efavirenz/emtricitabine/tenofovir disoproxil mylan is a fixed-dose combination of efavirenz, emtricitabine and tenofovir disoproxil. it is indicated for the treatment of human immunodeficiency virus-1 (hiv-1) infection in adults aged 18 years and over with virologic suppression to hiv-1 rna levels of < 50 copies/ml on their current combination antiretroviral therapy for more than three months. patients must not have experienced virological failure on any prior antiretroviral therapy and must be known not to have harboured virus strains with mutations conferring significant resistance to any of the three components contained in efavirenz/emtricitabine/tenofovir disoproxil mylan prior to initiation of their first antiretroviral treatment regimen",treatment of human immunodeficiency virus-1 (hiv-1) infection in adults aged 18 years and over with virologic suppression to hiv-1 rna levels of < 50 copies/ml,False,Partial,ema/chmp/630402/2017,ema/chmp/630402/2017,True,True,efavirenz / emtricitabine / tenofovir disoproxil,efavirenz / emtricitabine / tenofovir disoproxil,True,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,no,no,True,True,film-coated tablets,film-coated tablet,False,True
subcutaneous injection,subcutaneous,False,Partial,24.07.2020,24.07.2020,True,True,authorised,authorised,True,True,20.05.2021,20.05.2021,True,True,approved,approved,True,True,"""endocrine, nutritional, and metabolic diseases"", congenital malformations and chomosomal abnormalities",diseases of the blood and blood-forming organs,False,False,peptides and proteins,peptides and proteins,True,True,icatibant accord,icatibant accord,True,True,same,"symptomatic treatment of acute attacks of hereditary angioedema (hae) in adults, adolescents and children aged 2 years and older, with c1-esterase-inhibitor deficiency",False,True,"icatibant accord is indicated for symptomatic treatment of acute attacks of hereditary angioedema (hae) in adults, adolescents and children aged 2 years and older, with c1-esterase-inhibitor deficiency.","symptomatic treatment of acute attacks of hereditary angioedema (hae) in adults, adolescents and children aged 2 years and older, with c1-esterase-inhibitor deficiency",False,True,ema/306744/2021,ema/306744/2021,True,True,icatibant,icatibant,True,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,no,no,True,True,solution for injection in pre-filled syringe,solution for injection,False,Partial
oral,oral use,False,Partial,05.02.2013,05.02.2013,True,True,authorised,authorised,True,True,23.01.2014,23.01.2014,True,True,approved,approved,True,True,"diseases of the circulatory system, diseases of the respiratory system",diseases of the circulatory system,False,Partial,small molecule,small molecule,True,True,adempas,adempas,True,True,"chronic thromboembolic pulmonary hypertension (cteph) (adult patients with who functional class (fc) ii to iii with inoperable cteph and/or persistent or recurrent cteph after surgical treatment to improve exercise capacity), pah in paediatric patients aged less than 18 years of age and body weight ≥ 50 kg with who functional class (fc) ii to iii in combination with endothelin receptor antagonists",chronic thromboembolic pulmonary hypertension (cteph) and pulmonary arterial hypertension (pah),False,Partial,"chronic thromboembolic pulmonary hypertension (cteph) (adult patients with inoperable cteph and/or persistent or recurrent cteph after surgical treatment, to improve exercise capacity. studies establishing effectiveness included predominately patients with who functional class ii – iii), pulmonary arterial hypertension (pah) (adult patients)",chronic thromboembolic pulmonary hypertension (cteph),False,Partial,ema/chmp/734750/2013,ema/chmp/734750/2013,True,True,riociguat,riociguat,True,True,not reported,not reported,True,True,"rats, dogs","rat, dog",False,True,not reported,not reported,True,True,"hypoxia-induced pah in mice, monocrotaline injection in rats, combined hypoxia and vegf receptor inhibition in rats (suhx model), spontaneous hypertensive rats (shr)",not reported,False,False,"rats, dogs, rabbits","rat, dog",False,Partial,not reported,not reported,True,True,not reported,not reported,True,True,"rats, mice, rabbits, dogs","rat, mouse, dog",False,Partial,not reported,not reported,True,True,yes,yes,True,True,tablet,film-coated tablet,False,Partial
inhalation,inhalation,True,True,05.06.2015,05.06.2015,True,True,withdrawn,withdrawn,True,True,23.06.2016,23.06.2016,True,True,approved,withdrawn,False,False,diseases of the respiratory system,diseases of the respiratory system,True,True,small molecule,small molecule,True,True,aerivio spiromax,aerivio spiromax,True,True,same,for the regular treatment of patients with severe asthma and for the symptomatic treatment of patients with copd,False,True,"asthma: aerivio spiromax is indicated for the regular treatment of patients with severe asthma where use of a combination product (inhaled corticosteroid and long-acting β2 agonist) is appropriate: patients not adequately controlled on a lower strength corticosteroid combination product or patients already controlled on a high dose inhaled corticosteroid and long-acting β2 agonist., chronic obstructive pulmonary disease (copd): aerivio spiromax is indicated for the symptomatic treatment of patients with copd, with a fev1 <60% predicted normal (pre-bronchodilator) and a history of repeated exacerbations, who have significant symptoms despite regular bronchodilator therapy.","asthma, chronic obstructive pulmonary disease (copd)",False,Partial,ema/486136/2016,ema/486136/2016,True,True,salmeterol / fluticasone propionate,salmeterol / fluticasone propionate,True,True,not reported,not reported,True,True,"rats, dogs, rabbits, mice",not reported,False,False,not reported,not reported,True,True,not reported,not reported,True,True,"rats, mice, guinea pigs",not reported,False,False,not reported,not reported,True,True,not reported,not reported,True,True,"rats, dogs",not reported,False,False,"wistar rats, sprague dawley rats, beagle dogs",not reported,False,False,no,no,True,True,inhalation powder,inhalation powder,True,True
not reported,"subcutaneous, intravenous",False,False,24.03.2014,24.03.2014,True,True,authorised,authorised,True,True,24.06.2014,24.07.2014,False,False,approved,approved,True,True,"neoplasms, diseases of the blood and blood-forming organs",neoplasms,False,Partial,peptides and proteins,biologics,False,False,accofil,accofil,True,True,reduction in the duration of neutropenia and the incidence of febrile neutropenia in patients treated with established cytotoxic chemotherapy for malignancy (with the exception of chronic myeloid leukaemia and myelodysplastic syndromes) and for the reduction in the duration of neutropenia in patients undergoing myeloablative therapy followed by bone marrow transplantation considered to be at increased risk of prolonged severe neutropenia,for the reduction in the duration of neutropenia and the incidence of febrile neutropenia in patients treated with established cytotoxic chemotherapy for malignancy,False,Partial,not reported,for the reduction in the duration of neutropenia and the incidence of febrile neutropenia in patients treated with established cytotoxic chemotherapy for malignancy,False,False,ema/chmp/603430/2014,ema/chmp/603430/2014,True,True,filgrastim,filgrastim,True,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,"mice, rats","mouse, rat",False,Partial,"wistar rats, balb/c mice","balb/c mouse, wistar rat",False,True,not reported,not reported,True,True,"rats, mice, rabbits",not reported,False,False,"swiss albino mice, wistar rats, sprague dawley rats, new zealand white rabbits",not reported,False,False,no,no,True,True,"solution for injection in pre-filled syringe, solution for infusion in pre-filled syringe",solution for injection,False,Partial
intramuscular injection,intramuscular,False,Partial,30.11.2012,30.11.2012,True,True,authorised,authorised,True,True,19.09.2013,19.09.2013,True,True,approved,approved,True,True,"mental and behavioural disorders, diseases of the nervous system",mental and behavioural disorders,False,Partial,small molecule,small molecule,True,True,abilify maintena,abilify maintena,True,True,maintainance of treatment of schizophrenia in adult patients stabilised with oral aripiprazole,maintenance treatment of schizophrenia in adult patients stabilized with oral aripiprazole,False,Partial,maintenance treatment of schizophrenia in adults,maintenance treatment of schizophrenia in adults,True,True,ema/737723/2013,ema/737723/2013,True,True,aripiprazole,aripiprazole,True,True,not reported,not reported,True,True,"mice, dogs, monkeys","rat, dog, monkey",False,Partial,not reported,not reported,True,True,,not reported,False,True,,"rat, dog, monkey",False,False,,not reported,False,True,not reported,not reported,True,True,"rats, rabbits, dogs, monkeys","rat, dog, monkey",False,Partial,not reported,not reported,True,True,no,no,True,True,powder and solvent for prolonged-release suspension for injection,powder and solvent for prolonged-release suspension for injection,True,True
intravesical injection,intravesical,False,Partial,not reported,,False,True,withdrawn,withdrawn,True,True,20.08.2021,22.07.2021,False,False,withdrawn,withdrawn,True,True,"neoplasms, diseases of the genitourinary system",neoplasms,False,Partial,biologics,biologics,True,True,oportuzumab monatox dlrc pharma services,oportuzumab monatox,False,Partial,,not applicable,False,True,the treatment and prevention of recurrence of carcinoma-in-situ (cis) of the urinary bladder following transurethral resection in bcg-unresponsive patients. the prevention of recurrence of high grade ta and/or t1 papillary tumours following transurethral resection in bcg-unresponsive patients.,the treatment and prevention of recurrence of carcinoma in situ (cis) of the urinary bladder following transurethral resection in bcg-unresponsive patients.,False,Partial,ema/chmp/576523/2021,ema/chmp/576523/2021,True,True,oportuzumab monatox,oportuzumab monatox,True,True,not reported,not reported,True,True,"rats, monkeys",not reported,False,False,cynomolgus monkeys,not reported,False,False,"athymic mice bearing tumour xenografts,",not reported,False,False,"mice, monkeys",mouse,False,False,not reported,not reported,True,True,not reported,not reported,True,True,"rats, monkeys",not reported,False,False,cynomolgus monkeys,not reported,False,False,no,no,True,True,concentrate and solvent for intravesical solution,intravesical solution,False,Partial
intravenous injection,intravenous,False,Partial,02.03.2021,02.03.2021,True,True,authorised,authorised,True,True,19.05.2022,19.05.2022,True,True,approved,approved,True,True,"diseases of the musculoskeletal system and connective tissue, diseases of the nervous system",not reported,False,False,other,small molecule,False,False,sugammadex fresenius kabi,sugammadex fresenius kabi,True,True,same,reversal of neuromuscular blockage induced by rocuronium or vecuronium in adults,False,False,reversal of neuromuscular blockade induced by rocuronium or vecuronium in adults.for the paediatric population: sugammadex is only recommended for routine reversal of rocuronium induced blockade in children and adolescents aged 2 to 17 years.,reversal of neuromuscular blockage induced by rocuronium or vecuronium in adults,False,Partial,ema/chmp/564405/2022,ema/chmp/564405/2022,True,True,sugammadex,sugammadex,True,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,no,no,True,True,solution for injection,solution for injection,True,True
