 Origin,Document_name,Marketing_authorisation_number,EMA_product_number,Drug_name,Non_proprietary_name,Marketing_authorisation_holder,Drug_class,Pharmaceutical_form,Administration_route,Decision,Current_status,Decision_date,Orphan_drug_status,Indication_extended,Indication_requested,Indication_approved,Disease_class(es),Application_date,Decisions_number,Nonclinical_abridged,Referral_body,Referral,Nonclinical_pharmacology_invitro,Nonclinical_pharmacology_species,Nonclinical_pharmacology_strain,Nonclinical_pharmacology_model,Nonclinical_pharmacology_sex,Nonclinical_pharmacology_outcomes,Nonclinical_pharmacology_adverse_findings,Nonclinical_pharmacokinetics_species,Nonclinical_pharmacokinetics_strain,Nonclinical_pharmacokinetics_model,Nonclinical_pharmacokinetics_sex,Nonclinical_pharmacokinetics_findings,Nonclinical_pharmacokinetics_outcomes,Nonclinical_toxicology_species,Nonclinical_toxicology_strain,Nonclinical_toxicology_model,Nonclinical_toxicology_sex,Nonclinical_toxicology_outcomes,Nonclinical_toxicology_outcomes,Nonclinical_toxicology_adverse_events,Sex_reported_allgemein,Sex,Comment,
EMA,byfavo-epar-public-assessment-report_en.pdf,EMA/160756/2021,EMEA/H/C/005246,Byfavo,remimazolam,Paion Pharma GmbH,Small molecule,powder for solution for injection,intravenous,approved,authorised (under additional monitoring),28.01.2021,no ,no,Remimazolam is indicated in adults for procedural sedation.,Same,Other,20.11.2019,1,no,NA,NA,yes,"minipig, sheep, monkey, rat, mouse, rabbit",cynomolgus monkey,Not reported,not reported,,,"rabbit, rat, minipig, monkey",New Zealand White rabbit,Not reported,female,,,"mouse, monkey, rat, rabbit, minipig","CD-1 mouse, cynomolgus monkey, Sprague Dawley rat, New Zealand White rabbit, CD rat, Göttingen minipig, Himalayan rabbit",Not reported,both,,,,,,,
EMA,palynziq-epar-public-assessment-report_en.pdf,EMA/CHMP/181920/2019,EMEA/H/C/004744,Palynziq,pegvaliase,BioMarin International Limited,Peptides and proteins,solution for injection in pre-filled syringe,subcutaneous,approved,authorised,28.02.2019,yes,no,Palynziq is indicated for the treatment of patients with phenylketonuria (PKU) aged 16 years and older who have inadequate blood phenylalanine control (blood phenylalanine levels greater than 600 micromol/l) despite prior management with available treatment options.,Same,"Congenital malformations and chomosomal abnormalities, ""Endocrine, nutritional, and metabolic diseases""",06.03.2018,1,no,NA,NA,yes,"rat, mouse, monkey",cynomolgus monkey,BTBRPahenu2 (ENU2) mouse,both,,,"rat, mouse, monkey","Sprague Dawley rat, cynomolgus monkey",BTBRPahenu2 (ENU2) mouse,both,,,"rat, monkey, rabbit, mouse",cynomolgus monkey,Not reported,both,,,,,,,
EMA,apidra-epar-scientific-discussion_en.pdf,Not reported,EMEA/H/C/000557,Apidra,insulin glulisine,sanofi-aventis Deutschland GmbH,Peptides and proteins,"solution for injection in a vial, solution for injection in a cartridge, solution for injection in pre-filled pen","subcutaneous, intravenous",approved,authorised,27.09.2004,no ,no,Not reported,"Treatment of adults, adolescents and children 6 years or older, with diabetes mellitus, where treatment with insulin is required.","""Endocrine, nutritional, and metabolic diseases""",23.06.2003,1,no,NA,NA,yes,"rat, dog",not reported,Not reported,not reported,,,"rat, dog",not reported,Not reported,male,,,"rat, mouse, dog, rabbit",not reported,Not reported,male,,,,,,,
EMA,mycophenolate-mofetil-teva-epar-public-assessment-report_en.pdf,EMEA/CHMP/563018/2007,EMEA/H/C/000882,Mycophenolate mofetil Teva,mycophenolate mofetil,Teva Pharma B.V.,Small molecule,hard capsules,oral,approved,authorised,21.02.2008,no ,no,Not reported,"Mycophenolate mofetil Teva is indicated in combination with ciclosporin and corticosteroids for the prophylaxis of acute transplant rejection in patients receiving allogeneic renal, cardiac or hepatic transplants.",Other,16.07.2007,1,yes,EMA,Cellcept,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,,,NA,NA,NA,NA,,,,,,,
EMA,tevimbra-epar-public-assessment-report_en.pdf,EMA/CHMP/359838/2023,EMEA/H/C/005919,Tevimbra,tislelizumab,Beone Medicines Ireland Limited,Biologics,concentrate for solution for infusion,intravenous,approved,authorised (under additional monitoring),20.07.2023,yes,no,"Tevimbra as monotherapy is indicated for the treatment of adult patients with unresectable, recurrent, locally advanced or metastatic oesophageal squamous cell carcinoma after prior chemotherapy.","Non-small cell lung cancer (NSCLC), Small Cell Lung Cancer (SCLC), Gastric or gastroesophageal junction (G/GEJ) adenocarcinoma, Oesophageal squamous cell carcinoma (OSCC)","Neoplasms, Diseases of the respiratory system, Diseases of the digestive system",03.03.2022,1,no,NA,NA,yes,???,not reported,"allogeneic xenograft models of epidermioid carcinoma, colon and lung cancers",not reported,,,monkey,cynomolgus monkey,Not reported,both,,,"mouse, monkey",cynomolgus monkey,Not reported,both,,,,,,,
EMA,triumeq-epar-public-assessment-report_en.pdf,EMA/580654/2014,EMEA/H/C/002754,Triumeq,abacavir sulfate / dolutegravir sodium / lamivudine,ViiV Healthcare B.V.,Small molecule,film-coated tablets,oral,approved,authorised,26.06.2014,no ,no,"Triumeq is a fixed-dose combination of dolutegravir, abacavir and lamivudine. It is indicated as a complete regimen for the treatment of Human Immunodeficiency Virus (HIV) infection in adults and adolescents from 12 years of age who are antiretroviral treatment-naïve or are infected with HIV without documented or clinically suspected resistance to any of the three antiretroviral agents in Triumeq. Before initiating treatment with abacavir-containing products, screening for carriage of the HLA- B*5701 allele should be performed in any HIV-infected patient, irrespective of racial origin. Screening is also recommended prior to re-initiation of abacavir in patients of unknown HLA-B*5701 status who have previously tolerated abacavir (see “Management after an interruption of Triumeq therapy”). Abacavir should not be used in patients known to carry the HLA-B*5701 allele, unless no other therapeutic option is available in these patients, based on the treatment history and resistance testing.","Triumeq is indicated for the treatment of Human Immunodeficiency Virus type 1 (HIV-1) infected adults, adolescents and children weighing at least 25 kg",Infectious and parasitic diseases,25.10.2013,1,yes,EMA,"Abacavir, Dolutegravir, Lamivudine",yes,NA,NA,NA,NA,,,"rat, monkey, mouse, rabbit, dog",cynomolgus monkey,Not reported,both,,,"mouse, rat, monkey",cynomolgus monkey,Not reported,both,,,,,,,
Swissmedic,swisspar_veklury_final.pdf,68026,NA,Veklury,remdesivir,Gilead Sciences Switzerland Sàrl,Small molecule,powder for concentrate for solution for infusion,intravenous,approved,authorised,05.04.2023,no ,yes,"Veklury is indicated for the treatment of coronavirus disease 2019 (COVID-19) in: adults and paediatric patients (at least 4 weeks of age and weighing at least 3 kg) with pneumonia requiring supplemental oxygen (low- or high-flow oxygen or other non-invasive ventilation at start of treatment),  adults and paediatric patients (weighing at least 40 kg) who do not require supplemental oxygen or hospitalisation for COVID-19 and who are at risk of developing a severe COVID-19 course (see “Properties/Effects”).",Same,"Infectious and parasitic diseases, Diseases of the respiratory system",02.08.2022,2,yes,"???, EMA, FDA",EMEA/H/C/005622/II/0035/G,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,,,NA,NA,NA,NA,,,,,,,
Swissmedic,SwissPAR_Evusheld-2.pdf,68704,NA,EVUSHELD,"tixagevimab, cilgavimab",AstraZeneca AG,Biologics,solution for injection,intramuscular,temporary authorisation,authorised,27.04.2023,no ,yes,EVUSHELD is indicated for the treatment of COVID-19 in adults and paediatric individuals (12 years of age and older weighing at least 40 kg),EVUSHELD is indicated for the treatment of mild-to-moderate COVID-19 in adults and adolescents (from 12 years of age with minimum body weight of 40 kg) who do not require supplemental oxygen or hospitalisation due to COVID-19 and who are at risk of progressing to severe COVID-19,Infectious and parasitic diseases,01.09.2022,3,yes,Swissmedic,EVUSHELD,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,,,NA,NA,NA,NA,,,,,,,
Swissmedic,swisspar_brukinsa_g102680156.pdf,67998,NA,Brukinsa,zanubrutinib,BeiGene Switzerland GmbH,Small molecule,hard capsules,oral,approved,authorised,29.08.2023,yes,yes,Brukinsa is indicated for the treatment of adult patients with chronic lymphocytic leukaemia (CLL) or small lymphocytic lymphoma (SLL).,BRUKINSA is indicated as monotherapy for the treatment of adult patients with chronic lymphocytic leukaemia (CLL) who have received one or more prior therapies.,"Neoplasms, Diseases of the blood and blood-forming organs",25.05.2022,2,yes,Swissmedic,Brukinsa,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,,,NA,NA,NA,NA,,,,,,,
Swissmedic,swisspar_alunbrig-1.pdf,66738,NA,Alunbrig,brigatinib,Takeda Pharma AG,Small molecule,film-coated tablets,oral,approved,authorised,04.05.2021,yes,no,"Alunbrig is indicated as monotherapy for the treatment of adult patients with anaplastic lymphoma kinase (ALK)-positive, advanced, non-small cell lung cancer (NSCLC), who have previously not been treated with an ALK-inhibitor. Alunbrig is indicated as monotherapy for the treatment of adult patients with anaplastic lymphoma kinase (ALK)-positive, advanced, non-small cell lung cancer (NSCLC), who have previously been treated with crizotinib.",Same,"Neoplasms, Diseases of the respiratory system",03.03.2020,2,no,NA,NA,yes,"mouse, monkey",not reported,"human EML4-ALK-positive NSCLC xenografts and in Ba/F3 xenografts mouse models, murine NSCLC orthotopic brain tumour model,",not reported,,,"rat, monkey",not reported,Not reported,both,,,"rat, monkey",pigmented rat,Not reported,both,,,,,,,
Swissmedic,SwissPAR_Tevimbra.pdf,68960,NA,Tevimbra,tislelizumab,BeiGene Switzerland GmbH,Biologics,concentrate for solution for infusion,intravenous,approved,authorised,11.04.2024,no ,no,"Tevimbra, as monotherapy, is indicated for the treatment of adult patients with unresectable, recurrent, locally advanced or metastatic oesophageal squamous cell carcinoma after prior systemic therapy.”",Same,"Neoplasms, Diseases of the digestive system",08.08.2022,2,no,NA,NA,yes,mouse,not reported,"xenograft allogenic cancer models (A431 human epidermoid carcinoma, BCCO-028 colon cancer, and BCLU-054 NSCLC), human PD-1 transgenic mouse bearing B16/F10 melanoma cells",not reported,,,monkey,cynomolgus monkey,Not reported,both,,,"monkey, mouse",cynomolgus monkey,"human PD-1 transgenic mouse,",female,,,,,,,
Swissmedic,SwissPAR_Zepzelca.pdf,67729,NA,Zepzelca,lurbinectedin,PharmaMar AG,Small molecule,concentrate for solution for infusion,intravenous,temporary authorisation,authorised,07.03.2023,yes,yes,Zeplzelca is indicated for the treatment of patients with metastatic small cell lung cancer (SCLC) with disease progression on or after platinum-containing therapy and with no central nervous system (CNS) metastases.,Zepzelca is indicated for the treatment of adult patients with metastatic small cell lung cancer (SCLC) who have progressed after platinum-containing therapy with a subsequent chemotherapy-free interval (CTFI) ≥30 days and with no central nervous system (CNS) metastases.,"Neoplasms, Diseases of the respiratory system",20.06.2022,2,yes,FDA,Zepzelca,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,,,NA,NA,NA,NA,,,,,,,
Swissmedic,SwissPAR_MenQuadfi.pdf,68221,NA,MenQuadfi,"polysaccharida Neisseriae meningitidis (A, C, W-135, Y) conjugatum cum toxoidum tetani",Sanofi-Aventis (Suisse) SA,Vaccine,solution for injection,intramuscular,approved,authorised,05.10.2022,no ,no,"MenQuadfi is indicated for: Active immunisation of individuals from the age of 12 months and older, against invasive meningococcal disease caused by Neisseria meningitidis serogroups A, C, W and Y.","MenQuadfi is indicated for the active immunisation of individuals from the age of 12 months and older against invasive meningococcal disease caused by Neisseria meningitidis serogroups A, C, W and Y. This vaccine should be used in accordance with official vaccination recommendations.",Infectious and parasitic diseases,01.10.2022,3,yes,EMA,MenQuadfi,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,,,NA,NA,NA,NA,,,,,,,
Swissmedic,swisspar_talvey_g102689436.pdf,69049,NA,Talvey,talquetamab,Janssen-Cilag AG,Biologics,solution for injection,subcutaneous,temporary authorisation,authorised,30.10.2023,yes,no,"Talvey is indicated for the treatment of adult patients with relapsed or refractory multiple myeloma who have received at least 4 prior therapies, including a proteasome inhibitor, an immunomodulatory agent, and an anti-CD38 monoclonal antibody. ","Talvey is indicated as monotherapy for treatment of adult patients with relapsed or refractory multiple myeloma who have received at least 3 prior lines of therapy, including a proteasome inhibitor, an immunomodulatory agent, and an anti-CD38 monoclonal antibody, and have demonstrated disease progression on or after their last line of therapy.",Neoplasms,09.01.2023,2,no,NA,NA,yes,"mouse, monkey",cynomolgus monkey,murine model engrafted with human peripheral blood mononuclear cells or human T cells and GPRC5D-expressing human multiple myeloma,not reported,,,monkey,cynomolgus monkey,Not reported,both,,,"monkey, rabbit","cynomolgus monkey, New Zealand White rabbit",Not reported,not reported,,,,,,,
Swissmedic,SwissPAR_Idefirix_final.pdf,68373,NA,IDEFIRIX,imlifidase,Voisin Consulting CH Sàrl,Peptides and proteins,powder for concentrate for solution for infusion,intravenous,temporary authorisation,authorised,06.05.2022,yes,no,Idefirix is indicated for desensitisation treatment of highly sensitised adult kidney transplant patients with positive crossmatch against an available deceased donor. The use of Idefirix should be reserved for patients unlikely to be transplanted under the available kidney allocation system including prioritisation programmes for highly sensitised patients.,Idefirix can be used before a kidney transplant for rapid and temporary inactivation of immunoglobulin G (IgG) in adult patients with positive crossmatch against an available deceased donor. The use of Idefirix should be reserved for patients unlikely to be transplanted under the available kidney allocation system including prioritisation programmes for highly sensitised patients.,Diseases of the genitourinary system,06.06.2021,2,yes,EMA,EMA/CHMP/171776/2020,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,,,NA,NA,NA,NA,,,,,,,
Swissmedic,swisspar_fabhalta.pdf,68603,NA,Fabhalta,iptacopan,Novartis Pharma Schweiz AG,Small molecule,hard capsules,oral,approved,authorised,29.08.2024,yes,no,Fabhalta is indicated for the treatment of adult patients with paroxysmal nocturnal haemoglobinuria (PNH).,Fabhalta is indicated as monotherapy for the treatment of adult patients with paroxysmal nocturnal haemoglobinuria (PNH) who have had an inadequate response despite at least 6 months of treatment with a C5 inhibitor,"""Endocrine, nutritional, and metabolic diseases"", Congenital malformations and chomosomal abnormalities",20.06.2023,2,no,NA,NA,yes,"mouse, rat, dog, monkey",not reported,"nephritis rat model, ",not reported,,,"rat, mouse, dog",not reported,Not reported,both,,,"rat, dog, monkey, rabbit",not reported,Not reported,both,,,,,,,
Swissmedic,swisspar_mounjaro_final.pdf,68726,NA,MOUNJARO,tirzepatide, Eli Lilly (Suisse) SA,Peptides and proteins,solution for injection in pre-filled pen,subcutaneous,approved,authorised,02.11.2022,no ,no,Mounjaro is used to treat adults with type 2 diabetes mellitus in addition to diet and exercise.,Mounjaro is indicated for the treatment of adults with insufficiently controlled type 2 diabetes mellitus as an adjunct  to diet and exercise as monotherapy when metformin is contraindicated or not tolerated; in combination with other drugs that lower blood glucose.,"""Endocrine, nutritional, and metabolic diseases""",30.11.2021,2,no,NA,NA,yes,"rat, mouse, monkey",not reported,"obese mouse, ",not reported,,,"monkey, rat, rabbit",not reported,Not reported,both,,,"rat, monkey, rabbit, mouse",cynomolgus monkey,transgenic RasH2 mouse,both,,,,,,,
Swissmedic,swisspar_nilemdo_final.pdf,67583,NA,Nilemdo,acidum bempedoicum,PharmaContext GmbHPharmaContext GmbH,Small molecule,tablet,oral,approved,authorised,14.12.2020,no ,no,"Nilemdo is indicated in adults with primary hypercholesterolaemia (heterozygous familial and non- familial) as an adjunct to diet: in combination with a statin or statin with other lipid-lowering therapies in patients unable to reach LDL-C goals with the maximum tolerated dose of a statin or, alone or in combination with other lipid-lowering therapies in patients who are statin-intolerant, or for whom a statin is contraindicated.",Nilemdo is indicated as an adjunct to diet and in combination with the maximum tolerated dose of a statin with or without other lipid-lowering therapies for the treatment of adults with clinical manifestations of atherosclerotic cardiovascular disease or heterozygous familial hypercholesterolaemia who need additional LDL-C lowering. The effect of Nilemdo on cardiovascular morbidity and mortality has not yet been determined.,"""Endocrine, nutritional, and metabolic diseases"", Diseases of the circulatory system",27.05.2019,2,no,NA,NA,yes,"mouse, hamster, rat, minipig, monkey","Sprague Dawley rat, golden Syrian hamster, Yucatan minipig","mouse and hamster models with normal lipid metabolism and in diet-induced models of hyperlipidaemia, obese Zucker rat, normal fed hyperlipidaemic mouse,",not reported,,,"monkey, rat, rabbit, mouse","albino rat, cynomolgus monkey","bile-cannulated rat, ",both,,,"rat, monkey, rabbit, mouse",not reported,Not reported,both,,,,,,,
Swissmedic,swisspar_piqray_final.pdf,67359,NA,Piqray,alpelisib,Novartis Pharma Schweiz AG,Small molecule,film-coated tablets,oral,approved,authorised,24.03.2020,no ,no,"Piqray is indicated for the treatment of postmenopausal women and men with hormone receptor (HR)- positive, human epidermal growth factor receptor 2 (HER2)-negative, advanced breast cancer with a PIK3CA mutation in combination with fulvestrant after disease progression following an endocrine-based therapy.","Piqray is used in combination with fulvestrant for the treatment of postmenopausal women with hormone receptor (HR)-positive, human epidermal growth factor receptor 2 (HER2)-negative, advanced breast cancer with a PIK3CA mutation after disease progression when patients have previously received endocrine therapy including an aromatase inhibitor.",Neoplasms,06.03.2019,2,no,NA,NA,yes,"rat, mouse, dog",not reported,"xenograft models in mouse and rat, modes with overexpression of PI3Kα and tumours of breast cancer origin bearing PI3K mutations H1047R, E545K, and K111N(+erbB2 amplification)",not reported,,,"rat, mouse, dog","albino rat, pigmented rat",Not reported,both,,,"rat, dog, rabbit",not reported,Not reported,both,,,,,,,
Swissmedic,swisspar_sarclisa_ie_2l_mm.pdf,67525,NA,Sarclisa,isatuximab,Sanofi-Aventis (Suisse) SA,Biologics,concentrate for solution for infusion,intravenous,approved,authorised,12.06.2023,yes,yes,Sarclisa is indicated in combination with carfilzomib and dexamethasone for the treatment of adult patients with multiple myeloma who have received at least one prior line of therapy.,Same,Neoplasms,30.09.2022,2,yes,Swissmedic,Sarclisa,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,,,NA,NA,NA,NA,,,,,,,
Swissmedic,SwissPAR_Ponvory.pdf,68114,NA,Ponvory,ponesimod,Janssen-Cilag AG,Small molecule,film-coated tablets,oral,approved,authorised,16.11.2021,no ,no,Ponvory is indicated for the treatment of adult patients with relapsing forms of multiple sclerosis (RMS),Ponvory is indicated for the treatment of adult patients with relapsing remitting forms of multiple sclerosis (RRMS) with active disease defined by clinical or imaging features,Diseases of the nervous system,31.07.2020,2,no,NA,NA,yes,"rat, mouse, dog, monkey, guinea pig",cynomolgus monkey,different animal models of lymphocyte-mediated diseases in mouse (autoimmune encephalomyelitis as a model for MS; models for skin delayed-type hypersensitivity and systemic lupus erythematosus) and rat (adjuvant-induced arthritis),not reported,,,"rat, dog",not reported,Not reported,both,,,"mouse, rat, rabbit, dog",not reported,Not reported,both,,,,,,,
Swissmedic,SwissPAR_Elzonris_final.pdf,68797,NA,ELZONRIS,tagraxofusp,Stemline Therapeutics Switzerland GmbH,Peptides and proteins,concentrate for solution for infusion,intravenous,approved,authorised,03.02.2023,yes,no,ELZONRIS is indicated for the treatment of adult patients and in paediatric patients 2 years and older with blastic plasmacytoid dendritic cell neoplasm (BPDCN).,ELZONRIS is indicated for the first-line treatment of adult patients with blastic plasmacytoid dendritic cell neoplasm (BPDCN).,"Neoplasms, Diseases of the blood and blood-forming organs",19.04.2022,2,no,NA,NA,yes,"monkey, mouse",cynomolgus monkey,Not reported,not reported,,,monkey,not reported,Not reported,both,,,monkey,cynomolgus monkey,Not reported,both,,,,,,"""Data submitted at the request of Swissmedic as well as clinical evidence suggest that this effect is monkey-specific and is unlikely to occur in humans."" -> trotzdem wurden Affen für dei Toxikologie Experimente verwendet und euthanasiert wegen zu starken Nebenwirkungen. Ausserdem wird zu Beginn des Toxikologie Abschnittes gesagt, dass die Affen die Spezies sind, die am betsen geeignet sind für diese Experimente.",
Swissmedic,SwissPAR_Scemblix_final.pdf,68441,NA,SCEMBLIX,asciminib as asciminib hydrochloride,Novartis Pharma Schweiz AG,Small molecule,film-coated tablets,oral,approved,authorised,09.06.2022,yes,no,Scemblix is indicated for the treatment of adult patients with Philadelphia chromosome-positive chronic myeloid leukaemia in chronic phase (Ph+ CML-CP) previously treated with two or more tyrosine kinase inhibitors.,"Scemblix is indicated for the treatment of adult patients with Philadelphia chromosome-positive chronic myeloid leukaemia (Ph+ CML) in chronic phase (CP), in whom previous administration of two or more tyrosine kinase inhibitors has resulted in treatment failure or intolerance.","Neoplasms, Congenital malformations and chomosomal abnormalities",30.07.2021,2,no,NA,NA,yes,mouse,not reported,"murine subcutaneous xenograft models, murine disseminated Philadelphia chromosome positive (Ph+) acute lymphocytic leukaemia (ALL) patient-derived xenograft model ",not reported,,,"mouse, rat, dog, monkey",not reported,Not reported,not reported,,,"mouse, rat, dog, rabbit, monkey",not reported,Not reported,not reported,,,,,,,
Swissmedic,SwissPAR_Paxlovid_final.pdf,68793,NA,Paxlovid,"nirmatrelvir, ritonavir",Pfizer AG,Small molecule,film-coated tablets,oral,temporary authorisation,authorised,15.06.2022,no ,no,"Paxlovid is indicated for the treatment of COVID-19 in adults and adolescents aged 12 years and over and weighing at least 40 kg, who do not require supplemental oxygen and who are at increased risk for progressing to severe COVID-19.","Paxlovid is indicated for the treatment of coronavirus disease 2019 (COVID-19) in adults who do not require oxygen therapy or hospitalisation due to COVID-19, and who are at increased risk for progressing to severe COVID-19 (see “Clinical efficacy”). Paxlovid is not intended as a replacement for vaccination against COVID-19. Paxlovid should be used in accordance with official recommendations and in consideration of local epidemiological data about circulating SARS-CoV-2 variants.",Infectious and parasitic diseases,14.01.2022,2,no,NA,NA,yes,"mouse, rat, monkey",not reported,mouse-adapted model of coronavirus infection,not reported,,,"rat, monkey, rabbit, dog",not reported,Not reported,not reported,,,"rat, monkey, rabbit",cynomolgus monkey,Not reported,both,,,,,,,
Swissmedic,swisspar_bcg_apogepha_final.pdf,68286,NA,BCG APOGEPHA,"bacillus Calmette-Guérin, live attenuated (Moreau)",Regulix GmbH,Cell and gene therapy,powder and solvent for intravesical suspension,intravesical,approved,authorised,28.07.2022,no ,no,"Treatment of superficial, epithelial, non-muscle-invasive urothelial carcinoma (stages Ta, Tis, T1 bladder carcinoma). The product should not be used in invasive bladder carcinoma due to the low chances of cure.","The product is used for the treatment of superficial, epithelial, non-muscle invasive urothelial carcinoma of the urinary bladder (Carcinoma urotheliale Ta, Tis, T1). The product should not be used in invasive bladder carcinoma as chances of complete recovery are negligible.","Neoplasms, Diseases of the genitourinary system",02.12.2020,2,yes,Poland (?),Onko BCG,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,,,NA,NA,NA,NA,,,,,,,
Swissmedic,swisspar_ondexxya.pdf,67759,NA,ONDEXXYA,andexanet alfa,Alexion Pharma GmbH,Peptides and proteins,powder for solution for infusion,intravenous,approved,authorised,02.12.2020,no ,no,For adult patients treated with a direct factor Xa (FXa) inhibitor (apixaban or rivaroxaban) when reversal of anticoagulation is needed due to life-threatening or uncontrolled bleeding.,Same,Diseases of the blood and blood-forming organs,19.03.2020,2,yes,"EMA, FDA",Andexxa,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,,,NA,NA,NA,NA,,,,,,,
Swissmedic,swisspar_rukobia.pdf,67854,NA,Rukobia,fostemsavir,ViiV Healthcare GmbH,Small molecule,prolonged-release tablets,oral,approved,authorised,28.09.2021,no ,no,"Rukobia, in combination with other antiretrovirals, is indicated for the treatment of intensively pretreated adults with multidrug resistant HIV-1 infection for whom it is otherwise not possible to construct a suppressive anti-viral regimen due to resistance, intolerance or safety considerations",Rukobia is indicated in combination with optimised background antiretroviral therapy against human immunodeficiency virus type 1 (HIV-1) infection for the treatment of multidrug-resistant HIV-1 infection in heavily treatment-experienced adults whose current antiviral regimen failed due to resistance and/or cannot be continued due to intolerance or safety reasons,Infectious and parasitic diseases,03.02.2020,2,no,NA,NA,yes,"dog, rat",not reported,Not reported,not reported,,,"rat, dog, monkey, mouse","cynomolgus monkey, chimpanzee monkey",Not reported,both,,,"rat, dog, mouse, rabbit",not reported,Not reported,both,,,,,,,
Swissmedic,swisspar_prevenar_20.pdf,69222,NA,Prevenar 20,Streptococcus pneumoniae serotype 1 / 3 / 4 / 5 / 6A / 6B / 7F / 8 / 9V / 10A / 11A / 12F / 14 / 15B / 18C / 19A / 19F / 22F / 23F / 33F polysaccharide conjugated to Corynebacterium diphteriae CRM197 protein,Pfizer AG,Vaccine,suspension for injection in pre-filled syringe,intramuscular,approved,authorised,26.03.2024,no ,no,Active immunisation for the prevention of invasive disease and pneumonia caused by Streptococcus pneumoniae in individuals 18 years of age and older.,Same ,Infectious and parasitic diseases,30.11.2022,2,yes,EMA,EMA/12384/2022,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,,,NA,NA,NA,NA,,,,,,,
Swissmedic,SwissPAR_Omvoh_final.pdf,68950,NA,Omvoh,mirikizumab,Eli Lilly (Suisse) SA,Biologics,concentrate for solution for infusion,intravenous,approved,authorised,30.11.2023,no ,no,"Omvoh is indicated for the treatment of adult patients with moderately to severely active ulcerative colitis who have had an inadequate response with, lost response to, or were intolerant to conventional therapy or a biologic treatment or a Janus kinase (JAK) inhibitor, or have medical contraindications to such therapies.",Same,Diseases of the digestive system,27.07.2022,3,yes,???,Worksharing procedure -> Australia looked at non-clinical part ,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,,,NA,NA,NA,NA,,,,,,,
Swissmedic,swisspar_xospata_finale_version.pdf,67211,NA,XOSPATA,"gilteritinib, gilteritinib hemifumarate",Astellas Pharma AG,Small molecule,film-coated tablets,oral,approved,authorised,24.09.2020,yes,no,Xospata is indicated for the treatment of patients who have relapsed or refractory acute myeloid leukaemia (AML) with FMS-like tyrosine kinase 3 (FLT3) mutations.,Same,"Neoplasms, Diseases of the blood and blood-forming organs",23.05.2019,2,yes,FDA,Xospata®,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,,,NA,NA,NA,NA,,,,,,,
Swissmedic,swisspar_abrysvo-1.pdf,69691,NA,Abrysvo,"RSV subgroup A stabilised prefusion F antigen, RSV subgroup B stabilised prefusion F antigen", Pfizer AG,Vaccine,"powder for solution for injection, solvent for solution for injection",intramuscular,approved,authorised,23.08.2024,no ,no,Abrysvo is indicated for passive protection against lower respiratory tract disease caused by respiratory syncytial virus (RSV) in infants from birth to 6 months of age following maternal immunisation during pregnancy. See dosage/administration and properties/effects sections. Active immunisation of individuals 60 years of age and older for the prevention of lower respiratory tract disease caused by RSV. The use of this vaccine should be in accordance with official recommendations.,Same,Infectious and parasitic diseases,01.12.2023,2,yes,EMA,EMEA/H/C/006027/0000,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,,,NA,NA,NA,NA,,,,,,,
Japan,000216795.pdf,216795,NA,Acoalan Injection 600,Antithrombin Gamma (Genetical Recombination),"Kyowa Hakko Kirin Co., Ltd.",Peptides and proteins,powder for solution for injection,intravenous,approved,authorised,28.05.2015,no ,no,Not reported,Thrombophilia due to congenital antithrombin deficiency Disseminated intravascular coagulation (DIC) accompanied by a decrease in antithrombin,"Diseases of the blood and blood-forming organs, Congenital malformations and chomosomal abnormalities",31.07.2014,not reported,no,NA,NA,yes,"rat, monkey",cynomolgus monkey,"rat model of disseminated intravascular coagulation [DIC]), LPS-induced hypercoagulability model, Tp-induced hypercoagulability model",male,,,"rat, rabbit, monkey",cynomolgus monkey,LPS-induced hypercoagulability model ,male,,,"rat, monkey, rabbit",cynomolgus monkey,Not reported,both,,,,,,,
Japan,000249129.pdf,249129,NA,COVID-19 Vaccine Moderna Intramuscular Injection,Coronavirus Modified Uridine RNA Vaccine (SARS-CoV-2),Takeda Pharmaceutical Company Limited,Vaccine,suspension for injection,intramuscular,approved,authorised,15.12.2021,no ,yes,Not reported,Prevention of disease caused by SARS-CoV-2 infection (COVID-19),Infectious and parasitic diseases,10.11.2021,not reported,yes,???,Not reported,no,NA,NA,NA,NA,,,NA,NA,NA,NA,,,NA,NA,NA,NA,,,,,,,
