Administration_route,Application_date,Application_year,Current_status,Dataset,Decision,Decision_date,Decision_year,Disease_class(es),Document_name,Drug_class,Drug_name,Indication_approved,Indication_approved_extracted,Indication_extended,Indication_requested,Indication_requested_extracted,Marketing_authorisation_holder,Marketing_authorisation_holder_extracted,Marketing_authorisation_number,Non_proprietary_name,Nonclinical_abridged,Orphan_drug_status,Pharmaceutical_form,Procedure_number,Referral_body,Agency
intravenous,13.11.2019,2019,authorised,japan,approved,29.06.2020,2020,neoplasms; diseases of the respiratory system,000243599.pdf,biologics,imfinzi,"maintenance treatment of locally-advanced, unresectable non-small cell lung cancer following definitive chemoradiotherapy; extensive-stage small cell lung cancer",<non-small cell lung carcinoma>; <small cell lung carcinoma>,yes,extensive-stage small cell lung cancer,<lung neoplasms>,astrazeneca k.k.,astrazeneca,,durvalumab,yes,no,injection,,,PMDA
oral,29.11.2019,2019,authorised,japan,approved,27.08.2020,2020,diseases of the blood and blood-forming organs,000243772.pdf,small molecule,enaroy,renal anemia,<anemia>,no,renal anemia,<anemia>,japan tobacco inc.,japan tobacco,,enarodustat,no,no,tablet,,na,PMDA
oral,24.10.2019,2019,authorised,japan,approved,20.05.2020,2020,diseases of the respiratory system,000243773.pdf,small molecule,ofev,idiopathic pulmonary fibrosis; systemic sclerosis-associated interstitial lung disease; progressive fibrosing interstitial lung disease,<idiopathic pulmonary fibrosis>; <systemic sclerosis>; <interstitial lung diseases>,yes,progressive fibrosing interstitial lung disease,<interstitial lung diseases>,"nippon boehringer ingelheim co., ltd.",boehringer ingelheim,,nintedanib,yes,no,capsule,,,PMDA
oral,08.07.2019,2019,authorised,japan,approved,29.05.2020,2020,diseases of the blood and blood-forming organs,000243933.pdf,small molecule,vafseo,renal anemia,<anemia>,no,renal anemia,<anemia>,mitsubishi tanabe pharma corporation,mitsubishi tanabe,,vadadustat,no,no,tablet,,na,PMDA
subcutaneous,08.11.2019,2019,authorised,japan,approved,29.05.2020,2020,diseases of the nervous system,000244464.pdf,biologics,enspryng,prevention of relapse of neuromyelitis optica spectrum disorder (including neuromyelitis optica),<neuromyelitis optica spectrum disorder>,no,prevention of relapse of neuromyelitis optica spectrum disorder (including neuromyelitis optica),<neuromyelitis optica spectrum disorder>,"chugai pharmaceutical co., ltd.",chugai,,satralizumab,no,yes,solution,,na,PMDA
intravenous,12.11.2019,2019,authorised,japan,approved,15.07.2020,2020,neoplasms; diseases of the digestive system,000244664.pdf,biologics,opdivo,"unresectable, advanced or recurrent microsatellite instability-high (msi-high) colorectal cancer that has progressed after cancer chemotherapy",<colorectal neoplasms>,yes,"unresectable, advanced or recurrent microsatellite instability-high (msi-high) colorectal cancer that has progressed after cancer chemotherapy",<colorectal neoplasms>,"ono pharmaceutical co., ltd.",ono,,nivolumab,yes,no,injection,,,PMDA
intravenous,12.11.2019,2019,authorised,japan,approved,26.08.2020,2020,neoplasms; diseases of the digestive system,000244665.pdf,biologics,yervoy,"unresectable, advanced or recurrent microsatellite instability-high (msi-high) colorectal cancer that has progressed after cancer chemotherapy",<colorectal neoplasms>,yes,"unresectable, advanced or recurrent microsatellite instability-high (msi-high) colorectal cancer that has progressed after cancer chemotherapy",<colorectal neoplasms>,bristol-myers squibb k.k.,bristol-myers squibb,,ipilimumab,yes,no,injection,,,PMDA
intravenous; subcutaneous,11.10.2021,2021,authorised,japan,approved,04.11.2021,2021,infectious and parasitic diseases,000244786.pdf,biologics,ronapreve,treatment and suppression of development of disease caused by sars-cov-2 infection (covid-19),<coronavirus infections>,yes,treatment and prevention of disease caused by sars-cov-2 infection (covid-19),<sars-cov-2 infections>,"chugai pharmaceutical co., ltd.",chugai,,casirivimab and imdevimab,no,no,injection,,na,PMDA
intravenous,29.06.2021,2021,authorised,japan,approved,19.07.2021,2021,infectious and parasitic diseases,000244787.pdf,biologics,ronapreve,treatment of disease caused by sars-cov-2 infection (covid-19),<covid-19>,no,treatment of disease caused by sars-cov-2 infection (covid-19),<covid-19>,"chugai pharmaceutical co., ltd.",chugai,,casirivimab and imdevimab,no,no,solution,,na,PMDA
oral,03.12.2021,2021,authorised,japan,approved,24.12.2021,2021,infectious and parasitic diseases,000245005.pdf,small molecule,lagevrio,treatment of disease caused by sars-cov-2 infection (covid-19),<covid-19>,no,treatment of disease caused by sars-cov-2 infection (covid-19),<covid-19>,msd k.k.,msd,,molnupiravir,yes,no,capsule,,,PMDA
intravenous,06.09.2021,2021,authorised,japan,approved,27.09.2021,2021,infectious and parasitic diseases,000245006.pdf,biologics,xevudy,disease caused by sars-cov-2 infection (covid-19),<coronavirus infections>,no,disease caused by sars-cov-2 infection (covid-19),<covid-19>,glaxosmithkline k.k.,glaxosmithkline,,sotrovimab,no,no,solution,,na,PMDA
oral,28.02.2020,2020,authorised,japan,approved,04.09.2020,2020,neoplasms; diseases of the genitourinary system,000245811.pdf,small molecule,zejula,maintenance treatment of ovarian cancer after the initial chemotherapy; maintenance treatment of platinum-sensitive recurrent ovarian cancer; treatment of platinum-sensitive recurrent ovarian cancer with homologous recombination deficiency,<ovarian neoplasms>; <recurrent ovarian cancer>,no,maintenance treatment of ovarian cancer after the initial chemotherapy; maintenance treatment of platinum-sensitive recurrent ovarian cancer; treatment of platinum-sensitive recurrent ovarian cancer with homologous recombination deficiency,<ovarian neoplasms>,takeda pharmaceutical company limited,takeda,,niraparib,no,no,capsule,,na,PMDA
oral,25.11.2014,2014,authorised,japan,approved,28.08.2015,2015,diseases of the skin,000245812.pdf,small molecule,zagallo,androgenetic alopecia in men,<androgenetic alopecia>,yes,"hair growth, hair restoration, and prevention of the progression of hair loss in men with androgenetic alopecia",<androgenetic alopecia>,glaxosmithkline k.k.,glaxosmithkline,,dutasteride,yes,no,capsule,,,PMDA
intravenous,08.11.2019,2019,authorised,japan,approved,07.07.2020,2020,neoplasms; diseases of the digestive system,000245967.pdf,biologics,keytruda,"radically unresectable, advanced or recurrent pd-l1 positive esophageal squamous cell carcinoma that has progressed after cancer chemotherapy",<esophageal squamous cell carcinoma>,yes,"unresectable, advanced or recurrent esophageal cancer",<esophageal neoplasms>,msd k.k.,msd,,pembrolizumab,yes,no,injection,,,PMDA
intramuscular,28.09.2021,2021,authorised,japan,approved,10.11.2021,2021,infectious and parasitic diseases,000245968.pdf,vaccine,comirnaty,prevention of disease caused by sars-cov-2 infection (covid-19),<covid-19>,yes,prevention of disease caused by sars-cov-2 infection (covid-19),<sars-cov-2>,pfizer japan inc.,pfizer,,coronavirus modified uridine rna vaccine,yes,no,injection,,,PMDA
intramuscular,10.11.2021,2021,authorised,japan,approved,20.01.2022,2022,infectious and parasitic diseases,000245994.pdf,vaccine,comirnaty,prevention of disease caused by sars-cov-2 infection (covid-19),<covid-19>,yes,prevention of disease caused by sars-cov-2 infection (covid-19),<covid-19>,pfizer japan inc.,pfizer,,coronavirus modified uridine rna vaccine,yes,no,injection,,,PMDA
oral,30.07.2020,2020,authorised,japan,approved,22.02.2021,2021,neoplasms,000246143.pdf,small molecule,lenvima,"unresectable thyroid cancer, unresectable hepatocellular carcinoma, unresectable thymic carcinoma","<thyroid neoplasms>; <carcinoma, hepatocellular>; <thymus neoplasms>",yes,unresectable thymic carcinoma,<thymic carcinoma>,"eisai co., ltd.",eisai,,lenvatinib mesilate,yes,yes,capsule,,,PMDA
oral,14.01.2022,2022,authorised,japan,approved,10.02.2022,2022,infectious and parasitic diseases,000246305.pdf,small molecule,paxlovid,treatment of disease caused by sars-cov-2 infection (covid-19),<covid-19>,no,treatment of disease caused by sars-cov-2 infection (covid-19),<covid-19>,pfizer japan inc.,pfizer,,nirmatrelvir and ritonavir,yes,no,tablet,,,PMDA
intravenous,13.12.2021,2021,authorised,japan,approved,07.01.2022,2022,infectious and parasitic diseases; diseases of the respiratory system,000246328.pdf,biologics,actemra,pneumonia caused by sars-cov-2 infection (covid-19) (limited to patients requiring supplemental oxygen),<pneumonia>,yes,pneumonia caused by sars-cov-2 infection (covid-19) (limited to patients requiring supplemental oxygen),<pneumonia>; <covid-19>,"chugai pharmaceutical co., ltd.",chugai,,tocilizumab,yes,no,concentrate,,,PMDA
intravenous,10.12.2020,2020,authorised,japan,approved,,2021,neoplasms; diseases of the digestive system,000246571.pdf,biologics,opdivo,"treatment of unresectable, advanced or recurrent gastric cancer; adjuvant therapy of esophageal cancer",<gastric cancer>; <esophageal neoplasms>,yes,"treatment of unresectable, advanced or recurrent gastric cancer previously untreated with chemotherapy; adjuvant therapy of esophageal cancer",<gastric neoplasms>; <esophageal neoplasms>,"ono pharmaceutical co., ltd.",ono,,nivolumab,yes,no,injection,,,PMDA
oral,16.01.2020,2020,authorised,japan,approved,29.10.2020,2020,"endocrine, nutritional, and metabolic diseases; diseases of the circulatory system",000246621.pdf,small molecule,forxiga,chronic heart failure,<heart failure>,yes,chronic heart failure,<heart failure>,astrazeneca k.k.,astrazeneca,,dapagliflozin,no,no,tablet,,na,PMDA
oral,30.07.2020,2020,authorised,japan,approved,26.05.2021,2021,"endocrine, nutritional, and metabolic diseases",000246722.pdf,small molecule,twymeeg,type 2 diabetes mellitus,<type 2 diabetes mellitus>,no,type 2 diabetes mellitus,<type 2 diabetes mellitus>,"sumitomo dainippon pharma co., ltd.",sumitomo dainippon,,imeglimin hydrochloride,no,no,tablet,,na,PMDA
oral,16.10.2019,2019,authorised,japan,approved,30.10.2020,2020,infectious and parasitic diseases,000246924.pdf,small molecule,xofluza,treatment and prophylaxis of influenza a or b virus infection,<influenza>,yes,prophylaxis of influenza a or b virus infection,<influenza>,"shionogi & co., ltd.",shionogi,,baloxavir marboxil,no,no,tablet,,na,PMDA
subcutaneous,24.01.2020,2020,authorised,japan,approved,02.12.2020,2020,diseases of the nervous system,000247408.pdf,biologics,emgality,prevention of migraine attacks,<migraine disorders>,no,prevention of migraine attacks,<migraine disorders>,eli lilly japan k.k.,eli lilly,,galcanezumab,no,no,injection,,na,PMDA
intravenous,30.09.2021,2021,authorised,japan,approved,25.02.2022,2022,"endocrine, nutritional, and metabolic diseases",000247409.pdf,biologics,xenpozyme,acid sphingomyelinase deficiency,<acid sphingomyelinase deficiency>,no,acid sphingomyelinase deficiency,<acid sphingomyelinase deficiency>,sanofi k.k.,sanofi,,olipudase alfa,no,yes,lyophilisate,,na,PMDA
oral,14.02.2020,2020,authorised,japan,approved,02.12.2020,2020,diseases of the circulatory system,000247811.pdf,small molecule,xarelto,treatment of venous thromboembolism and prevention of its recurrence,<venous thromboembolism>,yes,treatment of pediatric venous thromboembolism and prevention of its recurrence,<venous thromboembolism>,"bayer yakuhin, ltd.",bayer,,rivaroxaban,yes,no,tablet,,,PMDA
oral,08.10.2019,2019,authorised,japan,approved,04.09.2020,2020,diseases of the musculoskeletal system and connective tissue,000247830.pdf,small molecule,jyseleca,rheumatoid arthritis in patients who have had an inadequate response to conventional therapies (including the prevention of structural joint damage),<rheumatoid arthritis>,no,rheumatoid arthritis in patients who have had an inadequate response to conventional therapies (including the prevention of structural joint damage),<rheumatoid arthritis>,gilead sciences k.k.,gilead,,filgotinib maleate,no,no,tablet,,na,PMDA
percutaneous,06.07.2022,2022,authorised,japan,approved,29.07.2022,2022,infectious and parasitic diseases,000247943.pdf,vaccine,freeze-dried smallpox vaccine prepared in cell culture lc16 “kmb”,prevention of smallpox and monkeypox,<smallpox>; <monkeypox>,yes,prevention of smallpox and monkeypox,<smallpox>; <monkeypox>,"km biologics co., ltd.",km biologics,,freeze-dried smallpox vaccine prepared in cell culture,yes,no,powder,,,PMDA
oral,28.05.2020,2020,authorised,japan,approved,25.02.2021,2021,mental and behavioural disorders,000248223.pdf,small molecule,lonasen,schizophrenia,<schizophrenia>,yes,schizophrenia,<schizophrenia>,"sumitomo dainippon pharma co., ltd.",sumitomo dainippon,,blonanserin,yes,no,tablet,,,PMDA
intramuscular,16.12.2021,2021,authorised,japan,approved,18.04.2022,2022,infectious and parasitic diseases,000248293.pdf,vaccine,nuvaxovid,prevention of disease caused by sars-cov-2 infection (covid-19),<coronavirus infections>,no,prevention of disease caused by sars-cov-2 infection (covid-19),<coronavirus infections>,takeda pharmaceutical company limited,takeda,,recombinant coronavirus (sars-cov-2) vaccine,yes,no,injection,,,PMDA
oral,29.07.2020,2020,authorised,japan,approved,25.02.2021,2021,diseases of the circulatory system,000248791.pdf,small molecule,volibris,pulmonary arterial hypertension,<pulmonary hypertension>,yes,pulmonary arterial hypertension,<pulmonary hypertension>,glaxosmithkline k.k.,glaxosmithkline,,ambrisentan,yes,yes,tablet,,,PMDA
intramuscular,08.08.2022,2022,authorised,japan,approved,07.09.2022,2022,infectious and parasitic diseases,000249126.pdf,vaccine,comirnaty,prevention of disease caused by sars-cov-2 infection (covid-19),<covid-19>,yes,prevention of disease caused by sars-cov-2 infection (covid-19),<sars-cov-2>,pfizer japan inc.,pfizer,,coronavirus modified uridine rna vaccine,yes,no,injection,,,PMDA
intramuscular,22.06.2022,2022,authorised,japan,approved,17.08.2022,2022,infectious and parasitic diseases,000249127.pdf,vaccine,comirnaty,prevention of disease caused by sars-cov-2 infection (covid-19),<sars-cov-2 infections>,no,prevention of disease caused by sars-cov-2 infection (covid-19),<covid-19>,pfizer japan inc.,pfizer,,coronavirus modified uridine rna vaccine,yes,no,injection,,,PMDA
intramuscular,10.08.2022,2022,authorised,japan,approved,06.09.2022,2022,infectious and parasitic diseases,000249128.pdf,vaccine,spikevax,prevention of disease caused by sars-cov-2 infection (covid-19),<covid-19>,yes,prevention of disease caused by sars-cov-2 infection (covid-19),<sars-cov-2>,"moderna japan co., ltd.",moderna,,coronavirus modified uridine rna vaccine,no,no,suspension,,na,PMDA
intramuscular,10.11.2021,2021,authorised,japan,approved,15.12.2021,2021,infectious and parasitic diseases,000249129.pdf,vaccine,covid-19 vaccine moderna,prevention of disease caused by sars-cov-2 infection (covid-19),<sars-cov-2 infections>,yes,prevention of disease caused by sars-cov-2 infection (covid-19),<sars-cov-2>,takeda pharmaceutical company limited,takeda,,coronavirus modified uridine rna vaccine,yes,no,suspension,,,PMDA
intramuscular,14.07.2022,2022,authorised,japan,approved,05.10.2022,2022,infectious and parasitic diseases,000249724.pdf,vaccine,comirnaty,prevention of disease caused by sars-cov-2 infection (covid-19),<coronavirus infections>,yes,prevention of disease caused by sars-cov-2 infection (covid-19),<sars-cov-2>,pfizer japan inc.,pfizer,,coronavirus modified uridine rna vaccine,yes,no,injection,,,PMDA
oral,25.02.2022,2022,authorised,japan,approved,22.11.2022,2022,infectious and parasitic diseases,000249828.pdf,small molecule,xocova,disease caused by sars-cov-2 infection (covid-19),<coronavirus infections>,no,disease caused by sars-cov-2 infection (covid-19),<covid-19>,"shionogi & co., ltd.",shionogi,,ensitrelvir fumaric acid,no,no,tablet,,na,PMDA
intramuscular,09.06.2022,2022,authorised,japan,approved,29.08.2022,2022,infectious and parasitic diseases,000250093.pdf,biologics,evusheld,treatment and prevention of disease caused by sars-cov-2 infection (covid-19),<covid-19>,no,prevention and treatment of disease caused by sars-cov-2 infection (covid-19),<sars-cov-2 infections>,astrazeneca k.k.,astrazeneca,,tixagevimab and cilgavimab,no,no,injection,,na,PMDA
intramuscular,05.02.2021,2021,authorised,japan,approved,20.05.2021,2021,infectious and parasitic diseases,000250094.pdf,vaccine,vaxzevria,prevention of disease caused by sars-cov-2 infection (covid-19),<coronavirus infections>,no,prevention of disease caused by sars-cov-2 infection (covid-19),<covid-19>,astrazeneca k.k.,astrazeneca,,covid-19 (sars-cov-2) vaccine,no,no,injection,,na,PMDA
intramuscular,24.05.2021,2021,authorised,japan,approved,30.05.2022,2022,infectious and parasitic diseases,000250190.pdf,vaccine,jcovden,prevention of disease caused by sars-cov-2 infection (covid-19),<coronavirus infections>,no,prevention of disease caused by sars-cov-2 infection (covid-19),<sars-cov-2>,janssen pharmaceutical k.k.,janssen,,covid-19 (sars-cov-2) vaccine,no,no,injection,,na,PMDA
oral,30.06.2020,2020,authorised,japan,approved,28.05.2021,2021,neoplasms; diseases of the blood and blood-forming organs,000250191.pdf,small molecule,tazverik,relapsed or refractory ezh2 gene mutation-positive follicular lymphoma (limited to those refractory to standard treatments),<follicular lymphoma>,no,relapsed or refractory ezh2 gene mutation-positive follicular lymphoma (limited to those refractory to standard treatments),<follicular lymphoma>,"eisai co., ltd.",eisai,,tazemetostat hydrobromide,no,no,tablet,,na,PMDA
oral,05.06.2020,2020,authorised,japan,approved,28.04.2021,2021,diseases of the circulatory system,000250274.pdf,small molecule,verquvo,chronic heart failure (only in patients who are receiving standard treatment for chronic heart failure),<heart failure>,no,chronic heart failure (only in patients who are receiving standard treatment for chronic heart failure),<heart failure>,"bayer yakuhin, ltd.",bayer,,vericiguat,no,no,tablet,,na,PMDA
oral,28.10.2020,2020,authorised,japan,approved,30.07.2021,2021,diseases of the skin,000250304.pdf,small molecule,rinvoq,atopic dermatitis that have an inadequate response to conventional treatments,"<dermatitis, atopic>",yes,,not reported,abbvie gk,abbvie,,upadacitinib hydrate,yes,no,tablet,,,PMDA
oral,26.02.2021,2021,authorised,japan,approved,06.09.2021,2021,diseases of the blood and blood-forming organs; diseases of the circulatory system,000250305.pdf,small molecule,tavneos,microscopic polyangiitis and granulomatosis with polyangiitis,<microscopic polyangiitis>; <granulomatosis with polyangiitis>,no,microscopic polyangiitis and granulomatosis with polyangiitis,<microscopic polyangiitis>; <granulomatosis with polyangiitis>,"kissei pharmaceutical co., ltd.",kissei,,avacopan,no,yes,capsule,,na,PMDA
oral,30.09.2020,2020,authorised,japan,approved,28.05.2021,2021,neoplasms; diseases of the blood and blood-forming organs,000250457.pdf,small molecule,hiyasta,relapsed or refractory adult t-cell leukemia/lymphoma,<adult t-cell leukemia-lymphoma>,no,relapsed or refractory adult t-cell leukemia/lymphoma,<adult t-cell leukemia-lymphoma>,huya japan g.k.,huya,,tucidinostat,no,yes,tablet,,na,PMDA
cutaneous,28.09.2020,2020,authorised,japan,approved,30.08.2021,2021,diseases of the skin,000250545.pdf,small molecule,moizerto,atopic dermatitis,"<dermatitis, atopic>",no,atopic dermatitis,"<dermatitis, atopic>","otsuka pharmaceutical co., ltd.",otsuka,,difamilast,no,no,ointment,,na,PMDA
oral,09.12.2020,2020,authorised,japan,approved,06.09.2021,2021,diseases of the skin,000251034.pdf,small molecule,cibinqo,atopic dermatitis in patients who have had an inadequate response to conventional treatments,"<dermatitis, atopic>",no,atopic dermatitis in patients who have had an inadequate response to conventional treatments,"<dermatitis, atopic>",pfizer japan inc.,pfizer,,abrocitinib,no,no,tablet,,na,PMDA
subcutaneous,27.05.2020,2020,authorised,japan,approved,25.02.2021,2021,diseases of the musculoskeletal system and connective tissue,000251036.pdf,peptides and proteins,ostabalo,treatment for patients with osteoporosis at high risk of fracture,<osteoporosis>,no,treatment for patients with osteoporosis at high risk of fracture,<osteoporosis>,teijin pharma limited,teijin,,abaloparatide,no,no,injection,,na,PMDA
intravenous,22.03.2021,2021,authorised,japan,approved,25.02.2022,2022,diseases of the circulatory system,000252154.pdf,small molecule,samtasu,treatment of fluid retention in heart failure when treatment with other diuretics including loop diuretics is not sufficiently effective,<heart failure>,no,treatment of fluid retention in heart failure when treatment with other diuretics including loop diuretics is not sufficiently effective,<heart failure>,"otsuka pharmaceutical co., ltd.",otsuka,,tolvaptan sodium phosphate,no,no,lyophilisate,,na,PMDA
oral,26.03.2020,2020,authorised,japan,approved,27.01.2021,2021,"neoplasms; diseases of the blood and blood-forming organs; endocrine, nutritional, and metabolic diseases; diseases of the skin",000252521.pdf,small molecule,thaled,relapsed or refractory multiple myeloma; erythema nodosum leprosum; crow-fukase (poems) syndrome,<multiple myeloma>; <erythema nodosum leprosum>; <poems syndrome>,yes,crow-fukase (poems) syndrome,<poems syndrome>,fujimoto pharmaceutical corporation,fujimoto,,thalidomide,yes,yes,capsule,,,PMDA
oral,14.09.2021,2021,authorised,japan,approved,30.05.2022,2022,neoplasms; diseases of the digestive system,000252522.pdf,small molecule,jeselhy,gastrointestinal stromal tumor that has progressed after cancer chemotherapy,<gastrointestinal stromal tumors>,no,gastrointestinal stromal tumor that has progressed after cancer chemotherapy,<gastrointestinal stromal tumors>,"taiho pharmaceutical co., ltd.",taiho,,pimitespib,no,no,tablet,,na,PMDA
intravenous,19.04.2021,2021,authorised,japan,approved,26.11.2021,2021,diseases of the nervous system,000252640.pdf,biologics,vyvgart,generalized myasthenia gravis,<myasthenia gravis>,no,generalized myasthenia gravis,<myasthenia gravis>,argenx japan k.k.,argenx,,efgartigimod alfa,no,yes,solution,,na,PMDA
oral,22.04.2021,2021,authorised,japan,approved,25.02.2022,2022,diseases of the nervous system,000252828.pdf,small molecule,dysval,tardive dyskinesia,<tardive dyskinesia>,no,tardive dyskinesia,<tardive dyskinesia>,mitsubishi tanabe pharma corporation,mitsubishi tanabe,,valbenazine tosilate,no,no,capsule,,na,PMDA
subcutaneous,29.07.2020,2020,authorised,japan,approved,03.03.2022,2022,diseases of the skin,000252994.pdf,biologics,mitchga,treatment of pruritus associated with atopic dermatitis (only for patients who are inadequately controlled by conventional treatments),"<pruritus>; <dermatitis, atopic>",no,treatment of pruritus associated with atopic dermatitis (only for patients who are inadequately controlled by conventional treatments),"<pruritus>; <dermatitis, atopic>","maruho co., ltd.",maruho,,nemolizumab,no,no,solution,,na,PMDA
intramuscular,13.10.2022,2022,authorised,japan,approved,07.02.2023,2023,infectious and parasitic diseases,000253046.pdf,vaccine,comirnaty,prevention of disease caused by sars-cov-2 infection (covid-19),<covid-19>,yes,prevention of disease caused by sars-cov-2 infection (covid-19),<sars-cov-2>,pfizer japan inc.,pfizer,,coronavirus modified uridine rna vaccine,yes,no,injection,,,PMDA
oral,26.02.2021,2021,authorised,japan,approved,02.12.2021,2021,diseases of the respiratory system,000263285.pdf,small molecule,lyfnua,refractory chronic cough,<chronic cough>,no,refractory or unexplained chronic cough,<chronic cough>,msd k.k.,msd,,gefapixant citrate,no,no,tablet,,na,PMDA
intravenous,26.04.2021,2021,authorised,japan,approved,09.02.2022,2022,neoplasms; diseases of the digestive system,000263433.pdf,biologics,herceptin,her2-overexpressing breast cancer; unresectable advanced or recurrent her2-overexpressing gastric cancer; unresectable advanced or recurrent her2-positive salivary gland carcinoma; unresectable advanced or recurrent her2-positive colorectal cancer that has progressed after cancer chemotherapy,<breast neoplasms>; <stomach neoplasms>; <salivary gland neoplasms>; <colorectal neoplasms>,yes,her2-overexpressing breast cancer; unresectable advanced or recurrent her2-overexpressing gastric cancer; unresectable advanced or recurrent her2-overexpressing colorectal cancer,<breast neoplasms>; <stomach neoplasms>; <colorectal neoplasms>,"chugai pharmaceutical co., ltd.",chugai,,trastuzumab,yes,no,lyophilisate,,,PMDA
intravenous,26.04.2021,2021,authorised,japan,approved,09.02.2022,2022,neoplasms; diseases of the digestive system,000263434.pdf,biologics,perjeta,unresectable advanced or recurrent her2-positive colorectal cancer that has progressed after cancer chemotherapy,<colorectal neoplasms>,yes,her2-positive breast cancer; unresectable advanced or recurrent her2-positive colorectal cancer,<breast neoplasms>; <colorectal neoplasms>,"chugai pharmaceutical co., ltd.",chugai,,pertuzumab,yes,no,infusion,,,PMDA
intravenous,25.05.2012,2012,authorised,japan,approved,25.04.2013,2013,neoplasms,000263435.pdf,biologics,perjeta,her2-positive inoperable or recurrent breast cancer,<breast neoplasms>,no,her2-positive inoperable or recurrent breast cancer,<breast neoplasms>,"chugai pharmaceutical co., ltd.",chugai,,pertuzumab,no,no,solution,,na,PMDA
intravenous,30.06.2021,2021,authorised,japan,approved,12.05.2022,2022,neoplasms; diseases of the blood and blood-forming organs,000263873.pdf,small molecule,darvias,relapsed or refractory peripheral t-cell lymphoma,<peripheral t-cell lymphoma>,no,relapsed or refractory peripheral t-cell lymphoma,<peripheral t-cell lymphoma>,solasia pharma k.k.,solasia,,darinaparsin,no,no,lyophilisate,,na,PMDA
oral,26.11.2020,2020,authorised,japan,approved,25.02.2022,2022,"diseases of the genitourinary system; endocrine, nutritional, and metabolic diseases",000264058.pdf,small molecule,kerendia,chronic kidney disease associated with type 2 diabetes mellitus,"<chronic kidney disease>; <diabetes mellitus, type 2>",no,chronic kidney disease associated with type 2 diabetes mellitus,"<chronic kidney disease>; <diabetes mellitus, type 2>","bayer yakuhin, ltd.",bayer,,finerenone,no,no,tablet,,na,PMDA
intravenous,01.03.2021,2021,authorised,japan,approved,26.11.2021,2021,diseases of the circulatory system; diseases of the nervous system,000264059.pdf,small molecule,pivlaz,prevention of cerebrovascular spasm after surgery for subarachnoid haemorrhage caused by cerebral aneurysm and subsequent cerebral infarction and cerebral ischemic episodes,<subarachnoid hemorrhage>; <cerebral aneurysm>; <cerebral infarction>; <cerebral ischemia>,no,prevention of cerebrovascular spasm after surgery for subarachnoid haemorrhage caused by cerebral aneurysm and subsequent cerebral infarction and cerebral ischemic episodes,"<subarachnoid hemorrhage>; <cerebral aneurysm>; <cerebral infarction>; <ischemic attack, transient>",idorsia pharmaceuticals japan ltd.,idorsia,,clazosentan sodium,no,no,injection,,na,PMDA
intravitreal,20.10.2021,2021,authorised,japan,approved,25.08.2022,2022,diseases of the eye and adnexa,000264250.pdf,biologics,eylea,age-related macular degeneration with subfoveal choroidal neovascularization; macular edema secondary to retinal vein occlusion; choroidal neovascularization in pathologic myopia; diabetic macular edema; neovascular glaucoma; retinopathy of prematurity,"<macular degeneration>; <macular edema>; <retinal vein occlusion>; <myopia, degenerative>; <diabetic macular edema>; <glaucoma, neovascular>; <retinopathy of prematurity>",yes,age-related macular degeneration with subfoveal choroidal neovascularization; macular edema secondary to retinal vein occlusion; choroidal neovascularization in pathologic myopia; diabetic macular edema; neovascular glaucoma; retinopathy of prematurity,"<macular degeneration>; <macular edema>; <retinal vein occlusion>; <myopia, degenerative>; <diabetic macular edema>; <glaucoma, neovascular>; <retinopathy of prematurity>","bayer yakuhin, ltd.",bayer,,aflibercept,yes,no,solution,,,PMDA
subcutaneous,25.08.2021,2021,authorised,japan,approved,27.01.2023,2023,"endocrine, nutritional, and metabolic diseases",000265142.pdf,peptides and proteins,wegovy,obesity,<obesity>,yes,obesity,<obesity>,novo nordisk pharma ltd.,novo nordisk,,semaglutide,no,no,injection,,na,PMDA
intravenous,10.02.2022,2022,authorised,japan,approved,25.08.2022,2022,diseases of the blood and blood-forming organs,000265467.pdf,biologics,cablivi,acquired thrombotic thrombocytopenic purpura,<thrombotic thrombocytopenic purpura>,no,acquired thrombotic thrombocytopenic purpura,<thrombotic thrombocytopenic purpura>,sanofi k.k.,sanofi,,caplacizumab,no,yes,lyophilisate,,na,PMDA
intravenous,29.10.2021,2021,authorised,japan,approved,02.06.2022,2022,diseases of the nervous system,000265591.pdf,biologics,rituxan,prevention of the relapse of neuromyelitis optica spectrum disorder (including neuromyelitis optica),<neuromyelitis optica spectrum disorder>,yes,prevention of the relapse of neuromyelitis optica spectrum disorder (including neuromyelitis optica),<neuromyelitis optica spectrum disorder>,"zenyaku kogyo co., ltd.",zenyaku,,rituximab,yes,yes,solution,,,PMDA
intravenous,27.05.2022,2022,authorised,japan,approved,03.03.2023,2023,diseases of the digestive system,000265667.pdf,biologics,omvoh,remission induction therapy for moderate to severe ulcerative colitis,<ulcerative colitis>,no,remission induction therapy for moderate to severe ulcerative colitis,<ulcerative colitis>,eli lilly japan k.k.,eli lilly,,mirikizumab,no,no,injection,,na,PMDA
intravenous,18.03.2022,2022,authorised,japan,approved,28.11.2022,2022,neoplasms; diseases of the genitourinary system,000265791.pdf,biologics,libtayo,advanced or recurrent cervical cancer that has progressed after chemotherapy,<cervical cancer>,no,advanced or recurrent cervical cancer that has progressed after chemotherapy,<cervical cancer>,sanofi k.k.,sanofi,,cemiplimab,no,no,injection,,na,PMDA
