Administration_route,Application_date,Application_year,Current_status,Dataset,Decision,Decision_date,Decision_year,Disease_class(es),Disease_name(s),Document_name,Drug_class,Drug_name,Indication_approved,Indication_approved_extracted,Indication_requested,Indication_requested_extracted,Marketing_authorisation_holder,Marketing_authorisation_holder_extracted,Marketing_authorisation_number,Non_proprietary_name,Nonclinical_abridged,Orphan_drug_status,Pharmaceutical_form,Procedure_number,Referral_body,Agency,DRUG_CODE
oral,,,approved,healthcanada,marketed,2002-01-09,2002,,,,small molecule,coltalin cold & allergy tablets,,,,,fortune pharmacal co. ltd.,fortune,02244263,acetaminophen; chlorpheniramine maleate; phenylephrine hydrochloride,,,tablet,,,HealthCanada,68230.0
oral,,,approved,healthcanada,marketed,2006-07-24,2006,,,,small molecule,extra strength tylenol flu nighttime,,,,,mcneil consumer healthcare division of johnson & johnson inc,johnson & johnson,02276046,acetaminophen; chlorpheniramine maleate; phenylephrine hydrochloride; dextromethorphan hydrobromide,,,tablet,,,HealthCanada,76171.0
oral,,,approved,healthcanada,approved,2014-10-31,2014,,,,small molecule,"mucinex multi-action congestion, cold & cough solution",,,,,rb health (canada) inc.,rb,02433419,acetaminophen; dextromethorphan hydrobromide; guaifenesin; phenylephrine hydrochloride,,,solution,,,HealthCanada,91779.0
oral,,,approved,healthcanada,marketed,2009-08-23,2009,,,,small molecule,dayquil cold & flu,,,,,procter & gamble inc,procter & gamble,02300842,acetaminophen; dextromethorphan hydrobromide; phenylephrine hydrochloride,,,liquid,,,HealthCanada,78620.0
oral,,,approved,healthcanada,marketed,1995-12-31,1995,,,,small molecule,extra strength cold medication daytime relief,,,,,vita health products inc,vita health,02083736,acetaminophen; dextromethorphan hydrobromide; pseudoephedrine hydrochloride,,,tablet,,,HealthCanada,17880.0
oral,,,approved,healthcanada,marketed,2004-02-13,2004,,,,small molecule,"hot lemon relief for symptoms of cough, cold and flu extra strength",,,,,cellchem pharmaceuticals inc.,cellchem,02246848,acetaminophen; dextromethorphan hydrobromide; pseudoephedrine hydrochloride; chlorpheniramine maleate,,,powder,,,HealthCanada,71050.0
oral,,,approved,healthcanada,marketed,2009-08-06,2009,,,,small molecule,"benylin extra strength all-in-one cough, cold & flu with warming sensation",,,,,mcneil consumer healthcare division of johnson & johnson inc,johnson & johnson,02321432,acetaminophen; dextromethorphan hydrobromide; pseudoephedrine hydrochloride; guaifenesin,,,syrup,,,HealthCanada,80682.0
oral,,,approved,healthcanada,approved,2012-05-14,2012,diseases of the nervous system; diseases of the musculoskeletal system and connective tissue; diseases of the respiratory system; diseases of the digestive system; diseases of the skin,,,small molecule,extra strength tylenol nighttime,"indications extra strength tylenol® nighttime (acetaminophen / diphenhydramine hydrochloride caplets ) is indicated for: • quick, effective relief of nighttime mild to moderate pain and accompanying sleeplessness associated with back and body pain, headaches, muscle aches and pains, arthritis pain, menstrual pain, dental pain, and aches and pains due to colds and the flu. it also im proves the duration of sleep in these circumstances . 1.1 pediatrics pediatrics (<16 years of age): safety and effectiveness in children have not been established. extra strength tylenol® nighttime should not be administered to children under 16 years of age. 1.2 geriatrics evidence from clinical studies suggests that acetaminophen is safe for use in elderly patients. due to the diphenhydramine hydrochloride component, extra strength tylenol® nighttime should not be used by elderly patients who experience confusion at night time as it may cause dizziness, sedation and hypotension . 2",,,<arthritis>; <common cold>; <influenza>,mcneil consumer healthcare division of johnson & johnson inc,johnson & johnson,02385619,acetaminophen; diphenhydramine hydrochloride,,,tablet,,,HealthCanada,87122.0
oral,,,approved,healthcanada,approved,2019-04-08,2019,,,,small molecule,nighttime cold,,,,,juno otc inc,juno,02487233,acetaminophen; diphenhydramine hydrochloride; phenylephrine hydrochloride,,,powder,,,HealthCanada,97739.0
oral,,,approved,healthcanada,marketed,2004-01-07,2004,,,,small molecule,extra strength flu relief nightime,,,,,vita health products inc,vita health,02248700,acetaminophen; diphenhydramine hydrochloride; pseudoephedrine hydrochloride,,,tablet,,,HealthCanada,73064.0
oral,,,approved,healthcanada,marketed,2006-06-26,2006,,,,small molecule,nyquil cold & flu liquicaps,,,,,procter & gamble inc,procter & gamble,02272792,acetaminophen; doxylamine succinate; dextromethorphan hydrobromide,,,capsule,,,HealthCanada,75829.0
oral,,,approved,healthcanada,marketed,2006-06-11,2006,,,,small molecule,nyquil sinus liquicaps,,,,,procter & gamble inc,procter & gamble,02273810,acetaminophen; doxylamine succinate; phenylephrine hydrochloride,,,capsule,,,HealthCanada,75929.0
oral,,,approved,healthcanada,marketed,2003-03-07,2003,,,,small molecule,sinus medication,,,,,vita health products inc,vita health,02245016,acetaminophen; doxylamine succinate; pseudoephedrine hydrochloride,,,tablet,,,HealthCanada,69017.0
oral,,,approved,healthcanada,marketed,2007-04-01,2007,,,,small molecule,cold and flu-in-one extra strength,,,,,vita health products inc,vita health,02281147,acetaminophen; guaifenesin; dextromethorphan hydrobromide; pseudoephedrine hydrochloride,,,tablet,,,HealthCanada,76681.0
oral,,,approved,healthcanada,marketed,2010-08-11,2010,,,,small molecule,"benylin all-in-one cold, flu & cough liquid gels",,,,,mcneil consumer healthcare division of johnson & johnson inc,johnson & johnson,02345110,acetaminophen; guaifenesin; pseudoephedrine hydrochloride; dextromethorphan hydrobromide,,,capsule,,,HealthCanada,83056.0
oral,,,approved,healthcanada,marketed,2006-08-09,2006,,,,small molecule,buckley's complete,,,,,haleon canada ulc,haleon,02279703,acetaminophen; menthol,,,solution,,,HealthCanada,76530.0
oral,,,approved,healthcanada,marketed,1997-04-08,1997,,,,small molecule,muscle & back pain relief caplets,,,,,vita health products inc,vita health,02230790,acetaminophen; methocarbamol,,,tablet,,,HealthCanada,50062.0
oral,,,approved,healthcanada,marketed,2003-06-18,2003,,,,small molecule,neocitran cold & sore throat night,,,,,haleon canada ulc,haleon,02246602,acetaminophen; pheniramine maleate; phenylephrine hydrochloride,,,powder,,,HealthCanada,70790.0
oral,,,approved,healthcanada,marketed,2006-06-11,2006,,,,small molecule,dayquil sinus liquicaps,,,,,procter & gamble inc,procter & gamble,02273829,acetaminophen; phenylephrine hydrochloride,,,capsule,,,HealthCanada,75930.0
oral,,,approved,healthcanada,approved,2019-04-09,2019,,,,small molecule,daytime cold,,,,,juno otc inc,juno,02487276,acetaminophen; phenylephrine hydrochloride; dextromethorphan hydrobromide,,,powder,,,HealthCanada,97743.0
oral,,,approved,healthcanada,approved,2013-07-08,2013,,,,small molecule,neocitran extra strength total cold night,,,,,haleon canada ulc,haleon,02409178,acetaminophen; phenylephrine hydrochloride; diphenhydramine hydrochloride,,,powder,,,HealthCanada,89389.0
oral,,,approved,healthcanada,approved,2014-10-31,2014,,,,small molecule,"mucinex multi-action congestion, cold & cough",,,,,rb health (canada) inc.,rb,02433435,acetaminophen; phenylephrine hydrochloride; guaifenesin; dextromethorphan hydrobromide,,,tablet,,,HealthCanada,91781.0
oral,,,approved,healthcanada,approved,2016-08-16,2016,,,,small molecule,neocitran extra strength cold & sinus night - apple cinnamon,,,,,haleon canada ulc,haleon,02456982,acetaminophen; phenylephrine hydrochloride; pheniramine maleate,,,powder,,,HealthCanada,94410.0
oral,,,approved,healthcanada,marketed,1997-10-08,1997,,,,small molecule,children's tylenol cold & stuffy nose,,,,,mcneil consumer healthcare division of johnson & johnson inc,johnson & johnson,02229538,acetaminophen; pseudoephedrine hydrochloride,,,suspension,,,HealthCanada,47448.0
oral,,,approved,healthcanada,marketed,2010-08-11,2010,,,,small molecule,extra strength tylenol cold & sinus nighttime,,,,,mcneil consumer healthcare division of johnson & johnson inc,johnson & johnson,02348098,acetaminophen; pseudoephedrine hydrochloride; chlorpheniramine maleate,,,tablet,,,HealthCanada,83344.0
oral,,,approved,healthcanada,marketed,2004-03-01,2004,,,,small molecule,extra strength flu relief daytime,,,,,vita health products inc,vita health,02248580,acetaminophen; pseudoephedrine hydrochloride; dextromethorphan hydrobromide,,,tablet,,,HealthCanada,72935.0
oral,,,approved,healthcanada,approved,2020-06-24,2020,,,,small molecule,buckley's cold & sinus 24 hour pack,,,,,haleon canada ulc,haleon,02493802,acetaminophen; pseudoephedrine hydrochloride; dextromethorphan hydrobromide; doxylamine succinate,,,capsule; kit,,,HealthCanada,98380.0
oral,,,approved,healthcanada,marketed,2011-08-08,2011,,,,small molecule,"extra strength tylenol complete cold, cough & flu nighttime",,,,,mcneil consumer healthcare division of johnson & johnson inc,johnson & johnson,02365766,acetaminophen; pseudoephedrine hydrochloride; diphenhydramine hydrochloride,,,tablet,,,HealthCanada,85064.0
oral,,,approved,healthcanada,marketed,2013-06-24,2013,,,,small molecule,cold and sinus relief combo,,,,,vita health products inc,vita health,02388537,acetaminophen; pseudoephedrine hydrochloride; doxylamine succinate,,,kit; tablet,,,HealthCanada,87406.0
oral,,,approved,healthcanada,marketed,1997-08-06,1997,,,,small molecule,"benylin extra strength all-in-one cold, flu & cough",,,,,mcneil consumer healthcare division of johnson & johnson inc,johnson & johnson,02218186,acetaminophen; pseudoephedrine hydrochloride; guaifenesin; dextromethorphan hydrobromide,,,tablet,,,HealthCanada,37150.0
