MA_Number,Indications_and_usage,Origin,Drug_name,Non_proprietary_name,Marketing_authorisation_holder,Pharmaceutical_form,Administration_route,Decision,Decision_date,Decision_year,Current_status,Non-clinical_abridged,Referral,Orphan_drug_status
ANDA040054,,FDA,METHOTREXATE SODIUM,METHOTREXATE SODIUM,HIKMA,TABLET,ORAL,Approved,01.08.1994,1994,authorised,yes,No,No
ANDA040056,,FDA,LEUCOVORIN CALCIUM PRESERVATIVE FREE,LEUCOVORIN CALCIUM,HIKMA,INJECTABLE,INJECTION,Approved,23.05.1995,1995,authorised,yes,No,No
ANDA040057,,FDA,LIDOCAINE HYDROCHLORIDE AND EPINEPHRINE,EPINEPHRINE,EASTMAN KODAK,INJECTABLE,INJECTION,Approved,26.02.1993,1993,Discontinued,yes,No,No
ANDA040058,,FDA,PROCHLORPERAZINE,PROCHLORPERAZINE,COSETTE,SUPPOSITORY,RECTAL,Approved,24.11.1993,1993,authorised,yes,No,No
ANDA040059,,FDA,FLUOCINOLONE ACETONIDE,FLUOCINOLONE ACETONIDE,BAUSCH AND LOMB,SOLUTION,TOPICAL,Approved,20.12.1993,1993,Discontinued,yes,No,No
ANDA040061,,FDA,ROXILOX,ACETAMINOPHEN,ROXANE,CAPSULE,ORAL,Approved,03.07.1995,1995,Discontinued,yes,No,No
ANDA040062,,FDA,METHAZOLAMIDE,METHAZOLAMIDE,MIKART,TABLET,ORAL,Approved,27.01.1994,1994,authorised,yes,No,No
ANDA040063,,FDA,ACETIC ACID 2% IN AQUEOUS ALUMINUM ACETATE,"ACETIC ACID, GLACIAL",BAUSCH AND LOMB,SOLUTION/DROPS,OTIC,Approved,25.02.1994,1994,Discontinued,yes,No,No
ANDA040064,INDICATIONS AND USAGE For mydriasis and cycloplegia for diagnostic procedures.,FDA,TROPICAMIDE,TROPICAMIDE,BAUSCH AND LOMB,SOLUTION/DROPS,OPHTHALMIC,Approved,27.07.1994,1994,authorised,yes,No,No
ANDA040065,,FDA,PREDNISOLONE SODIUM PHOSPHATE,PREDNISOLONE SODIUM PHOSPHATE,BAUSCH AND LOMB,SOLUTION/DROPS,OPHTHALMIC,Approved,29.07.1994,1994,Discontinued,yes,No,No
ANDA040066,,FDA,SULFACETAMIDE SODIUM,SULFACETAMIDE SODIUM,BAUSCH AND LOMB,SOLUTION/DROPS,OPHTHALMIC,Approved,28.12.1994,1994,authorised,yes,No,No
ANDA040067,,FDA,TROPICAMIDE,TROPICAMIDE,BAUSCH AND LOMB,SOLUTION/DROPS,OPHTHALMIC,Approved,27.07.1994,1994,authorised,yes,No,No
ANDA040069,"INDICATIONS AND USAGE For the treatment of the following conditions: Ophthalmic: Steroid responsive inflammatory conditions of the palpebral and bulbar conjunctiva, cornea, and anterior segment of the globe, such as allergic conjunctivitis, acne rosacea, superficial punctate keratitis, herpes zoster keratitis, iritis, cyclitis, selected infective conjunctivitis when the inherent hazard of steroid use is accepted to obtain an advisable diminution in edema and inflammation; corneal injury from chemical or thermal burns, or penetration of foreign bodies. Otic: Steroid responsive inflammatory conditions of the external auditory meatus, such as allergic otitis externa, selected purulent and nonpurulent infective otitis externa when the hazard of steroid use is accepted to obtain an advisable diminution in edema and inflammation.",FDA,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETHASONE SODIUM PHOSPHATE,BAUSCH AND LOMB,SOLUTION/DROPS,"OPHTHALMIC, OTIC",Approved,26.07.1996,1996,authorised,yes,No,No
ANDA040070,,FDA,PREDNISOLONE SODIUM PHOSPHATE,PREDNISOLONE SODIUM PHOSPHATE,BAUSCH AND LOMB,SOLUTION/DROPS,OPHTHALMIC,Approved,29.07.1994,1994,authorised,yes,No,No
ANDA040073,,FDA,NAFAZAIR,NAPHAZOLINE HYDROCHLORIDE,BAUSCH AND LOMB,SOLUTION/DROPS,OPHTHALMIC,Approved,25.05.1994,1994,Discontinued,yes,No,No
ANDA040074,,FDA,PROPARACAINE HYDROCHLORIDE,PROPARACAINE HYDROCHLORIDE,BAUSCH AND LOMB,SOLUTION/DROPS,OPHTHALMIC,Approved,29.09.1995,1995,authorised,yes,No,No
ANDA040075,,FDA,PENTOLAIR,CYCLOPENTOLATE HYDROCHLORIDE,BAUSCH AND LOMB,SOLUTION/DROPS,OPHTHALMIC,Approved,29.04.1994,1994,authorised,yes,No,No
ANDA040078,,FDA,LIDOCAINE HYDROCHLORIDE,LIDOCAINE HYDROCHLORIDE,HOSPIRA,INJECTABLE,INJECTION,Approved,23.06.1995,1995,authorised,yes,No,No
ANDA040079,,FDA,THIAMINE HYDROCHLORIDE,THIAMINE HYDROCHLORIDE,HOSPIRA,INJECTABLE,INJECTION,Approved,03.05.1996,1996,Discontinued,yes,No,No
ANDA040081,"1 INDICATIONS AND USAGE Hydroxychloroquine sulfate tablets are an antimalarial and antirheumatic indicated for the: Treatment of uncomplicated malaria due to Plasmodium falciparum, Plasmodium malariae, Plasmodium ovale, and Plasmodium vivax in adult and pediatric patients. ( 1.1 ) Prophylaxis of malaria in geographic areas where chloroquine resistance is not reported in adult and pediatric patients. ( 1.1 ) Treatment of rheumatoid arthritis in adults. ( 1.2 ) Treatment of systemic lupus erythematosus in adults. ( 1.3 ) Treatment of chronic discoid lupus erythematosus in adults. ( 1.4 ) Limitations of Use ( 1.1 ) : Hydroxychloroquine sulfate tablets are not recommended for the: Treatment of complicated malaria. Treatment of chloroquine or hydroxychloroquine-resistant strains of Plasmodium species. Treatment of malaria acquired in geographic areas where chloroquine resistance occurs or when the Plasmodium species has not been identified. Prophylaxis of malaria in geographic areas where chloroquine resistance occurs. Prevention of relapses of P. vivax or P. ovale because it is not active against the hypnozoite liver stage forms of these parasites. For radical cure of P. vivax and P. ovale infections, concomitant therapy with an 8-aminoquinoline drug is necessary. 1.1 Malaria Hydroxychloroquine sulfate tablets are indicated in adult and pediatric patients for the: Treatment of uncomplicated malaria due to Plasmodium falciparum, Plasmodium malariae, Plasmodium vivax, and Plasmodium ovale. Prophylaxis of malaria in geographic areas where chloroquine resistance is not reported. Limitations of Use: Hydroxychloroquine sulfate tablets are not recommended for: Treatment of complicated malaria. Treatment of malaria by chloroquine or hydroxychloroquine-resistant strains of Plasmodium species [see Microbiology ( 12.4 )]. Treatment of malaria acquired in geographic areas where chloroquine resistance occurs or when the Plasmodium species has not been identified. Prophylaxis of malaria in geographic areas where chloroquine resistance occurs. Prevention of relapses of P. vivax or P. ovale because it is not active against the hypnozoite liver stage forms of these parasites. For radical cure of P. vivax and P. ovale infections, concomitant therapy with an 8-aminoquinoline drug is necessary [see Microbiology ( 12.4 )]. For the most current information about drug resistance, refer to the latest recommendations from the Center for Disease Control and Prevention 1 . 1.2 Rheumatoid Arthritis Hydroxychloroquine sulfate tablets are indicated for the treatment of acute and chronic rheumatoid arthritis in adults. 1.3 Systemic Lupus Erythematosus Hydroxychloroquine sulfate tablets are indicated for the treatment of systemic lupus erythematosus in adults. 1.4 Chronic Discoid Lupus Erythematosus Hydroxychloroquine sulfate tablets are indicated for the treatment of chronic discoid lupus erythematosus in adults.",FDA,HYDROXYCHLOROQUINE SULFATE,HYDROXYCHLOROQUINE SULFATE,TEVA PHARMS,TABLET,ORAL,Approved,30.09.1994,1994,authorised,yes,No,No
ANDA040083,,FDA,PHENTERMINE HYDROCHLORIDE,PHENTERMINE HYDROCHLORIDE,TG UNITED INC,CAPSULE,ORAL,Approved,07.03.1997,1997,Discontinued,yes,No,No
ANDA040084,,FDA,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,ACETAMINOPHEN,MALLINCKRODT,TABLET,ORAL,Approved,01.06.1995,1995,Discontinued,yes,No,No
ANDA040085,,FDA,ESGIC-PLUS,ACETAMINOPHEN,MIKART,CAPSULE,ORAL,Approved,28.03.1996,1996,Discontinued,yes,No,No
ANDA040086,"INDICATIONS AND USAGE Theophylline is indicated for the treatment of the symptoms and reversible airflow obstruction associated with chronic asthma and other chronic lung diseases, e.g., emphysema and chronic bronchitis.",FDA,THEOPHYLLINE,THEOPHYLLINE,RHODES PHARMS,"TABLET, EXTENDED RELEASE",ORAL,Approved,15.04.1996,1996,authorised,yes,No; Yes,No
ANDA040088,"1 INDICATIONS AND USAGE Methadone hydrochloride oral concentrate contains methadone, an opioid agonist indicated for the: detoxification treatment of opioid addiction (heroin or other morphine-like drugs). maintenance treatment of opioid addiction (heroin or other morphine-like drugs), in conjunction with appropriate social and medical services. Limitations of Use Methadone products used for the treatment of opioid addiction in detoxification or maintenance programs are subject to the conditions for distribution and use required under 21 CFR, Title 42, Sec 8 [see Dosage and Administration ( 2.1 )] . Methadone hydrochloride oral concentrate is an opioid agonist indicated for the: Detoxification treatment of opioid addiction (heroin or other morphine-like drugs). ( 1 ) Maintenance treatment of opioid addiction (heroin or other morphine-like drugs), in conjunction with appropriate social and medical services. ( 1 ) Limitations of Use Methadone products used for the treatment of opioid addiction in detoxification or maintenance programs are subject to the conditions for distribution and use required under 21 CFR, Title 42, Sec. 8. ( 2.1 )",FDA,METHADONE HYDROCHLORIDE,METHADONE HYDROCHLORIDE,VISTAPHARM LLC,CONCENTRATE,ORAL,Approved,30.11.1994,1994,authorised,yes,No,No
ANDA040089,"INDICATIONS AND USAGE For adjunctive treatment of: edema due to congestive heart failure; drug-induced edema; centrencephalic epilepsies (petit mal, unlocalized seizures); chronic simple (open-angle) glaucoma, secondary glaucoma, and preoperatively in acute angle-closure glaucoma where delay of surgery is desired in order to lower intraocular pressure.",FDA,ACETAZOLAMIDE SODIUM,ACETAZOLAMIDE SODIUM,HIKMA,INJECTABLE,INJECTION,Approved,28.02.1995,1995,authorised,yes,No,No
ANDA040090,,FDA,ISONIAZID,ISONIAZID,OMNIVIUM PHARMS,TABLET,ORAL,Approved,26.06.1997,1997,authorised,yes,No,No
ANDA040091,,FDA,SULFADIAZINE,SULFADIAZINE,EPIC PHARMA LLC,TABLET,ORAL,Approved,29.07.1994,1994,authorised,yes,No,No
ANDA040092,,FDA,DIGOXIN PEDIATRIC,DIGOXIN,HOSPIRA,INJECTABLE,INJECTION,Approved,25.04.1996,1996,Discontinued,yes,No,No
ANDA040093,,FDA,DIGOXIN,DIGOXIN,HOSPIRA,INJECTABLE,INJECTION,Approved,16.05.1996,1996,Discontinued,yes,No,No
ANDA040094,,FDA,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,ACETAMINOPHEN,WATSON LABS,TABLET,ORAL,Approved,29.09.1995,1995,Discontinued,yes,No,No
ANDA040095,,FDA,HEPARIN SODIUM,HEPARIN SODIUM,HOSPIRA,INJECTABLE,INJECTION,Approved,26.07.1996,1996,Discontinued,yes,No,No
ANDA040097,,FDA,HYDROCORTISONE AND ACETIC ACID,"ACETIC ACID, GLACIAL",BAUSCH AND LOMB,SOLUTION/DROPS,OTIC,,,,Discontinued,yes,No,No
ANDA040098,,FDA,ACETAMINOPHEN AND CODEINE PHOSPHATE,ACETAMINOPHEN,DAVA PHARMS INC,SOLUTION,ORAL,Approved,20.09.1996,1996,Discontinued,yes,No,No
ANDA040099,,FDA,NORCO,ACETAMINOPHEN,APIL,TABLET,ORAL,Approved,25.06.1997,1997,Discontinued,yes,No,No
ANDA040100,,FDA,LORTAB,ACETAMINOPHEN,UCB INC,TABLET,ORAL,Approved,26.01.1996,1996,Discontinued,yes,No,No
ANDA040101,"INDICATIONS AND USAGE For control of severe nausea and vomiting. For the treatment of schizophrenia. Prochlorperazine maleate tablets are effective for the short-term treatment of generalized non-psychotic anxiety. However, prochlorperazine is not the first drug to be used in therapy for most patients with non-psychotic anxiety, because certain risks associated with its use are not shared by common alternative treatments (e.g., benzodiazepines). When used in the treatment of non-psychotic anxiety, prochlorperazine maleate tablets should not be administered at doses of more than 20 mg per day or for longer than 12 weeks, because the use of prochlorperazine maleate tablets at higher doses or for longer intervals may cause persistent tardive dyskinesia that may prove irreversible (see WARNINGS ). The effectiveness of prochlorperazine maleate tablets as treatment for non-psychotic anxiety was established in 4-week clinical studies of outpatients with generalized anxiety disorder. This evidence does not predict that prochlorperazine maleate tablets will be useful in patients with other non-psychotic conditions in which anxiety, or signs that mimic anxiety, are found (e.g., physical illness, organic mental conditions, agitated depression, character pathologies, etc.). Prochlorperazine maleate tablets has not been shown effective in the management of behavioral complications in patients with mental retardation.",FDA,PROCHLORPERAZINE MALEATE,PROCHLORPERAZINE MALEATE,CHARTWELL RX,TABLET,ORAL,Approved,19.07.1996,1996,Discontinued,yes,No,No
ANDA040102,,FDA,METHAZOLAMIDE,METHAZOLAMIDE,ATHEM,TABLET,ORAL,Approved,28.08.1996,1996,Discontinued,yes,No,No
ANDA040103,"INDICATIONS AND USAGE Benztropine mesylate tablets are indicated for use as an adjunct in the therapy of all forms of parkinsonism. Useful also in the control of extrapyramidal disorders (except tardive dyskinesia – see PRECAUTIONS ) due to neuroleptic drugs (e.g., phenothiazines).",FDA,BENZTROPINE MESYLATE,BENZTROPINE MESYLATE,AIPING PHARM INC,TABLET,ORAL,Approved,12.12.1996,1996,authorised,yes,No,No
ANDA040104,,FDA,HYDROXYCHLOROQUINE SULFATE,HYDROXYCHLOROQUINE SULFATE,SANDOZ,TABLET,ORAL,Approved,30.11.1995,1995,authorised,yes,No,No
ANDA040105,,FDA,OXYCODONE AND ACETAMINOPHEN,ACETAMINOPHEN,ENDO OPERATIONS,TABLET,ORAL,Approved,30.07.1996,1996,Discontinued,yes,No,No
ANDA040106,,FDA,OXYCODONE AND ACETAMINOPHEN,ACETAMINOPHEN,VINTAGE PHARMS,CAPSULE,ORAL,Approved,30.07.1996,1996,Discontinued,yes,No,No
ANDA040108,,FDA,ACETAZOLAMIDE SODIUM,ACETAZOLAMIDE SODIUM,HOSPIRA,INJECTABLE,INJECTION,Approved,30.10.1995,1995,Discontinued,yes,No,No
ANDA040109,,FDA,"ACETAMINOPHEN, CAFFEINE, AND DIHYDROCODEINE BITARTRATE",ACETAMINOPHEN,MIKART,CAPSULE,ORAL,Approved,26.08.1997,1997,Discontinued,yes,No,No
ANDA040110,,FDA,MEPERIDINE HYDROCHLORIDE,MEPERIDINE HYDROCHLORIDE,HIKMA,TABLET,ORAL,Approved,12.03.1997,1997,Discontinued,yes,No,No
ANDA040111,,FDA,PROCAINAMIDE HYDROCHLORIDE,PROCAINAMIDE HYDROCHLORIDE,ANI PHARMS,"TABLET, EXTENDED RELEASE",ORAL,Approved,13.12.1996,1996,Discontinued,yes,No,No
ANDA040113,,FDA,CHLORZOXAZONE,CHLORZOXAZONE,ACTAVIS ELIZABETH,TABLET,ORAL,Approved,29.09.1995,1995,Discontinued,yes,No,No
ANDA040114,,FDA,ESTRADIOL,ESTRADIOL,RUBICON RESEARCH,TABLET,ORAL,Approved,14.03.1996,1996,Discontinued,yes,No,No
ANDA040116,,FDA,CARISOPRODOL AND ASPIRIN,ASPIRIN,GENUS,TABLET,ORAL,Approved,25.04.1996,1996,Discontinued,yes,No,No
ANDA040117,,FDA,VICODIN HP,ACETAMINOPHEN,ABBVIE,TABLET,ORAL,Approved,23.09.1996,1996,Discontinued,yes,No,No
ANDA040118,,FDA,"CARISOPRODOL, ASPIRIN AND CODEINE PHOSPHATE",ASPIRIN,SANDOZ,TABLET,ORAL,Approved,16.04.1996,1996,Discontinued,yes,No,No
ANDA040119,,FDA,ACETAMINOPHEN AND CODEINE PHOSPHATE,ACETAMINOPHEN,PAI HOLDINGS,SOLUTION,ORAL,Approved,26.04.1996,1996,Discontinued,yes,No,No
ANDA040120,,FDA,PROCHLORPERAZINE MALEATE,PROCHLORPERAZINE MALEATE,TEVA PHARMS,TABLET,ORAL,Approved,11.07.1996,1996,Discontinued,yes,No,No
ANDA040122,,FDA,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,ACETAMINOPHEN,WATSON LABS,TABLET,ORAL,Approved,04.03.1996,1996,Discontinued,yes,No,No
ANDA040123,,FDA,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,ACETAMINOPHEN,WATSON LABS,TABLET,ORAL,Approved,04.03.1996,1996,Discontinued,yes,No,No
ANDA040124,,FDA,CARISOPRODOL,CARISOPRODOL,HIKMA INTL PHARMS,TABLET,ORAL,Approved,24.01.1996,1996,Discontinued,yes,No,No
ANDA040125,,FDA,THIORIDAZINE HYDROCHLORIDE,THIORIDAZINE HYDROCHLORIDE,EPIC PHARMA LLC,CONCENTRATE,ORAL,Approved,16.08.1996,1996,Discontinued,yes,No,No
ANDA040126,,FDA,THIORIDAZINE HYDROCHLORIDE,THIORIDAZINE HYDROCHLORIDE,EPIC PHARMA LLC,CONCENTRATE,ORAL,Approved,16.08.1996,1996,Discontinued,yes,No,No
ANDA040131,,FDA,EDROPHONIUM CHLORIDE,EDROPHONIUM CHLORIDE,HOSPIRA,INJECTABLE,INJECTION,Approved,24.02.1998,1998,Discontinued,yes,No,No
ANDA040133,,FDA,HYDROXYCHLOROQUINE SULFATE,HYDROXYCHLOROQUINE SULFATE,WATSON LABS,TABLET,ORAL,Approved,30.11.1995,1995,Discontinued,yes,No,No
ANDA040134,,FDA,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,ACETAMINOPHEN,UCB INC,TABLET,ORAL,Approved,21.11.1996,1996,Discontinued,yes,No,No
ANDA040135,,FDA,ESTROPIPATE,ESTROPIPATE,BARR,TABLET,ORAL,Approved,27.11.1996,1996,Discontinued,yes,No,No
ANDA040136,INDICATIONS AND USAGE Severe essential hypertension when the drug cannot be given orally or when there is an urgent need to lower blood pressure.,FDA,HYDRALAZINE HYDROCHLORIDE,HYDRALAZINE HYDROCHLORIDE,AM REGENT,INJECTABLE,INJECTION,Approved,30.06.1997,1997,authorised,yes,No,No
ANDA040137,,FDA,CHLORZOXAZONE,CHLORZOXAZONE,WATSON LABS,TABLET,ORAL,Approved,09.08.1996,1996,Discontinued,yes,No,No
ANDA040138,,FDA,ESTRADIOL,ESTRADIOL,LANNETT CO INC,TABLET,ORAL,Approved,30.01.1998,1998,Discontinued,yes,No,No
ANDA040139,,FDA,PROPOXYPHENE HYDROCHLORIDE AND ACETAMINOPHEN,ACETAMINOPHEN,WATSON LABS,TABLET,ORAL,Approved,16.12.1996,1996,Discontinued,yes,No,No
ANDA040140,,FDA,DIPHENHYDRAMINE HYDROCHLORIDE,DIPHENHYDRAMINE HYDROCHLORIDE,HOSPIRA,INJECTABLE,INJECTION,Approved,20.11.1998,1998,Discontinued,yes,No,No
ANDA040143,,FDA,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,ACETAMINOPHEN,VINTAGE PHARMS,TABLET,ORAL,Approved,22.02.1996,1996,Discontinued,yes,No,No
ANDA040144,,FDA,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,ACETAMINOPHEN,VINTAGE PHARMS,TABLET,ORAL,Approved,22.02.1996,1996,Discontinued,yes,No,No
ANDA040145,,FDA,WARFARIN SODIUM,WARFARIN SODIUM,BARR,TABLET,ORAL,Approved,26.03.1997,1997,Discontinued,yes,No,No
ANDA040146,INDICATIONS AND USAGE Fluphenazine hydrochloride elixir is indicated in the management of manifestations of psychotic disorders. Fluphenazine hydrochloride has not been shown effective in the management of behavioral complications in patients with mental retardation.,FDA,FLUPHENAZINE HYDROCHLORIDE,FLUPHENAZINE HYDROCHLORIDE,PHARM ASSOC,ELIXIR,ORAL,Approved,21.08.1996,1996,authorised,yes,No,No
ANDA040147,,FDA,LEUCOVORIN CALCIUM PRESERVATIVE FREE,LEUCOVORIN CALCIUM,HOSPIRA,SOLUTION,"INTRAMUSCULAR, INTRAVENOUS",Approved,25.06.1997,1997,Discontinued,yes,No,No
ANDA040148,,FDA,HYDROCODONE BITARTRATE AND ACETAMINOPHEN; NORCO,ACETAMINOPHEN,APIL,TABLET,ORAL,Approved,14.02.1997,1997,Discontinued,yes,No,No
ANDA040149,,FDA,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,ACETAMINOPHEN,SANDOZ,TABLET,ORAL,Approved,27.01.1997,1997,Discontinued,yes,No,No
ANDA040150,,FDA,HYDROXYCHLOROQUINE SULFATE,HYDROXYCHLOROQUINE SULFATE,CREEKWOOD PHARMS,TABLET,ORAL,Approved,27.01.1996,1996,authorised,yes,No,No
ANDA040151,,FDA,PROMETHAZINE HYDROCHLORIDE AND CODEINE PHOSPHATE,CODEINE PHOSPHATE,HIKMA,SYRUP,ORAL,Approved,26.08.1997,1997,Discontinued,yes,No,No
ANDA040152,,FDA,CARISOPRODOL,CARISOPRODOL,WATSON LABS,TABLET,ORAL,Approved,03.12.1996,1996,Discontinued,yes,No,No
ANDA040153,,FDA,TRIFLUOPERAZINE HYDROCHLORIDE,TRIFLUOPERAZINE HYDROCHLORIDE,ATHEM,TABLET,ORAL,Approved,25.10.1996,1996,Discontinued,yes,No,No
ANDA040155,,FDA,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,ACETAMINOPHEN,VINTAGE PHARMS,TABLET,ORAL,Approved,14.04.1997,1997,Discontinued,yes,No,No
ANDA040156,,FDA,HYDROXYZINE PAMOATE,HYDROXYZINE PAMOATE,IMPAX LABS INC,CAPSULE,ORAL,Approved,15.07.1996,1996,authorised,yes,No,No
ANDA040157,,FDA,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,ACETAMINOPHEN,VINTAGE PHARMS,TABLET,ORAL,Approved,12.04.1996,1996,Discontinued,yes,No,No
ANDA040159,"INDICATIONS AND USAGE Medroxyprogesterone acetate tablets, USP are indicated for the treatment of secondary amenorrhea and abnormal uterine bleeding due to hormonal imbalance in the absence of organic pathology, such as fibroids or uterine cancer. They are also indicated for use in the prevention of endometrial hyperplasia in nonhysterectomized postmenopausal women who are receiving daily oral conjugated estrogens 0.625 mg tablets.",FDA,MEDROXYPROGESTERONE ACETATE,MEDROXYPROGESTERONE ACETATE,BARR,TABLET,ORAL,Approved,09.08.1996,1996,authorised,yes,No,No
ANDA040161,,FDA,DICYCLOMINE HYDROCHLORIDE,DICYCLOMINE HYDROCHLORIDE,HIKMA PHARMS,TABLET,ORAL,Approved,01.10.1996,1996,authorised,yes,No,No
ANDA040162,,FDA,PROCHLORPERAZINE MALEATE,PROCHLORPERAZINE MALEATE,IVAX SUB TEVA PHARMS,TABLET,ORAL,Approved,20.01.1998,1998,Discontinued,yes,No,No
ANDA040163,,FDA,MEPERIDINE HYDROCHLORIDE PRESERVATIVE FREE,MEPERIDINE HYDROCHLORIDE,SPECGX LLC,INJECTABLE,INJECTION,Approved,12.05.1997,1997,Discontinued,yes,No,No
ANDA040164,,FDA,AKPENTOLATE,CYCLOPENTOLATE HYDROCHLORIDE,RISING,SOLUTION/DROPS,OPHTHALMIC,Approved,13.01.1997,1997,authorised,yes,No,No
ANDA040165,,FDA,AKPENTOLATE,CYCLOPENTOLATE HYDROCHLORIDE,RISING,SOLUTION/DROPS,OPHTHALMIC,Approved,13.01.1997,1997,authorised,yes,No,No
ANDA040166,,FDA,ACETIC ACID,"ACETIC ACID, GLACIAL",CHARTWELL RX,SOLUTION/DROPS,OTIC,Approved,26.07.1996,1996,Discontinued,yes,No,No
ANDA040167,,FDA,DOXYLAMINE SUCCINATE,DOXYLAMINE SUCCINATE,PERRIGO,TABLET,ORAL,Approved,18.09.1996,1996,authorised,yes,No,No
ANDA040168,,FDA,HYDROCORTISONE AND ACETIC ACID,"ACETIC ACID, GLACIAL",WOCKHARDT,SOLUTION/DROPS,OTIC,Approved,30.08.1996,1996,Discontinued,yes,No,No
ANDA040169,,FDA,DICYCLOMINE HYDROCHLORIDE,DICYCLOMINE HYDROCHLORIDE,ENDO OPERATIONS,SYRUP,ORAL,Approved,24.03.2005,2005,authorised,yes,No,No
ANDA040171,,FDA,OXYCODONE AND ACETAMINOPHEN,ACETAMINOPHEN,WATSON LABS,TABLET,ORAL,Approved,30.10.1997,1997,Discontinued,yes,No,No
ANDA040174,,FDA,LEUCOVORIN CALCIUM,LEUCOVORIN CALCIUM,TEVA PHARMS USA,INJECTABLE,INJECTION,Approved,12.06.1997,1997,Discontinued,yes,No,No
ANDA040177,"INDICATIONS AND USAGE Trihexyphenidyl is indicated as an adjunct in the treatment of all forms of parkinsonism (postencephalitic, arteriosclerotic, and idiopathic). It is often useful as adjuvant therapy when treating these forms of parkinsonism with levodopa. Additionally, it is indicated for the control of extrapyramidal disorders caused by central nervous system drugs such as the dibenzoxazepines, phenothiazines, thioxanthenes, and butyrophenones.",FDA,TRIHEXYPHENIDYL HYDROCHLORIDE,TRIHEXYPHENIDYL HYDROCHLORIDE,PHARM ASSOC,ELIXIR,ORAL,Approved,17.04.1997,1997,authorised,yes,No,No
ANDA040179,,FDA,MECLIZINE HYDROCHLORIDE,MECLIZINE HYDROCHLORIDE,RISING,TABLET,ORAL,Approved,30.01.1997,1997,Discontinued,yes,No,No
ANDA040180,"INDICATIONS AND USAGE For detoxification treatment of opioid addiction (heroin or other morphine-like drugs). For maintenance treatment of opioid addiction (heroin or other morphine-like drugs), in conjunction with appropriate social and medical services. Limitations of Use Methadone products used for the treatment of opioid addiction in detoxification or maintenance programs are subject to the conditions for distribution and use required under 21 CFR, Title 42, Sec 8 (see DOSAGE AND ADMINISTRATION ).",FDA,METHADONE HYDROCHLORIDE,METHADONE HYDROCHLORIDE,HIKMA,CONCENTRATE,ORAL,Approved,30.04.1998,1998,authorised,yes,No,No
ANDA040182,,FDA,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,ACETAMINOPHEN,PHARM ASSOC,SOLUTION,ORAL,Approved,13.03.1998,1998,Discontinued,yes,No,No
