Document_name,Marketing_authorisation_number,Procedure_number,Drug_name,Non_proprietary_name,Marketing_authorisation_holder,Drug_class,Pharmaceutical_form,Administration_route,Decision,Current_status,Decision_date,Decision_year,Orphan_drug_status,Indication_extended,Indication_requested,Indication_approved,Disease_class(es),Application_date,Application_year,Nonclinical_abridged,Referral_body
000153052.pdf,Not reported,Not reported,Poteligeo,Mogamulizumab,"Kyowa Hakko Kirin Co., Ltd.",Biologics,injectable solution,intravenous,approved,authorised,01.02.2012,2012,yes,no,Recurrent/relapsed CCR4-positive adult T-cell leukemia lymphoma,Relapsed or refractory CCR4-positive adult T-cell leukemia lymphoma,Neoplasms; Diseases of the blood and blood-forming organs,26.04.2011,2011,no,NA
000243206.pdf,Not reported,Not reported,Comirnaty,Coronavirus Modified Uridine RNA Vaccine,Pfizer Japan Inc.,Vaccine,injection,intramuscular,approved,authorised,12.02.2021,2021,no,no,Prevention of disease caused by SARS-CoV-2 infection (COVID-19),Prevention of disease caused by SARS-CoV-2 infection (COVID-19),Infectious and parasitic diseases,18.12.2020,2020,no,NA
000221483.pdf,Not reported,Not reported,Idelvion,Albutrepenonacog Alfa,CSL Behring K.K.,Biologics,lyophilized powder,intravenous,approved,authorised,09.09.2016,2016,no,no,Control of bleeding tendency in patients with blood coagulation factor IX deficiency,Control of bleeding tendency in patients with blood coagulation factor IX deficiency,Diseases of the blood and blood-forming organs,17.12.2015,2015,no,NA
000250093.pdf,Not reported,Not reported,Evusheld,Tixagevimab and Cilgavimab,AstraZeneca K.K.,Biologics,injection,intramuscular,approved,authorised,29.08.2022,2022,no,no,Prevention and treatment of disease caused by SARS-CoV-2 infection (COVID-19),Treatment and prevention of disease caused by SARS-CoV-2 infection (COVID-19),Infectious and parasitic diseases,09.06.2022,2022,no,NA
000216005.pdf,Not reported,Not reported,Spiolto Respimat,Tiotropium Bromide Hydrate/Olodaterol Hydrochloride,"Nippon Boehringer Ingelheim Co., Ltd.",Small molecule,Inhalation solution,Inhalation,approved,authorised,03.08.2015,2015,no,no,"Relief of symptoms of airflow obstruction in patients with chronic obstructive pulmonary disease (COPD, i.e., chronic bronchitis and emphysema)",Relief of symptoms of airflow obstruction in patients with chronic obstructive pulmonary disease (chronic bronchitis and emphysema) who require combination therapy with a long-acting inhaled anticholinergic agent and a long-acting inhaled β2-agonist.,Diseases of the respiratory system,17.10.2014,2014,no,NA
000240531.pdf,Not reported,Not reported,Bevespi Aerosphere,Glycopyrronium Bromide /Formoterol Fumarate Hydrate,AstraZeneca K.K.,Small molecule,inhalation aerosol,inhalation,approved,authorised,30.05.2019,2019,no,no,"Relief of symptoms of chronic obstructive pulmonary disease (chronic bronchitis, emphysema) secondary to airway obstructive disorder","Relief of symptoms of chronic obstructive pulmonary disease (chronic bronchitis, emphysema) secondary to airway obstructive disorder",Diseases of the respiratory system,07.09.2018,2018,no,NA
000242285.pdf,Not reported,Not reported,Orladeyo,Berotralstat,"OrphanPacific, Inc.",Small molecule,capsules,oral,approved,authorised,30.10.2020,2020,yes,no,Prevention of acute attacks of hereditary angioedema,Prevention of acute attacks of hereditary angioedema,Diseases of the blood and blood-forming organs,31.01.2020,2020,no,NA
000267944.pdf,Not reported,Not reported,Lytgobi,Futibatinib,"Taiho Pharmaceutical Co., Ltd.",Small molecule,tablet,oral,approved,authorised,29.05.2023,2023,no,no,"Previously treated, locally advanced or metastatic biliary tract cancer harboring FGFR2 gene fusion or other rearrangements",Unresectable FGFR2 gene fusion-positive biliary tract cancer that has progressed after cancer chemotherapy,Neoplasms; Diseases of the digestive system,28.07.2022,2022,no,NA
000234111.pdf,Not reported,Not reported,Signifor,Pasireotide,Novartis Pharma K.K.,Peptides and proteins,Powder for suspension for injection,intramuscular,approved,authorised,01.03.2018,2018,yes,yes,Treatment of Cushing’s disease,Treatment of Cushing’s disease (who have had an inadequate response to surgery or for whom surgery is not an option),"Endocrine, nutritional, and metabolic diseases",30.06.2017,2017,yes,Not reported
000153640.pdf,Not reported,Not reported,Adsorbed Influenza Vaccine,Adsorbed Influenza Vaccine,The Research Foundation for Microbial Diseases of Osaka University,Vaccine,Injectable suspension,intramuscular or subcutaneous,approved,authorised,31.08.2007,2007,yes,no,Prophylaxis of pandemic influenza (H5N1),Prophylaxis of pandemic influenza (H5N1),Infectious and parasitic diseases; Diseases of the respiratory system,30.01.2007,2007,yes,Not reported
000219040.pdf,Not reported,Not reported,Lumicef,Brodalumab,"Kyowa Hakko Kirin Co., Ltd.",Biologics,solution for injection,subcutaneous,approved,authorised,30.05.2016,2016,no,no,"Treatment of psoriasis vulgaris, psoriatic arthritis, pustular psoriasis, and erythrodermic psoriasis in patients who have had an inadequate response to conventional therapies","Treatment of psoriasis vulgaris, psoriatic arthritis, pustular psoriasis, and erythrodermic psoriasis in patients who have had an inadequate response to conventional therapies",Diseases of the skin; Diseases of the musculoskeletal system and connective tissue,30.07.2015,2015,no,NA
000153683.pdf,Not reported,Not reported,Tresiba,Insulin Degludec,Novo Nordisk Pharma Ltd.,Peptides and proteins,solution for injection,subcutaneous,approved,authorised,31.08.2012,2012,no,no,Diabetes mellitus where treatment with insulin is required,Diabetes mellitus where treatment with insulin is required,"Endocrine, nutritional, and metabolic diseases",22.12.2011,2011,no,NA
000233695.pdf,Not reported,Not reported,Galafold,Migalastat,"Amicus Therapeutics, Inc.",Small molecule,Capsule,Oral,approved,authorised,01.03.2018,2018,yes,no,Treatment of Fabry disease with migalastat-responsive GLA mutations,Treatment of Fabry disease with migalastat-responsive GLA mutations,"Endocrine, nutritional, and metabolic diseases",28.06.2017,2017,no,NA
000269997.pdf,Not reported,Not reported,Ezharmia,Valemetostat Tosilate,"Daiichi Sankyo Company, Limited",Small molecule,tablet,oral,approved,authorised,29.08.2022,2022,yes,no,Relapsed or refractory adult T-cell leukemia-lymphoma,Relapsed or refractory adult T-cell leukemia-lymphoma,Neoplasms; Diseases of the blood and blood-forming organs,28.12.2021,2021,no,NA
000270578.pdf,Not reported,Not reported,Ebglyss,Lebrikizumab,Eli Lilly Japan K.K.,Biologics,injection,subcutaneous,approved,authorised,27.11.2023,2023,no,no,Atopic dermatitis not responding adequately to conventional treatments,Atopic dermatitis not responding adequately to conventional treatments,Diseases of the skin,03.03.2023,2023,no,NA
000153325.pdf,Not reported,Not reported,Myozyme,Alglucosidase Alfa,Genzyme Japan K.K.,Biologics,Freeze-dried formulation for injection,intravenous,approved,authorised,31.01.2007,2007,yes,no,Type II glycogen storage disease,Type II glycogen storage disease,"Endocrine, nutritional, and metabolic diseases",30.06.2006,2006,no,NA
000224115.pdf,Not reported,Not reported,Kyprolis,Carfilzomib,"Ono Pharmaceutical Co., Ltd.",Small molecule,Powder for reconstitution for injection,intravenous,approved,authorised,25.04.2016,2016,yes,no,Relapsed or refractory multiple myeloma,Relapsed or refractory multiple myeloma,Neoplasms; Diseases of the blood and blood-forming organs,26.08.2015,2015,no,NA
000225380.pdf,Not reported,Not reported,Xofluza,Baloxavir Marboxil,"Shionogi & Co., Ltd.",Small molecule,tablet,oral,approved,authorised,02.02.2018,2018,no,no,Influenza A or B virus infection,Influenza A or B virus infection,Infectious and parasitic diseases; Diseases of the respiratory system,25.10.2017,2017,no,NA
000243207.pdf,Not reported,Not reported,Olumiant,Baricitinib,Eli Lilly Japan K.K.,Small molecule,tablet,oral,approved,authorised,21.04.2021,2021,no,yes,Disease caused by SARS-CoV-2 infection (COVID-19),Pneumonia caused by SARS-CoV-2 infection (COVID-19) (limited to patients requiring supplemental oxygen),Infectious and parasitic diseases; Diseases of the respiratory system,25.12.2020,2020,yes,Not reported
000153709.pdf,Not reported,Not reported,Actemra,Tocilizumab,"Chugai Pharmaceutical Co., Ltd.",Biologics,concentrate for solution for intravenous infusion,intravenous,approved,authorised,30.01.2008,2008,no,yes,Rheumatoid arthritis; polyarticular-course juvenile idiopathic arthritis; systemic juvenile idiopathic arthritis,Rheumatoid arthritis; polyarticular-course juvenile idiopathic arthritis; systemic juvenile idiopathic arthritis; Castleman's disease,Diseases of the musculoskeletal system and connective tissue; Neoplasms,28.04.2006,2006,no,NA
000272019.pdf,Not reported,Not reported,Adzynma,Apadamtase Alfa,Takeda Pharmaceutical Company Limited,Biologics,Lyophilized powder,intravenous,approved,authorised,29.02.2024,2024,yes,no,Congenital thrombotic thrombocytopenic purpura,Congenital thrombotic thrombocytopenic purpura,Diseases of the blood and blood-forming organs,16.08.2023,2023,no,NA
000241414.pdf,Not reported,Not reported,Mayzent,Siponimod,Novartis Pharma K.K.,Small molecule,tablet,oral,approved,authorised,21.05.2020,2020,yes,no,Prevention of relapsing secondary progressive multiple sclerosis and delay in the progression of associated physical disability,Prevention of relapsing secondary progressive multiple sclerosis and delay in the progression of associated physical disability,Diseases of the nervous system,07.01.2019,2019,no,NA
000240736.pdf,Not reported,Not reported,Darzalex,Daratumumab,Janssen Pharmaceutical K.K.,Biologics,solution for injection,intravenous,approved,authorised,06.06.2019,2019,yes,yes,Relapsed or refractory multiple myeloma,Relapsed or refractory multiple myeloma,Neoplasms; Diseases of the blood and blood-forming organs,14.12.2018,2018,yes,Not reported
000236878.pdf,Not reported,Not reported,Dayvigo,Lemborexant,"Eisai Co., Ltd.",Small molecule,Tablet,Oral,approved,authorised,29.11.2019,2019,no,no,Insomnia,Insomnia,Mental and behavioural disorders,07.03.2019,2019,no,NA
000226672.pdf,Not reported,Not reported,Parmodia,Pemafibrate,"Kowa Company, Ltd.",Small molecule,Film-coated tablet,oral,approved,authorised,09.06.2017,2017,no,no,Hyperlipidemia (including familial hyperlipidemia),Hyperlipidemia (including familial hyperlipidemia),"Endocrine, nutritional, and metabolic diseases",19.10.2015,2015,no,NA
000243773.pdf,Not reported,Not reported,Ofev,Nintedanib,"Nippon Boehringer Ingelheim Co., Ltd.",Small molecule,Soft capsules,Oral,approved,authorised,20.05.2020,2020,no,yes,Progressive fibrosing interstitial lung disease,Idiopathic pulmonary fibrosis; Systemic sclerosis-associated interstitial lung disease; Progressive fibrosing interstitial lung disease,Diseases of the respiratory system,24.10.2019,2019,yes,Not reported
000248791.pdf,Not reported,Not reported,Volibris,Ambrisentan,GlaxoSmithKline K.K.,Small molecule,Tablet,Oral,approved,authorised,25.02.2021,2021,yes,yes,Pulmonary arterial hypertension,Pulmonary arterial hypertension,Diseases of the circulatory system,29.07.2020,2020,yes,Not reported
000225743.pdf,Not reported,Not reported,Ninlaro,Ixazomib Citrate,Takeda Pharmaceutical Company Limited,Small molecule,Capsules,oral,approved,authorised,03.03.2017,2017,yes,no,Relapsed or refractory multiple myeloma,Relapsed or refractory multiple myeloma,Neoplasms; Diseases of the blood and blood-forming organs,04.07.2016,2016,no,NA
000238706.pdf,Not reported,Not reported,Enhertu,Trastuzumab Deruxtecan,"Daiichi Sankyo Company, Limited",Biologics,injection,intravenous,approved,authorised,26.02.2020,2020,no,no,Unresectable or recurrent HER2-positive breast cancer previously treated with trastuzumab emtansine,Unresectable or recurrent HER2-positive breast cancer previously treated with chemotherapy,Neoplasms,09.09.2019,2019,no,NA
000249128.pdf,Not reported,Not reported,Spikevax,Coronavirus Modified Uridine RNA Vaccine,"Moderna Japan Co., Ltd.",Vaccine,suspension for injection,intramuscular,approved,authorised,06.09.2022,2022,no,yes,Prevention of disease caused by SARS-CoV-2 infection (COVID-19),Prevention of disease caused by SARS-CoV-2 infection (COVID-19),Infectious and parasitic diseases,10.08.2022,2022,no,NA
000211431.pdf,Not reported,Not reported,Inavir,Laninamivir Octanoate Hydrate,"Daiichi Sankyo Company, Limited",Small molecule,Dry powder for inhalation,Inhalation,approved,authorised,18.11.2013,2013,no,yes,Treatment and prophylaxis of influenza A or B virus infection,Treatment and prophylaxis of influenza A or B virus infection,Infectious and parasitic diseases,15.11.2012,2012,yes,Not reported
000153687.pdf,Not reported,Not reported,Pirespa,Pirfenidone,"Shionogi & Co., Ltd.",Small molecule,tablet,oral,approved,authorised,29.08.2008,2008,yes,no,idiopathic pulmonary fibrosis,idiopathic pulmonary fibrosis,Diseases of the respiratory system,12.03.2007,2007,no,NA
000248223.pdf,Not reported,Not reported,Lonasen,Blonanserin,"Sumitomo Dainippon Pharma Co., Ltd.",Small molecule,tablet,oral,approved,authorised,25.02.2021,2021,no,yes,Schizophrenia,Schizophrenia,Mental and behavioural disorders,28.05.2020,2020,yes,Not reported
000230401.pdf,Not reported,Not reported,Suglat,Ipragliflozin,Astellas Pharma Inc.,Small molecule,tablet,oral,approved,authorised,03.12.2018,2018,no,yes,Type 1 diabetes mellitus,Type 1 diabetes mellitus,"Endocrine, nutritional, and metabolic diseases",11.01.2018,2018,yes,Not reported
000242929.pdf,Not reported,Not reported,Adlumiz,Anamorelin Hydrochloride,"Ono Pharmaceutical Co., Ltd.",Small molecule,tablet,oral,approved,authorised,11.12.2020,2020,no,no,Improvement in body weight loss and anorexia in cancer cachexia,Cancer cachexia,"Neoplasms; Endocrine, nutritional, and metabolic diseases",27.11.2018,2018,no,NA
000236064.pdf,Not reported,Not reported,Relumina,Relugolix,Takeda Pharmaceutical Company Limited,Small molecule,tablet,oral,approved,authorised,03.12.2018,2018,no,no,"Relief of symptoms associated with uterine fibroids: menorrhagia, lower abdominal pain, lumbar pain, and anemia.","Relief of symptoms associated with uterine fibroids: menorrhagia, lower abdominal pain, lumbar pain, and anemia.",Neoplasms; Diseases of the genitourinary system,28.02.2018,2018,no,NA
000238707.pdf,Not reported,Not reported,Enhertu,Trastuzumab Deruxtecan,"Daiichi Sankyo Company, Limited",Biologics,Injection,intravenous,approved,authorised,20.08.2020,2020,no,yes,Unresectable advanced or recurrent HER2-positive gastric cancer that has progressed after cancer chemotherapy,Unresectable advanced or recurrent HER2-positive gastric cancer that has progressed after cancer chemotherapy,Neoplasms; Diseases of the digestive system,28.04.2020,2020,yes,Not reported
000153334.pdf,Not reported,Not reported,Metreleptin,Metreleptin,"Shionogi & Co., Ltd.",Peptides and proteins,solution for injection,subcutaneous,approved,authorised,08.03.2013,2013,yes,no,Improvement of hyperglycemia and hypertriglyceridemia in lipodystrophy,Lipodystrophy,"Endocrine, nutritional, and metabolic diseases",27.07.2012,2012,yes,Not reported
000209096.pdf,Not reported,Not reported,Tivicay,Dolutegravir Sodium,ViiV Healthcare K.K.,Small molecule,tablet,oral,approved,authorised,28.02.2014,2014,yes,no,HIV infectious disease,HIV infectious disease,Infectious and parasitic diseases,05.12.2013,2013,no,NA
000271105.pdf,Not reported,Not reported,Rapalimus,Sirolimus,"Nobelpharma Co., Ltd.",Small molecule,tablet,oral,approved,authorised,08.12.2023,2023,yes,yes,Refractory vascular tumors and refractory vascular malformations,Refractory vascular tumors and refractory vascular malformations,Neoplasms; Diseases of the circulatory system,24.04.2023,2023,yes,Not reported
000241165.pdf,Not reported,Not reported,Opdivo,Nivolumab,"Ono Pharmaceutical Co., Ltd.",Biologics,Injection,intravenous,approved,authorised,09.01.2020,2020,no,yes,"Treatment of unresectable, advanced or recurrent microsatellite instability-high (MSI-High) colorectal cancer that has progressed after cancer chemotherapy; Treatment of unresectable, advanced or recurrent esophageal cancer that has progressed after cancer chemotherapy","Treatment of unresectable, advanced or recurrent microsatellite instability-high (MSI-High) colorectal cancer that has progressed after cancer chemotherapy; Treatment of unresectable, advanced or recurrent esophageal cancer that has progressed after cancer chemotherapy",Neoplasms; Diseases of the digestive system,28.03.2019,2019,yes,Not reported
000243772.pdf,Not reported,Not reported,Enaroy,Enarodustat,Japan Tobacco Inc.,Small molecule,tablet,oral,approved,authorised,27.08.2020,2020,no,no,Renal anemia,Renal anemia,Diseases of the blood and blood-forming organs,29.11.2019,2019,no,NA
000227545.pdf,Not reported,Not reported,Stivarga,Regorafenib,"Bayer Yakuhin, Ltd.",Small molecule,tablet,oral,approved,authorised,22.05.2017,2017,no,yes,Unresectable hepatocellular carcinoma progressed after cancer chemotherapy,Unresectable hepatocellular carcinoma progressed after cancer chemotherapy,Neoplasms; Diseases of the digestive system,31.10.2016,2016,yes,Not reported
000240737.pdf,Not reported,Not reported,Velcade,Bortezomib,Janssen Pharmaceutical K.K.,Small molecule,Lyophilized powder for reconstitution for injection,intravenous or subcutaneous,approved,authorised,Not reported,2019,yes,yes,Multiple myeloma; Mantle cell lymphoma; Primary macroglobulinemia and lymphoplasmacytic lymphoma,Multiple myeloma; Mantle cell lymphoma; Primary macroglobulinemia and lymphoplasmacytic lymphoma,Neoplasms; Diseases of the blood and blood-forming organs,14.12.2018,2018,yes,Not reported
000239551.pdf,Not reported,Not reported,Erleada,Apalutamide,Janssen Pharmaceutical K.K.,Small molecule,tablet,oral,approved,authorised,30.01.2019,2019,no,no,Castration-resistant prostate cancer,Non-metastatic castration-resistant prostate cancer,Neoplasms,28.03.2018,2018,no,NA
000243599.pdf,Not reported,Not reported,Imfinzi,Durvalumab,AstraZeneca K.K.,Biologics,injection,intravenous,approved,authorised,29.06.2020,2020,no,yes,Extensive-stage small cell lung cancer,"Maintenance treatment of locally-advanced, unresectable non-small cell lung cancer following definitive chemoradiotherapy; Extensive-stage small cell lung cancer",Neoplasms; Diseases of the respiratory system,13.11.2019,2019,yes,Not reported
000153726.pdf,Not reported,Not reported,Ryzodeg,Insulin Degludec/Insulin Aspart,Novo Nordisk Pharma Ltd.,Peptides and proteins,solution for injection,subcutaneous,approved,authorised,30.11.2012,2012,no,no,Diabetes mellitus where treatment with insulin is required,Diabetes mellitus where treatment with insulin is required,"Endocrine, nutritional, and metabolic diseases",09.03.2012,2012,no,NA
000215708.pdf,Not reported,Not reported,Mulpleta,Lusutrombopag,"Shionogi & Co., Ltd.",Small molecule,tablet,oral,approved,authorised,28.08.2015,2015,no,no,Thrombopoiesis stimulation prior to invasive procedures in patients with chronic liver disease,Improvement of thrombocytopenia associated with chronic liver disease in patients prior to elective invasive procedures,Diseases of the blood and blood-forming organs; Diseases of the digestive system,17.12.2014,2014,no,NA
000236338.pdf,Not reported,Not reported,Tepmetko,Tepotinib Hydrochloride Hydrate,"Merck Biopharma Co., Ltd.",Small molecule,tablet,oral,approved,authorised,26.02.2020,2020,yes,no,"Unresectable, advanced or recurrent MET exon 14 skipping mutation-positive non-small cell lung cancer","Unresectable, advanced or recurrent MET exon 14 skipping mutation-positive non-small cell lung cancer",Neoplasms; Diseases of the respiratory system,12.11.2019,2019,no,NA
000226881.pdf,Not reported,Not reported,Keytruda,Pembrolizumab,MSD K.K.,Biologics,injection,intravenous,approved,authorised,09.09.2016,2016,yes,no,Unresectable or metastatic malignant melanoma,Unresectable malignant melanoma,Neoplasms; Diseases of the skin,22.12.2015,2015,no,NA
000236304.pdf,Not reported,Not reported,Romiplate,Romiplostim,"Kyowa Hakko Kirin Co., Ltd.",Peptides and proteins,solution for injection,subcutaneous,approved,authorised,24.11.2010,2010,yes,no,Thrombocytopenia in adult patients with chronic immune-mediated (idiopathic) thrombocytopenic purpura,Chronic idiopathic thrombocytopenic purpura,Diseases of the blood and blood-forming organs,29.03.2010,2010,no,NA
000244786.pdf,Not reported,Not reported,Ronapreve,Casirivimab and Imdevimab,"Chugai Pharmaceutical Co., Ltd.",Biologics,Injection,intravenous or subcutaneous,approved,authorised,04.11.2021,2021,no,yes,Treatment and prevention of disease caused by SARS-CoV-2 infection (COVID-19),Treatment and suppression of development of disease caused by SARS-CoV-2 infection (COVID-19),Infectious and parasitic diseases,11.10.2021,2021,no,NA
000233297.pdf,Not reported,Not reported,Empliciti,Elotuzumab,Bristol-Myers Squibb K.K.,Biologics,lyophilized powder for reconstitution for injection,intravenous,approved,authorised,09.09.2016,2016,yes,no,relapsed or refractory multiple myeloma,relapsed or refractory multiple myeloma,Neoplasms; Diseases of the blood and blood-forming organs,24.12.2015,2015,yes,Not reported
000241167.pdf,Not reported,Not reported,Velexbru,Tirabrutinib Hydrochloride,"Ono Pharmaceutical Co., Ltd.",Small molecule,tablet,oral,approved,authorised,29.06.2020,2020,yes,yes,Recurrent or refractory primary central nervous system lymphoma; Waldenström’s macroglobulinemia and lymphoplasmacytic lymphoma,Recurrent or refractory primary central nervous system lymphoma; Waldenström’s macroglobulinemia and lymphoplasmacytic lymphoma,Neoplasms; Diseases of the blood and blood-forming organs,07.04.2020,2020,yes,Not reported
000271107.pdf,Not reported,Not reported,Voydeya,Danicopan,Alexion Pharma GK,Small molecule,tablet,oral,approved,authorised,08.12.2023,2023,yes,no,Inhibition of extravascular hemolysis in patients with paroxysmal nocturnal hemoglobinuria,Paroxysmal nocturnal hemoglobinuria,Diseases of the blood and blood-forming organs,19.05.2023,2023,no,NA
000153322.pdf,Not reported,Not reported,Orencia,Abatacept,Bristol-Myers K.K.,Biologics,Lyophilized product for intravenous infusion,intravenous,approved,authorised,23.04.2010,2010,no,no,Rheumatoid arthritis (for use only in patients who have not adequately responded to conventional treatments),Rheumatoid arthritis (for use only in patients who have not adequately responded to conventional treatments),Diseases of the musculoskeletal system and connective tissue,18.09.2008,2008,no,NA
000264250.pdf,Not reported,Not reported,Eylea,Aflibercept,"Bayer Yakuhin, Ltd.",Biologics,solution for intravitreal injection,intravitreal,approved,authorised,25.08.2022,2022,no,yes,Age-related macular degeneration with subfoveal choroidal neovascularization; Macular edema secondary to retinal vein occlusion; Choroidal neovascularization in pathologic myopia; Diabetic macular edema; Neovascular glaucoma; Retinopathy of prematurity,Age-related macular degeneration with subfoveal choroidal neovascularization; Macular edema secondary to retinal vein occlusion; Choroidal neovascularization in pathologic myopia; Diabetic macular edema; Neovascular glaucoma; Retinopathy of prematurity,Diseases of the eye and adnexa,20.10.2021,2021,yes,Not reported
000236502.pdf,Not reported,Not reported,Romiplate,Romiplostim,"Kyowa Hakko Kirin Co., Ltd.",Biologics,Lyophilized powder for solution for subcutaneous injection,subcutaneous,approved,authorised,28.05.2019,2019,yes,yes,Aplastic anemia,Aplastic anemia that has not responded sufficiently to conventional treatments,Diseases of the blood and blood-forming organs,31.07.2018,2018,yes,Not reported
000238705.pdf,Not reported,Not reported,Biktarvy,Bictegravir Sodium/Emtricitabine/Tenofovir Alafenamide Fumarate,Gilead Sciences K.K.,Small molecule,Film-coated tablet,oral,approved,authorised,22.02.2019,2019,yes,no,Human immunodeficiency virus type 1 (HIV-1) infection,Human immunodeficiency virus type 1 (HIV-1) infection,Infectious and parasitic diseases,14.12.2018,2018,no,NA
000228502.pdf,Not reported,Not reported,Xospata,Gilteritinib,Astellas Pharma Inc.,Small molecule,tablet,oral,approved,authorised,29.08.2018,2018,yes,no,FLT3 mutation-positive relapsed or refractory acute myeloid leukemia,FLT3 mutation-positive relapsed or refractory acute myeloid leukemia,Neoplasms; Diseases of the blood and blood-forming organs,23.03.2018,2018,no,NA
000252522.pdf,Not reported,Not reported,Jeselhy,Pimitespib,"Taiho Pharmaceutical Co., Ltd.",Small molecule,tablet,oral,approved,authorised,30.05.2022,2022,no,no,Gastrointestinal stromal tumor that has progressed after cancer chemotherapy,Gastrointestinal stromal tumor that has progressed after cancer chemotherapy,Neoplasms; Diseases of the digestive system,14.09.2021,2021,no,NA
000153135.pdf,Not reported,Not reported,Geninax,Garenoxacin Mesilate Hydrate,"Toyama Chemical Co., Ltd.",Small molecule,Film-coated tablets,oral,approved,authorised,30.05.2007,2007,no,no,"Laryngopharyngitis, tonsillitis, acute bronchitis, pneumonia, secondary infection of chronic respiratory disease, otitis media, sinusitis","Laryngopharyngitis, tonsillitis, acute bronchitis, pneumonia, secondary infection of chronic respiratory disease, otitis media, sinusitis",Infectious and parasitic diseases; Diseases of the respiratory system,30.05.2006,2006,no,NA
000228503.pdf,Not reported,Not reported,Xalkori,Crizotinib,Pfizer Japan Inc.,Small molecule,capsule,oral,approved,authorised,21.04.2017,2017,yes,yes,"ROS1-positive, unresectable, advanced or relapsed non-small-cell lung cancer","ROS1-positive, unresectable, advanced or relapsed non-small-cell lung cancer",Neoplasms; Diseases of the respiratory system,31.08.2016,2016,no,NA
000275604.pdf,Not reported,Not reported,Kisunla,Donanemab,Eli Lilly Japan K.K.,Biologics,solution for injection,intravenous,approved,authorised,01.08.2024,2024,no,no,To slow the progression of mild cognitive impairment and mild dementia due to Alzheimer’s disease,To slow the progression of mild cognitive impairment and mild dementia due to Alzheimer’s disease,Diseases of the nervous system,18.08.2023,2023,no,NA
000209718.pdf,Not reported,Not reported,Orfadin,Nitisinone,Astellas Pharma Inc.,Small molecule,capsule,oral,approved,authorised,29.10.2014,2014,Not reported,no,Tyrosinemia type I,Tyrosinemia type I,"Endocrine, nutritional, and metabolic diseases",25.12.2013,2013,no,NA
000216837.pdf,Not reported,Not reported,Laserphyrin,Talaporfin Sodium,"Meiji Seika Pharma Co., Ltd.",Other,Lyophilized powder for solution for injection,intravenous,approved,authorised,24.04.2015,2015,yes,yes,Local residual/recurrent oesophageal carcinoma after chemoradiotherapy or radiotherapy,Early-stage lung cancer; Primary malignant brain tumor; Local residual/recurrent oesophageal carcinoma after chemoradiotherapy or radiotherapy,Neoplasms; Diseases of the respiratory system,22.09.2014,2014,yes,Not reported
000216189.pdf,Not reported,Not reported,Irribow,Ramosetron Hydrochloride,Astellas Pharma Inc.,Small molecule,tablet,oral,approved,authorised,28.04.2015,2015,no,yes,Male patients with Diarrhea-predominant irritable bowel syndrome,Diarrhea-predominant irritable bowel syndrome,Diseases of the digestive system,14.07.2014,2014,yes,Not reported
000271106.pdf,Not reported,Not reported,Fasenra,Benralizumab,AstraZeneca K.K.,Biologics,injection,subcutaneous,approved,authorised,22.02.2024,2024,no,yes,Bronchial asthma (only for patients with intractable bronchial asthma uncontrolled on conventional therapy),Bronchial asthma (only for patients with intractable bronchial asthma uncontrolled on conventional therapy),Diseases of the respiratory system,26.04.2023,2023,yes,Not reported
000252640.pdf,Not reported,Not reported,Vyvgart,Efgartigimod Alfa,Argenx Japan K.K.,Biologics,solution for injection,intravenous,approved,authorised,26.11.2021,2021,yes,no,Generalized myasthenia gravis,Generalized myasthenia gravis,Diseases of the nervous system,19.04.2021,2021,no,NA
000246621.pdf,Not reported,Not reported,Forxiga,Dapagliflozin,AstraZeneca K.K.,Small molecule,tablet,oral,approved,authorised,29.10.2020,2020,no,yes,Chronic heart failure,Chronic heart failure,"Endocrine, nutritional, and metabolic diseases; Diseases of the circulatory system",16.01.2020,2020,no,NA
000235181.pdf,Not reported,Not reported,Vizimpro,Dacomitinib,Pfizer Japan Inc.,Small molecule,tablet,oral,approved,authorised,29.11.2018,2018,no,no,"EGFR mutation-positive, unresectable or recurrent non-small cell lung cancer","EGFR mutation-positive, unresectable or recurrent non-small cell lung cancer",Neoplasms; Diseases of the respiratory system,28.05.2018,2018,no,NA
000241166.pdf,Not reported,Not reported,Orkedia,Evocalcet,"Kyowa Kirin Co., Ltd.",Small molecule,Film-coated tablets,oral,approved,authorised,29.11.2019,2019,yes,yes,Hypercalcaemia in patients with parathyroid carcinoma and hypercalcaemia in patients with primary hyperparathyroidism who are unable to undergo parathyroidectomy or patients with recurrent primary hyperparathyroidism after parathyroidectomy,Hypercalcaemia in patients with parathyroid carcinoma and hypercalcaemia in patients with primary hyperparathyroidism who are unable to undergo parathyroidectomy or patients with recurrent primary hyperparathyroidism after parathyroidectomy,"Endocrine, nutritional, and metabolic diseases",24.04.2019,2019,yes,Not reported
000233296.pdf,Not reported,Not reported,Bavencio,Avelumab,"Merck Serono Co., Ltd.",Biologics,injection,intravenous,approved,authorised,08.09.2017,2017,yes,no,Unresectable Merkel cell carcinoma,Unresectable Merkel cell carcinoma,Neoplasms; Diseases of the skin,07.03.2017,2017,no,NA
000205730.pdf,Not reported,Not reported,Stribild,Elvitegravir/Cobicistat/Emtricitabine/Tenofovir Disoproxil Fumarate,Japan Tobacco Inc.,Small molecule,tablet,oral,approved,authorised,13.03.2013,2013,yes,no,HIV-1 infection,HIV-1 infection,Infectious and parasitic diseases,06.12.2012,2012,no,NA
