Document_name,Marketing_authorisation_number,Procedure_number,Drug_name,Non_proprietary_name,Marketing_authorisation_holder,Drug_class,Pharmaceutical_form,Administration_route,Decision,Current_status,Decision_date,Decision_year,Orphan_drug_status,Indication_extended,Indication_requested,Indication_approved,Disease_class(es),Application_date,Application_year,Nonclinical_abridged,Referral_body
auspar-midodrine-hydrochloride-210716.pdf,"309179, 309180, 309181, 309182, 309183, 309184",PM-2018-02754-1-3,Vasodrine / Midodrine SCP / Midodrine ANS,Midodrine hydrochloride,Southern Cross Pharma Pty Ltd,Small molecule,Tablet,Oral,approved,authorised (under additional monitoring),04.12.2019,2019,no,no,For the treatment of orthostatic hypotension in adults.,For the treatment of severe symptomatic orthostatic hypotension due to autonomic dysfunction when exacerbating factors have been addressed and other forms of treatment remain inadequate.,Diseases of the circulatory system,02.10.2018,2018,yes,Not reported
auspar-invega.pdf,"AUSTR 130502, AUSTR 130714, AUSTR 130717, AUSTR 130732",PM-2009-00515-3-1,Invega,Paliperidone,Janssen-Cilag Pty Ltd,Small molecule,Modified release tablet,Oral,approved,authorised,14.12.2009,2009,no,yes,Treatment of schizoaffective disorder as monotherapy and in combination with antidepressants and/or mood stabilizers,Treatment of acute exacerbations of schizoaffective disorder as monotherapy and in combination with antidepressants and/or mood stabilizers (lithium and valproate),Mental and behavioural disorders,Not reported,Not reported,yes,Not reported
auspar-opsynvi-250623.pdf,420130,PM-2023-03702-1-3,Opsynvi,"Macitentan, tadalafil",Janssen-Cilag Pty Ltd,Small molecule,Film-coated tablet,Oral,approved,authorised,11.09.2024,2024,no,no,"Maintenance treatment of pulmonary arterial hypertension (PAH, WHO Group 1) in adult patients of WHO functional class (FC) II, III and IV who are on stable doses of macitentan 10 mg and tadalafil 40 mg (20 mg x 2) as separate tablets.","Maintenance treatment of pulmonary arterial hypertension (PAH, WHO Group 1) in adult patients of WHO functional class (FC) II and III whose PAH is idiopathic, heritable or associated with connective tissue disease or congenital heart disease with repaired shunts.",Diseases of the circulatory system,05.10.2023,2023,yes,Not reported
auspar-menactra-110929.pdf,168403,PM-2010-00277-3-5,Menactra,"Meningococcal (Groups A, C, Y and W-135) Polysaccharide Diphtheria Toxoid Conjugate Vaccine",Sanofi Pasteur Pty Ltd,Vaccine,Solution for Intramuscular Injection,Intramuscular,approved,authorised,19.07.2011,2011,no,no,"Prevention of invasive meningococcal disease caused by N meningitides serogroups A, C, Y and W-135","Prevention of invasive meningococcal disease caused by N meningitides serogroups A, C, Y and W-135",Infectious and parasitic diseases,Not reported,Not reported,no,NA
auspar-dapagliflozin-as-propanediol-monohydrate-220328.pdf,180147,PM-2020-06068-1-5,Forxiga,Dapagliflozin,AstraZeneca Pty Ltd,Small molecule,Film coated tablet,Oral,approved,authorised,06.09.2021,2021,no,yes,Forxiga is indicated in adults for the treatment of chronic kidney disease.,"To reduce the risk of progressive decline in kidney function in adults with proteinuric chronic kidney disease (CKD Stage 2, 3 or 4 and urine ACR ≥ 30 mg/g)","Diseases of the genitourinary system; Endocrine, nutritional, and metabolic diseases",04.01.2021,2021,yes,Not reported
auspar-linagliptin-metformin-130926.pdf,"AUST R 195088, 195100, 195101, 195106, 195107, 195090",PM-2011-03536-3-5,Trajentamet,Linagliptin/Metformin HCl,Boehringer Ingelheim Pty Ltd,Small molecule,Film coated tablets,Oral,approved,authorised,14.05.2013,2013,no,no,As an adjunct to diet and exercise to improve glycaemic control in adults with type 2 diabetes mellitus when treatment with both linagliptin and metformin is appropriate.,As an adjunct to diet and exercise to improve glycaemic control in adults with type 2 diabetes mellitus when treatment with both linagliptin and metformin is appropriate.,"Endocrine, nutritional, and metabolic diseases",Not reported,Not reported,no,NA
auspar-dupixent-230314.pdf,"283127, 302463 and 364590",PM-2021-01682-1-5,Dupixent,Dupilumab,Sanofi-Aventis Australia Pty Ltd,Biologics,Solution for injection,Subcutaneous,approved,authorised (under additional monitoring),23.06.2022,2022,no,yes,Add on maintenance treatment in patients aged 6 years and older with moderate to severe asthma with type 2 inflammation.,Add on maintenance treatment in patients aged 6 years and older with moderate to severe asthma with type 2 inflammation (elevated eosinophils or elevated FeNO) that is inadequately controlled despite therapy with other medicinal products for maintenance treatment.,Diseases of the respiratory system,01.06.2021,2021,yes,Not reported
auspar-vaxelis-230210.pdf,363251 and 364413,PM-2021-01695-1-2,Vaxelis,"Diphtheria, tetanus, pertussis, hepatitis B, poliovirus, and haemophilus influenzae type b conjugate",Maxx Pharma Pty Ltd,Vaccine,Suspension for injection,Intramuscular,approved,authorised (under additional monitoring),22.03.2022,2022,no,no,"Primary and booster vaccination in infants and toddlers from the age of 6 weeks, against diphtheria, tetanus, pertussis, hepatitis B, poliomyelitis and invasive diseases caused by Haemophilus influenzae type b (Hib).","Primary and booster vaccination in infants and toddlers from the age of 6 weeks, against diphtheria, tetanus, pertussis, hepatitis B, poliomyelitis and invasive diseases caused by Haemophilus influenzae type b (Hib).",Infectious and parasitic diseases,01.06.2021,2021,yes,Not reported
auspar-filgotinib-maleate-210512.pdf,Not reported,PM-2020-00153-1-3,Jyseleca,Filgotinib maleate,Gilead Sciences Pty Ltd,Small molecule,Film coated tablet,Oral,withdrawn,withdrawn,Not applicable,Not applicable,no,no,"Jyseleca is indicated for the treatment of adult patients with moderately to severely active rheumatoid arthritis (RA). It may be used as monotherapy, or in combination with methotrexate (MTX) or other conventional synthetic DMARDs (csDMARDs).",NA,Diseases of the musculoskeletal system and connective tissue,02.03.2020,2020,no,NA
auspar-duodart.pdf,162530,PM-2009-01559-3-3,Duodart,Dutasteride and tamsulosin,GlaxoSmithKline Australia Pty Ltd,Small molecule,Capsules – hard,Oral,approved,authorised,20.10.2010,2010,no,no,Treatment and prevention of the progression of benign prostatic hyperplasia (BPH) in patients with an enlarged prostate,Management of moderate to severe symptomatic benign prostatic hyperplasia (BPH),Diseases of the genitourinary system,Not reported,Not reported,yes,Not reported
auspar-nuvaxovid-heterologous-booster-220622-pi.pdf,Not reported,PM-2022-00638-1-2,Nuvaxovid,SARS-CoV-2 rS,Biocelect Pty Ltd,Vaccine,Suspension for injection,Intramuscular,approved,authorised (under additional monitoring),20.01.2022,2022,no,no,Active immunisation to prevent coronavirus disease 2019 (COVID-19) caused by SARS-CoV-2 in individuals 18 years of age and older.,Active immunisation to prevent coronavirus disease 2019 (COVID-19) caused by SARS-CoV-2 in individuals 18 years of age and older.,Infectious and parasitic diseases,Not reported,Not reported,no,NA
auspar-tofacitinib-as-citrate-190925.pdf,"196987, 233439",PM-2017-03802-1-3,Xeljanz,Tofacitinib,Pfizer Australia Pty Ltd,Small molecule,"Tablet, film coated",Oral,approved,authorised,08.11.2018,2018,no,yes,Treatment of active psoriatic arthritis in adult patients who have had an inadequate response or who have been intolerant to a prior DMARD therapy.,Psoriatic Arthritis,Diseases of the musculoskeletal system and connective tissue; Diseases of the skin,30.11.2017,2017,yes,Not reported
auspar-dasatinib-190123.pdf,"125557, 125558, 125559, 125560, 125561, 125562, 157352, 157356",PM-2016-04274-1-4,Sprycel,Dasatinib,Bristol-Myers Squibb Australia Pty Ltd,Small molecule,Tablet,Oral,approved,authorised,07.03.2018,2018,yes,yes,Treatment of adults aged 18 years or over with newly diagnosed Philadelphia chromosome positive acute lymphoblastic leukaemia integrated with chemotherapy.,Treatment of adults aged 18 years or over with newly diagnosed Philadelphia chromosome positive acute lymphoblastic leukaemia integrated with chemotherapy.,Neoplasms; Diseases of the blood and blood-forming organs,28.02.2017,2017,yes,Not reported
auspar-brexpiprazole-180924.pdf,"273220, 273221, 273222, 273223, 273224 and 273225",PM-2016-009095-1-1,Rexulti,Brexpiprazole,Lundbeck Australia Pty Ltd,Small molecule,Film coated tablet,Oral,approved,authorised,17.05.2017,2017,no,no,For the treatment of adult patients with schizophrenia.,For the treatment of adult patients with schizophrenia.,Mental and behavioural disorders,Not reported,Not reported,no,NA
auspar-mvc-covid-19-vaccine-230907.pdf,Not reported,PM-2022-01101-1-2,MVC COVID-19 Vaccine,MVC-COV1901,Grand Pacific CRO Australia,Vaccine,Suspension for injection,Intramuscular,withdrawn,withdrawn,Not applicable,Not applicable,no,no,"For active immunisation to prevent novel coronavirus disease (COVID-19, also known as severe pneumonia with novel pathogens) in individuals 12 years of age and older.",NA,Infectious and parasitic diseases,07.06.2022,2022,no,NA
auspar-lenvatinib-as-mesilate-200505.pdf,"233425, 233426",PM-2019-02448-1-4,Lenvima,Lenvatinib,Eisai Australia Pty Limited,Small molecule,Hard capsule,Oral,approved,authorised (under additional monitoring),17.09.2019,2019,no,yes,"Treatment of patients with advanced endometrial carcinoma that is not microsatellite instability-high (MSI-H) or mismatch repair deficient (dMMR), who have disease progression following prior systemic therapy and are not candidates for curative surgery or radiation.","Treatment of patients with advanced endometrial carcinoma that is not microsatellite instability-high (MSI-H) or mismatch repair deficient (dMMR), who have disease progression following prior systemic therapy and are not candidates for curative surgery or radiation.",Neoplasms; Diseases of the genitourinary system,04.07.2019,2019,yes,Not reported
auspar-elasomeran-220221.pdf,370599,PM-2021-05269-1-2,Spikevax,Elasomeran,Moderna Australia Pty Ltd,Vaccine,Suspension for injection,Intramuscular,approved,authorised,17.02.2022,2022,no,yes,Active immunisation to prevent coronavirus disease 2019 (COVID-19) caused by SARS-CoV-2 in individuals 6 years of age and older.,Active immunisation to prevent coronavirus disease 2019 (COVID-19) caused by SARS-CoV-2 in individuals 6 years of age and older.,Infectious and parasitic diseases; Diseases of the respiratory system,25.11.2021,2021,yes,Not reported
auspar-certolizumab-pegol-190731.pdf,"154728, 281317",PM-2017-04943-1-1,Cimzia,Certolizumab pegol,UCB Australia Pty. Ltd.,Biologics,Solution for injection,Subcutaneous,approved,authorised,29.05.2019,2019,no,yes,Treatment of adult patients with moderate to severe plaque psoriasis who are candidates for systemic therapy or phototherapy.,Treatment of adult patients with moderate to severe chronic plaque psoriasis who are candidates for systemic therapy or phototherapy.,Diseases of the skin,03.04.2018,2018,yes,Not reported
auspar-lenalidomide-160205.pdf,229850; 229851; 229852,PM-2014-02792-1-4,Revlimid,Lenalidomide,Celgene Pty Ltd,Small molecule,Capsules (hard gelatin),Oral,approved,authorised,05.11.2015,2015,yes,yes,Treatment of patients with newly diagnosed multiple myeloma who are ineligible for autologous stem cell transplantation,Treatment of patients with newly diagnosed multiple myeloma who are ineligible for autologous stem cell transplantation,Neoplasms; Diseases of the blood and blood-forming organs,Not reported,Not reported,yes,Not reported
auspar-ebglyss-241008.pdf,406290,Not reported,Ebglyss,lebrikizumab,Eli Lilly Australia Pty Ltd,Biologics,Solution for subcutaneous injection,Subcutaneous,approved,authorised,16.05.2024,2024,no,no,For the treatment of adult and adolescent patients (12 years of age and older) with moderate-to-severe atopic dermatitis (AD).,For the treatment of adult and adolescent patients (12 years of age and older) with moderate to severe atopic dermatitis (AD) who are candidates for systemic therapy.,Diseases of the skin,01.05.2023,2023,no,NA
auspar-idefirix-240509.pdf,391413,PM-2022-02499-1-2,Idefirix,Imlifidase,Hansa Biopharma,Biologics,Powder for concentrate for solution for infusion,Intravenous,approved,authorised (under additional monitoring),07.07.2023,2023,yes,no,Desensitisation treatment of highly sensitised adult kidney patients with a positive cross match against an available donor prior to kidney transplantation.,Desensitisation treatment of highly sensitised adult kidney transplant candidates prior to kidney transplantation from a donor against whom there is a positive cross-match.,Diseases of the genitourinary system,01.08.2022,2022,no,NA
auspar-aclasta.pdf,134665 and 13466,PM-2010-01920-3-5,Aclasta/Osteovan,Zoledronic acid,Novartis Australia Pty Ltd,Small molecule,Solution for Injection,Intravenous,approved,authorised,29.07.2011,2011,no,no,"Treatment of osteoporosis in postmenopausal women to reduce the incidence of hip, vertebral and non-vertebral fractures. Treatment of osteoporosis in patients over 50 years of age with a history of at least one low trauma hip fracture, to reduce the incidence of further fracture. To increase bone mineral density in men with osteoporosis. To increase bone mineral density in patients with osteoporosis associated with long term glucocorticoid use. To prevent glucocorticoid-induced bone mineral density loss. Treatment of Paget's disease of bone.","Treatment of osteoporosis in postmenopausal women to reduce the incidence of hip, vertebral and non-vertebral fractures. Treatment of osteoporosis in patients over 50 years of age with a history of at least one low trauma hip fracture, to reduce the incidence of further fracture. To increase bone mineral density in men with osteoporosis. To increase bone mineral density in patients with osteoporosis associated with long term glucocorticoid use. To prevent glucocorticoid-induced bone mineral density loss. Treatment of Paget's disease of bone.",Diseases of the musculoskeletal system and connective tissue,Not reported,Not reported,yes,Not reported
auspar-rinvoq-240821.pdf,"312687, 346215, 375857",PM-2022-00116-1-3,Rinvoq,Upadacitinib,AbbVie Pty Ltd,Small molecule,Tablet,Oral,approved,authorised,06.01.2023,2023,no,yes,Treatment of adults with active non-radiographic axial spondyloarthritis with objective signs of inflammation.,"Treatment of adults with active non-radiographic axial spondyloarthritis with objective signs of inflammation as indicated by elevated C-reactive protein (CRP) and/or magnetic resonance imaging (MRI) change, who have responded inadequately to, or are intolerant to nonsteroidal anti-inflammatory drugs (NSAIDs).",Diseases of the musculoskeletal system and connective tissue,28.02.2022,2022,yes,Not reported
auspar-ipilimumab-rch-170206.pdf,"174322, 174327, 174319, 174326",PM-2013-04125-1-4,Yervoy/Winglore,Ipilimumab,Bristol-Myers Squibb Australia Pty Ltd,Biologics,"Injection, concentrated",intravenous,approved,authorised,30.03.2015,2015,no,yes,As first line therapy for patients with unresectable or metastatic melanoma.,As first line therapy for patients with unresectable or metastatic melanoma.,Neoplasms; Diseases of the skin,Not reported,Not reported,yes,Not reported
auspar-korsuva-231109.pdf,374062,PM-2021-04071-1-1,Korsuva,Difelikefalin,Vifor Pharma Pty Ltd,Peptides and proteins,Solution for injection,Intravenous,approved,authorised (under additional monitoring),09.11.2022,2022,no,no,Treatment of moderate-to-severe pruritus associated with chronic kidney disease in adult patients on haemodialysis.,Treatment of moderate-to-severe pruritus associated with chronic kidney disease in adult patients on haemodialysis.,Diseases of the skin; Diseases of the genitourinary system,21.10.2021,2021,no,NA
auspar-sodium-zirconium-cyclosilicate-hydrate-180129.pdf,Not reported,PM-2015-03559-1-5,Lokelma,Sodium zirconium cyclosilicate hydrate,AstraZeneca Pty Ltd,Other,"Powder, oral",oral,withdrawn,withdrawn,13.04.2017,2017,no,no,"For the treatment of hyperkalaemia in adult patients, acute and extended use.",NA,"Endocrine, nutritional, and metabolic diseases",23.12.2015,2015,no,NA
auspar-eltrombopag-160330.pdf,"158419, 158356, 200121",PM-2014-04303-1-4,Revolade,Eltrombopag,Novartis Pharmaceuticals Australia Pty Ltd,Small molecule,"Tablets, film-coated",Oral,approved,authorised,07.12.2015,2015,yes,yes,The treatment of adult patients with severe aplastic anaemia (SAA) who have had an insufficient response to immunosuppressive therapy.,For the treatment of adult patients with severe aplastic anaemia (SAA) who have had an insufficient response to immunosuppressive therapy.,Diseases of the blood and blood-forming organs,Not reported,Not reported,yes,Not reported
auspar-dabrafenib-mesilate-140109.pdf,200922 and 200936,PM-2012-02231-3-4,Tafinlar,Dabrafenib mesilate,GlaxoSmithKline Australia Pty Ltd,Small molecule,Capsule,Oral,approved,authorised,21.08.2013,2013,yes,no,Treatment of patients with BRAF V600 mutation positive unresectable or metastatic (Stage IV) melanoma,Treatment of patients with BRAF V600 mutation positive unresectable Stage III or metastatic (Stage IV) melanoma,Neoplasms,Not reported,Not reported,no,NA
auspar-ustekinumab-150709.pdf,"149549, 149550, 165953, 165954",PM-2013-04148-1-3,Stelara,Ustekinumab,Janssen-Cilag Pty Ltd,Biologics,Solution for injection,Subcutaneous,approved,authorised,09.02.2015,2015,no,yes,Psoriatic Arthritis,Psoriatic Arthritis,Diseases of the musculoskeletal system and connective tissue; Diseases of the skin,Not reported,Not reported,yes,Not reported
auspar-labetalol-hydrochloride-210319.pdf,"306952, 306953, 306954",PM-2018-01753-1-3,Labetalol SXP/RMB/TLB,Labetalol hydrochloride,Southern Cross Pharma Pty Ltd,Small molecule,Solution for injection,Intravenous,approved,authorised,23.08.2019,2019,no,yes,"Treatment of severe hypertension, including severe hypertension of pregnancy.",The emergency treatment of severe hypertension when prompt and urgent reduction of blood pressure is essential.,Diseases of the circulatory system; Pregnancy and childbirth,31.07.2018,2018,yes,Not reported
auspar-certolizumab-pegol-rbe-200213.pdf,"154726, 281317",PM-2018-04256-1-3,Cimzia,Certolizumab pegol,UCB Australia Pty Ltd,Biologics,Solution for injection,Subcutaneous,approved,authorised,13.11.2019,2019,no,yes,the treatment of adult patients with active non-radiographic axial spondyloarthritis (nr-axSpA) with objective signs of inflammation,Non-radiographic Axial Spondyloarthritis,Diseases of the musculoskeletal system and connective tissue,31.12.2018,2018,yes,Not reported
auspar-vafseo-241211.pdf,"384152, 384154 and 384156",PM-2022-00525-1-6,Vafseo,Vadadustat,Adjutor Healthcare Pty Ltd,Small molecule,Film-coated tablets,Oral,approved,authorised (under additional monitoring),25.09.2023,2023,no,no,Treatment of anaemia associated with chronic kidney disease (CKD) in adults.,Treatment of anaemia associated with chronic kidney disease (CKD) in adults on chronic maintenance dialysis.,Diseases of the blood and blood-forming organs; Diseases of the genitourinary system,19.04.2022,2022,no,NA
auspar-opdualag-231222.pdf,372783,PM-2021-03689-1-4,Opdualag,Nivolumab and Relatlimab,Bristol-Myers Squibb Australia Pty Ltd,Biologics,Concentrate solution for intravenous infusion,Intravenous,approved,authorised (under additional monitoring),05.10.2022,2022,no,no,Treatment of adult and adolescent patients (12 years and older and weighing at least 40 kg) with unresectable or metastatic melanoma.,Treatment of patients with unresectable or metastatic melanoma who are at least 12 years old.,Neoplasms; Diseases of the skin,30.09.2021,2021,yes,Not reported
auspar-human-papillomavirus-quadrivalent-vaccine-120507.pdf,124408 and 124410,PM-2010-03191-3-2,Gardasil,Quadrivalent human papillomavirus recombinant vaccine,Merck Sharpe & Dohme,Vaccine,Suspension for injection,Intramuscular,approved,authorised,20.12.2012,2012,no,yes,"Prevention of anal cancer, precancerous or dysplastic lesions caused by HPV Types 6, 11, 16, and 18 in males and females.","Prevention of cervical, vulvar, vaginal and anal cancer, precancerous or dysplastic lesions, genital warts, and infection caused by HPV Types 6, 11, 16, and 18 in females aged 9 through 45 years; prevention of anal cancer, precancerous or dysplastic lesions, external genital lesions and infection caused by HPV Types 6, 11, 16, and 18 in males 9 through 26 years of age.",Neoplasms; Infectious and parasitic diseases,Not reported,Not reported,yes,Not reported
auspar-gavreto-231016.pdf,380812,PM-2021-05760-1-4,Gavreto,Pralsetinib,Roche Products Pty Ltd,Small molecule,Capsule,Oral,approved,authorised (under additional monitoring),29.03.2023,2023,no,no,"For the treatment of adult patients with RET-fusion positive, locally advanced or metastatic NSCLC.",For the treatment of adult patients with locally advanced or metastatic rearranged during transfection (RET) fusion-positive non-small cell lung cancer (NSCLC).,Neoplasms; Diseases of the respiratory system,31.01.2022,2022,no,NA
auspar-human-fibrinogen-120821.pdf,176631,PM-2010-02840-3-4,TachoSil,Human Fibrinogen/Human Thrombin,Nycomed Pty Ltd,Biologics,"Sponge, medicated",Topical,approved,authorised,27.02.2012,2012,no,no,as an adjunct to haemostasis and tissue sealing in surgery,as an adjunct to haemostasis during surgery when control of bleeding by standard surgical techniques is ineffective or impractical,"Injury, poisoning and certain other consequences of external causes",Not reported,Not reported,yes,Not reported
auspar-cinnarizine-dimenhydrinate-191112.pdf,288565; 288566; 288567,PM-2017-00806-1-1,Cizigo; Cizinate; Cizere,Cinnarizine / Dimenhydrinate,Southern Cross Pharma Pty Ltd,Small molecule,Uncoated tablet,Oral,approved,authorised,21.12.2018,2018,no,no,Treatment of vertigo symptoms of various origins.,"Short-term, symptomatic treatment of vertigo of various causes, in adults who have not responded to alternative treatments.",Diseases of the nervous system,31.05.2017,2017,yes,Not reported
auspar-elasomeran-210903.pdf,370599,PM-2021-02994-1-2,Spikevax,Elasomeran,Moderna Australia Pty Ltd,Vaccine,Suspension for injection,Intramuscular,approved,authorised (under additional monitoring),03.09.2021,2021,no,no,Active immunisation to prevent COVID-19 caused by SARS-CoV-2 in individuals 12-17 years of age and older.,Active immunisation to prevent coronavirus disease 2019 (COVID-19) caused by SARS-CoV-2 in individuals 12 years of age and older.,Infectious and parasitic diseases; Diseases of the respiratory system,08.07.2021,2021,yes,Not reported
auspar-adalimumab-190313.pdf,"284248, 284249",PM-2016-03547-1-3,Hadlima,Adalimumab,Samsung Bioepis AU Pty Ltd,Biologics,Solution for injection,Subcutaneous,approved,authorised,18.01.2018,2018,no,no,Rheumatoid Arthritis,Rheumatoid Arthritis,Diseases of the musculoskeletal system and connective tissue,03.01.2017,2017,no,NA
auspar-inactivated-quadrivalent-influenza-vaccine-split-virion-191219.pdf,"299922, 315082",PM-2018-00583-1-2,Vaxigrip Tetra,Inactivated quadrivalent influenza vaccine (split virion) influenza virus haemagglutinin,Sanofi-Aventis Australia Pty Ltd,Vaccine,Suspension for injection,Intramuscular or deep subcutaneous injection,approved,authorised,15.05.2019,2019,no,no,Active immunisation of adults and children from 6 months of age and older for the prevention of influenza disease.,Active immunisation of adults and children from 6 months of age and older for the prevention of influenza disease caused by the two influenza A virus subtypes and the two influenza B virus types contained in the vaccine.,Infectious and parasitic diseases,29.03.2018,2018,no,NA
auspar-glecaprevir-pibrentasvir-181106.pdf,284948,Not reported,Maviret,Glecaprevir / pibrentasvir,AbbVie Pty Ltd,Small molecule,Film coated tablet,Oral,approved,authorised,21.12.2017,2017,no,no,treatment of chronic hepatitis C virus (HCV) infection in adults,"treatment of adult patients with chronic hepatitis C virus (HCV) genotype 1, 2, 3, 4, 5, or 6 infection with or without compensated cirrhosis",Infectious and parasitic diseases,28.02.2017,2017,no,NA
auspar-fidaxomicin-130926.pdf,195623 and 195622,PM-2012-04269-3-2,Dificid,Fidaxomicin,Specialised Therapeutics Australia Pty Ltd,Small molecule,Tablet,Oral,approved,authorised,18.04.2013,2013,no,no,Treatment of Clostridium difficile infection (CDI) and reducing the risk of recurrence when used for treatment of CDI.,Treatment of confirmed Clostridium difficile infection (CDI) in adults.,Infectious and parasitic diseases,Not reported,Not reported,no,NA
auspar-trientine-tetrahydrochloride-220110.pdf,337139,PM-2020-02473-1-3,Cuprior,Trientine tetrahydrochloride,JACE Pharma Pty Ltd,Small molecule,Film coated tablet,Oral,approved,authorised (under additional monitoring),15.07.2021,2021,yes,no,"Treatment of Wilson’s disease in adults, adolescents and children ≥ 5 years intolerant to D-penicillamine therapy","Treatment of Wilson’s disease in adults, adolescents and children ≥ 5 years intolerant to D-penicillamine therapy","Endocrine, nutritional, and metabolic diseases",30.06.2020,2020,no,NA
auspar-exforge.pdf,"157954, 158161, 158162, 158163, 158164, 158165, 158166, 158167, 158168, 158169",PM-2008-03499-3-3,"Exforge HCT, Ejocia HCT","Amlodipine, Valsartan, Hydrochlorothiazide",Novartis Pharmaceuticals Australia Pty Limited,Small molecule,Film-coated tablet,Oral,approved,authorised,01.04.2010,2010,no,no,"Treatment of hypertension as substitution therapy in patients whose blood pressure is adequately controlled on amlodipine, valsartan, and HCT used as individual or combination therapies.","Substitution therapy for the treatment of hypertension in patients whose blood pressure is already adequately controlled on the triple combination of amlodipine, valsartan, and hydrochlorothiazide.",Diseases of the circulatory system,Not reported,Not reported,yes,Not reported
auspar-opdivo-230606.pdf,"231867, 231868, 318057",PM-2021-02518-1-4,Opdivo,Nivolumab,Bristol-Myers Squibb Australia Pty Ltd,Biologics,Concentrated solution for infusion,Intravenous,approved,authorised,14.07.2022,2022,no,yes,"Opdivo, as monotherapy, is indicated for the adjuvant treatment of patients with muscle invasive urothelial carcinoma (MIUC) who are at high risk of recurrence after undergoing radical resection of MIUC.","Opdivo, as monotherapy, is indicated for the adjuvant treatment of patients with muscle invasive urothelial carcinoma (MIUC) who are at high risk of recurrence after undergoing radical resection of MIUC.",Neoplasms; Diseases of the genitourinary system,02.08.2021,2021,yes,Not reported
auspar-sotyktu-230830.pdf,376290,PM-2021-04758-1-1,Sotyktu,Deucravacitinib,Bristol Myers Squibb Australia Pty Ltd,Small molecule,Film coated tablet,Oral,approved,authorised (under additional monitoring),29.11.2022,2022,no,no,Treatment of adult patients with moderate-to-severe plaque psoriasis who are candidates for systemic therapy or phototherapy.,Treatment of adult patients with moderate-to-severe plaque psoriasis who are candidates for systemic therapy or phototherapy.,Diseases of the skin,30.11.2021,2021,no,NA
auspar-talazoparib-as-tosilate-200225.pdf,"310749, 310750, 310751, 310752",PM-2018-04458-1-4,Talzenna,Talazoparib,Pfizer Australia Pty Ltd,Small molecule,Hard capsule,Oral,approved,authorised (under additional monitoring),15.11.2019,2019,no,no,treatment of patients with germline breast cancer susceptibility gene (BRCA) mutated human epidermal growth factor receptor 2 (HER2)-negative locally advanced or metastatic breast cancer,"treatment of patients with a deleterious or suspected deleterious germline breast cancer susceptibility gene (BRCA) mutation according to a validated diagnostic test, who have human epidermal growth factor receptor 2 (HER2)-negative, locally advanced or metastatic breast cancer",Neoplasms,30.11.2018,2018,no,NA
auspar-ixekizumab-170508.pdf,253892; 253893,PM-2015-01878-1-4,Taltz,Ixekizumab,Eli Lilly Australia Pty Ltd,Biologics,Solution for injection,Subcutaneous,approved,authorised,01.09.2016,2016,no,no,treatment of adult patients with moderate to severe plaque psoriasis,treatment of adult patients with moderate to severe plaque psoriasis who are candidates for systemic therapy or phototherapy,Diseases of the skin,Not reported,Not reported,no,NA
auspar-saxagliptin-dapagliflozin-171006.pdf,255632,PM-2015-02415-1-5,Qtern,saxagliptin / dapagliflozin,AstraZeneca Pty Ltd,Small molecule,Film-coated tablet,Oral,approved,authorised,21.10.2016,2016,no,no,To improve glycaemic control in adults with type 2 diabetes mellitus when treatment with both saxagliptin and dapagliflozin is appropriate.,"As an adjunct to diet and exercise, in combination with metformin, to improve glycaemic control in adults with type 2 diabetes mellitus when treatment with both saxagliptin and dapagliflozin is appropriate.","Endocrine, nutritional, and metabolic diseases",20.04.2015,2015,no,NA
auspar-lucentis-230519.pdf,148325,PM-2020-04187-1-5,Lucentis,Ranibizumab,Novartis Pharmaceuticals Australia Pty Ltd,Biologics,Solution for injection,Intravitreal,approved,authorised (under additional monitoring),02.02.2022,2022,yes,yes,"treatment of retinopathy of prematurity (ROP) with Zone I (Stage 1+, 2+, 3 or 3+), Zone II (Stage 3+) or AP-ROP (aggressive posterior ROP) disease","treatment of retinopathy of prematurity (ROP) with Zone I (Stage 1+, 2+, 3 or 3+), Zone II (Stage 3+) or AP-ROP (aggressive posterior ROP) disease",Diseases of the eye and adnexa,30.09.2020,2020,yes,Not reported
auspar-cleviprex.pdf,"156137, 156138",PM-2008-3132-3,Cleviprex,Clevidipine,Kendle Australia Pty Ltd,Small molecule,Injectable emulsion,Intravenous,approved,authorised,12.04.2010,2010,no,no,short term treatment of hypertension when oral therapy is not feasible or desirable,short term treatment of hypertension when oral therapy is not feasible or desirable,Diseases of the circulatory system,Not reported,Not reported,no,NA
auspar-certolizumab-140815.pdf,154726,PM-2013-00286-2-3,Cimzia,Certolizumab,UCB Australia Pty Ltd,Biologics,Solution for injection,Subcutaneous,approved,authorised,01.05.2014,2014,no,yes,Psoriatic arthritis; Ankylosing Spondylitis,Psoriatic arthritis; Ankylosing Spondylitis,Diseases of the musculoskeletal system and connective tissue,Not reported,Not reported,yes,Not reported
auspar-pegfilgrastim-190328.pdf,282830,PM-2016-03834-1-4,Fulphila,Pegfilgrastim,Alphapharm Pty Ltd,Biologics,Solution for injection,Subcutaneous,approved,authorised,06.08.2018,2018,no,no,"Treatment of cancer patients following chemotherapy to decrease the duration of severe neutropenia and reduce the incidence of infections, as manifested by febrile neutropenia.","Treatment of cancer patients following chemotherapy to decrease the duration of severe neutropenia and reduce the incidence of infections, as manifested by febrile neutropenia.",Neoplasms; Diseases of the blood and blood-forming organs,03.01.2017,2017,no,NA
