Administration_route,Application_date,Application_year,Current_status,Dataset,Decision,Decision_date,Decision_year,Disease_class(es),Document_name,Drug_class,Drug_name,Indication_approved,Disease_name(s),Indication_extended,Indication_requested,Indication_requested_extracted,Marketing_authorisation_holder,Marketing_authorisation_holder_extracted,Marketing_authorisation_number,Non_proprietary_name,Nonclinical_abridged,Orphan_drug_status,Pharmaceutical_form,Procedure_number,Referral_body
intravenous,19.09.2014,2014,authorised,PMDA,approved,28.05.2015,2015,Neoplasms,000215223.pdf,Biologics,Yervoy,Unresectable malignant melanoma,<Melanoma>,no,Unresectable or metastatic malignant melanoma,<Melanoma>,Bristol-Myers Squibb K.K.,Bristol-Myers Squibb,000215223,Ipilimumab,no,yes,injection,Not reported,NA
intramuscular,28.03.2014,2014,authorised,PMDA,approved,05.03.2015,2015,Infectious and parasitic diseases; Diseases of the respiratory system,000216064.pdf,Vaccine,Synflorix,"Prevention of invasive infections and pneumonia caused by Streptococcus pneumoniae (pneumococcal serotypes 1, 4, 5, 6B, 7F, 9V, 14, 18C, 19F, and 23F)",<Infections; Pneumonia>,no,"Prevention of invasive infections, acute otitis media, and pneumonia caused by Streptococcus pneumoniae",<Invasive Pneumococcal Disease>; <Otitis Media>; <Pneumonia>,"Japan Vaccine Co., Ltd.",Japan Vaccine,000216064,Pneumococcal 10-valent Conjugate Vaccine,yes,no,suspension,Not reported,Not reported
oral,26.08.2011,2011,authorised,PMDA,approved,27.04.2012,2012,"Endocrine, nutritional, and metabolic diseases",000153594.pdf,Small molecule,Tenelia,Type 2 diabetes mellitus,<Type 2 Diabetes Mellitus>,no,Type 2 diabetes mellitus,<Type 2 Diabetes Mellitus>,Mitsubishi Tanabe Pharma Corporation,Mitsubishi Tanabe,000153594,Teneligliptin Hydrobromide Hydrate,no,no,tablet,Not reported,NA
intravenous,22.03.2021,2021,authorised,PMDA,approved,25.02.2022,2022,Diseases of the circulatory system,000252154.pdf,Small molecule,Samtasu,Treatment of fluid retention in heart failure when treatment with other diuretics including loop diuretics is not sufficiently effective,<Heart Failure>,no,Treatment of fluid retention in heart failure when treatment with other diuretics including loop diuretics is not sufficiently effective,<Heart Failure>,"Otsuka Pharmaceutical Co., Ltd.",Otsuka,000252154,Tolvaptan Sodium Phosphate,no,no,Lyophilized powder,Not reported,NA
intramuscular,05.03.2021,2021,authorised,PMDA,approved,20.05.2021,2021,Infectious and parasitic diseases,000243267.pdf,Vaccine,COVID-19 Vaccine Moderna,Prevention of disease caused by SARS-CoV-2 infection (COVID-19),<SARS-CoV-2 Infections>,no,Prevention of disease caused by SARS-CoV-2 infection (COVID-19),<COVID-19>,Takeda Pharmaceutical Company Limited,Takeda,000243267,Coronavirus Modified Uridine RNA Vaccine,no,no,suspension,Not reported,NA
cutaneous,31.01.2019,2019,authorised,PMDA,approved,25.10.2019,2019,Diseases of the skin,000240793.pdf,Small molecule,Corectim,atopic dermatitis,"<Dermatitis, Atopic>",no,atopic dermatitis,"<Dermatitis, Atopic>",Japan Tobacco Inc.,Japan Tobacco,000240793,Delgocitinib,no,no,ointment,Not reported,NA
oral,27.04.2015,2015,authorised,PMDA,approved,01.02.2016,2016,Neoplasms; Diseases of the skin,000233741.pdf,Small molecule,Mekinist,Unresectable malignant melanoma with BRAF mutations,<Melanoma>,no,Malignant melanoma with BRAF V600 mutations,<Melanoma>,Novartis Pharma K.K.,Novartis,000233741,Trametinib,no,yes,tablet,Not reported,NA
oral,30.06.2022,2022,authorised,PMDA,approved,27.02.2023,2023,Infectious and parasitic diseases,000270863.pdf,Small molecule,Valixa,Symptomatic congenital cytomegalovirus disease,<Cytomegalovirus Infections>,yes,Symptomatic congenital cytomegalovirus disease,<Cytomegalovirus Infections>,Mitsubishi Tanabe Pharma Corporation,Mitsubishi Tanabe,000270863,Valganciclovir,yes,yes,Dry syrup,Not reported,Not reported
oral,04.03.2010,2010,authorised,PMDA,approved,24.11.2010,2010,Diseases of the circulatory system,000207341.pdf,Small molecule,Pradaxa,Reduction in the risk of ischaemic stroke and systemic embolism in patients with non-valvular atrial fibrillation,<Ischemic Stroke>; <Embolism>,no,Reduction in the risk of stroke and systemic embolism in patients with atrial fibrillation,<Stroke>; <Embolism>; <Atrial Fibrillation>,"Nippon Boehringer Ingelheim Co., Ltd.",Boehringer Ingelheim,000207341,Dabigatran Etexilate Methanesulfonate,no,no,capsule,Not reported,NA
oral,30.01.2023,2023,authorised,PMDA,approved,08.12.2023,2023,Mental and behavioural disorders,000272245.pdf,Small molecule,Rexulti,Depression or depressive state (for use only in patients who have an inadequate response to existing antidepressant therapy),<Depressive Disorder>,yes,Depression or depressive state (for use only in patients who have an inadequate response to existing antidepressant therapy),<Depressive Disorder>,"Otsuka Pharmaceutical Co., Ltd.",Otsuka,000272245,Brexpiprazole,yes,no,tablet,Not reported,Not reported
oral,22.05.2018,2018,authorised,PMDA,approved,21.02.2019,2019,"Endocrine, nutritional, and metabolic diseases",000232846.pdf,Small molecule,Rosuzet,"Hypercholesterolemia, familial hypercholesterolemia",<Hypercholesterolemia>; <Familial Hypercholesterolemia>,no,"Hypercholesterolemia, familial hypercholesterolemia",<Hypercholesterolemia>,MSD K.K.,MSD,000232846,Ezetimibe / Rosuvastatin Calcium,no,no,tablet,Not reported,NA
oral,30.01.2018,2018,authorised,PMDA,approved,29.08.2018,2018,Neoplasms; Diseases of the respiratory system,000228981.pdf,Small molecule,Lorbrena,ALK fusion gene-positive unresectable advanced and/or recurrent non-small cell lung cancer with resistance or intolerance to ALK tyrosine kinase inhibitor(s),<Non-Small Cell Lung Carcinoma>,no,ALK fusion gene-positive unresectable advanced and/or recurrent non-small cell lung cancer with resistance or intolerance to ALK tyrosine kinase inhibitor(s),<Non-Small Cell Lung Carcinoma>,Pfizer Japan Inc.,Pfizer,000228981,Lorlatinib,no,no,tablet,Not reported,NA
intramuscular,24.05.2021,2021,authorised,PMDA,approved,30.05.2022,2022,Infectious and parasitic diseases,000250190.pdf,Vaccine,Jcovden,Prevention of disease caused by SARS-CoV-2 infection (COVID-19),<Coronavirus Infections>,no,Prevention of disease caused by SARS-CoV-2 infection (COVID-19),<SARS-CoV-2>,Janssen Pharmaceutical K.K.,Janssen,000250190,COVID-19 (SARS-CoV-2) Vaccine,no,no,injection,Not reported,NA
intravenous,30.03.2016,2016,authorised,PMDA,approved,09.02.2017,2017,Diseases of the digestive system,000227668.pdf,Biologics,Stelara,Induction therapy for moderately to severely active Crohn’s disease (only in patients who have had an inadequate response to conventional therapy),<Crohn Disease>,yes,Induction therapy for moderately to severely active Crohn’s disease (only in patients who have had an inadequate response to conventional therapy),<Crohn Disease>,Janssen Pharmaceutical K.K.,Janssen,000227668,Ustekinumab,yes,no,solution,Not reported,Not reported
intravenous,19.01.2021,2021,authorised,PMDA,approved,30.08.2021,2021,"Endocrine, nutritional, and metabolic diseases",000270056.pdf,Biologics,Nexviazyme,Pompe disease,<Pompe Disease>,yes,Pompe disease,<Pompe Disease>,Sanofi K.K.,Sanofi,000270056,Avalglucosidase Alfa,no,yes,Lyophilized powder,Not reported,NA
intravenous,10.02.2022,2022,authorised,PMDA,approved,25.08.2022,2022,Diseases of the blood and blood-forming organs,000265467.pdf,Biologics,Cablivi,Acquired thrombotic thrombocytopenic purpura,<Thrombotic Thrombocytopenic Purpura>,no,Acquired thrombotic thrombocytopenic purpura,<Thrombotic Thrombocytopenic Purpura>,Sanofi K.K.,Sanofi,000265467,Caplacizumab,no,yes,Lyophilized powder,Not reported,NA
intramuscular,16.12.2021,2021,authorised,PMDA,approved,18.04.2022,2022,Infectious and parasitic diseases,000248293.pdf,Vaccine,Nuvaxovid,Prevention of disease caused by SARS-CoV-2 infection (COVID-19),<Coronavirus Infections>,no,Prevention of disease caused by SARS-CoV-2 infection (COVID-19),<Coronavirus Infections>,Takeda Pharmaceutical Company Limited,Takeda,000248293,Recombinant Coronavirus (SARS-CoV-2) Vaccine,yes,no,injection,Not reported,Not reported
oral,25.12.2009,2009,authorised,PMDA,approved,08.11.2010,2010,"Diseases of the musculoskeletal system and connective tissue; Endocrine, nutritional, and metabolic diseases",000223354.pdf,Small molecule,Feburic,Gout and hyperuricemia,<Gout>; <Hyperuricemia>,no,Improvement of hyperuricemia in patients with gout or hyperuricemia,<Hyperuricemia>; <Gout>,Teijin Pharma Limited,Teijin,000223354,Febuxostat,no,no,tablet,Not reported,NA
intravenous,06.09.2021,2021,authorised,PMDA,approved,27.09.2021,2021,Infectious and parasitic diseases,000245006.pdf,Biologics,Xevudy,Disease caused by SARS-CoV-2 infection (COVID-19),<Coronavirus Infections>,no,Disease caused by SARS-CoV-2 infection (COVID-19),<COVID-19>,GlaxoSmithKline K.K.,GlaxoSmithKline,000245006,Sotrovimab,no,no,solution,Not reported,NA
intravenous,23.01.2019,2019,authorised,PMDA,approved,10.10.2019,2019,Neoplasms; Diseases of the respiratory system,000235287.pdf,Biologics,Tecentriq,Unresectable advanced or recurrent non-small cell lung cancer; Extensive-stage small cell lung cancer,<Lung Neoplasms>,yes,Unresectable advanced or recurrent non-small cell lung cancer,<Non-Small-Cell Lung Carcinoma>,"Chugai Pharmaceutical Co., Ltd.",Chugai,000235287,Atezolizumab,yes,no,Injection,Not reported,Not reported
intravenous,21.12.2018,2018,authorised,PMDA,approved,07.08.2019,2019,Neoplasms,000235286.pdf,Biologics,Tecentriq,"PD-L1-positive, hormone-receptor-negative and HER2-negative inoperable or recurrent breast cancer",<Breast Neoplasms>,yes,PD-L1-positive inoperable or recurrent breast cancer,<Breast Neoplasms>,"Chugai Pharmaceutical Co., Ltd.",Chugai,000235286,Atezolizumab,yes,no,Injection,Not reported,Not reported
oral,29.07.2015,2015,authorised,PMDA,approved,20.04.2016,2016,Diseases of the musculoskeletal system and connective tissue; Neoplasms,000223355.pdf,Small molecule,Feburic,Gout and hyperuricemia; Hyperuricemia associated with cancer chemotherapy,<Gout>; <Hyperuricemia>,yes,Gout and hyperuricemia; Prevention of hyperuricemia associated with cancer chemotherapy,<Gout>; <Hyperuricemia>,Teijin Pharma Limited,Teijin,000223355,Febuxostat,yes,no,tablet,Not reported,Not reported
Oral,26.07.2023,2023,authorised,PMDA,approved,29.02.2024,2024,Diseases of the musculoskeletal system and connective tissue,000273006.pdf,Small molecule,Acenobel,Suppression of the progression of muscular weakness in patients with distal myopathy with rimmed vacuoles,<Distal Myopathy>,no,Suppression of the progression of muscular weakness in patients with GNE myopathy,<GNE Myopathy>,"Nobelpharma Co., Ltd.",Nobel,000273006,Aceneuramic Acid,no,yes,tablet,Not reported,NA
oral,30.06.2020,2020,authorised,PMDA,approved,28.05.2021,2021,Neoplasms; Diseases of the blood and blood-forming organs,000250191.pdf,Small molecule,Tazverik,Relapsed or refractory EZH2 gene mutation-positive follicular lymphoma (limited to those refractory to standard treatments),<Follicular Lymphoma>,no,Relapsed or refractory EZH2 gene mutation-positive follicular lymphoma (limited to those refractory to standard treatments),<Follicular Lymphoma>,"Eisai Co., Ltd.",Eisai,000250191,Tazemetostat Hydrobromide,no,no,tablet,Not reported,NA
oral,23.06.2017,2017,authorised,PMDA,approved,02.03.2018,2018,Neoplasms; Diseases of the digestive system,000233542.pdf,Small molecule,Lenvima,"Unresectable thyroid cancer, unresectable hepatocellular carcinoma","<Thyroid Neoplasms>; <Carcinoma, Hepatocellular>",yes,Unresectable hepatocellular carcinoma,<Hepatocellular Carcinoma>,"Eisai Co., Ltd.",Eisai,000233542,Lenvatinib Mesilate,yes,no,capsule,Not reported,Not reported
oral,08.07.2019,2019,authorised,PMDA,approved,29.05.2020,2020,Diseases of the blood and blood-forming organs,000243933.pdf,Small molecule,Vafseo,Renal anemia,<Anemia>,no,Renal anemia,<Anemia>,Mitsubishi Tanabe Pharma Corporation,Mitsubishi Tanabe,000243933,Vadadustat,no,no,tablet,Not reported,NA
Oral,27.04.2015,2015,authorised,PMDA,approved,01.02.2016,2016,Neoplasms; Diseases of the skin,000233740.pdf,Small molecule,Tafinlar,Unresectable malignant melanoma with BRAF mutations,<Melanoma>,no,Malignant melanoma with BRAF V600 mutations,<Melanoma>,Novartis Pharma K.K.,Novartis,000233740,Dabrafenib,no,yes,capsule,Not reported,NA
percutaneous,06.07.2022,2022,authorised,PMDA,approved,29.07.2022,2022,Infectious and parasitic diseases,000247943.pdf,Vaccine,Freeze-dried Smallpox Vaccine Prepared in Cell Culture LC16 “KMB”,Prevention of smallpox and monkeypox,<Smallpox>; <Monkeypox>,yes,Prevention of smallpox and monkeypox,<Smallpox>; <Monkeypox>,"KM Biologics Co., Ltd.",KM Biologics,000247943,Freeze-dried Smallpox Vaccine Prepared in Cell Culture,yes,no,Powder,Not reported,Not reported
oral,17.12.2015,2015,authorised,PMDA,approved,09.09.2016,2016,Infectious and parasitic diseases,000222649.pdf,Small molecule,Viekirax,Suppression of viremia in serogroup 2 (genotype 2) chronic hepatitis C patients,<Chronic Hepatitis C>,yes,Suppression of viremia in treatment-naïve patients with serogroup 2 (genotype 2) chronic hepatitis C,<Chronic Hepatitis C>,AbbVie GK,AbbVie,000222649,Ombitasvir Hydrate/Paritaprevir Hydrate/Ritonavir,no,no,tablet,Not reported,NA
subcutaneous,07.10.2016,2016,authorised,PMDA,approved,27.07.2017,2017,Diseases of the musculoskeletal system and connective tissue,000226413.pdf,Biologics,Kevzara,Rheumatoid arthritis in patients who have had an inadequate response to conventional treatments,<Rheumatoid Arthritis>,no,Rheumatoid arthritis in patients who have had an inadequate response to conventional treatments,<Rheumatoid Arthritis>,Sanofi K.K.,Sanofi,000226413,Sarilumab,no,no,solution,Not reported,NA
intravenous,17.02.2017,2017,authorised,PMDA,approved,06.11.2017,2017,Neoplasms; Diseases of the respiratory system,000234771.pdf,Biologics,Tecentriq,Unresectable advanced or recurrent non-small cell lung cancer,<Non-Small Cell Lung Carcinoma>,no,Unresectable advanced or recurrent non-small cell lung cancer,<Non-Small-Cell Lung Carcinoma>,"Chugai Pharmaceutical Co., Ltd.",Chugai,000234771,Atezolizumab,no,no,solution,Not reported,NA
oral,31.03.2011,2011,authorised,PMDA,approved,29.02.2012,2012,Neoplasms; Diseases of the respiratory system,000153949.pdf,Small molecule,Xalkori,"ALK-positive, unresectable, advanced or relapsed non-small-cell lung cancer",<Non-Small-Cell Lung Carcinoma>,no,ALK-positive advanced non-small-cell lung cancer,<Lung Neoplasms>,Pfizer Japan Inc.,Pfizer,000153949,Crizotinib,no,yes,capsule,Not reported,NA
intravenous,05.10.2016,2016,authorised,PMDA,approved,24.11.2016,2016,Neoplasms; Diseases of the blood and blood-forming organs,000227269.pdf,Small molecule,Treakisym,Low-grade B-cell non-Hodgkin’s lymphoma and mantle cell lymphoma; Chronic lymphocytic leukemia,"<Non-Hodgkin Lymphoma>; <Mantle Cell Lymphoma>; <Leukemia, Lymphocytic, Chronic, B-Cell>",yes,Low-grade B-cell non-Hodgkin’s lymphoma and mantle cell lymphoma; Chronic lymphocytic leukemia,"<Non-Hodgkin Lymphoma>; <Mantle Cell Lymphoma>; <Leukemia, Lymphocytic, Chronic, B-Cell>",SymBio Pharmaceuticals Limited,SymBio,000227269,Bendamustine Hydrochloride,yes,no,Lyophilized powder,Not reported,Not reported
oral,31.01.2024,2024,authorised,PMDA,approved,24.05.2024,2024,Neoplasms; Diseases of the blood and blood-forming organs,000272485.pdf,Small molecule,Ezharmia,Relapsed or refractory peripheral T-cell lymphoma,<Peripheral T-Cell Lymphoma>,yes,Relapsed or refractory peripheral T-cell lymphoma,<Peripheral T-Cell Lymphoma>,"Daiichi Sankyo Company, Limited",Daiichi Sankyo,000272485,Valemetostat,yes,no,tablet,Not reported,Not reported
oral,29.10.2013,2013,authorised,PMDA,approved,26.06.2014,2014,Infectious and parasitic diseases,000209023.pdf,Small molecule,Sunvepra,"Improvement of viraemia in patients with chronic hepatitis C serogroup 1 (genotype 1), or chronic hepatitis C serogroup 1 with compensated cirrhosis",<Chronic Hepatitis C>; <Cirrhosis>,no,"Improvement of viraemia in patients with chronic hepatitis C serogroup 1 (genotype 1), or chronic hepatitis C serogroup 1 with compensated cirrhosis",<Chronic Hepatitis C>; <Liver Cirrhosis>,Bristol-Myers K.K.,Bristol-Myers,000209023,Asunaprevir,no,no,capsule,Not reported,NA
oral,29.03.2010,2010,authorised,PMDA,approved,21.02.2011,2011,Diseases of the musculoskeletal system and connective tissue,000220894.pdf,Small molecule,Lixiana,Prevention of venous thromboembolism in patients undergoing orthopedic surgery of the lower limbs,<Venous Thromboembolism>,no,Prevention of venous thromboembolism in patients undergoing orthopedic surgery of the lower limbs,<Venous Thromboembolism>,"Daiichi Sankyo Company, Limited",Daiichi Sankyo,000220894,Edoxaban Tosilate Hydrate,no,no,tablet,Not reported,NA
oral,26.02.2018,2018,authorised,PMDA,approved,03.12.2018,2018,Diseases of the circulatory system,000231769.pdf,Small molecule,Minnebro,Hypertension,<Hypertension>,no,Hypertension,<Hypertension>,"Daiichi Sankyo Company, Limited",Daiichi Sankyo,000231769,Esaxerenone,no,no,tablet,Not reported,NA
Oral,27.02.2019,2019,authorised,PMDA,approved,29.05.2020,2020,Diseases of the nervous system,000243472.pdf,Small molecule,Ongentys,Improvement of end-of-dose motor fluctuations (wearing-off phenomenon) in patients with Parkinson’s disease by combination use with levodopa/carbidopa or levodopa/benserazide hydrochloride,<Parkinson Disease>,no,Improvement of end-of-dose motor fluctuations (wearing-off phenomenon) in patients with Parkinson’s disease by combination use with levodopa/carbidopa or levodopa/benserazide hydrochloride,<Parkinson Disease>,"Ono Pharmaceutical Co., Ltd.",Ono,000243472,Opicapone,no,no,Tablet,Not reported,NA
intravenous,22.03.2017,2017,authorised,PMDA,approved,04.12.2017,2017,Diseases of the nervous system,000231967.pdf,Biologics,Soliris,Treatment of patients with generalized myasthenia gravis (only for symptoms uncontrollable with high-dose intravenous immunoglobulin therapy or plasmapheresis),<Myasthenia Gravis>,yes,Treatment of patients with generalized myasthenia gravis (only for symptoms uncontrollable with high-dose intravenous immunoglobulin therapy or plasmapheresis),<Myasthenia Gravis>,Alexion Pharma Godo Kaisha,Alexion,000231967,Eculizumab,yes,yes,injection,Not reported,Not reported
intramuscular,26.09.2007,2007,authorised,PMDA,approved,31.08.2009,2009,Neoplasms; Infectious and parasitic diseases,000153196.pdf,Vaccine,Cervarix,Prevention of cervical cancer (squamous-cell carcinoma and adenocarcinoma) and its precursor lesions (cervical intraepithelial neoplasia [CIN] grades 2 and 3) caused by infection with human papillomavirus (HPV) types 16 and 18.,<Cervical Cancer>; <Cervical Intraepithelial Neoplasia>,no,Prevention of cervical cancer (squamous-cell carcinoma and adenocarcinoma) and its precursor lesions (cervical intraepithelial neoplasia [CIN] grades 2 and 3) caused by infection with human papillomavirus (HPV) types 16 and 18.,<Cervical Cancer>; <Cervical Intraepithelial Neoplasia>,GlaxoSmithKline K.K.,GlaxoSmithKline,000153196,Recombinant Adsorbed Bivalent Human Papillomavirus-like Particle Vaccine,no,no,injection,Not reported,NA
intramuscular,10.11.2021,2021,authorised,PMDA,approved,20.01.2022,2022,Infectious and parasitic diseases,000245994.pdf,Vaccine,Comirnaty,Prevention of disease caused by SARS-CoV-2 infection (COVID-19),<COVID-19>,yes,Prevention of disease caused by SARS-CoV-2 infection (COVID-19),<COVID-19>,Pfizer Japan Inc.,Pfizer,000245994,Coronavirus Modified Uridine RNA Vaccine,yes,no,Injection,Not reported,Not reported
subcutaneous,27.12.2011,2011,authorised,PMDA,approved,20.07.2012,2012,Infectious and parasitic diseases,000153343.pdf,Vaccine,Tetrabik,"Prevention of pertussis, diphtheria, tetanus, and acute poliomyelitis",<Pertussis>; <Diphtheria>; <Tetanus>; <Poliomyelitis>,no,"Prevention of pertussis, diphtheria, tetanus, and acute poliomyelitis",<Pertussis>; <Diphtheria>; <Tetanus>; <Poliomyelitis>,The Research Foundation for Microbial Diseases of Osaka University,Osaka University,000153343,Adsorbed Diphtheria-Purified Pertussis-Tetanus-Inactivated Polio (Sabin strain) Combined Vaccine,yes,no,suspension,Not reported,Not reported
oral,10.08.2018,2018,authorised,PMDA,approved,28.05.2019,2019,Mental and behavioural disorders,000235724.pdf,Small molecule,Intuniv,Attention-deficit/hyperactivity disorder (AD/HD) in adults,<Attention Deficit Disorder with Hyperactivity>,yes,Attention-deficit/hyperactivity disorder (AD/HD) in pediatric patients,<Attention Deficit Disorder with Hyperactivity>,"Shionogi & Co., Ltd.",Shionogi,000235724,Guanfacine,yes,no,tablet,Not reported,Not reported
oral,30.09.2009,2009,authorised,PMDA,approved,26.08.2010,2010,Diseases of the blood and blood-forming organs,000208512.pdf,Small molecule,Revolade,Chronic idiopathic thrombocytopenic purpura,"<Thrombocytopenic Purpura, Idiopathic>",no,Idiopathic thrombocytopenic purpura,"<Thrombocytopenic Purpura, Idiopathic>",GlaxoSmithKline K.K.,GlaxoSmithKline,000208512,Eltrombopag,no,yes,tablet,Not reported,NA
Intravenous,16.04.2015,2015,authorised,PMDA,approved,26.02.2016,2016,Diseases of the blood and blood-forming organs,000219621.pdf,Biologics,Adynovate,Control of bleeding tendency in patients with blood coagulation factor VIII deficiency,<Blood Coagulation Disorders>,no,Control of bleeding tendency in patients with blood coagulation factor VIII deficiency,<Blood Coagulation Disorders>,Baxter Limited,Baxter,000219621,Rurioctocog Alfa Pegol,no,no,Lyophilized powder,Not reported,NA
intramuscular,18.04.2017,2017,authorised,PMDA,approved,02.03.2018,2018,Infectious and parasitic diseases,000233792.pdf,Vaccine,Shingrix,Prevention of herpes zoster,<Herpes Zoster>,no,Prevention of herpes zoster and postherpetic neuralgia,<Herpes Zoster>; <Postherpetic Neuralgia>,"Japan Vaccine Co., Ltd.",Japan Vaccine,000233792,Dried Recombinant Herpes Zoster Vaccine,no,no,lyophilized product,Not reported,NA
subcutaneous,21.01.2010,2010,authorised,PMDA,approved,29.11.2010,2010,Diseases of the skin; Diseases of the musculoskeletal system and connective tissue,000153747.pdf,Biologics,Stelara,Psoriasis vulgaris and psoriatic arthritis in patients who have had an inadequate response to conventional therapy,"<Psoriasis>; <Arthritis, Psoriatic>",no,Moderate to severe psoriasis vulgaris; Psoriatic arthritis with moderate to severe plaque psoriasis,"<Psoriasis>; <Arthritis, Psoriatic>",Janssen Pharmaceutical K.K.,Janssen,000153747,Ustekinumab,no,no,solution,Not reported,NA
oral,25.12.2015,2015,authorised,PMDA,approved,09.09.2016,2016,Infectious and parasitic diseases,000222648.pdf,Small molecule,Rebetol,Suppression of viremia in serogroup 2 (genotype 2) chronic hepatitis C patients,"<Hepatitis C, Chronic>",yes,Suppression of viremia in serogroup 2 (genotype 2) chronic hepatitis C patients,<Chronic Hepatitis C>,MSD K.K.,MSD,000222648,Ribavirin,no,no,capsule,Not reported,NA
intravenous,31.03.2009,2009,authorised,PMDA,approved,26.02.2010,2010,Diseases of the blood and blood-forming organs,000153009.pdf,Biologics,Soliris,Reduction of hemolysis in patients with paroxysmal nocturnal hemoglobinuria,<Paroxysmal Nocturnal Hemoglobinuria>,no,Paroxysmal nocturnal hemoglobinuria,<Paroxysmal Nocturnal Hemoglobinuria>,Alexion Pharma K.K.,Alexion,000153009,Eculizumab,yes,yes,solution,Not reported,Not reported
intravenous,07.12.2018,2018,authorised,PMDA,approved,02.08.2019,2019,Neoplasms; Diseases of the respiratory system,000234772.pdf,Biologics,Tecentriq,Unresectable advanced or recurrent non-small cell lung cancer; Extensive-stage small cell lung cancer,<Lung Neoplasms>,yes,Unresectable small cell lung cancer,<Small Cell Lung Carcinoma>,"Chugai Pharmaceutical Co., Ltd.",Chugai,000234772,Atezolizumab,yes,yes,Injection,Not reported,Not reported
oral,05.02.2010,2010,authorised,PMDA,approved,24.11.2010,2010,Diseases of the nervous system,000207435.pdf,Small molecule,Memary,Control of the progression of dementia symptoms in patients with moderate to severe Alzheimer’s disease,<Alzheimer Disease>,no,Control of the progression of dementia symptoms in moderate to severe Alzheimer’s disease,<Alzheimer Disease>,"Daiichi Sankyo Company, Limited",Daiichi Sankyo,000207435,Memantine Hydrochloride,no,no,tablet,Not reported,NA
intravenous,24.12.2013,2013,authorised,PMDA,approved,26.06.2014,2014,Neoplasms,000209430.pdf,Biologics,Opdivo,Treatment of unresectable malignant melanoma,<Melanoma>,no,Malignant melanoma,<Melanoma>,"Ono Pharmaceutical Co., Ltd.",Ono,000209430,Nivolumab,no,yes,Injection,Not reported,NA
cutaneous,28.09.2020,2020,authorised,PMDA,approved,30.08.2021,2021,Diseases of the skin,000250545.pdf,Small molecule,Moizerto,Atopic dermatitis,"<Dermatitis, Atopic>",no,Atopic dermatitis,"<Dermatitis, Atopic>","Otsuka Pharmaceutical Co., Ltd.",Otsuka,000250545,Difamilast,no,no,ointment,Not reported,NA
oral,13.12.2011,2011,authorised,PMDA,approved,06.09.2012,2012,Neoplasms,000153553.pdf,Small molecule,Votrient,Soft tissue sarcoma,<Soft Tissue Neoplasms>,yes,Advanced soft tissue sarcoma,<Soft Tissue Neoplasms>,GlaxoSmithKline K.K.,GlaxoSmithKline,000153553,Pazopanib Hydrochloride,no,yes,tablet,Not reported,NA
intravenous,09.06.2023,2023,authorised,PMDA,approved,04.03.2024,2024,Neoplasms; Diseases of the digestive system,000272323.pdf,Biologics,Vyloy,CLDN18.2-positive unresectable advanced or recurrent gastric cancer,<Gastric Cancer>,no,"CLDN18.2-positive locally advanced, unresectable or metastatic gastric cancer",<Gastric Cancer>,Astellas Pharma Inc.,Astellas,000272323,Zolbetuximab,no,no,lyophilized powder,Not reported,NA
intravenous,05.11.2015,2015,authorised,PMDA,approved,10.08.2016,2016,Diseases of the nervous system,000223352.pdf,Biologics,Kenketu Glovenin-I,Guillain-Barré syndrome (for patients with severe GBS in the acute exacerbation phase and difficulty in walking),<Guillain-Barre Syndrome>,yes,Guillain-Barré syndrome (for patients with severe GBS in the acute exacerbation phase and difficulty in walking),<Guillain-Barré Syndrome>,"Nihon Pharmaceutical Co., Ltd.",Nihon,000223352,Polyethylene Glycol-treated Human Normal Immunoglobulin,yes,no,Lyophilized powder,Not reported,Not reported
oral,08.10.2019,2019,authorised,PMDA,approved,04.09.2020,2020,Diseases of the musculoskeletal system and connective tissue,000247830.pdf,Small molecule,Jyseleca,Rheumatoid arthritis in patients who have had an inadequate response to conventional therapies (including the prevention of structural joint damage),<Rheumatoid Arthritis>,no,Rheumatoid arthritis in patients who have had an inadequate response to conventional therapies (including the prevention of structural joint damage),<Rheumatoid Arthritis>,Gilead Sciences K.K.,Gilead,000247830,Filgotinib Maleate,no,no,tablet,Not reported,NA
Inhalation,07.10.2015,2015,authorised,PMDA,approved,24.06.2016,2016,Infectious and parasitic diseases,000222716.pdf,Small molecule,Inavir,Treatment and prophylaxis of influenza A or B virus infection,<Influenza>,yes,Treatment and prophylaxis of influenza A or B virus infection,<Influenza>,"Daiichi Sankyo Company, Limited",Daiichi Sankyo,000222716,Laninamivir Octanoate Hydrate,yes,no,powder,Not reported,Not reported
subcutaneous,14.07.2008,2008,authorised,PMDA,approved,27.11.2009,2009,"Endocrine, nutritional, and metabolic diseases",000153180.pdf,Peptides and proteins,Victoza,Type 2 diabetes mellitus,<Type 2 Diabetes Mellitus>,no,Type 2 diabetes mellitus,<Type 2 Diabetes Mellitus>,Novo Nordisk Pharma Ltd.,Novo Nordisk,000153180,Liraglutide,no,no,solution,Not reported,NA
intramuscular,28.09.2021,2021,authorised,PMDA,approved,10.11.2021,2021,Infectious and parasitic diseases,000245968.pdf,Vaccine,Comirnaty,Prevention of disease caused by SARS-CoV-2 infection (COVID-19),<COVID-19>,yes,Prevention of disease caused by SARS-CoV-2 infection (COVID-19),<SARS-CoV-2>,Pfizer Japan Inc.,Pfizer,000245968,Coronavirus Modified Uridine RNA Vaccine,yes,no,injection,Not reported,Not reported
