Marketing_authorisation_number,Procedure_number,Drug_name,Non_proprietary_name,Marketing_authorisation_holder,Drug_class,Pharmaceutical_form,Administration_route,Decision,Current_status,Decision_date,Decision_year,Orphan_drug_status,Indication_extended,Indication_requested,Indication_approved,Disease_class(es),Application_date,Application_year,Nonclinical_abridged,Referral_body,Document_name,Agency
207595-207599,pm-2013-00307-1-3,adempas,riociguat,bayer australia ltd,small molecule,tablet,oral,approved,authorised,07.04.2014,2014,yes,no,treatment of inoperable or persistent or recurrent chronic thromboembolic pulmonary hypertension (cteph) and pulmonary arterial hypertension (pah),pulmonary arterial hypertension; chronic thromboembolic pulmonary hypertension,diseases of the circulatory system,,,no,na,auspar-riociguat-140612.pdf,TGA
60318 and 60319,pm-2009-01744-3-3,mabthera,rituximab,roche products pty ltd,biologics,solution,intravenous,approved,authorised,06.05.2010,2010,no,yes,"treatment of moderate to severe, active rheumatoid arthritis in patients who have had an inadequate response or intolerance to at least one tumour necrosis factor (tnf) antagonist therapy",non-hodgkin's lymphoma; chronic lymphocytic leukaemia; rheumatoid arthritis,neoplasms; diseases of the blood and blood-forming organs; diseases of the musculoskeletal system and connective tissue,,,yes,,auspar-mabthera.pdf,TGA
"373031, 375309 and 375314",pm-2021-03777-1-4,pemazyre,pemigatinib,specialised therapeutics alim pty ltd,small molecule,tablet,oral,approved,authorised (under additional monitoring),12.09.2022,2022,yes,no,treatment of adults with locally advanced or metastatic cholangiocarcinoma with a fibroblast growth factor receptor 2 (fgfr2) fusion or rearrangement that is relapsed or refractory after at least one line of systemic therapy,treatment of adult patients with locally advanced or metastatic cholangiocarcinoma with a fibroblast growth factor receptor 2 (fgfr2) fusion or rearrangement that has progressed after at least one prior line of systemic therapy,neoplasms; diseases of the digestive system,30.09.2021,2021,no,na,auspar-pemazyre-230703.pdf,TGA
"132305, 185997",pm-2011-00908-3-4,tykerb,lapatinib,glaxosmithkline australia pty ltd,small molecule,tablet,oral,approved,authorised,05.06.2012,2012,no,yes,in combination with paclitaxel for the treatment of patients with metastatic breast cancer whose tumours overexpress her2 (erbb2).,"tykerb, in combination with paclitaxel, is indicated for the first line treatment of patients with metastatic breast cancer whose tumours overexpress her2 (erbb2) and for whom trastuzumab is not appropriate.",neoplasms,,,no,na,auspar-lapatinib-121112.pdf,TGA
263184,pm-2015-03196-1-4,onivyde,irinotecan,baxalta australia pty ltd,small molecule,solution,intravenous,approved,authorised,13.12.2016,2016,no,no,"treatment of metastatic adenocarcinoma of the pancreas, in combination with 5-fluorouracil and folinic acid (leucovorin) in adult patients who have been previously treated with gemcitabine-based therapy.","treatment of metastatic adenocarcinoma of the pancreas, in combination with 5-fluorouracil and folinic acid (leucovorin) in adult patients who have been previously treated with gemcitabine-based therapy.",neoplasms; diseases of the digestive system,,,no,na,auspar-irinotecan-171005.pdf,TGA
"176980 (400mg), 176982 (100mg), 176985 (50mg)",pm-2010-03093-3-2,viramune xr,nevirapine,boehringer ingelheim pty ltd,small molecule,tablet,oral,approved,authorised,19.12.2011,2011,no,no,treatment of hiv-1 infection in adults and children over the age of three years,treatment of hiv-1 infection in adults and children over the age of three years,infectious and parasitic diseases,,,yes,,auspar-nevirapine-120319.pdf,TGA
405072,pm-2023-00623-1-6,nelarabine-reach,nelarabine,reach pharmaceuticals pty ltd,small molecule,solution,intravenous,approved,authorised,25.03.2024,2024,yes,no,treatment of patients with t-cell acute lymphoblastic leukemia and t-cell lymphoblastic lymphoma.,treatment of patients with relapsing/refractory t-cell acute lymphoblastic leukemia and t-cell lymphoblastic lymphoma whose disease has not responded to or has relapsed following treatment with at least two chemotherapy regimens.,neoplasms; diseases of the blood and blood-forming organs,31.03.2023,2023,yes,,auspar-nelarabine-reach-240821.pdf,TGA
263932,pm-2021-04831-1-4,keytruda,pembrolizumab,merck sharp & dohme (australia) pty ltd,biologics,concentrate,intravenous,approved,authorised,02.09.2022,2022,no,yes,"treatment of patients with high-risk early-stage triple-negative breast cancer (tnbc) in combination with chemotherapy as neoadjuvant treatment, and then continued as monotherapy as adjuvant treatment after surgery.","treatment of patients with high-risk early-stage triple-negative breast cancer (tnbc) in combination with chemotherapy as neoadjuvant treatment, and then continued as monotherapy as adjuvant treatment after surgery.",neoplasms,24.11.2021,2021,yes,,auspar-keytruda-230508.pdf,TGA
"137832, 138415, 138402, 138421, 168211, 168215",pm-2013-02038-1-3,pradaxa,dabigatran etexilate,boehringer ingelheim pty ltd,small molecule,capsule,oral,approved,authorised,24.08.2015,2015,no,yes,treatment of acute deep vein thrombosis (dvt) and/or pulmonary embolism (pe) and prevention of related death; prevention of recurrent deep vein thrombosis (dvt) and/or pulmonary embolism (pe) and related death.,"treatment of deep vein thrombosis (dvt) and pulmonary embolism (pe), and for the prevention of recurrent dvt and pe in adults.",diseases of the circulatory system,,,yes,,auspar-dabigatran-etexilate-160104.pdf,TGA
"330537, 330536",pm-2020-00593-1-6,ruxience,rituximab,pfizer australia pty ltd,biologics,solution,intravenous,approved,authorised,26.02.2021,2021,no,no,non-hodgkin’s lymphoma; chronic lymphocytic leukaemia; rheumatoid arthritis; granulomatosis with polyangiitis; microscopic polyangiitis,non-hodgkin’s lymphoma; chronic lymphocytic leukaemia; rheumatoid arthritis; granulomatosis with polyangiitis; microscopic polyangiitis,neoplasms; diseases of the blood and blood-forming organs; diseases of the musculoskeletal system and connective tissue; diseases of the respiratory system,06.04.2020,2020,no,na,auspar-rituximab-210412.pdf,TGA
"224636, 224637, 224638, 234434, 234442",pm-2014-01438-1-2,viekira pak -rbv,paritaprevir / ritonavir / ombitasvir and dasabuvir (as sodium salt) / ribavirin,abbvie pty ltd,small molecule,tablet,oral,approved,authorised,01.07.2015,2015,no,no,"treatment of genotype 1 chronic hepatitis c infection, including patients with cirrhosis","treatment of genotype 1 chronic hepatitis c infection, including patients with compensated cirrhosis",infectious and parasitic diseases,,,no,na,auspar-paritaprevir-ritonavir-ombitasvir-dasabuvir-as-sodium-salt-and-ribavirin-170324.pdf,TGA
206494,pm-2012-04123-1-5,jetrea,ocriplasmin,alcon laboratories australia pty ltd,biologics,concentrate,intravitreal,approved,authorised,03.10.2014,2014,no,no,treatment of symptomatic vitreomacular adhesion (svma) including those associated with macular hole in adults,treatment of vitreomacular traction (vmt) including when associated with macular hole of diameter less than or equal to 400 microns,diseases of the eye and adnexa,,,no,na,auspar-ocriplasmin-141110.pdf,TGA
387298,pm-2022-01544-1-6,minjuvi,tafasitamab,specialised therapeutics alim pty ltd,biologics,powder,intravenous,approved,authorised (under additional monitoring),19.06.2023,2023,yes,no,minjuvi is indicated in combination with lenalidomide followed by minjuvi monotherapy for the treatment of adult patients with relapsed or refractory diffuse large b-cell lymphoma (dlbcl) who are not eligible for autologous stem cell transplant (asct).,minjuvi is indicated in combination with lenalidomide followed by minjuvi monotherapy for the treatment of adult patients with relapsed or refractory diffuse large b-cell lymphoma (dlbcl) who are not eligible for autologous stem cell transplant (asct).,neoplasms; diseases of the blood and blood-forming organs,03.06.2022,2022,no,na,auspar-minjuvi-240123.pdf,TGA
231867 and 231868,pm-2017-03752-1-4,opdivo,nivolumab,bristol-myers squibb australia pty ltd,biologics,concentrate,intravenous,approved,authorised,23.04.2018,2018,no,yes,"adjuvant treatment of patients with completely resected stage iii or stage iv melanoma, as monotherapy.",adjuvant treatment of patients with melanoma with involvement of lymph nodes or metastatic disease who have undergone complete resection.,neoplasms; diseases of the skin,23.10.2017,2017,yes,,auspar-nivolumab-180806.pdf,TGA
"210048, 210042",pm-2013-01102-1-1,entyvio/kynteles,vedolizumab,takeda pharmaceuticals australia pty ltd,biologics,powder,intravenous,approved,authorised,26.06.2014,2014,no,no,"treatment of adult patients with moderate to severe ulcerative colitis and crohn’s disease who have had an inadequate response with, lost response to, or are intolerant to either conventional therapy or a tumour necrosis factor-alpha (tnfα) antagonist.","treatment of adult patients with moderate to severe ulcerative colitis and crohn’s disease who have had an inadequate response with, lost response to, or are intolerant to either conventional therapy or a tumour necrosis factor-alpha (tnfα) antagonist.",diseases of the digestive system,,,no,na,auspar-vedolizumab-141117.pdf,TGA
"273238, 273239",pm-2016-00929-1-4,lonsurf and orcantas,trifluridine/tipiracil,servier laboratories australia pty ltd,small molecule,tablet,oral,approved,authorised,19.05.2017,2017,no,no,"for the treatment of adult patients with metastatic colorectal cancer (mcrc) who have been previously treated with, or are not considered candidates for, available therapies including fluoropyrimidine-, oxaliplatin- and irinotecan-based chemotherapies, anti-vegf agents, and anti-egfr agents.","treatment of adult patients with metastatic colorectal cancer (mcrc) who have been previously treated with, or are not considered candidates for, fluoropyrimidine-, oxaliplatin- and irinotecan-based chemotherapies, anti-vegf agents, and anti-egfr agents.",neoplasms; diseases of the digestive system,02.05.2016,2016,no,na,auspar-trifluridine-tipiracil-180612.pdf,TGA
"405528, 405529",pm-2023-00714-1-1,velsipity,etrasimod,pfizer australia pty ltd,small molecule,tablet,oral,approved,authorised,17.05.2024,2024,no,no,treatment of patients 16 years of age and older with moderately to severely active ulcerative colitis (uc).,"treatment of adults with moderately to severely active ulcerative colitis (uc) who have had inadequate response, loss of response or intolerance to conventional, biologic or janus kinase (jak) inhibitor therapies.",diseases of the digestive system,31.03.2023,2023,no,na,auspar-velsipity-240912.pdf,TGA
180859 and 180860,pm-2013-04198-1-1,eylea,aflibercept,bayer australia ltd,biologics,solution,intravitreal,approved,authorised,02.02.2015,2015,no,yes,diabetic macular oedema (dme),diabetic macular oedema (dme),"diseases of the eye and adnexa; endocrine, nutritional, and metabolic diseases",,,yes,,auspar-aflibercept-150721.pdf,TGA
aust r 158447 (vial syringe) and aust r 192696 (vial/vial),pm-2017-00536-1-2,menveo,"meningococcal (groups a,c,w-135 and y) oligosaccharide crm197 conjugate vaccine",glaxosmithkline australia pty ltd,vaccine,solution; powder,intramuscular,approved,authorised,03.07.2017,2017,no,yes,"immunisation of infants over 2 months of age and children to prevent invasive disease caused by neisseria meningitidis serogroups a, c, w135 and y.","active immunisation of infants and children (from 2 months of age), adolescents and adults to prevent invasive disease caused by neisseria meningitidis serogroups a, c, w135 and y.",infectious and parasitic diseases,,,yes,,auspar-menveo-180410.pdf,TGA
442230; 442231; 442232,pm-2024-00653-1-4,omjjara,momelotinib dihydrochloride monohydrate,glaxosmithkline australia pty ltd,small molecule,tablet,oral,approved,authorised (under additional monitoring),17.12.2024,2024,yes,no,"treatment of disease-related splenomegaly or symptoms in adult patients with moderate to severe anaemia who have primary myelofibrosis, post polycythaemia vera myelofibrosis or post essential thrombocythaemia myelofibrosis and who are janus kinase (jak) inhibitor naïve or have been treated with ruxolitinib","treatment of disease-related splenomegaly or symptoms in adult patients with moderate to severe anaemia who have primary myelofibrosis, post polycythaemia vera myelofibrosis or post essential thrombocythaemia myelofibrosis and who are janus kinase (jak) inhibitor naïve or have been treated with ruxolitinib",neoplasms; diseases of the blood and blood-forming organs,29.02.2024,2024,no,na,auspar-omjjara-250404.pdf,TGA
"aust r 207386, aust r 207385, aust r 207383 and aust r 207384",2013-00301-2-2,hizentra,normal human immunoglobulin,csl behring ltd,biologics,solution,subcutaneous,approved,authorised,16.04.2014,2014,no,no,replacement therapy in primary immunodeficiency disease (pid) and symptomatic hypogammaglobulinaemia secondary to underlying disease or treatment.,replacement therapy in primary immunodeficiency disease (pid) and symptomatic hypogammaglobulinaemia secondary to underlying disease or treatment.,diseases of the blood and blood-forming organs,,,no,na,auspar-normal-human-immunoglobulin-140625.pdf,TGA
"232545, 232546, 266984, 266985, 266986",pm-2014-03845-1-3,strensiq,asfotase alfa,alexion pharmaceuticals australia pty ltd,biologics,solution,subcutaneous,approved,authorised,12.01.2016,2016,yes,no,long term enzyme replacement therapy in patients with paediatric onset hypophosphatasia,enzyme replacement therapy in patients with paediatric onset hypophosphatasia,"endocrine, nutritional, and metabolic diseases; diseases of the musculoskeletal system and connective tissue",,,no,na,auspar-asfotase-alfa-rch-160701.pdf,TGA
,,thromboreductin,anagrelide hydrochloride,orphan australia pty ltd,small molecule,capsule,oral,rejected,na,12.02.2011,2011,yes,no,treatment of essential thrombocythaemia in patients with high or intermediate risk of thrombosis or bleeding,na,diseases of the blood and blood-forming organs,,,no,na,auspar-anagrelide-hydrochloride-120507.pdf,TGA
377442 and 377474,pm-2021-04853-1-2,apretude,cabotegravir,viiv healthcare pty ltd,small molecule,tablet; suspension,oral; intramuscular,approved,authorised (under additional monitoring),08.08.2022,2022,no,yes,pre-exposure prophylaxis (prep) to reduce the risk of sexually acquired hiv-1 infection in at-risk individuals weighing at least 35 kg.,pre-exposure prophylaxis (prep) to reduce the risk of sexually acquired hiv-1 infection in at-risk adults and adolescents (at least 12 years of age) and weighing at least 35 kg.,infectious and parasitic diseases,15.10.2021,2021,yes,,auspar-apretude-221123.pdf,TGA
"98100, 98111, 98115, 98117",pm-2011-01219-3-1,vytorin,ezetimibe and simvastatin,merck sharp and dohme (australia) pty limited,small molecule,tablet,oral,withdrawn,authorised,27.07.2012,2012,no,yes,prevention of major cardiovascular events in chronic kidney disease,na,"diseases of the circulatory system; endocrine, nutritional, and metabolic diseases",,,yes,,auspar-ezetimibe-130228-simvastatin.pdf,TGA
"149402, 149403, 149404",pm-2009-03295-3-3,actemra,tocilizumab,roche products pty ltd,biologics,solution,intravenous,approved,authorised,13.01.2011,2011,no,yes,for the treatment of moderate to severe active rheumatoid arthritis (ra) in adult patients,for the treatment of moderate to severe active rheumatoid arthritis (ra) in adult patients,diseases of the musculoskeletal system and connective tissue,,,yes,,auspar-actemra.pdf,TGA
222643,pm-2014-00379-1-2,xifaxan,rifaximin,norgine pty ltd,small molecule,tablet,oral,approved,authorised,21.05.2015,2015,no,yes,treatment of adult patients with travellers’ diarrhoea caused by non-invasive enteric bacteria.,treatment of patients (≥ 12 years of age) with travellers’ diarrhoea caused by non-invasive strains of escherichia coli.,infectious and parasitic diseases,,,no,na,auspar-rifaximin-151013.pdf,TGA
aust r 176747 (1mg) and aust r 176746 (2mg),pm-2010-03060-3-1,resotrans,prucalopride,janssen-cilag pty ltd,small molecule,tablet,oral,approved,authorised,04.10.2011,2011,no,no,the treatment of chronic functional constipation in adults in whom laxatives fail to provide adequate relief,the treatment of chronic functional constipation in adults in whom laxatives fail to provide adequate relief,diseases of the digestive system,,,no,na,auspar-resotrans.pdf,TGA
,pm-2008-2125-1,circadin,melatonin,commercial eyes pty ltd,small molecule,tablet,oral,approved,authorised,28.11.2009,2009,no,no,monotherapy for the short term treatment (up to 3 weeks) of primary insomnia characterized by poor quality of sleep in patients who are aged 55 or over.,monotherapy for the short term treatment (up to 3 weeks) of primary insomnia characterized by poor quality of sleep in patients who are aged 55 or over.,mental and behavioural disorders,,,no,na,auspar-circadin.pdf,TGA
"224969, 224970, 224974, 224975, 224976, 224977, 224978, 224979, 233714, 233715, 233716, 233717, 233718, 233719, 233720, 233721",pm-2014-01050-1-3,trexject & trexject in,methotrexate,link medical products pty ltd t/a link pharmaceuticals,small molecule,solution,subcutaneous; intramuscular,approved,authorised,18.08.2015,2015,no,yes,"symptomatic control of severe, recalcitrant, disabling psoriasis in adults which is not adequately responsive to other forms of treatment; management of severe, recalcitrant, active rheumatoid arthritis in adults not responding to, or intolerant of, an adequate trial of nsaids and one or more disease modifying drugs.",psoriasis therapy; rheumatoid arthritis therapy,diseases of the skin; diseases of the musculoskeletal system and connective tissue,,,yes,,auspar-methotrexate-170607.pdf,TGA
"397898, 397899",pm-2022-04428-1-2,beyfortus,nirsevimab,sanofi-aventis australia pty ltd,biologics,solution,intramuscular,approved,authorised (under additional monitoring),22.11.2023,2023,yes,no,prevention of respiratory syncytial virus (rsv) lower respiratory tract disease in neonates and infants during their first rsv season and children up to 24 months of age who remain vulnerable to severe rsv disease through their second rsv season.,prevention of respiratory syncytial virus (rsv) lower respiratory tract disease in neonates and infants during their first rsv season and children up to 24 months of age who remain vulnerable to severe rsv disease through their second rsv season.,infectious and parasitic diseases; diseases of the respiratory system,30.11.2022,2022,yes,,auspar-beyfortus-240412.pdf,TGA
346583,pm-2020-05433-1-6,rholistiq,belumosudil,kadmon oceania pty ltd,small molecule,tablet,oral,approved,authorised (under additional monitoring),11.11.2021,2021,yes,no,the treatment of patients 12 years and older with chronic graft-versus-host disease (cgvhd) after failure of at least one prior line of systemic therapy.,rholistiq is indicated for the treatment of patients with chronic graft-versus-host disease (chronic gvhd) aged 12 years and older who have an inadequate response to corticosteroids.,diseases of the blood and blood-forming organs,18.11.2020,2020,no,na,auspar-belumosudil-220505.pdf,TGA
346495,pm-2020-05478-1-3,nexviazyme,avalglucosidase alfa,sanofi-aventis australia pty ltd,biologics,powder,intravenous,approved,authorised (under additional monitoring),15.11.2021,2021,yes,no,long-term enzyme replacement therapy for the treatment of patients with pompe disease (acid α-glucosidase deficiency),long-term enzyme replacement therapy for the treatment of patients one year of age and older with pompe disease (acid α-glucosidase deficiency),"endocrine, nutritional, and metabolic diseases; diseases of the musculoskeletal system and connective tissue; diseases of the nervous system",30.11.2020,2020,no,na,auspar-nexviazyme-221208.pdf,TGA
,pm-2008-03723-3-4,enbrel,etanercept,wyeth australia pty ltd,biologics,powder; diluent; solution,subcutaneous,approved,authorised,16.02.2010,2010,no,yes,"treatment of adult patients with moderate to severe chronic plaque psoriasis, who are candidates for phototherapy or systemic therapy","treatment of adult patients with moderate to severe chronic plaque psoriasis, who are candidates for phototherapy or systemic therapy",diseases of the skin,,,yes,,auspar-enbrel.pdf,TGA
177648; 154661; 154663,pm-2012-00337-3-4,afinitor,everolimus,novartis pharmaceuticals australia pty ltd,small molecule,tablet,oral,approved,authorised,21.02.2013,2013,no,yes,"for the treatment of postmenopausal women with hormone receptor-positive advanced breast cancer in combination with an aromatase inhibitor, after prior endocrine therapy.","for the treatment of postmenopausal women with hormone receptor-positive, her2-negative advanced breast cancer in combination with exemestane after failure of treatment with letrozole or anastrozole.",neoplasms,,,no,na,auspar-everolimus-130822.pdf,TGA
"166263, 166264, 166265 and 166266",pm-2009-03138-3-3,twynsta,telmisartan; amlodipine,boehringer ingelheim pty ltd,small molecule,tablet,oral,approved,authorised,14.02.2011,2011,no,no,treatment of hypertension,treatment of hypertension,diseases of the circulatory system,,,no,na,auspar-twynsta.pdf,TGA
191517 (seebri breezhaler); 192725 (tovanor breezhaler),pm-2011-02800-3-5,seebri breezhaler/tovanor breezhaler,glycopyrronium,novartis pharmaceuticals australia pty ltd,small molecule,powder,inhalation,approved,authorised,31.10.2012,2012,no,no,once daily maintenance bronchodilator treatment to relieve symptoms of patients with chronic obstructive pulmonary disease (copd).,once daily maintenance bronchodilator treatment to relieve symptoms of patients with chronic obstructive pulmonary disease (copd).,diseases of the respiratory system,,,no,na,auspar-glycopyrronium-130710.pdf,TGA
371877,pm-2021-03236-1-6,erwinase,crisantaspase,ppd australia pty ltd,biologics,powder,intravenous; intramuscular,approved,authorised (under additional monitoring),06.02.2024,2024,yes,no,"erwinase is used in combination with other chemotherapeutic agents to treat patients, principally children, with acute lymphoblastic leukaemia who have developed hypersensitivity to e. coli asparaginase or pegylated asparaginase obtained from e. coli.",erwinase is indicated as a component of a multi-agent chemotherapeutic regimen for the treatment of patients with acute lymphoblastic leukemia (all) who have developed hypersensitivity to pegylated asparaginase obtained from e. coli.,neoplasms; diseases of the blood and blood-forming organs,30.09.2021,2021,yes,,auspar-erwinase-240626.pdf,TGA
"196150, 196151, 196152, 196153, 196154, 196155, 196156 and 196157",pm-2011-04091-3-3,atozet composite pack / zeteze composite pack,ezetimibe + atorvastatin,merck sharp & dohme,small molecule,tablet,oral,approved,authorised,18.01.2013,2013,no,no,primary hypercholesterolaemia; homozygous familial hypercholesterolaemia (hofh),primary hypercholesterolaemia; homozygous familial hypercholesterolaemia (hofh),"endocrine, nutritional, and metabolic diseases",,,yes,,auspar-ezetimbe-atorvastatin-130528.pdf,TGA
321060,pm-2019-03406-1-6,xospata,gilteritinib,astellas pharma australia pty ltd,small molecule,tablet,oral,approved,authorised (under additional monitoring),26.03.2020,2020,yes,no,treatment of adult patients who have relapsed or refractory acute myeloid leukaemia (aml) with a flt3 mutation,treatment of adult patients who have relapsed or refractory acute myeloid leukaemia (aml) with a flt3 mutation,neoplasms; diseases of the blood and blood-forming organs,23.08.2019,2019,no,na,auspar-gilteritinib-as-fumarate-200908.pdf,TGA
"218433, 218434, 218435, 218436 and 218437",pm-2013-03632-1-1,fentora,fentanyl citrate,orphan australia pty ltd,small molecule,tablet,buccal,approved,authorised,05.02.2015,2015,yes,no,the treatment of breakthrough pain (btp) in adults with cancer who are already receiving maintenance opioid therapy for chronic cancer pain.,the treatment of breakthrough pain (btp) in adults with cancer who are already receiving maintenance opioid therapy for chronic cancer pain.,neoplasms,,,yes,,auspar-fentanyl-citrate-150422.pdf,TGA
193474 (5 mg) and 172244 (2.5 mg),pm-2014-00349-1-3,eliquis,apixaban,bristol-myers squibb australia pty ltd,small molecule,tablet,oral,approved,authorised,15.05.2015,2015,no,yes,treatment and prevention of deep vein thrombosis (dvt) and pulmonary embolism (pe),treatment and prevention of deep vein thrombosis (dvt) and pulmonary embolism (pe),diseases of the circulatory system,,,no,na,auspar-apixaban-151111.pdf,TGA
422290,pm-2023-04200-1-1,amvuttra,vutrisiran,medison pharma australia pty ltd,small molecule,solution,subcutaneous,approved,authorised,18.06.2024,2024,yes,no,treatment of hereditary transthyretin-mediated amyloidosis (hattr amyloidosis) in adult patients with stage 1 or stage 2 polyneuropathy,treatment of hereditary transthyretin-mediated amyloidosis (hattr amyloidosis) in adult patients with stage 1 or stage 2 polyneuropathy,"endocrine, nutritional, and metabolic diseases; diseases of the nervous system",31.10.2023,2023,no,na,auspar-amvuttra-240912.pdf,TGA
"255552, 259938, 259939, 259940",pm-2015-01850-1-4,idelvion,albutrepenonacog alfa,csl behring,biologics,powder; solvent,intravenous,approved,authorised,14.09.2016,2016,yes,no,routine prophylaxis to prevent or reduce the frequency of bleeding episodes; control and prevention of bleeding episodes; control and prevention of bleeding in the perioperative setting,routine prophylaxis to prevent or reduce the frequency of bleeding episodes; control and prevention of bleeding episodes; control and prevention of bleeding in the perioperative setting,diseases of the blood and blood-forming organs,,,no,na,auspar-albutrepenonacog-alfa-rch-170926.pdf,TGA
,pm-2009-01544-3-2,intragam 10 nf,normal immunoglobulin (human),csl bioplasma ltd,biologics,solution,intravenous,approved,authorised,03.03.2011,2011,no,yes,"replacement igg therapy in primary immunodeficiency disease (pid), myeloma and chronic lymphocytic leukaemia with severe secondary hypogammaglobulinemia and recurrent infections, congenital or acquired immune deficiency syndrome with recurrent infections; immunomodulatory therapy in immune thrombocytopenic purpura (itp), allogeneic bone marrow transplantation, kawasaki disease, guillain-barre syndrome (gbs), chronic inflammatory demyelinating polyneuropathy (cidp), multifocal motor neuropathy (mmn), myasthenia gravis (mg), lambert-eaton myasthenic syndrome (lems), stiff person syndrome.","replacement igg therapy in primary immunodeficiency disease (pid), myeloma and chronic lymphocytic leukaemia with severe secondary hypogammaglobulinemia and recurrent infections, congenital or acquired immune deficiency syndrome with recurrent infections; immunomodulatory therapy in immune thrombocytopenic purpura (itp), allogeneic bone marrow transplantation, kawasaki disease, guillain-barre syndrome (gbs), chronic inflammatory demyelinating polyneuropathy (cidp), multifocal motor neuropathy (mmn), myasthenia gravis (mg), lambert-eaton myasthenic syndrome (lems), stiff person syndrome.",diseases of the blood and blood-forming organs; diseases of the nervous system; neoplasms; infectious and parasitic diseases,,,yes,,auspar-immunoglobulin-normal-human-111018.pdf,TGA
168002,pm-2009-03748-3-5,bronchitol,mannitol,pharmaxis ltd,small molecule,powder,inhalation,approved,authorised,07.02.2011,2011,yes,yes,treatment of cystic fibrosis (cf) in both paediatric and adult populations six years and above as either add-on therapy to rhdnase or in patients intolerant to or inadequately responsive to rhdnase,"treatment of cystic fibrosis (cf) in both paediatric and adult populations six years and above as either add-on therapy to dornase alfa or in patients intolerant to, or inadequately responsive to dornase alfa",diseases of the respiratory system,,,yes,,auspar-bronchitol.pdf,TGA
"288613, 288614",pm-2022-00987-1-4,lynparza,olaparib,astrazeneca pty ltd,small molecule,tablet,oral,approved,authorised,29.09.2023,2023,no,yes,breast cancer: for the adjuvant treatment of adult patients with brca-mutated her2-negative high risk early breast cancer who have previously been treated with neoadjuvant or adjuvant chemotherapy. prostate cancer: in combination with abiraterone and prednisone or prednisolone for the treatment of adult patients with metastatic castration-resistant prostate cancer.,"breast cancer: lynparza is indicated as monotherapy for the adjuvant treatment of adult patients who have her2-negative, high-risk early breast cancer with a deleterious or suspected deleterious germline brca mutation (gbrcam), for which they have previously been treated with neoadjuvant or adjuvant chemotherapy. prostate cancer: lynparza in combination with abiraterone and either prednisone or prednisolone is indicated for the treatment of adult patients who have mcrpc with a deleterious or suspected deleterious brca mutation (germline or somatic).",neoplasms,02.05.2022,2022,yes,,auspar-lynparza-240712.pdf,TGA
180147,pm-2019-05370-1-3,forxiga,dapagliflozin,astrazeneca pty ltd,small molecule,tablet,oral,approved,authorised,04.11.2020,2020,no,yes,heart failure with reduced ejection fraction,"symptomatic heart failure with reduced ejection fraction, as an adjunct to standard of care therapy",diseases of the circulatory system,18.12.2019,2019,no,na,auspar-dapagliflozin-210406.pdf,TGA
"107361, 124421, 157622, 90456 and 124422",pm-2013-04552-1-3,enbrel,etanercept,pfizer australia pty ltd,biologics,solution,subcutaneous,approved,authorised,17.04.2015,2015,no,yes,treatment of adults with active non-radiographic axial spondyloarthritis who have had an inadequate response to conventional therapy.,treatment of adults with active non-radiographic axial spondyloarthritis with objective signs of inflammation as indicated by elevated c-reactive protein (crp) and/or mri change who have had an inadequate response to nsaids.,diseases of the musculoskeletal system and connective tissue,,,yes,,auspar-etanercept-150923.pdf,TGA
"281012, 281013 and 281014",pm-2016-02731-1-5,veltassa,patiromer sorbitex calcium,vifor pharma pty ltd,other,powder,oral,approved,authorised,05.12.2017,2017,no,no,the treatment of hyperkalaemia in adults,the treatment of hyperkalaemia in adults,"endocrine, nutritional, and metabolic diseases",31.10.2016,2016,no,na,auspar-patiromer-sorbitex-calcium-190911.pdf,TGA
160539,pm-2009-00817-3-2,menitorix,haemophilus influenzae type b polyribose ribitol phosphate and group c meningococcal polysaccharide conjugate vaccine,glaxosmithkline australia pty ltd,vaccine,powder,intramuscular,approved,authorised,02.08.2010,2010,no,no,prevention of invasive diseases caused by haemophilus influenzae type b (hib) and neisseria meningitidis serogroup c (menc),prevention of invasive diseases caused by haemophilus influenzae type b (hib) and neisseria meningitidis serogroup c (menc),infectious and parasitic diseases,,,no,na,auspar-menitorix.pdf,TGA
332220 and 340375,pm-2020-01095-1-1,aklief,trifarotene,galderma australia pty ltd,small molecule,cream,topical,approved,authorised (under additional monitoring),11.01.2021,2021,no,no,"cutaneous treatment of acne vulgaris of the face and/or the trunk in patients from 9 years of age and older, when many comedones, papules and pustules are present.","topical treatment of acne vulgaris of the face and/or the trunk in patients from 12 years of age and older, when many comedones, papules and/or pustules are present.",diseases of the skin,30.04.2020,2020,no,na,auspar-trifarotene-210318.pdf,TGA
281035; 292237; 292238,pm-2016-02725-1-2,influvac tetra,influenza virus haemagglutinin,mylan health pty ltd,vaccine,suspension,intramuscular; subcutaneous,approved,authorised,01.11.2017,2017,no,no,"for the prevention of influenza caused by influenza virus, types a and b","for the prevention of influenza caused by influenza virus, types a and b",infectious and parasitic diseases,30.11.2016,2016,yes,,auspar-influenza-virus-haemagglutinin-vaccine-180823.pdf,TGA
