Administration_route,Application_date,Application_year,Current_status,Dataset,Decision,Decision_date,Decision_year,Disease_class(es),Disease_name(s),Document_name,Drug_class,Drug_name,Indication_approved,Indication_approved_extracted,Indication_requested,Indication_requested_extracted,Marketing_authorisation_holder,Marketing_authorisation_holder_extracted,Marketing_authorisation_number,Non_proprietary_name,Nonclinical_abridged,Orphan_drug_status,Pharmaceutical_form,Procedure_number,Referral_body,Agency
oral,,,authorised,fda,approved,08.12.2005,2005,mental and behavioural disorders,"<depressive disorder, major>",,small molecule,mirtazapine,1 indications and usage mirtazapine orally disintegrating tablets are indicated for the treatment of major depressive disorder (mdd) in adults [see clinical studies (14) ]. mirtazapine orally disintegrating tablets are indicated for the treatment of major depressive disorder (mdd) in adults. ( 1 ),,,,aurobindo pharma,aurobindo,anda077376,mirtazapine,yes,no,tablet,,no,FDA
oral,,,authorised,fda,approved,27.03.2012,2012,,,,small molecule,quetiapine fumarate,,,,,graviti pharms,graviti,anda077380,quetiapine fumarate,yes,no,tablet,,no,FDA
oral,,,authorised,fda,approved,27.09.2006,2006,,,,small molecule,naproxen sodium and pseudoephedrine hydrochloride,,,,,dr reddys labs inc,dr reddys,anda077381,naproxen sodium,yes,no,tablet,,no,FDA
injection,,,discontinued,fda,approved,27.01.2006,2006,,,,small molecule,carboplatin,,,,,cipla ltd,cipla,anda077383,carboplatin,yes,no,injectable,,no,FDA
oral,,,authorised,fda,approved,28.01.2008,2008,,,,small molecule,dipyridamole,,,,,zydus pharms usa inc,zydus,anda040874,dipyridamole,yes,no,tablet,,no,FDA
injection,,,discontinued,fda,approved,26.12.2006,2006,,,,small molecule,ondansetron hydrochloride preservative free,,,,,am regent,am regent,anda077387,ondansetron hydrochloride,yes,no,injectable,,no,FDA
oral,,,authorised,fda,approved,30.07.2012,2012,,,,small molecule,zolpidem tartrate,,,,,chartwell molecular,chartwell,anda077388,zolpidem tartrate,yes,no,tablet,,no,FDA
intravenous,,,discontinued,fda,approved,30.03.2007,2007,,,,small molecule,carboplatin,,,,,teva parenteral,teva,anda077389,carboplatin,yes,no,injectable,,no,FDA
oral,,,discontinued,fda,approved,26.01.2006,2006,,,,small molecule,alprazolam,,,,,norvium bioscience,norvium,anda077391,alprazolam,yes,no,tablet,,no,FDA
oral,,,discontinued,fda,conditional marketing authorisation,21.06.2006,2006,,,,small molecule,lamotrigine,,,,,roxane,roxane,anda077392,lamotrigine,yes,no,tablet,,no,FDA
injection; n/a,,,authorised,fda,approved,11.08.2006,2006,,,,other,sterile water; sterile water for injection in plastic container,,,,,taro,taro,anda077393,sterile water; sterile water for injection,yes,no,injectable; liquid,,no,FDA
injection,,,discontinued,fda,approved,09.11.2005,2005,,,,small molecule,sodium bicarbonate,,,,,hospira,hospira,anda077394,sodium bicarbonate,yes,no,injectable,,no,FDA
oral,,,discontinued,fda,approved,04.12.2006,2006,,,,small molecule,paroxetine hydrochloride,,,,,apotex inc,apotex,anda077395,paroxetine hydrochloride,yes,no,suspension,,no,FDA
oral,,,authorised,fda,approved,13.12.2006,2006,mental and behavioural disorders,<anxiety disorders>,,small molecule,lorazepam,"indications & usage lorazepam tablets are indicated for the management of anxiety disorders or for the short-term relief of the symptoms of anxiety or anxiety associated with depressive symptoms. anxiety or tension associated with the stress of everyday life usually does not require treatment with an anxiolytic. the effectiveness of lorazepam tablets in long-term use, that is, more than 4 months, has not been assessed by systematic clinical studies. the physician should periodically reassess the usefulness of the drug for the individual patient.",,,,ani pharms,ani,anda077396,lorazepam,yes,no,tablet,,no,FDA
oral,,,authorised,fda,approved,06.02.2007,2007,,,,small molecule,sertraline hydrochloride,,,,,invagen pharms,invagen,anda077397,sertraline hydrochloride,yes,no,tablet,,no,FDA
oral,,,authorised,fda,approved,21.03.2008,2008,,,,small molecule,phentermine hydrochloride,,,,,kvk tech,kvk,anda040875,phentermine hydrochloride,yes,no,capsule,,no,FDA
oral,,,discontinued,fda,approved,25.10.2007,2007,,,,small molecule,levocarnitine,,,,,hikma,hikma,anda077399,levocarnitine,yes,no,solution,,no,FDA
topical,,,authorised,fda,approved,20.06.2006,2006,diseases of the skin,<dermatoses>,,small molecule,mometasone furoate,"1 indications and usage mometasone furoate, usp ointment 0.1% is a corticosteroid indicated for the relief of the inflammatory and pruritic manifestations of corticosteroid-responsive dermatoses in patients 2 years of age or older. mometasone furoate, usp ointment 0.1% is a corticosteroid indicated for the relief of the inflammatory and pruritic manifestations of corticosteroid-responsive dermatoses in patients ≥2 years of age. ( 1 )",,,,cosette,not reported,anda077401,mometasone furoate,yes,no,ointment,,no,FDA
oral,,,authorised,fda,approved,16.02.2006,2006,,,,small molecule,megestrol acetate,,,,,novitium pharma,novitium,anda077404,megestrol acetate,yes,no,suspension,,no,FDA
oral,,,discontinued,fda,approved,21.09.2007,2007,,,,small molecule,ranitidine hydrochloride,,,,,pharm assoc,not reported,anda077405,ranitidine hydrochloride,yes,no,syrup,,no,FDA
oral,,,authorised,fda,approved,26.12.2006,2006,"neoplasms; injury, poisoning and certain other consequences of external causes",<neoplasms>,,small molecule,ondansetron,"1 indications and usage ondansetron is indicated for the prevention of nausea and vomiting associated with: highly emetogenic cancer chemotherapy, including cisplatin greater than or equal to 50 mg/m 2 initial and repeat courses of moderately emetogenic cancer chemotherapy radiotherapy in patients receiving either total body irradiation, single high-dose fraction to the abdomen, or daily fractions to the abdomen ondansetron is also indicated for the prevention of postoperative nausea and/or vomiting. ondansetron is a 5-ht 3 receptor antagonist indicated for the prevention of: nausea and vomiting associated with highly emetogenic cancer chemotherapy, including cisplatin greater than or equal to 50 mg/m 2 . ( 1 ) nausea and vomiting associated with initial and repeat courses of moderately emetogenic cancer chemotherapy. ( 1 ) nausea and vomiting associated with radiotherapy in patients receiving either total body irradiation, single high-dose fraction to the abdomen, or daily fractions to the abdomen. ( 1 ) postoperative nausea and/or vomiting. ( 1 )",,,,chartwell molecules,chartwell,anda077406,ondansetron,yes,no,tablet,,no,FDA
injection,,,authorised,fda,approved,11.08.2006,2006,,,,small molecule,sodium chloride 0.9% in plastic container,,,,,taro,taro,anda077407,sodium chloride,yes,no,solution,,no,FDA
oral,,,discontinued,fda,approved,02.03.2009,2009,,,,small molecule,levetiracetam,,,,,actavis labs fl inc,actavis,anda077408,levetiracetam,yes,no,tablet,,no,FDA
oral,,,authorised,fda,approved,07.09.2018,2018,,,,small molecule,lamivudine and zidovudine,,,,,cipla,cipla,anda077411,lamivudine,yes,no,tablet,,no,FDA
oral,,,none (conditional marketing authorisation),fda,conditional marketing authorisation,26.07.2006,2006,,,,small molecule,escitalopram oxalate,,,,,teva pharms,teva,anda077412,escitalopram oxalate,yes,no,tablet,,no,FDA
injection,,,discontinued,fda,approved,12.03.2008,2008,,,,small molecule,paclitaxel,,,,,pliva lachema,pliva,anda077413,paclitaxel,yes,no,injectable,,no,FDA
oral,,,authorised,fda,approved,31.03.2008,2008,"endocrine, nutritional, and metabolic diseases",<obesity>,,small molecule,phentermine hydrochloride,"phentermine hydrochloride, usp 37.5 mg is indicated as short-term (a few weeks) adjunct in a regimen of weight reduction based on exercise, behavioral modification and caloric restriction in the management of exogenous obesity for patients with an initial body mass index greater than or equal to 30 kg/m 2, or greater than or equal to 27 kg/m 2 in the presence of other risk factors (e.g., controlled hypertension, diabetes, hyperlipidemia). below is a chart of body mass index (bmi) based on various heights and weights. bmi is calculated by taking the patient’s weight, in kilograms (kg), divided by the patient’s height, in meters (m), squared. metric conversions are as follows: pounds ÷ 2.2 = kg; inches x 0.0254 = meters. bmi index the limited usefulness of agents of this class, including phentermine hydrochloride, [see clinical pharmacology ( 12.1, 12.2) ] should be measured against possible risk factors inherent in their use such as those described below.",,,,kvk tech,kvk,anda040876,phentermine hydrochloride,yes,no,tablet,,no,FDA
oral,,,authorised,fda,approved,07.03.2006,2006,"endocrine, nutritional, and metabolic diseases; diseases of the genitourinary system","<diabetes insipidus, neurogenic>; <polyuria>; <polydipsia>; <primary nocturnal enuresis>",,peptides and proteins,desmopressin acetate,"indications and usage central diabetes insipidus desmopressin acetate tablets are indicated as antidiuretic replacement therapy in the management of central diabetes insipidus and for the management of the temporary polyuria and polydipsia following head trauma or surgery in the pituitary region. desmopressin acetate is ineffective for the treatment of nephrogenic diabetes insipidus. patients were selected for therapy based on the diagnosis by means of the water deprivation test, the hypertonic saline infusion test, and/or response to antidiuretic hormone. continued response to desmopressin acetate can be monitored by measuring urine volume and osmolality. primary nocturnal enuresis desmopressin acetate tablets are indicated for the management of primary nocturnal enuresis. desmopressin acetate may be used alone or as an adjunct to behavioral conditioning or other non-pharmacologic intervention.",,,,apotex,apotex,anda077414,desmopressin acetate,yes,no,tablet,,no,FDA
oral,,,discontinued,fda,approved,15.12.2006,2006,,,,small molecule,bupropion hydrochloride,,,,,impax labs,impax,anda077415,bupropion hydrochloride,yes,no,tablet,,no,FDA
oral,,,none (conditional marketing authorisation),fda,conditional marketing authorisation,03.08.2006,2006,,,,small molecule,risperidone,,,,,ranbaxy,ranbaxy,anda077416,risperidone,yes,no,solution,,no,FDA
oral,,,authorised,fda,approved,02.06.2008,2008,,,,small molecule,potassium chloride,,,,,actavis labs fl inc,actavis,anda077419,potassium chloride,yes,no,capsule,,no,FDA
oral,,,discontinued,fda,approved,27.01.2009,2009,,,,small molecule,lamotrigine,,,,,rising,rising,anda077420,lamotrigine,yes,no,tablet,,no,FDA
oral,,,authorised,fda,approved,29.06.2006,2006,diseases of the respiratory system; diseases of the eye and adnexa,<hay fever>,,small molecule,loratadine,"uses temporarily relieves these symptoms due to hay fever or other upper respiratory allergies: runny nose itchy, watery eyes sneezing itching of the nose or throat",,,,lannett co inc,lannett,anda077421,loratadine,yes,no,syrup,,no,FDA
oral,,,authorised,fda,approved,06.10.2010,2010,,,,small molecule,losartan potassium,,,,,chartwell rx,chartwell,anda077424,losartan potassium,yes,no,tablet,,no,FDA
intravenous,,,authorised,fda,approved,29.08.2013,2013,,,,small molecule,adenosine,,,,,meitheal,meitheal,anda077425,adenosine,yes,no,solution,,no,FDA
oral,,,discontinued,fda,approved,19.12.2005,2005,,,,small molecule,ranitidine hydrochloride,,,,,ani pharms,ani,anda077426,ranitidine hydrochloride,yes,no,tablet,,no,FDA
oral,,,discontinued,fda,approved,27.01.2009,2009,,,,small molecule,lamotrigine,,,,,natco pharma,natco,anda077428,lamotrigine,yes,no,tablet,,no,FDA
topical,,,authorised,fda,approved,20.08.2010,2010,,,,small molecule,hydrocortisone,,,,,rising,rising,anda040879,hydrocortisone,yes,no,cream,,no,FDA
oral,,,none (conditional marketing authorisation),fda,conditional marketing authorisation,20.06.2005,2005,,,,small molecule,nevirapine,,,,,ranbaxy,ranbaxy,anda077429,nevirapine,yes,no,tablet,,no,FDA
injection,,,authorised,fda,approved,27.06.2007,2007,,,,small molecule,ondansetron hydrochloride,,,,,sandoz,sandoz,anda077430,ondansetron hydrochloride,yes,no,injectable,,no,FDA
oral,,,authorised,fda,approved,01.04.2011,2011,,,,small molecule,exemestane,,,,,hikma,hikma,anda077431,exemestane,yes,no,tablet,,no,FDA
intravenous,,,discontinued,fda,approved,29.09.2006,2006,,,,small molecule,carboplatin,,,,,fresenius kabi usa,fresenius,anda077432,carboplatin,yes,no,injectable,,no,FDA
injection,,,authorised,fda,approved,26.11.2008,2008,,,,small molecule,pamidronate disodium,,,,,areva pharms,areva,anda077433,pamidronate disodium,yes,no,injectable,,no,FDA
nasal,,,discontinued,fda,approved,09.08.2007,2007,,,,small molecule,flunisolide,,,,,apotex,apotex,anda077436,flunisolide,yes,no,spray,,no,FDA
oral,,,authorised,fda,approved,18.02.2014,2014,,,,small molecule,moxifloxacin hydrochloride,,,,,teva pharms usa,teva,anda077437,moxifloxacin hydrochloride,yes,no,tablet,,no,FDA
oral,,,discontinued,fda,approved,20.06.2011,2011,,,,small molecule,levofloxacin,,,,,sandoz,sandoz,anda077438,levofloxacin,yes,no,tablet,,no,FDA
oral,,,authorised,fda,approved,08.06.2006,2006,,,,small molecule,potassium citrate,,,,,rising,rising,anda077440,potassium citrate,yes,no,tablet,,no,FDA
oral,,,authorised,fda,approved,28.09.2005,2005,,,,small molecule,pseudoephedrine hydrochloride,,,,,sun pharm inds ltd,sun,anda077442,pseudoephedrine hydrochloride,yes,no,tablet,,no,FDA
injection,,,discontinued,fda,approved,25.04.1996,1996,,,,small molecule,digoxin pediatric,,,,,hospira,hospira,anda040092,digoxin,yes,no,injectable,,no,FDA
oral,,,authorised,fda,approved,25.02.2010,2010,,,,small molecule,hydrocodone bitartrate and acetaminophen,,,,,mikart,mikart,anda040881,acetaminophen,yes,no,solution,,no,FDA
oral,,,authorised,fda,approved,13.09.2006,2006,diseases of the circulatory system,<hypertension>; <angina pectoris>; <myocardial infarction>,,small molecule,atenolol,"atenolol tablets usp are indicated for the treatment of hypertension, to lower blood pressure. lowering blood pressure lowers the risk of fatal and non-fatal cardiovascular events, primarily strokes and myocardial infarctions. these benefits have been seen in controlled trials of antihypertensive drugs from a wide variety of pharmacologic classes including atenolol. control of high blood pressure should be part of comprehensive cardiovascular risk management, including, as appropriate, lipid control, diabetes management, antithrombotic therapy, smoking cessation, exercise, and limited sodium intake. many patients will require more than 1 drug to achieve blood pressure goals. for specific advice on goals and management, see published guidelines, such as those of the national high blood pressure education program's joint national committee on prevention, detection, evaluation, and treatment of high blood pressure (jnc). numerous antihypertensive drugs, from a variety of pharmacologic classes and with different mechanisms of action, have been shown in randomized controlled trials to reduce cardiovascular morbidity and mortality, and it can be concluded that it is blood pressure reduction, and not some other pharmacologic property of the drugs, that is largely responsible for those benefits. the largest and most consistent cardiovascular outcome benefit has been a reduction in the risk of stroke, but reductions in myocardial infarction and cardiovascular mortality also have been seen regularly. elevated systolic or diastolic pressure causes increased cardiovascular risk, and the absolute risk increase per mmhg is greater at higher blood pressures, so that even modest reductions of severe hypertension can provide substantial benefit. relative risk reduction from blood pressure reduction is similar across populations with varying absolute risk, so the absolute benefit is greater in patients who are at higher risk independent of their hypertension (for example, patients with diabetes or hyperlipidemia), and such patients would be expected to benefit from more aggressive treatment to a lower blood pressure goal. some antihypertensive drugs have smaller blood pressure effects (as monotherapy) in black patients, and many antihypertensive drugs have additional approved indications and effects (e.g., on angina, heart failure, or diabetic kidney disease). these considerations may guide selection of therapy. atenolol tablets usp may be administered with other antihypertensive agents. angina pectoris due to coronary atherosclerosis: atenolol is indicated for the long-term management of patients with angina pectoris. acute myocardial infarction: atenolol is indicated in the management of hemodynamically stable patients with definite or suspected acute myocardial infarction to reduce cardiovascular mortality. treatment can be initiated as soon as the patient's clinical condition allows. (see dosage and admnistration, contraindications and warnings). in general, there is no basis for treating patients like those who were excluded from the isis-1 trial (blood pressure less than 100 mm hg systolic, heart rate less than 50 bpm) or have other reasons to avoid beta-blockade. as noted above, some subgroups (e.g., elderly patients with systolic blood pressure below 120 mm hg) seemed less likely to benefit.",,,,unique,not reported,anda077443,atenolol,yes,no,tablet,,no,FDA
oral,,,discontinued,fda,approved,04.05.2006,2006,,,,small molecule,polyethylene glycol 3350,,,,,teva pharms,teva,anda077445,polyethylene glycol 3350,yes,no,solution,,no,FDA
oral,,,authorised,fda,approved,27.09.2012,2012,,,,small molecule,irbesartan and hydrochlorothiazide,,,,,sandoz,sandoz,anda077446,hydrochlorothiazide,yes,no,tablet,,no,FDA
topical,,,authorised,fda,approved,22.05.2006,2006,,,,small molecule,mometasone furoate,,,,,cosette,not reported,anda077447,mometasone furoate,yes,no,cream,,no,FDA
transdermal,,,authorised,fda,approved,20.10.2008,2008,,,,small molecule,fentanyl-100; fentanyl-12; fentanyl-25; fentanyl-37; fentanyl-50; fentanyl-62; fentanyl-75; fentanyl-87,,,,,difgen pharms,difgen,anda077449,fentanyl,yes,no,film,,no,FDA
injection,,,authorised,fda,approved,10.02.2006,2006,,,,peptides and proteins,octreotide acetate,,,,,fresenius kabi usa,fresenius,anda077450,octreotide acetate,yes,no,injectable,,no,FDA
injection,,,discontinued,fda,approved,24.01.2008,2008,,,,peptides and proteins,oxytocin,,,,,dr reddys,dr reddys,anda077453,oxytocin,yes,no,injectable,,no,FDA
oral,,,discontinued,fda,approved,23.06.2010,2010,,,,small molecule,hydrocodone bitartrate and ibuprofen,,,,,ani pharms,ani,anda077454,hydrocodone bitartrate,yes,no,tablet,,no,FDA
oral,,,discontinued,fda,approved,12.03.2008,2008,,,,small molecule,bupropion hydrochloride,,,,,watson labs inc,watson,anda077455,bupropion hydrochloride,yes,no,tablet,,no,FDA
oral,,,discontinued,fda,approved,05.12.2005,2005,,,,small molecule,ribavirin,,,,,chartwell rx,chartwell,anda077456,ribavirin,yes,no,tablet,,no,FDA
oral,,,discontinued,fda,approved,30.12.2009,2009,"diseases of the respiratory system; diseases of the eye and adnexa; diseases of the skin; injury, poisoning and certain other consequences of external causes; pregnancy and childbirth; diseases of the digestive system; mental and behavioural disorders",<allergic rhinitis>; <vasomotor rhinitis>; <allergic conjunctivitis>; <urticaria>; <angioedema>; <dermographism>; <anaphylaxis>; <motion sickness>,,small molecule,promethazine hydrochloride,"indications and usage promethazine hcl oral solution is useful for: perennial and seasonal allergic rhinitis. vasomotor rhinitis. allergic conjunctivitis due to inhalant allergens and foods. mild, uncomplicated allergic skin manifestations of urticaria and angioedema. amelioration of allergic reactions to blood or plasma. dermographism. anaphylactic reactions, as adjunctive therapy to epinephrine and other standard measures, after the acute manifestations have been controlled. preoperative, postoperative, or obstetric sedation. prevention and control of nausea and vomiting associated with certain types of anesthesia and surgery. therapy adjunctive to meperidine or other analgesics for control of post-operative pain. sedation in both children and adults, as well as relief of apprehension and production of light sleep from which the patient can be easily aroused. active and prophylactic treatment of motion sickness. antiemetic therapy in postoperative patients.",,,,amneal pharms,amneal,anda040882,promethazine hydrochloride,yes,no,syrup,,no,FDA
injection,,,authorised,fda,approved,10.02.2006,2006,,,,peptides and proteins,octreotide acetate (preservative free),,,,,fresenius kabi usa,fresenius,anda077457,octreotide acetate,yes,no,injectable,,no,FDA
injection,,,discontinued,fda,approved,16.02.2006,2006,,,,small molecule,ranitidine hydrochloride,,,,,hikma,hikma,anda077458,ranitidine hydrochloride,yes,no,injectable,,no,FDA
oral,,,discontinued,fda,approved,06.10.2010,2010,,,,small molecule,losartan potassium,,,,,hikma,hikma,anda077459,losartan potassium,yes,no,tablet,,no,FDA
oral,,,discontinued,fda,approved,05.05.2008,2008,,,,small molecule,ropinirole hydrochloride,,,,,cosette,not reported,anda077460,ropinirole hydrochloride,yes,no,tablet,,no,FDA
oral,,,authorised,fda,approved,09.09.2009,2009,"endocrine, nutritional, and metabolic diseases",<type 2 diabetes mellitus>,,small molecule,nateglinide,1 indications and usage nateglinide tablets are indicated as an adjunct to diet and exercise to improve glycemic control in adults with type 2 diabetes mellitus. limitations of use : nateglinide tablets should not be used in patients with type 1 diabetes mellitus or for the treatment of diabetic ketoacidosis. nateglinide is a glinide indicated as an adjunct to diet and exercise to improve glycemic control in adults with type 2 diabetes mellitus. (1) limitations of use : not for treating type 1 diabetes mellitus or diabetes ketoacidosis (1),,,,dr reddys labs ltd,dr reddys,anda077461,nateglinide,yes,no,tablet,,no,FDA
oral,,,authorised,fda,approved,30.03.2011,2011,,,,small molecule,nateglinide,,,,,watson labs,watson,anda077462,nateglinide,yes,no,tablet,,no,FDA
oral,,,authorised,fda,approved,09.09.2009,2009,"endocrine, nutritional, and metabolic diseases",<type 2 diabetes mellitus>,,small molecule,nateglinide,1 indications and usage nateglinide is indicated as an adjunct to diet and exercise to improve glycemic control in adults with type 2 diabetes mellitus. limitations of use: nateglinide should not be used in patients with type 1 diabetes mellitus or for the treatment of diabetic ketoacidosis. nateglinide is a glinide indicated as an adjunct to diet and exercise to improve glycemic control in adults with type 2 diabetes mellitus. (1) limitations of use : not for treating type 1 diabetes mellitus or diabetes ketoacidosis (1),,,,strides pharma,strides,anda077463,nateglinide,yes,no,tablet,,no,FDA
oral,,,authorised,fda,approved,21.11.2016,2016,,,,small molecule,lamivudine,,,,,aurobindo pharma,aurobindo,anda077464,lamivudine,yes,no,tablet,,no,FDA
oral,,,authorised,fda,approved,27.09.2012,2012,,,,small molecule,irbesartan,,,,,sandoz,sandoz,anda077466,irbesartan,yes,no,tablet,,no,FDA
oral,,,discontinued,fda,conditional marketing authorisation,26.04.2007,2007,,,,small molecule,nateglinide,,,,,teva pharms,teva,anda077467,nateglinide,yes,no,tablet,,no,FDA
oral,,,discontinued,fda,approved,23.12.2008,2008,,,,small molecule,"butalbital, acetaminophen and caffeine",,,,,mirror pharms llc,mirror,anda040883,acetaminophen,yes,no,tablet,,no,FDA
oral,,,discontinued,fda,approved,17.11.2008,2008,,,,small molecule,fluoxetine hydrochloride,,,,,sandoz,sandoz,anda077469,fluoxetine hydrochloride,yes,no,capsule,,no,FDA
oral,,,discontinued,fda,approved,18.06.2008,2008,,,,small molecule,ramipril,,,,,teva pharms,teva,anda077470,ramipril,yes,no,capsule,,no,FDA
oral,,,discontinued,fda,approved,09.12.2009,2009,,,,small molecule,hydromorphone hydrochloride,,,,,genus lifesciences,genus,anda077471,hydromorphone hydrochloride,yes,no,tablet,,no,FDA
oral,,,discontinued,fda,conditional marketing authorisation,01.11.2006,2006,,,,small molecule,cetirizine hydrochloride,,,,,ranbaxy labs ltd,ranbaxy,anda077472,cetirizine hydrochloride,yes,no,solution,,no,FDA
injection,,,authorised,fda,approved,26.12.2006,2006,,,,small molecule,ondansetron hydrochloride,,,,,hospira,hospira,anda077473,ondansetron hydrochloride,yes,no,injectable,,no,FDA
oral,,,authorised,fda,approved,05.09.2007,2007,,,,small molecule,carvedilol,,,,,chartwell molecular,chartwell,anda077474,carvedilol,yes,no,tablet,,no,FDA
oral,,,authorised,fda,approved,12.03.2008,2008,,,,small molecule,bupropion hydrochloride,,,,,sandoz,sandoz,anda077475,bupropion hydrochloride,yes,no,tablet,,no,FDA
oral,,,discontinued,fda,approved,13.06.2011,2011,,,,small molecule,ranitidine hydrochloride,,,,,taro,taro,anda077476,ranitidine hydrochloride,yes,no,syrup,,no,FDA
topical,,,authorised,fda,approved,21.05.2007,2007,,,,small molecule,betamethasone dipropionate,,,,,taro,taro,anda077477,betamethasone dipropionate,yes,no,lotion,,no,FDA
oral,,,discontinued,fda,approved,24.05.2010,2010,,,,small molecule,valacyclovir hydrochloride,,,,,sandoz,sandoz,anda077478,valacyclovir hydrochloride,yes,no,tablet,,no,FDA
oral,,,authorised,fda,approved,28.11.2014,2014,,,,small molecule,phenytoin,,,,,epic pharma llc,epic,anda040884,phenytoin,yes,no,tablet,,no,FDA
injection,,,authorised,fda,approved,06.08.2007,2007,,,,small molecule,fosphenytoin sodium,,,,,hikma,hikma,anda077481,fosphenytoin sodium,yes,no,injectable,,no,FDA
oral,,,discontinued,fda,approved,08.09.2005,2005,,,,small molecule,benazepril hydrochloride and hydrochlorothiazide,,,,,sun pharm inds ltd,sun,anda077483,benazepril hydrochloride,yes,no,tablet,,no,FDA
oral,,,discontinued,fda,approved,10.02.2006,2006,,,,small molecule,glimepiride,,,,,mylan,mylan,anda077486,glimepiride,yes,no,tablet,,no,FDA
oral,,,authorised,fda,approved,24.08.2007,2007,,,,small molecule,famciclovir,,,,,teva pharms,teva,anda077487,famciclovir,yes,no,tablet,,no,FDA
oral,,,discontinued,fda,approved,29.04.2013,2013,,,,small molecule,"dextroamp saccharate, amp aspartate, dextroamp sulfate and amp sulfate",,,,,teva,teva,anda077488,amphetamine aspartate,yes,no,capsule,,no,FDA
oral,,,discontinued,fda,approved,12.12.2006,2006,,,,small molecule,trandolapril,,,,,teva pharms,teva,anda077489,trandolapril,yes,no,tablet,,no,FDA
oral,,,authorised,fda,approved,11.02.2008,2008,,,,small molecule,pravastatin sodium,,,,,apnar pharma lp,apnar,anda077491,pravastatin sodium,yes,no,tablet,,no,FDA
oral,,,authorised,fda,approved,26.06.2014,2014,,,,small molecule,valsartan,,,,,ohm labs inc,ohm,anda077492,valsartan,yes,no,tablet,,no,FDA
oral,,,authorised,fda,approved,29.11.2011,2011,,,,small molecule,risperidone,,,,,prinston inc,prinston,anda077493,risperidone,yes,no,tablet,,no,FDA
oral,,,authorised,fda,approved,30.04.2009,2009,,,,small molecule,risperidone,,,,,endo operations,endo,anda077494,risperidone,yes,no,tablet,,no,FDA
oral,,,authorised,fda,approved,16.11.2009,2009,,,,small molecule,"butalbital, acetaminophen and caffeine",,,,,lgm pharma,lgm,anda040885,acetaminophen,yes,no,capsule,,no,FDA
injection,,,authorised,fda,approved,11.04.2006,2006,,,,small molecule,mitoxantrone hydrochloride,,,,,fresenius kabi usa,fresenius,anda077496,mitoxantrone hydrochloride,yes,no,injectable,,no,FDA
oral,,,authorised,fda,approved,27.12.2007,2007,diseases of the respiratory system; diseases of the eye and adnexa,<hay fever>,,small molecule,cetirizine hydrochloride allergy; cetirizine hydrochloride hives,"uses temporarily relieves these symptoms due to hay fever or other upper respiratory allergies: runny nose sneezing itchy, watery eyes itching of the nose or throat",,,,sun pharm inds ltd,sun,anda077498,cetirizine hydrochloride,yes,no,tablet,,no,FDA
oral,,,discontinued,fda,approved,27.12.2007,2007,,,,small molecule,cetirizine hydrochloride allergy; cetirizine hydrochloride hives,,,,,sun pharm inds inc,sun,anda077499,cetirizine hydrochloride,yes,no,tablet,,no,FDA
oral,,,discontinued,fda,approved,06.09.2006,2006,,,,small molecule,loperamide hydrochloride and simethicone,,,,,sun pharm inds ltd,sun,anda077500,loperamide hydrochloride,yes,no,tablet,,no,FDA
oral,,,authorised,fda,approved,23.11.2011,2011,,,,small molecule,myzilra,,,,,endo operations,endo,anda077502,ethinyl estradiol,yes,no,tablet,,no,FDA
oral,,,authorised,fda,approved,20.06.2008,2008,,,,small molecule,zaleplon,,,,,chartwell molecular,chartwell,anda077505,zaleplon,yes,no,capsule,,no,FDA
oral,,,authorised,fda,approved,27.10.2005,2005,,,,small molecule,glipizide and metformin hydrochloride,,,,,epic pharma llc,epic,anda077507,glipizide,yes,no,tablet,,no,FDA
oral,,,authorised,fda,approved,24.10.2006,2006,,,,small molecule,colestipol hydrochloride,,,,,impax labs,impax,anda077510,colestipol hydrochloride,yes,no,tablet,,no,FDA
topical,,,authorised,fda,approved,02.07.2007,2007,,,,small molecule,terbinafine hydrochloride,,,,,taro,taro,anda077511,terbinafine hydrochloride,yes,no,cream,,no,FDA
oral,,,discontinued,fda,approved,12.09.2012,2012,,,,small molecule,escitalopram oxalate,,,,,aiping pharm inc,aiping,anda077512,escitalopram oxalate,yes,no,tablet,,no,FDA
oral,,,authorised,fda,approved,31.03.2008,2008,"endocrine, nutritional, and metabolic diseases",<obesity>,,small molecule,phentermine hydrochloride,"1 indications and usage phentermine hydrochloride, usp 15 mg and 30 mg is indicated as a short-term (a few weeks) adjunct in a regimen of weight reduction based on exercise, behavioral modification and caloric restriction in the management of exogenous obesity for patients with an initial body mass index ≥30 kg/m 2 , or≥27 kg/m 2 in the presence of other risk factors (e.g., controlled hypertension, diabetes, hyperlipidemia). below is a chart of body mass index (bmi) based on various heights and weights. bmi is calculated by taking the patient’s weight, in kilograms (kg), divided by the patient’s height, in meters (m), squared. metric conversions are as follows: pounds ÷ 2.2 = kg; inches x 0.0254 = meters. the limited usefulness of agents of this class, including phentermine hydrochloride, [ see clinical pharmacology ( 12.1 , 12.2 ) ] should be measured against possible risk factors inherent in their use such as those described below. 91cf84db-figure-01",,,,kvk tech,kvk,anda040886,phentermine hydrochloride,yes,no,capsule,,no,FDA
oral,,,discontinued,fda,approved,18.06.2008,2008,,,,small molecule,ramipril,,,,,actavis elizabeth,actavis,anda077513,ramipril,yes,no,capsule,,no,FDA
