Marketing_authorisation_number,Procedure_number,Drug_name,Non_proprietary_name,Marketing_authorisation_holder,Drug_class,Pharmaceutical_form,Administration_route,Decision,Current_status,Decision_date,Decision_year,Orphan_drug_status,Indication_extended,Indication_requested,Indication_approved,Disease_class(es),Application_date,Application_year,Nonclinical_abridged,Referral_body,Document_name,Agency
68653,,kapruvia,difelikefalin,vifor fresenius medical care,peptides and proteins,solution,intravenous,approved,authorised,16.08.2022,2022,no,no,treatment of moderate to severe pruritus associated with chronic kidney disease in adult patients on haemodialysis,treatment of moderate to severe pruritus associated with chronic kidney disease in adult patients on haemodialysis,diseases of the skin; diseases of the genitourinary system,07.09.2021,2021,no,na,swisspar_kapruvia.pdf,Swissmedic
67257,,rinvoq,upadacitinib,abbvie ag,small molecule,tablet,oral,approved,authorised (under additional monitoring),23.03.2021,2021,no,yes,"rinvoq is used to treat adults with active psoriatic arthritis who have responded poorly to, or cannot tolerate, treatment with one or more disease-modifying anti-rheumatic drugs (dmards). rinvoq may be used as monotherapy or in combination with non-biological dmards. rinvoq inhibits the progression of structural damage and improves physical functions.","rinvoq is indicated for the treatment of active psoriatic arthritis in adult patients who have responded inadequately to, or who are intolerant to one or more dmards. rinvoq may be used as monotherapy or in combination with non-biologic dmards.",diseases of the musculoskeletal system and connective tissue,16.06.2020,2020,yes,na,swisspar_rinvoq_psor_arthr_final.pdf,Swissmedic
67257,,rinvoq,upadacitinib as upadacitinib hemihydrate,abbvie ag,small molecule,tablet,oral,approved,authorised,26.11.2021,2021,no,yes,rinvoq is indicated for the treatment of moderate to severe atopic dermatitis in adults who are candidates for systemic therapy.,rinvoq is indicated for the treatment of moderate to severe atopic dermatitis in adults when conventional topical drug therapy does not provide adequate disease control or cannot be used.,diseases of the skin,19.10.2020,2020,yes,na,swisspar_rinvoq_ie.pdf,Swissmedic
69035,,vydura,rimegepant,pfizer ag,small molecule,lyophilisate,oral,approved,authorised (under additional monitoring),18.10.2023,2023,no,no,acute treatment of migraine with or without aura in adults; preventive treatment of episodic migraine in adults who have at least 4 migraine attacks per month.,"acute treatment of migraine attacks with or without aura in adults; prophylactic treatment of episodic migraine in adults, if indicated.",diseases of the nervous system,11.07.2022,2022,yes,european medicines agency,swisspar_vydura.pdf,Swissmedic
68726,,mounjaro,tirzepatide,eli lilly (suisse) sa,peptides and proteins,solution,subcutaneous,approved,authorised (under additional monitoring),09.07.2024,2024,no,yes,"mounjaro is indicated as an adjunct to a reduced-calorie diet and increased physical activity for chronic weight management, including weight loss and weight maintenance, in adults with an initial body mass index (bmi) of: ≥30 kg/m2 (obesity), or ≥27 kg/m2 to <30 kg/m2 (overweight) and in the presence of at least 1 weight-related comorbidity condition (e.g. hypertension, dyslipidaemia, obstructive sleep apnoea, cardiovascular disease, prediabetes, or type 2 diabetes mellitus.)","mounjaro is indicated as an adjunct to a reduced-calorie diet and increased physical activity for chronic weight management, including weight loss and weight maintenance, in adults with an initial body mass index (bmi) of ≥30 kg/m2 (obesity) or ≥27 kg/m2 to < 30kg/m2 (overweight) in the presence of at least 1 weight-related comorbid condition (e.g. hypertension, dyslipidaemia, obstructive sleep apnoea, cardiovascular disease, prediabetes, or type 2 diabetes mellitus).","endocrine, nutritional, and metabolic diseases",07.07.2023,2023,no,na,swisspar_mounjaro_ie.pdf,Swissmedic
67967,,enhertu,trastuzumab deruxtecan,daiichi sankyo (schweiz) ag,biologics,powder,intravenous,approved,authorised (under additional monitoring),06.03.2023,2023,no,yes,her2-low breast cancer,her2-low breast cancer,neoplasms,17.06.2022,2022,yes,,swisspar_enhertu_g102673750.pdf,Swissmedic
67790,,calquence,acalabrutinib,astrazeneca ag,small molecule,capsule,oral,approved,authorised,04.03.2021,2021,yes,no,calquence is indicated for the treatment of patients with chronic lymphocytic leukaemia (cll) or small lymphocytic lymphoma (sll).,calquence monotherapy or in combination with obinutuzumab is indicated for the treatment of adult patients with previously untreated chronic lymphocytic leukaemia (cll) who are 65 years and older or have comorbidities.,neoplasms; diseases of the blood and blood-forming organs,29.11.2019,2019,yes,fda and chmp,swisspar_calquence_final.pdf,Swissmedic
69524,,fruzaqla,fruquintinib,takeda pharma ag,small molecule,capsule,oral,approved,authorised (under additional monitoring),27.08.2024,2024,no,no,"treatment of adult patients with metastatic colorectal cancer (mcrc) who have been previously treated with fluoropyrimidine‑, oxaliplatin‑, and irinotecan‑based chemotherapy, an anti‑vegf therapy, and an anti-egfr therapy or are not considered candidates for available therapies.","fruzaqla is used as monotherapy for the treatment of adult patients with metastatic colorectal cancer (mcrc) who have been previously treated with available standard therapies, including fluoropyrimidine-, oxaliplatin-, and irinotecan-based chemotherapy, an anti-vegf agent, and, in the presence of wild-type ras, with an anti-egfr agent, and who have progressed on or are intolerant to treatment with either trifluridine/tipiracil or regorafenib.",neoplasms; diseases of the digestive system,29.09.2023,2023,yes,,swisspar_fruzaqla.pdf,Swissmedic
68001,,verquvo,vericiguat,bayer (schweiz) ag,small molecule,tablet,oral,approved,authorised (under additional monitoring),22.09.2021,2021,no,no,heart failure,"treatment of symptomatic, chronic heart failure in adult patients with reduced ejection fraction who have been stabilised after a recent decompensation requiring i.v. therapy",diseases of the circulatory system,15.07.2020,2020,yes,,swisspar_verquvo.pdf,Swissmedic
68626,,condrosulf plus,"chondroitin sulfate sodium, glucosamine hydrochloride",ibsa institut biochimique sa,other,capsule,oral,approved,authorised,11.01.2023,2023,no,no,symptomatic treatment of knee osteoarthritis in patients with moderate to severe pain.,symptomatic treatment of knee osteoarthritis in adult patients with moderate to severe pain.,diseases of the musculoskeletal system and connective tissue,02.08.2021,2021,yes,na,swisspar_condrosulf_plus.pdf,Swissmedic
67263,,pheburane,natrii phenylbutyras,nordmedica sa,small molecule,granules,oral,approved,authorised,29.07.2020,2020,yes,no,"pheburane is indicated as adjunctive therapy in the chronic management of urea cycle disorders, involving deficiencies of carbamylphosphate synthetase, ornithine transcarbamylase or argininosuccinate synthetase. it is indicated in all patients with neonatal-onset presentation (complete enzyme deficiencies, presenting within the first 28 days of life). it is also indicated in patients with late-onset disease (partial enzyme deficiencies, presenting after the first month of life) who have a history of hyperammonaemic encephalopathy.","pheburane is indicated as adjunctive therapy in the chronic management of urea cycle disorders, involving deficiencies of carbamylphosphate synthetase, ornithine transcarbamylase or argininosuccinate synthetase. it is indicated in all patients with neonatal-onset presentation (complete enzyme deficiencies, presenting within the first 28 days of life). it is also indicated in patients with late-onset disease (partial enzyme deficiencies, presenting after the first month of life) who have a history of hyperammonaemic encephalopathy.","endocrine, nutritional, and metabolic diseases",18.02.2019,2019,yes,na,swisspar_pheburane-final.pdf,Swissmedic
67967,,enhertu,trastuzumab deruxtecan,daiichi sankyo (schweiz) ag,biologics,powder,intravenous,approved,authorised,30.06.2022,2022,no,yes,enhertu monotherapy is indicated for the treatment of adult patients with unresectable or metastatic her2-positive breast cancer who have received a prior anti-her2-based regimen.,"enhertu as monotherapy is indicated for the treatment of adult patients with unresectable or metastatic her2-positive breast cancer who have received one or more prior anti-her2-based regimens, including trastuzumab and a taxane, and had a progression either in the metastatic setting or within 6 months after finalisation of an adjuvant or neoadjuvant therapy.",neoplasms,13.12.2021,2021,yes,na,swisspar_enhertu_ie_mbc_2l_g102661094.pdf,Swissmedic
68083,,minjuvi,tafasitamab,incyte biosciences international,biologics,powder,intravenous,conditional marketing authorisation,authorised (under additional monitoring),22.03.2022,2022,yes,no,"minjuvi is indicated in combination with lenalidomide, followed by minjuvi monotherapy, for the treatment of adult patients with relapsed or refractory diffuse large b-cell lymphoma (dlbcl), who are not eligible for, or who refuse, an autologous stem cell transplant (asct).","minjuvi is indicated in combination with lenalidomide followed by minjuvi monotherapy for the treatment of adult patients with relapsed or refractory diffuse large b-cell lymphoma (dlbcl) after at least one prior line of systemic therapy including an anti-cd20 antibody, who are not eligible for autologous stem cell transplant (asct).",neoplasms; diseases of the blood and blood-forming organs,01.12.2020,2020,yes,fda and ema/chmp,swisspar_minjuvi_na_nas_mit_fi.pdf,Swissmedic
68135,,tenkasi,oritavancin,a. menarini gmbh,small molecule,powder,intravenous,approved,authorised (under additional monitoring),15.11.2023,2023,no,yes,tenkasi is indicated for the treatment of acute bacterial skin and skin structure infections (absssi) in adults and paediatric patients aged 3 months and older if it is established or strongly suspected after microbiological sensitivity testing that the infection is caused by sensitive bacteria.,tenkasi is indicated for the treatment of acute bacterial skin and skin structure infections (absssi) in adults and paediatric patients aged 3 months and older if it is established or strongly suspected after microbiological sensitivity testing that the infection is caused by sensitive bacteria.,infectious and parasitic diseases; diseases of the skin,11.04.2023,2023,yes,na,swisspar_tenkasi_ie.pdf,Swissmedic
67590,,epidyolex,cannabidiol,drac ag,small molecule,solution,oral,approved,authorised (under additional monitoring),10.02.2021,2021,yes,no,epidyolex is indicated for the adjunctive therapy of seizures associated with lennox-gastaut syndrome or dravet syndrome in patients 2 years of age and older.,epidyolex is indicated for the adjunctive therapy of seizures associated with lennox-gastaut syndrome (lgs) or dravet syndrome (ds) in patients 2 years of age and older.,diseases of the nervous system,11.06.2019,2019,yes,fda; ema,swisspar_epidyolex_final_zur_publikation.pdf,Swissmedic
67893,,doptelet,avatrombopag,swedish orphan biovitrum ag,small molecule,tablet,oral,approved,authorised (under additional monitoring),23.11.2021,2021,no,no,"doptelet is indicated for the treatment of severe thrombocytopenia in adult patients with chronic liver disease (cld) who are scheduled to undergo an invasive procedure. doptelet is indicated for the treatment of chronic immune thrombocytopenia (itp) in adult patients who have not responded to other treatments (e.g. corticoids, immunoglobulins).",doptelet is indicated for the treatment of severe thrombocytopenia in adult patients with chronic liver disease who are scheduled to undergo an invasive procedure. doptelet is indicated for the treatment of chronic immune thrombocytopenia (itp) in adult patients who have shown insufficient response to at least one prior treatment.,diseases of the blood and blood-forming organs,20.05.2020,2020,yes,european medicines agency (ema),swisspar_doptelet.pdf,Swissmedic
68752,,vaxneuvance,streptococcus pneumoniae serotypes 1 / 3 / 4 / 5 / 6a / 6b / 7f / 9v / 14 / 18c / 19a / 19f / 22f / 23f / 33f polysaccharide conjugated to corynebacterium diphtheriae crm 197 protein,msd merck sharp & dohme ag,vaccine,suspension,intramuscular,approved,authorised,14.02.2023,2023,no,no,vaxneuvance is indicated for active immunisation for the prevention of invasive disease and pneumonia caused by streptococcus pneumoniae in individuals 18 years of age and older.,vaxneuvance is indicated for active immunisation for the prevention of invasive disease and pneumonia caused by streptococcus pneumoniae in individuals 65 years of age and older.,infectious and parasitic diseases; diseases of the respiratory system,12.11.2021,2021,yes,ema,swisspar_vaxneuvance_final.pdf,Swissmedic
69129,,winrevair,sotatercept,msd merck sharp & dohme ag,biologics,powder,intravenous,approved,authorised (under additional monitoring),13.09.2024,2024,yes,no,"winrevair is indicated in combination with standard of care therapy for the treatment of pulmonary arterial hypertension (pah) in adult patients with who functional class (fc) ii to iii to improve exercise capacity, provide clinical improvement, improve who fc, and delay disease progression, including to reduce the risk of death and hospitalisation due to pah.","winrevair, in combination with standard pulmonary arterial hypertension (pah) therapy, is indicated for the treatment of pah in adult patients with who functional class (fc) ii to iii to improve exercise capacity and to delay disease progression.",diseases of the circulatory system,29.01.2024,2024,no,na,swisspar_winrevair.pdf,Swissmedic
69039,,beyfortus,nirsevimab,sanofi-aventis (suisse) sa,biologics,solution,intramuscular,approved,authorised (under additional monitoring),22.12.2023,2023,no,no,prevention of respiratory syncytial virus (rsv) lower respiratory tract disease.,"prevention of lower respiratory tract disease caused by rsv in neonates, infants, and toddlers up to 24 months.",infectious and parasitic diseases; diseases of the respiratory system,15.11.2022,2022,yes,european medicines agency (ema),swisspar_beyfortus.pdf,Swissmedic
67822,emea/h/a-31/1465,solmucol bronchoprotect,not applicable,ibsa institut biochimique sa,other,tablet,oral,approved,authorised,06.01.2022,2022,no,no,prophylaxis of recurrent respiratory tract infections in adults and children from the age of 3 years.,prophylaxis of recurrent respiratory tract infections in adults and children from the age of 3 years.,diseases of the respiratory system,23.12.2019,2019,yes,ema,swisspar_solmucol_bronchoprotect_final.pdf,Swissmedic
68130,,kerendia,finerenone,bayer (schweiz) ag,small molecule,tablet,oral,approved,authorised (under additional monitoring),26.11.2021,2021,no,no,kerendia is indicated to delay progression of kidney disease and to reduce the risk of cardiovascular mortality and morbidity in adults with chronic kidney disease and type 2 diabetes mellitus.,kerendia is indicated to delay progression of chronic kidney disease in adult patients with type 2 diabetes mellitus.,"diseases of the genitourinary system; endocrine, nutritional, and metabolic diseases; diseases of the circulatory system",01.12.2020,2020,yes,,swisspar_kerendia-1.pdf,Swissmedic
68113,,tepmetko,tepotinib as tepotinib hydrochloride monohydrate,merck (schweiz) ag,small molecule,tablet,oral,approved,authorised (under additional monitoring),22.06.2021,2021,yes,no,treatment of adult patients with advanced non-small cell lung cancer (nsclc) harbouring met tyrosine kinase receptor exon 14 (metex14) skipping alterations,treatment of adult patients with metastatic non-small cell lung cancer (nsclc) harbouring a met tyrosine kinase receptor exon 14 (metex14) skipping mutation,neoplasms; diseases of the respiratory system,26.08.2020,2020,no,na,swisspar_tepmetko.pdf,Swissmedic
67836,,leqvio,inclisiran,novartis pharma schweiz ag,small molecule,solution,subcutaneous,approved,authorised,09.09.2021,2021,no,no,"inclisiran is intended for use in adults with hypercholesterolaemia (including heterozygous familial hypercholesterolaemia) or mixed dyslipidaemia, as an adjunct to diet.",hypercholesterolaemia and mixed dyslipidaemia,"endocrine, nutritional, and metabolic diseases; diseases of the circulatory system",18.05.2020,2020,no,na,2024-09-13_swisspar_leqvio_fi_engl.pdf,Swissmedic
67371,,luxturna,voretigene neparvovec,novartis pharma schweiz ag,cell and gene therapy,concentrate; solvent,subretinal,approved,authorised,14.02.2020,2020,yes,no,luxturna is used for the treatment of adult and paediatric patients with vision loss due to inherited retinal dystrophy caused by confirmed biallelic rpe65 mutations and who have sufficient viable retinal cells.,luxturna is used for the treatment of adult and paediatric patients with vision loss due to inherited retinal dystrophy caused by confirmed biallelic rpe65 mutations and who have sufficient viable retinal cells.,diseases of the eye and adnexa,10.05.2019,2019,no,na,2020-04-15_swisspar_luxturna-final.pdf,Swissmedic
69074,,amvuttra,vutrisiran sodium,alnylam switzerland gmbh,small molecule,solution,subcutaneous,approved,authorised (under additional monitoring),23.06.2023,2023,yes,no,treatment of hereditary transthyretin-mediated amyloidosis (hattr amyloidosis) in adult patients with stage 1 or stage 2 polyneuropathy,treatment of hereditary transthyretin-mediated amyloidosis (hattr amyloidosis) in adult patients with stage 1 or stage 2 polyneuropathy,"endocrine, nutritional, and metabolic diseases; diseases of the nervous system",01.11.2022,2022,yes,ema,2024-04-23_final_assessment_report_swisspar_amvuttra_mit_fi_engl.pdf,Swissmedic
67469,,breyanzi,lisocabtagene maraleucel,bristol-myers squibb sa,cell and gene therapy,dispersion,autologous; intravenous,approved,authorised,28.03.2022,2022,yes,no,"treatment of adult patients with relapsed or refractory diffuse large b-cell lymphoma (dlbcl), primary mediastinal large b-cell lymphoma (pmbcl), and follicular lymphoma grade 3b (fl3b) after at least 2 prior therapies.",treatment of adult patients with relapsed or refractory diffuse large b-cell lymphoma (dlbcl) and primary mediastinal large b-cell lymphoma (pmbcl) after at least 2 prior therapies.,neoplasms; diseases of the blood and blood-forming organs,30.10.2020,2020,no,na,2024-07-22_final_swisspar_breyanzi_mit_fi.pdf,Swissmedic
69052,emea/h/c/004577/0000,ebvallo,tabelecleucel,pierre fabre pharma sa,cell and gene therapy,dispersion,intravenous,approved,authorised,03.05.2024,2024,yes,no,"ebvallo is indicated as monotherapy for treatment of adult and paediatric patients 2 years of age and older with relapsed or refractory epstein-barr virus positive post-transplant lymphoproliferative disease (ebv+ ptld) who have received at least one prior therapy. for solid organ transplant patients, prior therapy includes chemotherapy unless chemotherapy is inappropriate.","ebvallo is indicated as monotherapy for treatment of adult and paediatric patients 2 years of age and older with relapsed or refractory epstein-barr virus positive post-transplant lymphoproliferative disease (ebv+ ptld) who have received at least one prior therapy. for solid organ transplant patients, prior therapy includes chemotherapy unless chemotherapy is inappropriate.",neoplasms; diseases of the blood and blood-forming organs,27.12.2022,2022,yes,ema,2024-07-30_swisspar_und_fi_engl.pdf,Swissmedic
68236,,libmeldy,atidarsagene autotemcel,sfl pharma gmbh,cell and gene therapy,dispersion,intravenous,approved,authorised (under additional monitoring),07.12.2023,2023,yes,no,"libmeldy is indicated for the treatment of metachromatic leukodystrophy (mld) characterised by biallelic mutations in the arylsulfatase a (arsa) gene leading to a reduction of the arsa enzymatic activity: in children with late infantile or early juvenile forms, without clinical manifestations of the disease, in children with the early juvenile form, with early clinical manifestations of the disease, who still have the ability to walk independently, and before the onset of cognitive decline.","libmeldy is indicated for the treatment of metachromatic leukodystrophy (mld) characterised by biallelic mutations in the arylsulfatase a (arsa) gene leading to a reduction of the arsa enzymatic activity: in children with late infantile or early juvenile forms, without clinical manifestations of the disease, in children with the early juvenile form, with early clinical manifestations of the disease, who still have the ability to walk independently, and before the onset of cognitive decline.",diseases of the nervous system,27.10.2022,2022,yes,ema,2024-08-07_final_swisspar_libmeldy_fi_engl.pdf,Swissmedic
68239,emea/h/c/005040/0000,oxlumo,lumasiran,alnylam switzerland gmbh,small molecule,solution,subcutaneous,approved,authorised (under additional monitoring),01.12.2021,2021,yes,no,oxlumo is indicated for the treatment of primary hyperoxaluria type 1 (ph1) in all age groups.,oxlumo is indicated for the treatment of primary hyperoxaluria type 1 (ph1) in all age groups.,"endocrine, nutritional, and metabolic diseases",26.02.2021,2021,yes,ema,2024-08-07_final_swisspar_oxlumo_fi_engl.pdf,Swissmedic
67895,,givlaari,givosiran,alnylam switzerland gmbh,small molecule,solution,subcutaneous,approved,authorised (under additional monitoring),29.03.2021,2021,yes,no,treatment of acute hepatic porphyria in adults and adolescents aged 12 years and older.,treatment of acute hepatic porphyria in adults and adolescents aged 12 years and older.,"endocrine, nutritional, and metabolic diseases",02.06.2020,2020,yes,ema,2024-09-13_swisspar_givlaari_fi_engl-1.pdf,Swissmedic
68358,emea/h/c/004554/0000,ervebo,"ebola zaire vaccine (rvsv δg-zebov-gp, live)",msd merck sharp & dohme ag,vaccine,solution,intramuscular,approved,authorised (under additional monitoring),10.11.2021,2021,no,no,active immunisation of individuals 18 years of age or older to protect against ebola virus disease (evd) caused by zaire ebola virus.,active immunisation of individuals 18 years of age or older to protect against ebola virus disease (evd) caused by zaire ebola virus.,infectious and parasitic diseases,21.01.2021,2021,yes,ema,2024-09-16_swisspar_ervebo_fi_engl.pdf,Swissmedic
67884,,tecartus,brexucaptagene autoleucel,gilead sciences switzerland sàrl,cell and gene therapy,dispersion,autologous; intravenous,approved,authorised (under additional monitoring),12.01.2023,2023,yes,yes,tecartus is indicated for the treatment of adult patients with relapsed or refractory b-cell precursor acute lymphoblastic leukaemia (all).,tecartus is indicated for the treatment of adult patients with relapsed or refractory b-cell precursor acute lymphoblastic leukaemia (all) after 2 or more systemic therapies.,neoplasms; diseases of the blood and blood-forming organs,03.12.2021,2021,yes,na,2024-09-26_final_swisspar_tecartus_rrall_fi_engl.pdf,Swissmedic
69403,emea/h/c/005155/0000,qdenga,"live, attenuated dengue virus serotype 1; live, attenuated dengue virus serotype 2; live, attenuated dengue virus serotype 3; live, attenuated dengue virus serotype 4",takeda pharma ag,vaccine,powder; solvent,subcutaneous,approved,authorised (under additional monitoring),29.07.2024,2024,no,no,qdenga is indicated for the prevention of dengue disease in individuals from 4 years of age.,qdenga is indicated for the prevention of dengue disease in individuals from 4 years of age.,infectious and parasitic diseases,14.04.2023,2023,yes,ema,2024-10-08_swisspar_qdenga_art_13_final_fi_engl.pdf,Swissmedic
68978,emea/h/c/005763/0000,casgevy,exagamglogene autotemcel,vertex pharmaceuticals (ch) gmbh,cell and gene therapy,dispersion,intravenous,conditional marketing authorisation,authorised (under additional monitoring),06.09.2024,2024,yes,no,β-thalassemia; sickle cell disease,β-thalassemia; sickle cell disease,diseases of the blood and blood-forming organs,20.12.2023,2023,yes,ema,2024-11-22_final_swisspar_casgevy_art_13_fi_engl_corr.pdf,Swissmedic
68358,emea/h/c/004554/ii/0025,ervebo,"rvsvdeltag-zebov-gp, live, attenuated",msd merck sharp & dohme ag,vaccine,solution,intramuscular,approved,authorised (under additional monitoring),29.07.2024,2024,,yes,ervebo is indicated for active immunisation of individuals 1 year of age or older to protect against ebola virus disease (evd) caused by zaire ebola virus,ervebo is indicated for active immunisation of individuals 1 year of age or older to protect against ebola virus disease (evd) caused by zaire ebola virus,infectious and parasitic diseases,20.11.2023,2023,yes,ema,2024-12-10_final_swisspar_ervebo_ie_kinder_ab_1j_fi_engl.pdf,Swissmedic
68780,,hemgenix,etranacogene dezaparvovec,csl behring ag,cell and gene therapy,concentrate,intravenous,approved,authorised,07.12.2023,2023,yes,no,treatment of adults with haemophilia b (congenital factor ix deficiency) with a preexisting neutralising adeno-associated viral vector serotype 5 (aav5) antibody titre below 1:900 to reduce the frequency of bleeding episodes and the need for factor ix replacement therapy,treatment of male adults with severe/moderately severe haemophilia b (congenital factor ix deficiency) with a preexisting neutralising adeno-associated viral vector serotype 5 (aav5) antibody titre below 1:900 to reduce the frequency of bleeding episodes and the need for factor ix replacement therapy,diseases of the blood and blood-forming organs,15.03.2023,2023,no,na,2024-12-13_hemgenix_swisspar_final_fi_engl.pdf,Swissmedic
66792,,cablivi,caplacizumabum,sanofi-aventis (suisse) sa,biologics,powder; solvent,subcutaneous; intravenous,approved,authorised (under additional monitoring),01.10.2019,2019,yes,no,"treatment of adults suffering from an episode of acquired thrombotic thrombocytopenic purpura (attp), in combination with plasmapheresis and immunosuppression.","treatment of adults suffering from an episode of acquired thrombotic thrombocytopenic purpura (attp), in combination with plasmapheresis and immunosuppression.",diseases of the blood and blood-forming organs,03.01.2019,2019,yes,european medicines agency ema,66792-cablivi-01-swisspar-20191108.pdf,Swissmedic
67304,,onpattro,patisiran,alnylam switzerland gmbh,small molecule,concentrate,intravenous,approved,authorised (under additional monitoring),23.09.2019,2019,yes,no,onpattro is indicated for the treatment of hereditary transthyretin-mediated amyloidosis (hattr amyloidosis) in adult patients with stage 1 or stage 2 polyneuropathy.,onpattro is indicated for the treatment of hereditary transthyretin-mediated amyloidosis (hattr amyloidosis) in adult patients with stage 1 or stage 2 polyneuropathy.,"endocrine, nutritional, and metabolic diseases; diseases of the nervous system",03.01.2019,2019,yes,european medicines agency (ema),67304-onpattro-01-swisspar-20191113.pdf,Swissmedic
67798,,tukysa,tucatinibum,sfl regulatory affairs & scientific communication gmbh,small molecule,tablet,oral,approved,authorised,07.05.2020,2020,no,no,"tukysa is indicated in combination with trastuzumab and capecitabine for the treatment of patients with locally advanced unresectable or metastatic her2-positive breast cancer, including patients with brain metastases, who have received at least 2 prior anti-her2 treatment regimens.","tukysa in combination with trastuzumab and capecitabine is indicated for the treatment of patients with metastatic her2-positive breast cancer, who have previously received 2 or more anti-her2 regimens in any setting, including trastuzumab, pertuzumab and trastuzumab-emtansine (t–dm1).",neoplasms,06.01.2020,2020,no,na,20200602_swisspar_tukysa.pdf,Swissmedic
67617,,enspryng,satralizumabum,roche pharma (schweiz) ag,biologics,solution,subcutaneous,approved,authorised (under additional monitoring),13.07.2020,2020,yes,no,enspryng is indicated as monotherapy or in combination with immunosuppressive therapy (ist) for the treatment of adult and adolescent patients with neuromyelitis optica spectrum disorders (nmosd).,enspryng is used as a monotherapy or in combination with immunosuppressive therapy (ist) for the treatment of neuromyelitis optica spectrum disorders (nmosd) in adult and adolescents in whom aquaporin-4 igg antibodies are detected (i.e. who are aqp4 igg seropositive).,diseases of the nervous system,25.10.2019,2019,no,na,20200827_swisspar_enspryng_final.pdf,Swissmedic
68225,,comirnaty,tozinameranum,"pfizer ag, zurich",vaccine,concentrate,intramuscular,approved,authorised (under additional monitoring),19.12.2020,2020,no,no,"active immunisation to prevent covid-19 disease caused by sars-cov-2 virus, in individuals 16 years of age and older.","comirnaty is indicated for active immunisation to prevent covid-19 caused by sars-cov-2 virus, in individuals 16 years of age and older.",infectious and parasitic diseases,16.10.2020,2020,yes,na,20210430_swisspar_comirnaty.pdf,Swissmedic
68267,,spikevax,cx-024414,moderna switzerland gmbh,vaccine,dispersion,intramuscular,approved,authorised,12.01.2021,2021,no,no,covid-19 vaccine moderna is indicated for active immunisation to prevent coronavirus disease 2019 (covid-19) caused by the sars-cov-2 virus in individuals 18 years of age and older.,covid-19 vaccine moderna is indicated for active immunisation to prevent coronavirus disease 2019 (covid-19) caused by the sars-cov-2 virus in individuals 18 years of age and older.,infectious and parasitic diseases,12.11.2020,2020,yes,na,20211203_swisspar-spikevax.pdf,Swissmedic
68473,,nuvaxovid,sars cov-2 recombinant spike protein (rs nvx-cov2373),future health pharma gmbh,vaccine,dispersion,intramuscular,conditional marketing authorisation,authorised (under additional monitoring),02.09.2022,2022,no,yes,nuvaxovid is indicated for active immunisation to prevent covid-19 caused by sars-cov-2 in individuals 12 years of age and older.,nuvaxovid is indicated for active immunisation to prevent covid-19 caused by sars-cov-2 in individuals 12 years of age and older.,infectious and parasitic diseases,01.07.2022,2022,yes,na,assessment_report_swisspar_nuvaxovid_g102682544.pdf,Swissmedic
68179,,trodelvy,sacituzumab govitecan,gilead sciences switzerland sàrl,biologics,powder; gel,intravenous,approved,authorised (under additional monitoring),18.08.2023,2023,no,yes,"trodelvy is indicated for the treatment of adult patients with unresectable locally advanced or metastatic hormone receptor (hr)-positive, human epidermal growth factor receptor 2 (her2)-negative breast cancer who have received endocrine-based therapy and at least two additional systemic therapies in the metastatic setting.",hr+/her2- breast cancer,neoplasms,31.01.2023,2023,no,na,swisspar_trodelvy_hr_her2-_brustkrebs.pdf,Swissmedic
67514,,mictonorm,"propiverinum, propiverini hydrochloridum",labatec pharma sa,small molecule,capsule,oral,approved,authorised,13.08.2020,2020,no,no,symptomatic treatment of aconuresis and/or higher frequency of micturition and imperative urge to urinate in patients with overactive bladder.,symptomatic treatment of urinary incontinence and/or increased urinary frequency and urgency as may occur in patients with overactive bladder.,diseases of the genitourinary system,08.04.2019,2019,yes,na,assessment_report_swisspar_mictonorm_final.pdf,Swissmedic
67103,,spravato,esketamine as esketamine hydrochloride,janssen-cilag ag,small molecule,solution,nasal,approved,authorised (under additional monitoring),27.08.2021,2021,no,yes,"spravato is indicated, in conjunction with oral antidepressant therapy, for the rapid reduction of depressive symptoms in adult patients with severe major depressive disorder for whom urgent symptom control is necessary.",spravato in combination with an oral antidepressant therapy is indicated as acute short-term treatment for the rapid reduction of depressive symptoms in adult patients with a severe episode of major depression (without psychotic symptoms) when the symptoms are classified as a psychiatric emergency according to clinical evaluation.,mental and behavioural disorders,03.07.2020,2020,yes,na,assessment_report_swisspar_spravato_g102620850.pdf,Swissmedic
67797,,vaborem,"meropenem trihydrate, vaborbactam",a. menarini ag,small molecule,powder,intravenous,approved,authorised,01.07.2021,2021,no,no,"complicated urinary tract infection (cuti), including pyelonephritis; complicated intra-abdominal infection (ciai); hospital-acquired pneumonia (hap), including ventilator-associated pneumonia (vap); treatment of patients with bacteraemia associated with these infections; infections due to aerobic gram-negative organisms in adults with limited treatment options.","complicated urinary tract infection (cuti), including pyelonephritis; complicated intra-abdominal infection (ciai); hospital-acquired pneumonia (hap), including ventilator-associated pneumonia (vap); treatment of patients with bacteraemia associated with these infections.",infectious and parasitic diseases,04.12.2019,2019,yes,european medicines agency (ema),assessment_report_swisspar_vaborem_final.pdf,Swissmedic
