Administration_route,Application_date,Application_year,Current_status,Dataset,Decision,Decision_date,Decision_year,Disease_class(es),Disease_name(s),Document_name,Drug_class,Drug_name,Indication_approved,Indication_extended,Indication_requested,Indication_requested_extracted,Marketing_authorisation_holder,Marketing_authorisation_holder_extracted,Marketing_authorisation_number,Non_proprietary_name,Nonclinical_abridged,Orphan_drug_status,Pharmaceutical_form,Procedure_number,Referral_body
oral,03.12.2009,2009,withdrawn,EMA,approved,17.02.2011,2011,diseases of the circulatory system,<hypertension>,rasilamlo-epar-public-assessment-report_en.pdf,small molecule,rasilamlo,treatment of essential hypertension in adult patients whose blood pressure is not adequately controlled with aliskiren or amlodipine used alone,no,treatment of hypertension,<hypertension>,novartis europharm ltd.,novartis,,aliskiren / amlodipine,no,no,tablet,emea/h/c/002073,na
oral,,,authorised,EMA,approved,,2007,diseases of the circulatory system,<hypertension>,rasilez-epar-scientific-discussion_en.pdf,small molecule,rasilez,treatment of essential hypertension,no,treatment of essential hypertension,<hypertension>,,not reported,ema/000000/2007,aliskiren,no,no,tablet,emea/h/c/000000,na
oral,06.12.2007,2007,withdrawn,EMA,approved,20.11.2008,2008,diseases of the circulatory system,<hypertension>,rasilez-hct-epar-public-assessment-report_en.pdf,small molecule,rasilez hct,treatment of essential hypertension in adults,no,treatment of essential hypertension,<hypertension>,novartis europharm ltd.,novartis,,aliskiren hemifumarate / hydrochlorothiazide,no,no,tablet,emea/h/c/000964,na
subcutaneous; intravenous,29.01.2007,2007,authorised,EMA,approved,24.07.2008,2008,neoplasms; diseases of the blood and blood-forming organs,<neutropenia>; <febrile neutropenia>,ratiograstim-epar-public-assessment-report_en.pdf,biologics,ratiograstim,reduction in the duration of neutropenia and the incidence of febrile neutropenia in patients treated with established cytotoxic chemotherapy for malignancy and in patients undergoing myeloablative therapy followed by bone marrow transplantation.,no,reduction in the duration of neutropenia and the incidence of febrile neutropenia in patients treated with established cytotoxic chemotherapy for malignancy and in patients undergoing myeloablative therapy followed by bone marrow transplantation.,<neutropenia>; <febrile neutropenia>,ratiopharm gmbh,ratiopharm,ema/502481/2008,filgrastim,no,no,solution,emea/h/c/825,na
oral,02.06.2014,2014,authorised,EMA,approved,24.09.2015,2015,"endocrine, nutritional, and metabolic diseases",<urea cycle disorders>,ravicti-epar-public-assessment-report_en.pdf,small molecule,ravicti,"ravicti is indicated for use as a nitrogen-binding agent for chronic management of adult and paediatric patients ≥2 months of age with urea cycle disorders (ucds – including deficiencies of carbamoyl phosphate synthetase i (cps), ornithine transcarbamylase (otc), argininosuccinate synthetase (ass, also called citrullinemia i), argininosuccinate lyase (asl, also called arginosuccinic aciduria), arginase i (arg), and ornithine translocase (also called hhh [hyperammonaemia-hyperornithinemia-homocitrullinemia syndrome]) who cannot be managed by dietary protein restriction and/or amino acid supplementation alone.",no,"ravicti is indicated for use as a nitrogen-binding agent for chronic management of adult and paediatric patients ≥2 months of age with urea cycle disorders (ucds – including deficiencies of carbamoyl phosphate synthetase i (cps), ornithine transcarbamylase (otc), argininosuccinate synthetase (ass, also called citrullinemia i), argininosuccinate lyase (asl, also called arginosuccinic aciduria), arginase i (arg), citrin (also called citrullinemia ii) and ornithine translocase (also called hhh [hyperammonaemia-hyperornithinemia-homocitrullinemia syndrome]) who cannot be managed by dietary protein restriction and/or amino acid supplementation alone.",<urea cycle disorders>,horizon therapeutics limited,horizon,ema/676925/2015,glycerol phenylbutyrate,no,yes,liquid,emea/h/c/003822/0000,na
oral,04.05.2014,2014,authorised,EMA,approved,25.06.2015,2015,diseases of the eye and adnexa,<leber hereditary optic neuropathy>,raxone-epar-public-assessment-report_en.pdf,small molecule,raxone,treatment of patients 14 years of age and older with leber’s hereditary optic neuropathy (lhon),no,treatment of patients 14 years of age and older with leber’s hereditary optic neuropathy (lhon),<leber hereditary optic neuropathy>,santhera pharmaceuticals (deutschland) gmbh,santhera,ema/480039/2015,idebenone,no,yes,tablet,emea/h/c/003834/0000,na
oral,06.11.2020,2020,authorised,EMA,approved,23.06.2022,2022,diseases of the nervous system,<migraine disorders>,rayvow-epar-public-assessment-report_en.pdf,small molecule,rayvow,"acute treatment of the headache phase of migraine attacks, with or without aura in adults",no,acute treatment of migraine with or without aura in adults,<migraine disorders>,eli lilly nederland b.v.,eli lilly,ema/622555/2022,lasmiditan,no,no,tablet,emea/h/c/005332/0000,na
oral,02.03.2016,2016,authorised,EMA,approved,18.05.2017,2017,mental and behavioural disorders,<schizophrenia>,reagila-epar-public-assessment-report_en.pdf,small molecule,reagila,treatment of schizophrenia in adult patients.,no,treatment of schizophrenia in adult patients. treatment of schizophrenia with predominant negative symptoms in adult patients.,<schizophrenia>,gedeon richter plc.,gedeon richter,ema/353055/2017,cariprazine,no,no,capsule,emea/h/c/002770/0000,na
oral,07.05.1999,1999,withdrawn,EMA,approved,09.09.1999,1999,infectious and parasitic diseases,<chronic hepatitis c>,rebetol-epar-scientific-discussion_en.pdf,small molecule,rebetol,treatment of chronic hepatitis c in combination with peginterferon alfa-2b or interferon alfa-2b,yes,treatment of chronic hepatitis c in combination with interferon alfa-2b,<chronic hepatitis c>,,not reported,,ribavirin,yes,no,capsule,,
subcutaneous,26.04.2019,2019,authorised,EMA,approved,30.04.2020,2020,diseases of the blood and blood-forming organs,<myelodysplastic syndromes>; <anemia>; <beta-thalassemia>,reblozyl-epar-public-assessment-report_en.pdf,biologics,reblozyl,"treatment of adult patients with transfusion-dependent anaemia due to very low, low and intermediate-risk myelodysplastic syndromes (mds) with ring sideroblasts, who had an unsatisfactory response to or are ineligible for erythropoietin-based therapy; treatment of adult patients with transfusion-dependent anaemia associated with beta-thalassaemia.",no,"treatment of adult patients with very low, low and intermediate risk ring sideroblast positive myelodysplastic syndromes (mds) associated anaemia who require red blood cell transfusions and have received or are not eligible for erythropoietin-stimulating agent therapy; treatment of adult patients with beta-thalassaemia (β-thalassaemia) associated anaemia who require red blood cell transfusions.",<myelodysplastic syndromes>; <anemia>; <beta-thalassemia>,celgene europe bv,celgene,ema/270924/2020,luspatercept,no,yes,powder,emea/h/c/004444/0000,na
intravenous,09.11.2018,2018,authorised,EMA,approved,12.12.2019,2019,infectious and parasitic diseases,<gram-negative bacterial infections>,recarbrio-epar-public-assessment-report_en.pdf,small molecule,recarbrio,treatment of infections due to aerobic gram-negative microorganisms in adults with limited treatment options,no,treatment of infections due to aerobic gram-negative microorganisms in adults with limited treatment options,<gram-negative bacterial infections>,merck sharp & dohme b.v.,merck sharp & dohme,ema/7621/2020,imipenem / cilastatin / relebactam,no,no,powder,emea/h/c/004808/0000,na
intravenous,,,authorised,EMA,approved,17.12.1998,1998,diseases of the blood and blood-forming organs,<hemophilia a>,refacto-af-epar-scientific-discussion_en.pdf,biologics,refacto,treatment of hemophilia a (congenital factor viii deficiency or classic hemophilia) and prevention of bleeding (prophylaxis),no,treatment of hemophilia a (congenital factor viii deficiency or classic hemophilia) and prevention of bleeding (prophylaxis),<hemophilia a>,wyeth,wyeth,ema/232/1998,moroctocog alfa,no,no,powder; solvent,emea/h/c/232,na
intravenous,07.01.2016,2016,authorised,EMA,approved,23.03.2017,2017,diseases of the blood and blood-forming organs,<hemophilia b>,refixia-epar-public-assessment-report_en.pdf,biologics,refixia,treatment and prophylaxis of bleeding in patients 12 years and above with haemophilia b (congenital factor ix deficiency),no,treatment and prophylaxis of bleeding in patients with haemophilia b (congenital factor ix deficiency),<hemophilia b>,novo nordisk a/s,novo nordisk,ema/346525/2017,nonacog beta pegol,no,yes,powder; solvent,emea/h/c/004178/0000,na
intravenous,01.10.2021,2021,withdrawn,EMA,approved,11.11.2021,2021,infectious and parasitic diseases,<coronavirus disease 2019>,regkirona-epar-public-assessment-report_en.pdf,biologics,regkirona,regkirona is indicated for the treatment of adults with coronavirus disease 2019 (covid-19) that do not require supplemental oxygen for covid-19 and who are at increased risk of progressing to severe covid-19,no,regdanvimab is indicated for the treatment of adults with coronavirus disease 2019 (covid-19) that do not require supplemental oxygen and who are at increased risk of progressing to severe covid-19,<coronavirus disease 2019>,celltrion healthcare hungary kft.,celltrion,ema/679271/2021,regdanvimab,no,no,concentrate,emea/h/c/005854/0000,na
intramuscular,26.07.2019,2019,authorised,EMA,approved,15.10.2020,2020,infectious and parasitic diseases,<human immunodeficiency virus>,rekambys-epar-public-assessment-report_en.pdf,small molecule,rekambys,"rekambys is indicated, in combination with cabotegravir injection, for the treatment of human immunodeficiency virus type 1 (hiv-1) infection in adults who are virologically suppressed (hiv-1 rna <50 copies/ml) and have no known or suspected resistance to either rilpivirine or cabotegravir.",no,"rekambys is indicated, in combination with cabotegravir injection, for the treatment of human immunodeficiency virus type 1 (hiv-1) infection in adults who are virologically suppressed (hiv-1 rna <50 copies/ml) and have no known or suspected resistance to either rilpivirine or cabotegravir.",<human immunodeficiency virus>,janssen-cilag international n.v.,janssen-cilag,ema/chmp/455298/2020,rilpivirine,no,no,suspension,emea/h/c/005060/0000,na
subcutaneous,07.10.2015,2015,authorised,EMA,approved,13.10.2016,2016,diseases of the genitourinary system,<infertility>,rekovelle-epar-public-assessment-report_en.pdf,biologics,rekovelle,controlled ovarian stimulation for the development of multiple follicles in women undergoing assisted reproductive technologies (art) such as an in vitro fertilisation (ivf) or intracytoplasmic sperm injection (icsi) cycle.,no,controlled ovarian stimulation for the development of multiple follicles in women undergoing assisted reproductive technologies (art) such as an in vitro fertilisation (ivf) or intracytoplasmic sperm injection (icsi) cycle.,not reported,ferring pharmaceuticals a/s,ferring,ema/11072/2017,follitropin delta,no,no,solution,emea/h/c/003994/0000,na
subcutaneous,04.05.2007,2007,authorised,EMA,approved,24.04.2008,2008,diseases of the digestive system,<constipation>,relistor-epar-public-assessment-report_en.pdf,small molecule,relistor,treatment of opioid-induced constipation in advanced illness patients who are receiving palliative care when response to usual laxative therapy has not been sufficient.,no,treatment of opioid-induced constipation in advanced illness patients who are receiving palliative care when response to usual laxative therapy has not been sufficient.,<constipation>,wyeth europa limited,wyeth,ema/10906/2008,methylnaltrexone bromide,no,no,solution,emea/h/c/870,na
inhalation,26.06.2012,2012,authorised,EMA,approved,19.09.2013,2013,diseases of the respiratory system,"<asthma>; <pulmonary disease, chronic obstructive>",relvar-ellipta-epar-public-assessment-report_en.pdf,small molecule,relvar ellipta,asthma in adults and adolescents aged 12 years and older; symptomatic treatment of adults with copd,no,asthma in adults and adolescents aged 12 years and older; symptomatic treatment of adults with copd,"<asthma>; <pulmonary disease, chronic obstructive>",glaxo group ltd,glaxo,ema/282960/2013,fluticasone furoate / vilanterol,no,no,powder,emea/h/c/002673/0000,na
intraperitoneal,24.12.2007,2007,withdrawn,EMA,approved,19.02.2009,2009,neoplasms,<ascites>; <carcinoma>,removab-epar-public-assessment-report_en.pdf,biologics,removab,intraperitoneal treatment of malignant ascites in patients with epcam positive carcinomas where standard therapy is not available or no longer feasible,no,intraperitoneal treatment of malignant ascites in patients with epithelial cancers where no standard therapy is available or no longer feasible,<ascites>,fresenius biotech gmbh,fresenius,,catumaxomab,no,,concentrate,emea/h/c/000972,na
intravenous,01.03.2012,2012,authorised,EMA,approved,27.06.2013,2013,diseases of the musculoskeletal system and connective tissue; diseases of the digestive system; neoplasms,"<rheumatoid arthritis>; <crohn disease>; <ulcerative colitis>; <ankylosing spondylitis>; <arthritis, psoriatic>; <psoriasis>",remsima-epar-public-assessment-report_en.pdf,biologics,remsima,rheumatoid arthritis; adult crohn’s disease; paediatric crohn’s disease; ulcerative colitis; paediatric ulcerative colitis; ankylosing spondylitis; psoriatic arthritis; psoriasis,no,rheumatoid arthritis; adult crohn’s disease; paediatric crohn’s disease; ulcerative colitis; paediatric ulcerative colitis; ankylosing spondylitis; psoriatic arthritis; psoriasis,"<rheumatoid arthritis>; <crohn disease>; <ulcerative colitis>; <ankylosing spondylitis>; <arthritis, psoriatic>; <psoriasis>",celltrion healthcare hungary kft.,celltrion,ema/chmp/589317/2013,infliximab,no,no,powder,emea/h/c/002576/0000,na
oral,,,authorised,EMA,approved,21.09.1999,1999,diseases of the genitourinary system,<hyperphosphatemia>,renagel-epar-scientific-discussion_en.pdf,other,renagel,control of hyperphosphatemia in adult haemodialysis patients,no,control of hyperphosphatemia in adult haemodialysis patients,<hyperphosphatemia>,genzyme ltd,genzyme,,sevelamer,no,no,capsule; tablet,,na
oral,06.03.2008,2008,authorised,EMA,approved,19.03.2009,2009,diseases of the genitourinary system,<hyperphosphatemia>; <chronic kidney disease>,renvela-epar-public-assessment-report_en.pdf,small molecule,renvela,control of hyperphosphataemia in adult patients receiving haemodialysis or peritoneal dialysis. renvela is also indicated for the control of hyperphosphataemia in adult patients with chronic kidney disease not on dialysis with serum phosphorus > 1.78 mmol/l.,yes,"control of hyperphosphataemia in adult patients receiving haemodialysis or peritoneal dialysis, and in adult patients with chronic kidney disease not on dialysis with serum phosphorus > 1.78 mmol/l.",<hyperphosphatemia>; <chronic kidney disease>,genzyme europe b.v.,genzyme,ema/214544/2009,sevelamer carbonate,no,no,tablet; powder,emea/h/c/000993,na
oral,18.11.2010,2010,authorised,EMA,approved,20.10.2011,2011,"endocrine, nutritional, and metabolic diseases","<diabetes mellitus, type 2>",repaglinide-accord-epar-public-assessment-report_en.pdf,small molecule,repaglinide accord,"repaglinide is indicated in patients with type 2 diabetes (non insulin-dependent diabetes mellitus (niddm)) whose hyperglycaemia can no longer be controlled satisfactorily by diet, weight reduction and exercise. repaglinide is also indicated in combination with metformin in type 2 diabetes patients who are not satisfactorily controlled on metformin alone.",no,"repaglinide is indicated in patients with type 2 diabetes (non insulin-dependent diabetes mellitus (niddm)) whose hyperglycaemia can no longer be controlled satisfactorily by diet, weight reduction and exercise. repaglinide is also indicated in combination with metformin in type 2 diabetes patients who are not satisfactorily controlled on metformin alone.","<diabetes mellitus, type 2>",accord healthcare limited,accord,ema/9712/2012,repaglinide,yes,no,tablet,emea/h/c/002318,chmp
oral,03.09.2008,2008,authorised,EMA,approved,23.07.2009,2009,"endocrine, nutritional, and metabolic diseases","<diabetes mellitus, type 2>",repaglinide-krka-epar-public-assessment-report_en.pdf,small molecule,repaglinide krka,"patients with type 2 diabetes (non insulin-dependent diabetes mellitus (niddm)) whose hyperglycaemia can no longer be controlled satisfactorily by diet, weight reduction and exercise.",no,"patients with type 2 diabetes (non insulin-dependent diabetes mellitus (niddm)) whose hyperglycaemia can no longer be controlled satisfactorily by diet, weight reduction and exercise.","<diabetes mellitus, type 2>","krka, d.d., novo mesto",krka,,repaglinide,yes,no,tablet,emea/h/c/001066,
oral,03.09.2008,2008,authorised,EMA,approved,23.04.2009,2009,"endocrine, nutritional, and metabolic diseases","<diabetes mellitus, type 2>",repaglinide-teva-epar-public-assessment-report_en.pdf,small molecule,repaglinide teva,"patients with type 2 diabetes (non insulin-dependent diabetes mellitus (niddm)) whose hyperglycaemia can no longer be controlled satisfactorily by diet, weight reduction and exercise. repaglinide is also indicated in combination with metformin in type 2 diabetes patients who are not satisfactorily controlled on metformin alone. treatment should be initiated as an adjunct to diet and exercise to lower the blood glucose in relation to meals.",no,"patients with type 2 diabetes (non insulin-dependent diabetes mellitus (niddm)) whose hyperglycaemia can no longer be controlled satisfactorily by diet, weight reduction and exercise. repaglinide is also indicated in combination with metformin in type 2 diabetes patients who are not satisfactorily controlled on metformin alone. treatment should be initiated as an adjunct to diet and exercise to lower the blood glucose in relation to meals.","<diabetes mellitus, type 2>",teva pharma b.v.,teva,ema/583070/2009,repaglinide,yes,no,tablet,emea/h/c/001067,
subcutaneous,29.08.2014,2014,authorised,EMA,approved,21.05.2015,2015,"endocrine, nutritional, and metabolic diseases",<hypercholesterolemia>; <dyslipidemias>,repatha-epar-public-assessment-report_en.pdf,biologics,repatha,hypercholesterolaemia and mixed dyslipidaemia; homozygous familial hypercholesterolaemia,no,hypercholesterolaemia and mixed dyslipidaemia; homozygous familial hypercholesterolaemia,<hypercholesterolemia>; <dyslipidemias>,amgen europe b.v.,amgen,ema/chmp/222019/2015,evolocumab,no,no,solution,emea/h/c/003766/0000,na
intravenous,,,authorised,EMA,approved,,2001,"endocrine, nutritional, and metabolic diseases; diseases of the nervous system; diseases of the circulatory system; diseases of the genitourinary system",<fabry disease>,replagal-epar-scientific-discussion_en.pdf,biologics,replagal,long-term enzyme replacement therapy in patients with fabry disease,no,long-term enzyme replacement therapy in patients with fabry disease,<fabry disease>,,not reported,ema/000180/2001,agalsidase alfa,no,yes,concentrate,emea/h/c/000180,na
oral,03.09.2009,2009,withdrawn,EMA,approved,16.12.2010,2010,diseases of the musculoskeletal system and connective tissue,<rheumatoid arthritis>; <psoriatic arthritis>,repso-epar-public-assessment-report_en.pdf,small molecule,repso,active rheumatoid arthritis; active psoriatic arthritis,no,active rheumatoid arthritis; active psoriatic arthritis,"<rheumatoid arthritis>; <arthritis, psoriatic>",teva pharma b.v.,teva,ema/79461/2011,leflunomide,yes,no,tablet,emea/h/c/001222,
oral,08.05.2008,2008,authorised,EMA,approved,23.07.2009,2009,diseases of the digestive system,<constipation>,resolor-epar-public-assessment-report_en.pdf,small molecule,resolor,symptomatic treatment of chronic constipation in women in whom laxatives fail to provide adequate relief,no,treatment of chronic constipation in adults in whom laxatives fail to provide adequate relief,<constipation>,movetis nv,movetis,ema/664892/2009,prucalopride,no,no,tablet,emea/h/c/1012,na
intravenous,02.12.2013,2013,authorised,EMA,approved,25.06.2015,2015,diseases of the respiratory system,<emphysema>,respreeza-epar-public-assessment-report_en.pdf,biologics,respreeza,"maintenance treatment, to slow the progression of emphysema in adults with documented severe alpha 1-proteinase inhibitor deficiency.",no,maintenance treatment to slow the underlying destruction of lung tissue leading to emphysema in adults with alpha 1-proteinase inhibitor deficiency with clinically evident lung disease.,<emphysema>,csl behring gmbh,csl behring,ema/chmp/76739/2015,human alpha1-proteinase inhibitor,no,no,powder; solvent,emea/h/c/002739/0000,na
intravenous; subcutaneous,,,authorised,EMA,approved,,2007,diseases of the blood and blood-forming organs; neoplasms,"<anaemia>; <chronic kidney failure>; <renal insufficiency>; <solid tumors>; <lymphoma, malignant>; <multiple myeloma>",retacrit-epar-scientific-discussion_en.pdf,biologics,sb309,"treatment of anaemia associated with chronic renal failure in adult and paediatric patients on haemodialysis and adult patients on peritoneal dialysis; treatment of severe anaemia of renal origin accompanied by clinical symptoms in adult patients with renal insufficiency not yet undergoing dialysis; treatment of anaemia and reduction of transfusion requirements in adult patients receiving chemotherapy for solid tumours, malignant lymphoma or multiple myeloma, and at risk of transfusion as assessed by the patient's general status; increasing the yield of autologous blood from patients in a pre-donation programme.",no,"treatment of anaemia associated with chronic renal failure in adult and paediatric patients on haemodialysis and adult patients on peritoneal dialysis; treatment of severe anaemia of renal origin accompanied by clinical symptoms in adult patients with renal insufficiency not yet undergoing dialysis; treatment of anaemia and reduction of transfusion requirements in adult patients receiving chemotherapy for solid tumours, malignant lymphoma or multiple myeloma, and at risk of transfusion as assessed by the patient's general status; increasing the yield of autologous blood from patients in a pre-donation programme.","<anemia>; <chronic kidney failure>; <renal insufficiency>; <solid tumors>; <lymphoma, malignant>; <multiple myeloma>",norbitec gmbh,norbitec,ema/309/2007,epoetin zeta,no,no,solution,emea/h/c/309,na
oral,20.12.2019,2019,authorised,EMA,approved,10.12.2020,2020,"neoplasms; diseases of the respiratory system; endocrine, nutritional, and metabolic diseases","<non-small cell lung carcinoma>; <thyroid neoplasms>; <medullary carcinoma, thyroid>",retsevmo-epar-public-assessment-report_en.pdf,small molecule,retsevmo,"retsevmo as monotherapy is indicated for the treatment of adults with advanced ret fusion-positive non-small cell lung cancer (nsclc) who require systemic therapy following prior treatment with immunotherapy and/or platinum-based chemotherapy, advanced ret fusion-positive thyroid cancer who require systemic therapy following prior treatment with sorafenib and/or lenvatinib, and for adults and adolescents 12 years and older with advanced ret-mutant medullary thyroid cancer (mtc) who require systemic therapy following prior treatment with cabozantinib and/or vandetanib.",no,"selpercatinib lilly as monotherapy is indicated for the treatment of adults with advanced ret fusion-positive non-small cell lung cancer (nsclc) who require systemic therapy, advanced ret fusion-positive thyroid cancer who require systemic therapy and who have progressed following prior treatment, and for adults and adolescents 12 years and older with advanced ret-mutant medullary thyroid cancer (mtc) who require systemic therapy.",<non-small cell lung cancer>; <thyroid cancer>; <medullary thyroid cancer>,eli lilly nederland b.v.,eli lilly,ema/9037/2021,selpercatinib,no,no,capsule,emea/h/c/005375/0000,na
subcutaneous,03.03.2011,2011,authorised,EMA,approved,21.06.2012,2012,diseases of the digestive system,<short bowel syndrome>,revestive-epar-public-assessment-report_en.pdf,peptides and proteins,revestive,treatment of adult patients with short bowel syndrome,no,treatment of short bowel syndrome,<short bowel syndrome>,nycomed danmark aps,nycomed,ema/chmp/525255/2012,teduglutide,no,yes,powder; solvent,emea/h/c/002345/,na
inhalation,24.12.2013,2013,authorised,EMA,approved,20.03.2014,2014,diseases of the respiratory system,"<asthma>; <pulmonary disease, chronic obstructive>",revinty-ellipta-epar-public-assessment-report_en.pdf,small molecule,revinty ellipta,asthma and copd,yes,asthma and copd,"<asthma>; <pulmonary disease, chronic obstructive>",glaxo group ltd,glaxo,ema/chmp/175905/2014,fluticasone furoate / vilanterol,yes,no,powder,emea/h/c/002745/0000,
oral,,,authorised,EMA,approved,,2007,neoplasms; diseases of the blood and blood-forming organs,<multiple myeloma>,revlimid-epar-scientific-discussion_en.pdf,small molecule,revlimid,treatment of patients with relapsed or refractory multiple myeloma who have received at least one prior therapy,no,treatment of patients with relapsed or refractory multiple myeloma who have received at least one prior therapy,<multiple myeloma>,celgene europe ltd.,celgene,ema/000717/2007,lenalidomide,no,no,capsule,emea/h/c/000717,na
oral,04.12.2008,2008,authorised,EMA,approved,11.03.2010,2010,diseases of the blood and blood-forming organs,"<thrombocytopenic purpura, idiopathic>",revolade-epar-public-assessment-report_en.pdf,small molecule,revolade,"treatment of adult chronic immune (idiopathic) thrombocytopenic purpura (itp) splenectomised patients who are refractory to other treatments (e.g. corticosteroids, immunoglobulins). revolade may be considered as second line treatment for adult non-splenectomised patients where surgery is contraindicated",no,treatment of previously treated patients with chronic idiopathic thrombocytopenic purpura (itp) to increase platelet counts and reduce or prevent bleeding,"<thrombocytopenic purpura, idiopathic>",glaxosmithkline trading services ltd.,glaxosmithkline,ema/chmp/279276/2010,eltrombopag,no,yes,tablet,emea/h/c/001110,na
oral,02.10.2013,2013,authorised,EMA,approved,25.09.2014,2014,infectious and parasitic diseases,<hiv infections>,rezolsta-epar-public-assessment-report_en.pdf,small molecule,rezolsta,treatment of hiv-1 infection in adults aged 18 years or older in combination with other antiretroviral medicinal products.,no,treatment of hiv-1 infection in adults aged 18 years or older in combination with other antiretroviral medicinal products.,<hiv infections>,janssen-cilag international n.v.,janssen-cilag,ema/669488/2014,darunavir / cobicistat,no,no,tablet,emea/h/c/002819/0000,na
intravenous,01.08.2022,2022,authorised,EMA,approved,12.10.2023,2023,infectious and parasitic diseases,<invasive candidiasis>,rezzayo-epar-public-assessment-report_en.pdf,peptides and proteins,rezzayo,treatment of invasive candidiasis in adults,no,treatment of invasive candidiasis in adults,<invasive candidiasis>,mundipharma gmbh,mundipharma,ema/487522/2023,rezafungin,no,yes,powder,emea/h/c/005900/0000,na
ocular,12.09.2018,2018,authorised,EMA,approved,19.09.2019,2019,diseases of the eye and adnexa,"<glaucoma, open-angle>; <ocular hypertension>",rhokiinsa-epar-public-assessment-report_en.pdf,small molecule,rhokiinsa,reduction of elevated ocular pressure (iop) in adult patients with open-angle glaucoma or ocular hypertension,no,reduction of elevated ocular pressure (iop) in adult patients with open-angle glaucoma or ocular hypertension,"<glaucoma, open-angle>; <ocular hypertension>",aerie pharmaceuticals ireland ltd,aerie,ema/545191/2019,netarsudil,no,no,eye drops,emea/h/c/004583/0000,na
inhalation,24.11.2017,2017,withdrawn,EMA,approved,22.02.2018,2018,diseases of the respiratory system,<chronic obstructive pulmonary disease>,riarify-epar-public-assessment-report_en.pdf,small molecule,riarify,maintenance treatment in adult patients with moderate to severe chronic obstructive pulmonary disease (copd) who are not adequately treated by a combination of an inhaled corticosteroid and a long-acting beta2-agonist.,yes,maintenance treatment in adult patients with moderate to severe chronic obstructive pulmonary disease (copd) who are not adequately treated by a combination of an inhaled corticosteroid and a long-acting beta2-agonist.,<chronic obstructive pulmonary disease>,chiesi farmaceutici s.p.a.,chiesi,ema/155339/2018,beclometasone / formoterol / glycopyrronium bromide,yes,no,inhaler,emea/h/c/004836/0000,
oral,08.05.2009,2009,withdrawn,EMA,approved,06.04.2010,2010,infectious and parasitic diseases,<chronic hepatitis c>,ribavirin-biopartners-epar-public-assessment-report_en.pdf,small molecule,ribavirin biopartners,treatment of chronic hepatitis c as part of a combination regimen with peginterferon alfa-2b or interferon alfa-2b,no,treatment of chronic hepatitis c as part of a combination regimen with peginterferon alfa-2b or interferon alfa-2b,<chronic hepatitis c>,biopartners gmbh,biopartners,ema/220670/2010,ribavirin,yes,no,tablet,emea/h/c/001184,
oral,08.05.2008,2008,withdrawn,EMA,approved,31.03.2009,2009,infectious and parasitic diseases,<chronic hepatitis c>,ribavirin-teva-epar-public-assessment-report_en.pdf,small molecule,ribavirin teva,treatment of chronic hepatitis c as part of a combination regimen with peginterferon alfa-2b or interferon alfa-2b,no,treatment of chronic hepatitis c as part of a combination regimen with peginterferon alfa-2b or interferon alfa-2b,<chronic hepatitis c>,teva pharma b.v.,teva,ema/158307/2009,ribavirin,yes,no,capsule,emea/h/c/001018,
oral,01.09.2008,2008,withdrawn,EMA,approved,23.04.2009,2009,infectious and parasitic diseases,<chronic hepatitis c>,ribavirin-teva-pharma-bv-epar-public-assessment-report_en.pdf,small molecule,ribavirin teva pharma b.v.,"treatment of chronic hepatitis c as part of a combination regimen with peginterferon alfa-2b (adults) or interferon alfa-2b (adults, children (3-years of age or older), and adolescents)",no,treatment of chronic hepatitis c as part of a combination regimen with peginterferon alfa-2b (adults) or interferon alfa-2b (adults and children of 3-years of age or older),<chronic hepatitis c>,teva pharma b.v.,teva,,ribavirin,yes,no,tablet,emea/h/c/1064,
oral,08.05.2009,2009,withdrawn,EMA,approved,10.06.2010,2010,infectious and parasitic diseases,<chronic hepatitis c>,ribavirin-three-rivers-epar-public-assessment-report_en.pdf,small molecule,ribavirin three rivers,treatment of chronic hepatitis c as part of a combination regimen with interferon alfa-2b,no,treatment of chronic hepatitis c as part of a combination regimen with interferon alfa-2b,<chronic hepatitis c>,three rivers global pharma limited,three rivers,ema/344082/2010,ribavirin,yes,no,capsule,emea/h/c/001185,
intravenous,31.05.2010,2010,withdrawn,EMA,approved,19.04.2012,2012,diseases of the blood and blood-forming organs; diseases of the genitourinary system,<iron-deficiency anemia>; <chronic kidney disease>,rienso-epar-public-assessment-report_en.pdf,other,rienso,intravenous treatment of iron deficiency anaemia in adult patients with chronic kidney disease (ckd).,no,treatment of iron deficiency in adult patients with chronic kidney disease (ckd).,<iron deficiencies>; <kidney diseases>,takeda global research and development centre (europe) ltd.,takeda,ema/chmp/221776/2012,ferumoxytol,no,no,solution,emea/h/c/002215,na
