Administration_route,Application_date,Application_year,Current_status,Dataset,Decision,Decision_date,Decision_year,Disease_class(es),Disease_name(s),Document_name,Drug_class,Drug_name,Indication_approved,Indication_extended,Indication_requested,Indication_requested_extracted,Marketing_authorisation_holder,Marketing_authorisation_holder_extracted,Marketing_authorisation_number,Non_proprietary_name,Nonclinical_abridged,Orphan_drug_status,Pharmaceutical_form,Procedure_number,Referral_body
intramuscular,08.09.2022,2022,authorised (under additional monitoring),Swissmedic,approved,16.11.2023,2023,other,<not reported>,swisspar_nuceiva.pdf,biologics,nuceiva,"temporary improvement in the appearance of moderate to severe vertical lines between the eyebrows seen at maximum frown (glabellar lines), when the severity of the above facial lines has an important psychological impact in adults below 65 years of age.",no,"temporary improvement in the appearance of moderate to severe vertical lines between the eyebrows seen at maximum frown (glabellar lines), when the severity of the above facial lines has an important psychological impact in adults below 65 years of age.",<not reported>,pharmacons gmbh,pharmacons,69120,botulinum toxin type a (strain kcdc),yes,no,powder,,ema
intramuscular,14.02.2022,2022,authorised (under additional monitoring),Swissmedic,conditional marketing authorisation,12.04.2022,2022,infectious and parasitic diseases,<covid-19>,swisspar_nuvaxovid_final.pdf,vaccine,nuvaxovid,active immunisation to prevent covid-19 caused by sars-cov-2 in individuals 18 years of age and older.,no,active immunisation to prevent covid-19 caused by sars-cov-2 in individuals 18 years of age and older.,<covid-19>,future health pharma gmbh,future health,68473,sars cov-2 recombinant spike protein (rs nvx-cov2373),yes,no,dispersion,,ema
intravenous,27.06.2022,2022,authorised (under additional monitoring),Swissmedic,approved,30.11.2023,2023,diseases of the digestive system,<ulcerative colitis>,swisspar_omvoh_final.pdf,biologics,omvoh,"treatment of adult patients with moderately to severely active ulcerative colitis who have had an inadequate response with, lost response to, or were intolerant to either conventional therapy or a biologic treatment, or have medical contraindications to such therapies.",no,"treatment of adult patients with moderately to severely active ulcerative colitis who have had an inadequate response with, lost response to, or were intolerant to conventional therapy or a biologic treatment or a janus kinase (jak) inhibitor, or have medical contraindications to such therapies.",<ulcerative colitis>,eli lilly (suisse) sa,eli lilly,68950,mirikizumab,yes,no,concentrate,,
intravenous,19.03.2020,2020,authorised (under additional monitoring),Swissmedic,approved,02.12.2020,2020,diseases of the blood and blood-forming organs,not reported,swisspar_ondexxya.pdf,biologics,ondexxya,for adult patients treated with a direct factor xa (fxa) inhibitor (apixaban or rivaroxaban) when reversal of anticoagulation is needed due to life-threatening or uncontrolled bleeding.,no,for adult patients treated with a direct factor xa (fxa) inhibitor (apixaban or rivaroxaban) when reversal of anticoagulation is needed due to life-threatening or uncontrolled bleeding.,<life-threatening hemorrhage>,alexion pharma gmbh,alexion,67759,andexanet alfa,yes,no,powder,,ema; fda
oral,16.02.2021,2021,authorised,Swissmedic,approved,19.05.2022,2022,diseases of the nervous system,<epilepsy>,swisspar_ontozry_final.pdf,small molecule,ontozry,"ontozry is indicated for the adjunctive treatment of focal-onset seizures with or without secondary generalisation in adult patients with epilepsy, which are not adequately controlled despite prior treatment with at least two anti-epileptic medicinal products.",no,"ontozry is indicated for the adjunctive treatment of focal-onset seizures with or without secondary generalisation in adult patients with epilepsy, which have not been adequately controlled despite a history of treatment with at least two anti-epileptic medicinal products.",<epilepsy>,arvelle therapeutics international gmbh,arvelle,68051,cenobamate,yes,no,tablet,emea/h/c/005377/0000,ema/chmp; us fda
oral,22.07.2021,2021,authorised,Swissmedic,approved,07.06.2022,2022,diseases of the blood and blood-forming organs,"<angioedema, hereditary>",swisspar_orladeyo.pdf,small molecule,orladeyo,routine prevention of recurrent attacks of hereditary angioedema (hae) in adult and adolescent patients aged 12 years and older.,no,routine prevention of recurrent attacks of hereditary angioedema (hae) in adult and adolescent patients aged 12 years and older.,"<angioedema, hereditary>",biocryst schweiz gmbh,biocryst,68464,berotralstat,yes,yes,capsule,emea/h/c/005138/0000,european medicines agency (ema)
oral,05.05.2023,2023,authorised (under additional monitoring),Swissmedic,approved,04.06.2024,2024,neoplasms,<breast neoplasms>,swisspar_orserdu.pdf,small molecule,orserdu,"orserdu is used as monotherapy for the treatment of postmenopausal women with estrogen receptor (er)-positive, her2-negative, locally advanced or metastatic breast cancer with an activating esr1 mutation, whose disease has progressed after at least 1 line of endocrine therapy combined with a cdk 4/6 inhibitor.",no,"orserdu monotherapy is indicated for the treatment of postmenopausal women, and men, with estrogen receptor (er)-positive, human epidermal growth factor receptor 2 (her2)-negative, advanced or metastatic breast cancer with an esr1 mutation who have progressed following at least 1 line of endocrine therapy.",<breast neoplasms>,stemline therapeutics switzerland gmbh,stemline,69417,elacestrant as elacestrant dihydrochloride,yes,no,tablet,,fda
intravenous,22.01.2024,2024,authorised (under additional monitoring),Swissmedic,approved,17.09.2024,2024,neoplasms; diseases of the genitourinary system,<urothelial cancer>,swisspar_padcev.pdf,biologics,padcev,"padcev, in combination with pembrolizumab, is indicated for the first-line treatment of adult patients with unresectable or metastatic urothelial cancer (muc).",yes,padcev in combination with pembrolizumab is indicated for the treatment of adult patients with locally advanced or metastatic urothelial carcinoma.,<urothelial carcinoma>,astellas pharma ag,astellas,68291,enfortumab vedotin,no,no,powder,,na
oral,14.10.2019,2019,authorised,Swissmedic,approved,04.05.2021,2021,other,<peanut hypersensitivity>,swisspar_palforzia_final.pdf,other,palforzia,palforzia can be used to increase the peanut threshold dose tolerated without allergic reactions in patients aged 4 to 17 years with a confirmed diagnosis of clinically significant peanut allergy.,no,oral immunotherapy for patients with peanut allergy.,<peanut hypersensitivity>,medius ag,medius,67733,allergens of peanut (arachis hypogaea),yes,no,powder,,european medicines agency (ema)
oral,14.01.2022,2022,authorised,Swissmedic,conditional marketing authorisation,15.06.2022,2022,infectious and parasitic diseases,<coronavirus infections>,swisspar_paxlovid_final.pdf,small molecule,paxlovid,"treatment of coronavirus disease 2019 (covid-19) in adults who do not require oxygen therapy or hospitalisation due to covid-19, and who are at increased risk for progressing to severe covid-19",no,"treatment of covid-19 in adults and adolescents aged 12 years and over and weighing at least 40 kg, who do not require supplemental oxygen and who are at increased risk for progressing to severe covid-19",<covid-19>,pfizer ag,pfizer,68793,"nirmatrelvir, ritonavir",no,no,tablet,,na
oral,25.01.2021,2021,authorised (under additional monitoring),Swissmedic,approved,13.07.2021,2021,neoplasms; diseases of the digestive system,<cholangiocarcinoma>,swisspar_pemazyre.pdf,small molecule,pemazyre,"pemazyre is indicated as monotherapy for the treatment of adults with locally advanced, unresectable or metastatic cholangiocarcinoma with fibroblast growth factor receptor 2 (fgfr2) fusion or rearrangement, that has progressed after at least one line of systemic therapy.",no,pemazyre is indicated as monotherapy for the treatment of adults with locally advanced or metastatic cholangiocarcinoma with a fibroblast growth factor receptor 2 (fgfr2) fusion or rearrangement that is relapsed or refractory after at least one line of systemic therapy.,<cholangiocarcinoma>,incyte biosciences international,incyte,68143,pemigatinib,yes,yes,tablet,,chmp and us fda
oral,18.02.2019,2019,authorised,Swissmedic,approved,29.07.2020,2020,"endocrine, nutritional, and metabolic diseases",<urea cycle disorders>,swisspar_pheburane-final.pdf,small molecule,pheburane,"pheburane is indicated as adjunctive therapy in the chronic management of urea cycle disorders, involving deficiencies of carbamylphosphate synthetase, ornithine transcarbamylase or argininosuccinate synthetase. it is indicated in all patients with neonatal-onset presentation (complete enzyme deficiencies, presenting within the first 28 days of life). it is also indicated in patients with late-onset disease (partial enzyme deficiencies, presenting after the first month of life) who have a history of hyperammonaemic encephalopathy.",no,"pheburane is indicated as adjunctive therapy in the chronic management of urea cycle disorders, involving deficiencies of carbamylphosphate synthetase, ornithine transcarbamylase or argininosuccinate synthetase. it is indicated in all patients with neonatal-onset presentation (complete enzyme deficiencies, presenting within the first 28 days of life). it is also indicated in patients with late-onset disease (partial enzyme deficiencies, presenting after the first month of life) who have a history of hyperammonaemic encephalopathy.",<hyperammonemia>,nordmedica sa,nordmedica,67263,natrii phenylbutyras,yes,yes,granules,,na
oral,06.03.2019,2019,authorised,Swissmedic,approved,24.03.2020,2020,neoplasms,<breast neoplasms>,swisspar_piqray_final.pdf,small molecule,piqray,"piqray is used in combination with fulvestrant for the treatment of postmenopausal women with hormone receptor (hr)-positive, human epidermal growth factor receptor 2 (her2)-negative, advanced breast cancer with a pik3ca mutation after disease progression when patients have previously received endocrine therapy including an aromatase inhibitor.",no,"piqray is indicated for the treatment of postmenopausal women and men with hormone receptor (hr)-positive, human epidermal growth factor receptor 2 (her2)-negative, advanced breast cancer with a pik3ca mutation in combination with fulvestrant after disease progression following an endocrine-based therapy.",<breast neoplasms>,novartis pharma schweiz ag,novartis,67359,alpelisib,no,no,tablet,,na
intravenous,14.08.2020,2020,authorised (under additional monitoring),Swissmedic,approved,15.06.2021,2021,neoplasms; diseases of the blood and blood-forming organs,<diffuse large b-cell lymphoma>,swisspar_polivy.pdf,biologics,polivy,polivy in combination with bendamustine and rituximab is indicated for the treatment of adult patients with recurrent or refractory diffuse large b-cell lymphoma (dlbcl) who are not eligible for a haematopoietic stem cell transplant.,no,polatuzumab vedotin in combination with bendamustine and rituximab is indicated for the treatment of previously treated adult patients with diffuse large b-cell lymphoma (dlbcl) who are not candidates for haematopoietic stem cell transplant.,<diffuse large b-cell lymphoma>,roche pharma (schweiz) ag,roche,67165,polatuzumab vedotin,no,yes,powder,,na
intravenous,12.06.2023,2023,authorised,Swissmedic,approved,04.07.2024,2024,"endocrine, nutritional, and metabolic diseases",<pompe disease>,swisspar_pombiliti.pdf,biologics,pombiliti,pombiliti (cipaglucosidase alfa) is a long-term enzyme replacement therapy used in combination with the enzyme stabiliser miglustat for the treatment of adults with late-onset pompe disease (acid α-glucosidase [gaa] deficiency).,no,pombiliti (cipaglucosidase alfa) is a long-term enzyme replacement therapy used in combination with the enzyme stabiliser miglustat for the treatment of adults with late-onset pompe disease (acid α-glucosidase [gaa] deficiency) (lopd).,<pompe disease>,amicus therapeutics switzerland gmbh,amicus,67804,cipaglucosidase alfa,yes,yes,powder,,ema
oral,31.07.2020,2020,authorised,Swissmedic,approved,16.11.2021,2021,diseases of the nervous system,"<multiple sclerosis, relapsing-remitting>",swisspar_ponvory.pdf,small molecule,ponvory,ponvory is indicated for the treatment of adult patients with relapsing remitting forms of multiple sclerosis (rrms) with active disease defined by clinical or imaging features,no,ponvory is indicated for the treatment of adult patients with relapsing forms of multiple sclerosis (rms),<multiple sclerosis>,janssen-cilag ag,janssen-cilag,68114,ponesimod,no,no,tablet,,na
intravenous,16.09.2020,2020,authorised,Swissmedic,approved,01.09.2021,2021,neoplasms; diseases of the skin,<mycosis fungoides>; <sézary syndrome>,swisspar_poteligeo.pdf,biologics,poteligeo,treatment of adult patients with relapsed or refractory mycosis fungoides (mf) or sézary syndrome (ss) who have received at least one prior systemic therapy,no,treatment of adult patients with mycosis fungoides (mf) or sézary syndrome (ss) who have received at least one prior systemic therapy,<mycosis fungoides>; <sézary syndrome>,kyowa kirin sàrl,kyowa kirin,67444,mogamulizumab,yes,yes,concentrate,ema/h/c/004232/0000,ema
intramuscular,30.11.2022,2022,authorised,Swissmedic,approved,26.03.2024,2024,infectious and parasitic diseases; diseases of the respiratory system,<streptococcal infections>; <pneumonia>,swisspar_prevenar_20.pdf,vaccine,prevenar 20,active immunisation for the prevention of invasive disease and pneumonia caused by streptococcus pneumoniae in individuals 65 years of age and older.,yes,active immunisation for the prevention of invasive disease and pneumonia caused by streptococcus pneumoniae in individuals 18 years of age and older.,<streptococcal infections>; <pneumonia>,pfizer ag,pfizer,69222,streptococcus pneumoniae serotype 1 / 3 / 4 / 5 / 6a / 6b / 7f / 8 / 9v / 10a / 11a / 12f / 14 / 15b / 18c / 19a / 19f / 22f / 23f / 33f polysaccharide conjugated to corynebacterium diphtheriae crm197 protein,yes,no,suspension,,ema
intravenous,11.05.2023,2023,authorised (under additional monitoring),Swissmedic,approved,18.04.2024,2024,neoplasms; diseases of the nervous system,<neuroblastoma>,swisspar_qarziba.pdf,biologics,qarziba,"qarziba is used in combination with isotretinoin for the treatment of high-risk neuroblastoma in paediatric patients aged 12 months and above, who have previously received induction chemotherapy and achieved at least a partial response, followed by myeloablative therapy and stem cell transplantation.",no,"qarziba is indicated for the treatment of high-risk neuroblastoma in patients aged 12 months and above, who have previously received induction chemotherapy and achieved at least a partial response, followed by myeloablative therapy and stem cell transplantation, as well as patients with a history of relapsed or refractory neuroblastoma, with or without residual disease.",<neuroblastoma>,medius ag,medius,67463,dinutuximab beta,yes,yes,concentrate,,ema
oral,21.04.2021,2021,authorised,Swissmedic,approved,01.12.2022,2022,mental and behavioural disorders,<insomnia>,swisspar_quviviq.pdf,small molecule,quviviq,"quviviq is indicated for the treatment of adult patients with insomnia, characterised by symptoms present for at least 3 months and considerable impact on daytime functioning.",no,quviviq is indicated for the treatment of adult patients with insomnia to improve sleep and daytime functioning.,<insomnia>,idorsia pharmaceuticals ltd,idorsia,68481,daridorexant,no,no,tablet,,na
intravenous,20.07.2021,2021,authorised,Swissmedic,approved,19.10.2022,2022,diseases of the circulatory system,<supraventricular tachycardia>; <atrial fibrillation>; <atrial flutter>; <sinus tachycardia>,swisspar_rapibloc.pdf,small molecule,rapibloc,"supraventricular tachycardia and for the rapid control of ventricular rate in patients with atrial fibrillation or atrial flutter in perioperative, postoperative or other circumstances where short-term control of the ventricular rate with a short-acting agent is desirable; non-compensatory sinus tachycardia where, in the physician’s judgment, the rapid heart rate requires specific intervention.",no,"supraventricular tachycardia and for the rapid control of ventricular rate in patients with atrial fibrillation or atrial flutter in perioperative, postoperative or other circumstances where short-term control of the ventricular rate with a short-acting agent is desirable; non-compensatory sinus tachycardia where, in the physician’s judgment, the rapid heart rate requires specific intervention.",<supraventricular tachycardia>; <atrial fibrillation>; <atrial flutter>; <sinus tachycardia>,orpha swiss gmbh,orpha,68611,landiolol hydrochloride,yes,no,powder,nl/h/3368/001/dc,decentralised procedure final assessment report
oral,18.10.2021,2021,authorised (under additional monitoring),Swissmedic,approved,01.03.2024,2024,"diseases of the eye and adnexa; endocrine, nutritional, and metabolic diseases",<leber hereditary optic neuropathy>,swisspar_raxone.pdf,small molecule,raxone,raxone is indicated for the treatment of visual impairment in adolescent patients from 12 years of age and adult patients with leber’s hereditary optic neuropathy (lhon).,no,raxone is indicated for the treatment of visual impairment in adolescent and adult patients with leber’s hereditary optic neuropathy (lhon).,<leber hereditary optic neuropathy>,chiesi sa,chiesi,68063,idebenone,yes,yes,tablet,emea/h/c/003834,ema
intravenous,27.07.2021,2021,withdrawn,Swissmedic,conditional marketing authorisation,12.01.2022,2022,infectious and parasitic diseases,<coronavirus infections>,swisspar_regkirona_final.pdf,biologics,regkirona,treatment of adults with proven coronavirus disease 2019 (covid-19) who do not require supplemental oxygen or hospitalisation for covid-19 and who are at high risk of progressing to severe covid-19,no,treatment of confirmed coronavirus disease 2019 (covid-19) in adult patients who do not require supplemental oxygen for covid-19 and who are at high risk of progressing to severe covid-19,<coronavirus infections>,iqone healthcare switzerland,iqone,68356,regdanvimab,no,no,concentrate,,na
oral,20.05.2020,2020,authorised (under additional monitoring),Swissmedic,approved,08.02.2021,2021,"neoplasms; diseases of the respiratory system; endocrine, nutritional, and metabolic diseases","<non-small cell lung carcinoma>; <thyroid neoplasms>; <medullary carcinoma, thyroid>",swisspar_retsevmo_final_zur_publikation.pdf,small molecule,retsevmo,retsevmo as monotherapy is indicated for the treatment of adults with metastatic ret fusion-positive non-small cell lung cancer (nsclc) who require systemic therapy and have progressed following prior treatment; advanced ret fusion-positive thyroid cancer who require systemic therapy and have progressed following prior treatment including radioactive iodine; adults and adolescents 12 years and older with advanced ret-mutant medullary thyroid cancer (mtc) who require systemic therapy and have progressed following prior treatment with tyrosine kinase inhibitors.,no,retsevmo as monotherapy is indicated for the treatment of adults with advanced ret fusion-positive non-small cell lung cancer (nsclc) who require systemic therapy and who have progressed following prior treatment; advanced ret fusion-positive thyroid cancer who require systemic therapy and who have progressed following prior treatment; adults and adolescents 12 years and older with advanced ret-mutant medullary thyroid cancer (mtc) who require systemic therapy and who have progressed following prior treatment.,"<non-small cell lung carcinoma>; <thyroid neoplasms>; <medullary carcinoma, thyroid>",eli lilly (suisse) sa,eli lilly,67862,selpercatinib,yes,no,capsule,,fda
oral,17.06.2020,2020,authorised (under additional monitoring),Swissmedic,approved,23.03.2021,2021,diseases of the musculoskeletal system and connective tissue,<ankylosing spondylitis>,swisspar_rinvoq_as_final.pdf,small molecule,rinvoq,rinvoq is indicated for the treatment of active ankylosing spondylitis in adult patients who have responded inadequately to non-steroidal anti-inflammatory drugs (nsaids).,yes,rinvoq is used for the treatment of adults with active ankylosing spondylitis who responded inadequately to conventional therapy.,<ankylosing spondylitis>,abbvie ag,abbvie,67257,upadacitinib,yes,no,tablet,,na
oral,11.01.2019,2019,authorised,Swissmedic,approved,20.01.2020,2020,diseases of the musculoskeletal system and connective tissue,<rheumatoid arthritis>,swisspar_rinvoq_final.pdf,small molecule,rinvoq,"rinvoq is indicated for the treatment of adults with moderately to severely active rheumatoid arthritis, who had an inadequate response or are intolerant to a treatment with one or more conventional synthetic disease-modifying anti-rheumatic drugs (csdmard).",no,rinvoq is indicated for the treatment of adults with moderately to severely active rheumatoid arthritis.,<rheumatoid arthritis>,abbvie ag,abbvie,67257,"upadacitinib, upadacitinib hemihydrate",no,no,tablet,,na
oral,19.10.2020,2020,authorised,Swissmedic,approved,26.11.2021,2021,diseases of the skin,"<dermatitis, atopic>",swisspar_rinvoq_ie.pdf,small molecule,rinvoq,rinvoq is indicated for the treatment of moderate to severe atopic dermatitis in adults when conventional topical drug therapy does not provide adequate disease control or cannot be used.,yes,rinvoq is indicated for the treatment of moderate to severe atopic dermatitis in adults who are candidates for systemic therapy.,"<dermatitis, atopic>",abbvie ag,abbvie,67257,upadacitinib as upadacitinib hemihydrate,yes,no,tablet,,na
oral,14.10.2022,2022,authorised,Swissmedic,approved,07.06.2024,2024,diseases of the digestive system,<ulcerative colitis>,swisspar_rinvoq_ie_colitis_ulerosa.pdf,small molecule,rinvoq,"rinvoq is indicated for the treatment of adult patients with moderately to severely active ulcerative colitis who have had an inadequate response, lost response, or were intolerant to at least 1 biologic agent, or for whom such a therapy is contraindicated.",yes,"rinvoq is indicated for the treatment of adult patients with moderately to severely active ulcerative colitis who have had an inadequate response, lost response, or were intolerant to either conventional therapy or a biologic agent.","<colitis, ulcerative>",abbvie ag,abbvie,67257,upadacitinib,yes,no,tablet,,na
oral,01.11.2022,2022,authorised,Swissmedic,approved,07.06.2024,2024,diseases of the digestive system,<crohn disease>,swisspar_rinvoq_morbus_crohn.pdf,small molecule,rinvoq,"treatment of adult patients with moderately to severely active crohn’s disease who have had an inadequate response, lost response, or were intolerant to at least 1 biologic agent, or for whom such a therapy is contraindicated.",yes,"treatment of adult patients with moderately to severely active crohn's disease who have responded inadequately to, no longer respond to, or are intolerant of conventional therapy or a biologic, or for whom such therapies are inadvisable.",<crohn disease>,abbvie ag,abbvie,67257,upadacitinib as upadacitinib hemihydrate,yes,no,tablet,,na
oral,16.06.2020,2020,authorised (under additional monitoring),Swissmedic,approved,23.03.2021,2021,diseases of the musculoskeletal system and connective tissue,"<arthritis, psoriatic>",swisspar_rinvoq_psor_arthr_final.pdf,small molecule,rinvoq,"rinvoq is indicated for the treatment of active psoriatic arthritis in adult patients who have responded inadequately to, or who are intolerant to one or more dmards. rinvoq may be used as monotherapy or in combination with non-biologic dmards.",yes,"rinvoq is used to treat adults with active psoriatic arthritis who have responded poorly to, or cannot tolerate, treatment with one or more disease-modifying anti-rheumatic drugs (dmards). rinvoq may be used as monotherapy or in combination with non-biological dmards. rinvoq inhibits the progression of structural damage and improves physical functions.","<arthritis, psoriatic>",abbvie ag,abbvie,67257,upadacitinib,yes,no,tablet,,na
ocular,22.07.2022,2022,authorised,Swissmedic,approved,03.10.2023,2023,diseases of the eye and adnexa,"<glaucoma, open-angle>; <ocular hypertension>",swisspar_roclanda.pdf,small molecule,roclanda,reduction of elevated intraocular pressure (iop) in adult patients with primary open-angle glaucoma or ocular hypertension for whom monotherapy with a prostaglandin provides insufficient iop reduction.,no,reduction of elevated intraocular pressure (iop) in adult patients with primary open-angle glaucoma or ocular hypertension for whom monotherapy with a prostaglandin or netarsudil provides insufficient iop reduction.,"<glaucoma, open-angle>; <ocular hypertension>",santen sa,santen,69043,"latanoprost, netarsudil",yes,no,solution,,chmp
intravenous; subcutaneous,05.03.2021,2021,authorised,Swissmedic,approved,23.12.2021,2021,infectious and parasitic diseases,<covid-19>,swisspar_ronapreve_final.pdf,biologics,ronapreve,treatment of confirmed covid-19 in adults and adolescents (12 years of age and older and weighing at least 40 kg) who do not require supplemental oxygen or hospitalisation for covid-19 and who are at high risk of developing severe covid-19. prevention of covid-19 in adults and adolescents (12 years of age and older and weighing at least 40 kg) who cannot produce an adequate immune response to the sars-cov-2 vaccination.,no,treatment of confirmed covid-19 infection in patients aged 12 years and older and weighing at least 40 kg that do not require supplemental oxygen for covid-19 and who are at high risk of progressing to severe covid-19. prevention of covid-19 in individuals aged 12 years and older and weighing at least 40 kg who meet certain criteria.,<covid-19>,roche pharma (schweiz) ag,roche,68329,"casirivimab, imdevimab",no,no,solution,,na
oral,20.05.2019,2019,authorised (under additional monitoring),Swissmedic,approved,05.11.2020,2020,neoplasms; diseases of the respiratory system,<solid tumors>; <lung neoplasms>,swisspar_rozlytrek_final.pdf,small molecule,rozlytrek,solid tumours with ntrk fusion-positive and ros1-positive advanced non-small cell lung cancer (nsclc),no,solid tumours with ntrk fusion-positive and ros1-positive advanced non-small cell lung cancer (nsclc),<solid tumors>; <lung neoplasms>,roche pharma (schweiz) ag,roche,67280,entrectinib,no,yes,capsule,,na
oral,26.07.2019,2019,authorised (under additional monitoring),Swissmedic,approved,26.11.2020,2020,neoplasms; diseases of the genitourinary system,<ovarian neoplasms>; <fallopian tube neoplasms>; <peritoneal neoplasms>,swisspar_rubraca.pdf,small molecule,rubraca,"maintenance therapy of adult patients with advanced, platinum-sensitive, relapsed, high-grade serous ovarian, fallopian tube or primary peritoneal cancer, who are in complete or partial remission following a platinum-based chemotherapy",no,"maintenance treatment of adult patients with recurrent epithelial ovarian, fallopian tube, or primary peritoneal cancer who are in a complete or partial response to platinum-based chemotherapy",<ovarian neoplasms>; <fallopian tube neoplasms>; <peritoneal neoplasms>,clovis oncology switzerland gmbh,clovis,67402,rucaparib camsylate,yes,yes,tablet,,fda
oral,03.02.2020,2020,authorised,Swissmedic,approved,28.09.2021,2021,infectious and parasitic diseases,<human immunodeficiency virus>,swisspar_rukobia.pdf,small molecule,rukobia,rukobia is indicated in combination with optimised background antiretroviral therapy against human immunodeficiency virus type 1 (hiv-1) infection for the treatment of multidrug-resistant hiv-1 infection in heavily treatment-experienced adults whose current antiviral regimen failed due to resistance and/or cannot be continued due to intolerance or safety reasons.,no,"rukobia, in combination with other antiretrovirals, is indicated for the treatment of intensively pretreated adults with multidrug resistant hiv-1 infection for whom it is otherwise not possible to construct a suppressive anti-viral regimen due to resistance, intolerance or safety considerations.",<acquired immunodeficiency syndrome>,viiv healthcare gmbh,viiv,67854,fostemsavir,no,no,tablet,,na
oral,15.05.2019,2019,authorised,Swissmedic,approved,24.03.2020,2020,"endocrine, nutritional, and metabolic diseases; diseases of the circulatory system",<type 2 diabetes mellitus>,swisspar_rybelsus_final.pdf,peptides and proteins,rybelsus,rybelsus is used in addition to diet and exercise to treat adults with inadequately controlled type 2 diabetes mellitus: as monotherapy in case of contraindication or intolerance of metformin; in combination with other blood glucose-lowering medicines.,no,rybelsus is indicated for the treatment of adults with insufficiently controlled type 2 diabetes mellitus as an adjunct to diet and exercise. rybelsus is indicated to reduce the risk of serious undesirable cardiovascular events in adult patients with type 2 diabetes mellitus and established cardiovascular risk and/or chronic renal disease.,<type 2 diabetes mellitus>; <cardiovascular diseases>; <chronic kidney diseases>,novo nordisk pharma ag,novo nordisk,67446,semaglutide,no,no,tablet,,na
intravenous,11.05.2021,2021,authorised (under additional monitoring),Swissmedic,approved,20.01.2022,2022,neoplasms; diseases of the respiratory system,<non-small cell lung cancer>,swisspar_rybrevant_na_nas.pdf,biologics,rybrevant,"rybrevant is indicated as monotherapy for the treatment of patients with metastatic or unresectable, non-small cell lung cancer (nsclc) with activating insertion mutations in exon 20 of the epidermal-growth factor receptor (egfr) gene whose disease has progressed on or after platinum-containing chemotherapy.",no,rybrevant is indicated as monotherapy for the treatment of patients with metastatic or unresectable non-small cell lung cancer (nsclc) with activating epidermal-growth factor receptor (egfr) exon 20 insertion mutations whose disease has progressed on or after platinum-containing chemotherapy.,<non-small cell lung cancer>,janssen-cilag ag,janssen-cilag,68380,amivantamab,no,no,concentrate,,na
oral,03.08.2021,2021,authorised,Swissmedic,approved,02.02.2023,2023,neoplasms; diseases of the genitourinary system,<leiomyoma>,swisspar_ryeqo_final.pdf,small molecule,ryeqo,treatment of fibroid-associated hypermenorrhoea in adult women before the onset of menopause.,no,treatment of moderate to severe symptoms associated with uterine fibroids in adult women of reproductive age.,<uterine fibroids>,gedeon richter (schweiz) ag,gedeon richter,68495,"relugolix, estradiol as estradiol hemihydrate, norethisterone acetate",yes,no,tablet,emea/h/c/005267/0000,ema
intravenous,11.05.2021,2021,authorised,Swissmedic,approved,31.08.2022,2022,diseases of the musculoskeletal system and connective tissue,<systemic lupus erythematosus>,swisspar_saphnelo.pdf,biologics,saphnelo,"treatment of adult patients with moderate to severe systemic lupus erythematosus (sle), in addition to standard therapy",no,"treatment of adult patients with moderate to severe systemic lupus erythematosus (sle), in addition to standard therapy",<systemic lupus erythematosus>,astrazeneca ag,astrazeneca,68512,anifrolumab,no,no,concentrate,,na
intravenous,21.08.2019,2019,authorised,Swissmedic,approved,18.03.2020,2020,neoplasms; diseases of the blood and blood-forming organs,<multiple myeloma>,swisspar_sarclisa_final.pdf,biologics,sarclisa,"sarclisa is indicated, in combination with pomalidomide and dexamethasone, for the treatment of adult patients with relapsed and refractory multiple myeloma (mm) who have received at least two prior lines of therapy including lenalidomide and a proteasome inhibitor (pi) and have demonstrated disease progression on the last therapy",no,"sarclisa is indicated, in combination with pomalidomide and dexamethasone, for the treatment of patients with multiple myeloma (mm) who have received at least two prior therapies including lenalidomide and a proteasome inhibitor (pi).",<multiple myeloma>,sanofi-aventis (suisse) sa,sanofi-aventis,67525,isatuximab,yes,yes,concentrate,,na
intravenous,30.09.2022,2022,authorised (under additional monitoring),Swissmedic,approved,12.06.2023,2023,neoplasms; diseases of the blood and blood-forming organs,<multiple myeloma>,swisspar_sarclisa_ie_2l_mm.pdf,biologics,sarclisa,sarclisa is indicated in combination with carfilzomib and dexamethasone for the treatment of adult patients with multiple myeloma who have received 1 to 3 prior lines of therapy.,yes,sarclisa is indicated in combination with carfilzomib and dexamethasone for the treatment of adult patients with multiple myeloma who have received at least one prior line of therapy.,<multiple myeloma>,sanofi-aventis (suisse) sa,sanofi-aventis,67525,isatuximab,yes,yes,concentrate,,na
oral,30.07.2021,2021,authorised (under additional monitoring),Swissmedic,approved,09.06.2022,2022,neoplasms; diseases of the blood and blood-forming organs,"<leukemia, myelogenous, chronic, bcr-abl positive>",swisspar_scemblix_final.pdf,small molecule,scemblix,"treatment of adult patients with philadelphia chromosome-positive chronic myeloid leukaemia (ph+ cml) in chronic phase (cp), in whom previous administration of two or more tyrosine kinase inhibitors has resulted in treatment failure or intolerance",no,treatment of adult patients with philadelphia chromosome-positive chronic myeloid leukaemia in chronic phase (ph+ cml-cp) previously treated with two or more tyrosine kinase inhibitors,"<leukemia, myelogenous, chronic, bcr-abl positive>",novartis pharma schweiz ag,novartis,68441,asciminib,yes,yes,tablet,,
