Administration_route,Application_date,Application_year,Current_status,Dataset,Decision,Decision_date,Decision_year,Disease_class(es),Disease_name(s),Document_name,Drug_class,Drug_name,Indication_approved,Indication_extended,Indication_requested,Indication_requested_extracted,Marketing_authorisation_holder,Marketing_authorisation_holder_extracted,Marketing_authorisation_number,Non_proprietary_name,Nonclinical_abridged,Orphan_drug_status,Pharmaceutical_form,Procedure_number,Referral_body,DRUG_CODE
oral,24.07.2020,2020.0,authorised,EMA,approved,2021-09-16,2021,infectious and parasitic diseases,<orthopoxvirus infections>,tecovirimat-siga-epar-public-assessment-report_en.pdf,small molecule,tecovirimat siga,"treatment of orthopoxvirus disease (smallpox, monkeypox, cowpox, and vaccinia complications) in adults 18 years of age and older and paediatric and adolescent patients weighing at least 13 kg",no,"treatment of orthopoxvirus disease (smallpox, monkeypox, cowpox, and vaccinia complications) in adults 18 years of age and older and paediatric and adolescent patients weighing at least 13 kg",<orthopoxvirus infections>,siga technologies netherlands b.v.,siga,ema/703119/2021,tecovirimat,no,no,capsule,emea/h/c/005248/0000,na,
oral; intravenous,31.01.2014,2014.0,authorised,EMA,approved,2015-01-22,2015,infectious and parasitic diseases; diseases of the skin,<acute bacterial skin and skin structure infections>,sivextro-epar-public-assessment-report_en.pdf,small molecule,sivextro,treatment of acute bacterial skin and skin structure infections (absssi) in adults,no,treatment of acute bacterial skin and skin structure infections (absssi) in adults,<acute bacterial skin and skin structure infections>,cubist (uk) ltd,cubist,ema/83337/2015,tedizolid phosphate,no,no,tablet; powder,emea/h/c/002846/0000,na,
subcutaneous,03.03.2011,2011.0,authorised,EMA,approved,2012-06-21,2012,diseases of the digestive system,<short bowel syndrome>,revestive-epar-public-assessment-report_en.pdf,peptides and proteins,revestive,treatment of adult patients with short bowel syndrome,no,treatment of short bowel syndrome,<short bowel syndrome>,nycomed danmark aps,nycomed,ema/chmp/525255/2012,teduglutide,no,yes,powder; solvent,emea/h/c/002345/,na,
subcutaneous,31.05.2016,2016.0,authorised,TGA,approved,2017-05-17,2017,diseases of the digestive system,<short bowel syndrome>,auspar-teduglutide-180406.pdf,biologics,revestive,treatment of adult patients with short bowel syndrome (sbs) who are dependent on parenteral support.,no,treatment of adult patients with short bowel syndrome (sbs) who are dependent on parenteral support.,<short bowel syndrome>,shire australia pty ltd,shire,274911,teduglutide,no,no,powder,pm-2016-01314-1-1,na,
oral,28.10.2009,2009.0,authorised,EMA,approved,2010-12-16,2010,neoplasms; diseases of the digestive system,<gastric neoplasms>,teysuno-epar-public-assessment-report_en.pdf,small molecule,teysuno,treatment of advanced gastric cancer in combination with cisplatin,no,treatment of advanced gastric cancer in combination with cisplatin,<gastric neoplasms>,taiho pharma europe ltd,taiho,ema/831565/2010,tegafur/gimeracil/oteracil,no,no,capsule,emea/h/c/0001242,na,
oral,,,authorised,TGA,approved,2012-02-24,2012,infectious and parasitic diseases,<chronic hepatitis c>; <liver diseases>,auspar-telaprevir-121026.pdf,small molecule,incivo,treatment of genotype 1 chronic hepatitis c in adult patients with compensated liver disease,no,treatment of genotype 1 chronic hepatitis c in adult patients with compensated liver disease,<chronic hepatitis c>; <liver diseases>,janssen-cilag pty ltd,janssen-cilag,180138,telaprevir,no,no,tablet,pm-2010-03576-3-2,na,
intravenous,27.10.2009,2009.0,withdrawn,EMA,approved,2011-05-19,2011,infectious and parasitic diseases; diseases of the respiratory system,<nosocomial infections>; <pneumonia>,vibativ-epar-public-assessment-report_en.pdf,biologics,vibativ,"nosocomial pneumonia (np) including ventilator associated pneumonia, known or suspected to be caused by methicillin-resistant staphylococcus aureus (mrsa)",no,complicated skin and soft tissue infections; nosocomial pneumonia (including ventilator-associated pneumonia),"<skin diseases>; <soft tissue infections>; <pneumonia, ventilator-associated>; <pneumonia>",astellas pharma europe b.v.,astellas,ema/1240/2011,telavancin,no,no,lyophilisate,emea/h/c/1240,na,
oral,06.03.2009,2009.0,withdrawn,EMA,approved,2009-11-19,2009,diseases of the circulatory system,<hypertension>,telmisartan-teva-epar-public-assessment-report_en.pdf,small molecule,telmisartan teva,treatment of essential hypertension in adults,no,treatment of essential hypertension in adults,<hypertension>,teva pharma b.v.,teva,ema/6890/2010,telmisartan,yes,no,tablet,emea/h/c/001146,,
oral,,,authorised,TGA,approved,2010-02-19,2010,diseases of the circulatory system,<coronary artery disease>; <peripheral artery disease>; <stroke>; <transient ischemic attack>; <diabetes mellitus>,auspar-micardis-pritor.pdf,small molecule,micardis/pritor,"prevention of cardiovascular morbidity and mortality in patients 55 years or older with coronary artery disease, peripheral artery disease, previous stroke, transient ischaemic attack or high risk diabetes with evidence of end organ damage.",yes,prevention of cardiovascular morbidity and mortality in patients 55 years or older at high risk for cardiovascular disease.,<cardiovascular diseases>,boehringer ingelheim pty ltd,boehringer ingelheim,,telmisartan,yes,no,tablet,,,
oral,03.09.2009,2009.0,authorised,EMA,approved,2010-07-22,2010,diseases of the circulatory system,<hypertension>,twynsta-epar-public-assessment-report_en.pdf,small molecule,twynsta,add on therapy: twynsta is indicated in adults whose blood pressure is not adequately controlled on amlodipine. replacement therapy: adult patients receiving telmisartan and amlodipine from separate tablet can instead receive tablet of twynsta containing the same component doses.,no,treatment of essential hypertension in adults,<hypertension>,boehringer ingelheim international gmbh,boehringer ingelheim,ema/576613/2010,telmisartan / amlodipine,yes,no,tablet,emea/h/c/001224,,
oral,03.05.2012,2012.0,authorised,EMA,approved,2013-01-17,2013,diseases of the circulatory system,<hypertension>,actelsar-hct-epar-public-assessment-report_en.pdf,small molecule,actelsar hct,treatment of essential hypertension.,no,treatment of essential hypertension.,<hypertension>,actavis group hf,actavis,ema/163479/2013,telmisartan / hydrochlorothiazide,yes,no,tablet,emea/h/c/002676/0000,,
oral,25.04.2012,2012.0,authorised,EMA,approved,2013-01-17,2013,diseases of the circulatory system,<hypertension>,tolucombi-epar-public-assessment-report_en.pdf,small molecule,tolucombi,treatment of essential hypertension,no,treatment of essential hypertension,<hypertension>,"krka d.d., novo mesto",krka,ema/84367/2013,telmisartan/hydrochlorothiazide,yes,no,tablet,emea/h/c/002549,,
oral,,,authorised,TGA,approved,2011-02-14,2011,diseases of the circulatory system,<hypertension>,auspar-twynsta.pdf,small molecule,twynsta,treatment of hypertension,no,treatment of hypertension,<hypertension>,boehringer ingelheim pty ltd,boehringer ingelheim,"166263, 166264, 166265 and 166266",telmisartan; amlodipine,no,no,tablet,pm-2009-03138-3-3,na,
oral,22.06.2016,2016.0,authorised,EMA,approved,2017-07-20,2017,neoplasms; diseases of the digestive system,<carcinoid syndrome>,xermelo-epar-public-assessment-report_en.pdf,small molecule,xermelo,xermelo is indicated for the treatment of carcinoid syndrome diarrhoea in combination with somatostatin analogue (ssa) therapy in adults inadequately controlled by ssa therapy.,no,xermelo is indicated as an adjunct to somatostatin analogue therapy for the long-term treatment of carcinoid syndrome to improve symptom control in adult patients with metastatic neuroendocrine tumours.,<carcinoid syndrome>; <neuroendocrine tumors>,ipsen pharma,ipsen,ema/508026/2017,telotristat ethyl,no,yes,tablet,emea/h/c/003937/0000,na,
oral,03.02.2009,2009.0,withdrawn,EMA,approved,2009-12-17,2009,neoplasms; diseases of the nervous system,<glioblastoma>;<malignant glioma>;<anaplastic astrocytoma>,temozolomide-hexal-epar-public-assessment-report_en.pdf,small molecule,temozolomide hexal,"treatment of adult patients with newly-diagnosed glioblastoma multiforme concomitantly with radiotherapy (rt) and subsequently as monotherapy treatment; treatment of children from the age of three years, adolescents and adult patients with malignant glioma, such as glioblastoma multiforme or anaplastic astrocytoma, showing recurrence or progression after standard therapy",no,"treatment of adult patients with newly-diagnosed glioblastoma multiforme concomitantly with radiotherapy (rt) and subsequently as monotherapy treatment; treatment of children from the age of three years, adolescents and adult patients with malignant glioma, such as glioblastoma multiforme or anaplastic astrocytoma, showing recurrence or progression after standard therapy",<glioblastoma>; <glioma>; <anaplastic astrocytoma>,hexal ag,hexal,,temozolomide,yes,no,capsule,emea/h/c/1127,,
oral,27.01.2016,2016.0,authorised,EMA,approved,2016-11-10,2016,infectious and parasitic diseases; diseases of the digestive system,<chronic hepatitis b>,vemlidy-epar-public-assessment-report_en.pdf,small molecule,vemlidy,tenofovir alafenamide is indicated for the treatment of chronic hepatitis b in adults.,no,tenofovir alafenamide is indicated for the treatment of chronic hepatitis b in adults.,<chronic hepatitis b>,gilead sciences international ltd,gilead,ema/793580/2016,tenofovir alafenamide,no,no,tablet,emea/h/c/004169/0000,na,
oral,04.09.2015,2015.0,authorised,EMA,approved,2016-07-21,2016,infectious and parasitic diseases,"<hiv infections>; <hepatitis b, chronic>",tenofovir-disoproxil-zentiva-epar-public-assessment-report_en.pdf,small molecule,tenofovir disoproxil zentiva,hiv-1 infection; chronic hepatitis b,no,hiv-1 infection; chronic hepatitis b,"<hiv infections>; <hepatitis b, chronic>",zentiva k.s.,zentiva,ema/532453/2016,tenofovir disoproxil,yes,no,tablet,emea/h/c/004120/0000,,
oral,,,authorised,TGA,approved,2013-09-17,2013,infectious and parasitic diseases; diseases of the digestive system,<chronic hepatitis b>,auspar-tenofovir-disoproxil-fumarate-131014.pdf,small molecule,viread,"treatment of chronic hepatitis b in paediatric patients 12 years of age and older with compensated liver disease and with evidence of immune active disease, i.e. active viral replication, persistently elevated serum alt levels or evidence of active inflammation",yes,treatment of chronic hepatitis b in paediatric patients aged 12 years of age and older,<chronic hepatitis b>,"gilead sciences, australia & new zealand",gilead,90370,tenofovir disoproxil fumarate,yes,yes,tablet,pm-2012-01178-3-2,,
oral,,,authorised,TGA,approved,2016-05-02,2016,infectious and parasitic diseases,<human immunodeficiency virus>,auspar-tenofovir-disoproxil-fumarate-161110.pdf,small molecule,truvada,pre-exposure prophylaxis (prep) to reduce the risk of sexually acquired hiv-1 in adults at high risk.,yes,pre-exposure prophylaxis (prep) to reduce the risk of sexually acquired hiv-1 in adults at high risk.,<human immunodeficiency virus>,gilead sciences pty ltd,gilead,107072,tenofovir disoproxil fumarate / emtricitabine,no,no,tablet,pm-2015-00411-1-2,na,
oral,22.02.2013,2013.0,authorised,TGA,approved,2015-07-01,2015,infectious and parasitic diseases,<acquired immunodeficiency syndrome>,auspar-tenofovir-disoproxil-fumarate-170601.pdf,small molecule,stribild,stribild is indicated as a single tablet regimen for the treatment of hiv infection in treatment naive adults. stribild is also indicated in certain virologically suppressed (hiv-1 rna < 50 copies/ml) adult patients on a stable antiretroviral regimen at start of therapy in order to replace their current antiretroviral treatment regimen.,yes,stribild is indicated as a single tablet regimen for the treatment of hiv infection in treatment naive adults or adults who have no known mutations associated with resistance to the individual components of stribild.,<hiv infections>,gilead sciences pty ltd,gilead,194081,tenofovir disoproxil fumarate / emtricitabine / elvitegravir / cobicistat,yes,no,tablet,pm-2014-01079-1-2,,
oral,,,authorised,TGA,approved,2014-05-14,2014,infectious and parasitic diseases,<hiv infections>,auspar-tenofovir-disoproxil-fumarate-140715.pdf,small molecule,eviplera,"treatment of hiv infection in treatment-naïve adult patients with plasma hiv-1 rna ≤100,000 copies/ml and in certain virologically-suppressed adult patients on a stable antiretroviral regimen.",yes,"treatment of hiv infection in adult patients with plasma hiv-1 rna ≤500,000 copies/ml.",<human immunodeficiency virus>,gilead sciences pty ltd,gilead,176537,tenofovir disoproxil fumarate / emtricitabine / rilpivirine,yes,no,tablet,pm-2013-01524-1-2,,
oral,,,authorised,TGA,approved,2013-02-07,2013,infectious and parasitic diseases,<hiv infections>,auspar-tenofovir-disoproxil-fumarate-130805.pdf,small molecule,stribild,as a single tablet regimen for the treatment of hiv infection in treatment-naïve adults,no,as a complete regimen for the treatment of hiv infection in adults who have no known mutations associated with resistance to the individual components of stribild,<hiv infections>,gilead sciences pty ltd,gilead,194081,"tenofovir disoproxil fumarate, emtricitabine, elvitegravir, cobicistat",no,no,tablet,pm-2011-03533-3-2,na,
oral,,,authorised,TGA,approved,2012-01-23,2012,infectious and parasitic diseases,<hiv infections>,auspar-tenofovir-disoproxil-fumarate-120327.pdf,small molecule,eviplera,"treatment of hiv infection in treatment-naïve adult patients with plasma hiv-1 rna ≤100,000 copies/ml at the start of therapy.",no,"treatment of hiv infection in treatment-naïve adult patients with plasma hiv-1 rna ≤100,000 copies/ml at the start of therapy.",<human immunodeficiency virus>,gilead sciences pty ltd,gilead,176537,tenofovir disoproxil fumarate; emtricitabine; rilpivirine,no,no,tablet,pm-2010-02853-3-2,na,
oral,05.11.2020,2020.0,authorised,EMA,approved,2021-12-16,2021,neoplasms; diseases of the respiratory system,<non-small cell lung cancer>,tepmetko-epar-public-assessment-report_en.pdf,small molecule,tepmetko,"tepmetko as monotherapy is indicated for the treatment of adult patients with advanced non-small cell lung cancer (nsclc) harbouring alterations leading to mesenchymal-epithelial transition factor gene exon 14 (metex14) skipping, who require systemic therapy following prior treatment with immunotherapy and/or platinum-based chemotherapy.",no,tepmetko is indicated for the treatment of adult patients with advanced non-small cell lung cancer (nsclc) harbouring mesenchymal-epithelial transition factor gene (met) exon 14 (metex14) skipping alterations.,<non-small cell lung carcinoma>,merck europe b.v.,merck,ema/36625/2022,tepotinib,no,no,tablet,emea/h/c/005524/0000,na,
oral,31.08.2021,2021.0,authorised (under additional monitoring),TGA,approved,2022-01-11,2022,neoplasms; diseases of the respiratory system,<lung neoplasms>,auspar-tepmetko-220802.pdf,small molecule,tepmetko,the treatment of adult patients with locally advanced or metastatic non-small cell lung cancer (nsclc) harbouring mesenchymal-epithelial transition (met) exon 14 skipping alterations.,no,the treatment of adult patients with advanced non-small cell lung cancer (nsclc) harbouring met tyrosine kinase receptor exon 14 (metex14) skipping alterations.,<lung neoplasms>,merck healthcare pty ltd,merck,370977,tepotinib,no,yes,tablet,pm-2021-03109-1-4,na,
oral,26.08.2020,2020.0,authorised (under additional monitoring),Swissmedic,approved,2021-06-22,2021,neoplasms; diseases of the respiratory system,<non-small-cell lung carcinoma>,swisspar_tepmetko.pdf,small molecule,tepmetko,treatment of adult patients with metastatic non-small cell lung cancer (nsclc) harbouring a met tyrosine kinase receptor exon 14 (metex14) skipping mutation,no,treatment of adult patients with advanced non-small cell lung cancer (nsclc) harbouring met tyrosine kinase receptor exon 14 (metex14) skipping alterations,<non-small-cell lung carcinoma>,merck (schweiz) ag,merck,68113,tepotinib as tepotinib hydrochloride monohydrate,no,yes,tablet,,na,
oral,01.02.2012,2012.0,authorised,EMA,approved,2013-06-27,2013,diseases of the nervous system,<multiple sclerosis>,aubagio-epar-public-assessment-report_en.pdf,small molecule,aubagio,treatment of adult patients with relapsing forms of multiple sclerosis (ms) to reduce the frequency of relapses and to delay the accumulation of physical disability,no,treatment of adult patients with relapsing forms of multiple sclerosis (ms) to reduce the frequency of relapses and to delay the accumulation of physical disability,<multiple sclerosis>,sanofi-aventis,sanofi,ema/529295/2013,teriflunomide,no,no,tablet,emea/h/c/002514/0000,na,
oral,,,authorised,TGA,approved,2012-10-30,2012,diseases of the nervous system,<multiple sclerosis>,auspar-teriflunomide-130521.pdf,small molecule,aubagio/teriflunomide winthrop/teriflunomide sanofi,treatment of patients with relapsing forms of multiple sclerosis to reduce the frequency of clinical relapses and to delay the progression of physical disability,no,treatment of patients with relapsing forms of multiple sclerosis to reduce the frequency of clinical relapses and to delay the accumulation of physical disability,"<multiple sclerosis, relapsing-remitting>",sanofi-aventis australia pty ltd,sanofi-aventis,"192672, 191696, 191700",teriflunomide,no,no,tablet,pm-2011-02772-3-1,na,
subcutaneous,30.11.2015,2015.0,authorised (under additional monitoring),EMA,approved,2016-11-10,2016,diseases of the musculoskeletal system and connective tissue,<osteoporosis>,movymia-epar-public-assessment-report_en.pdf,peptides and proteins,movymia,treatment of osteoporosis in postmenopausal women and in men at increased risk of fracture; treatment of osteoporosis associated with sustained systemic glucocorticoid therapy in women and men at increased risk for fracture.,no,treatment of osteoporosis in postmenopausal women and in men at increased risk of fracture; treatment of osteoporosis associated with sustained systemic glucocorticoid therapy in women and men at increased risk for fracture.,<osteoporosis>,stada arzneimittel ag,stada,ema/88527/2017,teriparatide,yes,no,solution,emea/h/c/004368/0000,chmp,
subcutaneous,03.01.2020,2020.0,authorised,TGA,approved,2020-11-24,2020,diseases of the musculoskeletal system and connective tissue,<osteoporosis>,auspar-teriparatide-270115.pdf,peptides and proteins,terrosa,treatment of osteoporosis in postmenopausal women and primary osteoporosis in men at high risk of fracture; treatment of osteoporosis associated with sustained systemic glucocorticoid therapy in women and men at high risk for fracture.,no,treatment of osteoporosis in postmenopausal women and primary osteoporosis in men at high risk of fracture; treatment of osteoporosis associated with sustained systemic glucocorticoid therapy in women and men at high risk for fracture.,<osteoporosis>,gedeon richter australia pty ltd,gedeon richter,326885,teriparatide,no,no,solution,pm-2019-05333-1-5,na,
intravenous,,,authorised,TGA,approved,2012-01-09,2012,diseases of the genitourinary system; diseases of the digestive system,<hepatorenal syndrome>,auspar-terlipressin-130827.pdf,peptides and proteins,lucassin,the treatment of patients with hepatorenal syndrome (hrs) type 1 who are actively being considered for a liver transplant.,no,the treatment of patients with hepatorenal syndrome (hrs) type 1 who are actively being considered for a liver transplant.,<hepatorenal syndrome>,ikaria australia pty ltd,ikaria,176845,terlipressin,yes,yes,powder,pm-2010-02975-3-1,,
intravenous,,,authorised,TGA,approved,2012-05-11,2012,diseases of the digestive system,<esophageal and gastric varices>,auspar-terlipressin-acetate-121126.pdf,peptides and proteins,glypressin,treatment of bleeding oesophageal varices,no,treatment of bleeding oesophageal varices,<esophageal and gastric varices>,ferring pharmaceuticals pty ltd,ferring,177517; 177708,terlipressin acetate,yes,yes,powder; solution,pm-2010-03182-3-3,,
cutaneous,,,authorised,EMA,approved,,2006,mental and behavioural disorders,<hypoactive sexual desire disorder>,intrinsa-epar-scientific-discussion_en.pdf,small molecule,intrinsa,treatment of hypoactive sexual desire disorder (hsdd) in bilaterally oophorectomized and hysterectomized women receiving concomitant estrogen therapy.,no,treatment of hypoactive sexual desire disorder (hsdd) in bilaterally oophorectomized and hysterectomized women receiving concomitant estrogen therapy.,<hypoactive sexual desire disorder>,,not reported,,testosterone,yes,no,patch,emea/h/c/000638,chmp,
oral,25.07.2017,2017.0,authorised,EMA,approved,2018-07-26,2018,diseases of the respiratory system; congenital malformations and chromosomal abnormalities,<cystic fibrosis>,symkevi-epar-public-assessment-report_en.pdf,small molecule,symkevi,symkevi is indicated in a combination regimen with kalydeco (ivacaftor 150 mg tablet) for the treatment of patients with cystic fibrosis (cf) aged 12 years and older who are homozygous for the f508del mutation or who have at least one mutation in the cystic fibrosis transmembrane conductance regulator (cftr) gene that is responsive to tezacaftor/ivacaftor based on in vitro and/or clinical evidence.,no,symkevi is indicated in a combination regimen with kalydeco (ivacaftor 150 mg tablet) for the treatment of patients with cystic fibrosis (cf) aged 12 years and older who are homozygous for the f508del mutation or who have at least one mutation in the cystic fibrosis transmembrane conductance regulator (cftr) gene that is responsive to tezacaftor/ivacaftor based on in vitro and/or clinical evidence.,<cystic fibrosis>,vertex pharmaceuticals (europe) ltd.,vertex,ema/chmp/567306/2018,tezacaftor / ivacaftor,no,yes,tablet,emea/h/c/004682/0000,na,
oral,31.01.2018,2018.0,authorised (under additional monitoring),TGA,approved,2019-03-01,2019,diseases of the respiratory system; congenital malformations and chromosomal abnormalities,<cystic fibrosis>,auspar-tezacaftor-ivacaftor-ivacaftor-191016.pdf,small molecule,symdeko,treatment of patients with cystic fibrosis (cf) aged 12 years and older who are homozygous for the f508del mutation or who have at least one mutation in the cftr gene that is responsive to tezacaftor/ivacaftor based on in vitro data and/or clinical evidence.,no,treatment of patients with cystic fibrosis (cf) aged 12 years and older who are homozygous for the f508del mutation or who have at least one mutation in the cftr gene that is responsive to tezacaftor/ivacaftor based on in vitro data and/or clinical evidence.,<cystic fibrosis>,vertex pharmaceuticals australia pty ltd,vertex,298329,tezacaftor/ivacaftor,no,yes,tablet,pm-2017-04765-1-5,na,
subcutaneous,19.05.2021,2021.0,authorised,EMA,approved,2022-07-21,2022,diseases of the respiratory system,<asthma>,tezspire-epar-public-assessment-report_en.pdf,biologics,tezspire,add-on maintenance treatment in adults and adolescents 12 years and older with severe asthma,no,add-on maintenance treatment in adults and adolescents 12 years and older with severe asthma,<asthma>,astrazeneca ab,astrazeneca,ema/682391/2022,tezepelumab,no,no,solution,emea/h/c/005588/0000,na,
subcutaneous,15.07.2021,2021.0,authorised (under additional monitoring),Swissmedic,approved,2022-06-13,2022,diseases of the respiratory system,<asthma>,swisspar_tezspire_final.pdf,biologics,tezspire,in addition to inhaled maintenance therapy in adults with severe asthma with inadequate asthma control and at least one severe exacerbation in the past 12 months despite concomitant treatment with inhaled corticosteroids and long-acting bronchodilators,no,adjunct to maintenance therapy in adults with severe asthma,<asthma>,astrazeneca ag,astrazeneca,68454,tezepelumab,no,no,solution,,na,
oral,22.01.2007,2007.0,authorised,EMA,approved,2008-04-16,2008,neoplasms; diseases of the blood and blood-forming organs,<multiple myeloma>,thalidomide-celgene-epar-public-assessment-report_en.pdf,small molecule,thalidomide pharmion,"thalidomide pharmion in combination with melphalan and prednisone as first line treatment of patients with untreated multiple myeloma, aged ≥ 65 years or ineligible for high dose chemotherapy.",no,thalidomide pharmion in combination with melphalan and prednisone for the treatment of patients with untreated multiple myeloma ≥ 65 years or ineligible for high dose chemotherapy.,<multiple myeloma>,pharmion ltd.,pharmion,ema/176582/2008,thalidomide,no,yes,capsule,emea/h/c/823,na,
intravenous,04.07.2008,2008.0,authorised,EMA,approved,2009-12-17,2009,neoplasms; diseases of the blood and blood-forming organs,<not reported>,tepadina-epar-public-assessment-report_en.pdf,small molecule,tepadina,conditioning treatment prior to allogeneic or autologous haematopoietic progenitor cell transplantation (hpct) in haematological diseases in adult and paediatric patients; when high dose chemotherapy with hpct support is appropriate for the treatment of solid tumours in adult and paediatric patients,no,conditioning treatment prior to conventional haematopoietic progenitor cell transplantation (hpct) in adult and paediatric patients,<not reported>,adienne s.r.l.,adienne,ema/chmp/55233/2010,thiotepa,yes,yes,powder,emea/h/c/001046,,
intramuscular,,,authorised,EMA,approved,,1999,"neoplasms; endocrine, nutritional, and metabolic diseases",<thyroid neoplasms>,thyrogen-epar-scientific-discussion_en.pdf,biologics,thyrogen,use with radioiodine imaging together with serum tg testing undertaken for the detection of thyroid remnants and well-differentiated thyroid cancer in post-thyroidectomy patients maintained on thst,yes,use with radioiodine imaging together with serum thyroglobulin (tg) testing undertaken for the detection of thyroid remnants and well-differentiated thyroid cancer in post-thyroidectomy patients maintained on thyroid hormone suppression therapy (thst),<thyroid neoplasms>,genzyme,genzyme,,thyrotropin alfa,yes,,powder,,,
oral,,,authorised,TGA,approved,2014-05-09,2014,"endocrine, nutritional, and metabolic diseases; neoplasms",<thyroid hormone deficiency>; <thyroid neoplasms>,auspar-thyroxine-sodium-140612.pdf,small molecule,"eltroxin, aspen thyroxine, thyroxine aspen",management of demonstrated thyroid hormone deficiency; suppression of thyrotropin (tsh) for the management of tsh-responsive tumours of the thyroid,no,management of demonstrated thyroid hormone deficiency; suppression of thyrotropin (tsh) for the management of tsh-responsive tumours of the thyroid; management of thyroiditis such as hashimoto’s disease,<thyroid hormone deficiency>; <thyroid neoplasms>; <thyroiditis>; <hashimoto disease>,aspen pharma pty ltd,aspen,"206944, 206946, 206950, 206954, 206958, 206960, 206961, 206963, 206966, 206967, 206974",thyroxine sodium,yes,no,tablet,pm-2012-04477-1-5,,
oral,27.10.2009,2009.0,authorised,EMA,approved,2010-09-23,2010,diseases of the circulatory system,<acute coronary syndromes>,brilique-epar-public-assessment-report_en.pdf,small molecule,brilique,"prevention of thrombotic events (cardiovascular death, myocardial infarction and stroke) in patients with acute coronary syndromes (unstable angina, non st elevation myocardial infarction [nstemi] or st elevation myocardial infarction [stemi]) including patients managed medically, and those who are managed with percutaneous coronary intervention (pci) or coronary artery by-pass grafting (cabg)",no,prevention of thrombotic events,<thrombosis>,astrazeneca ab,astrazeneca,ema/7143/2011,ticagrelor,no,no,tablet,emea/h/c/1241,na,
oral,,,authorised,TGA,approved,2011-06-09,2011,diseases of the circulatory system,<acute coronary syndrome>,auspar-brilinta.pdf,small molecule,brilinta,"brilinta, in combination with aspirin, is indicated for the prevention of atherothrombotic events (cardiovascular death, myocardial infarction and stroke) in adult patients with acute coronary syndromes (unstable angina, non st elevation myocardial infarction or st elevation myocardial infarction) including patients managed medically, and those who are managed with percutaneous coronary intervention or coronary artery by-pass grafting.",no,"the prevention of thrombotic events (cardiovascular death, myocardial infarction and stroke) in patients with acute coronary syndromes (acs) (unstable angina, non st elevation mi or st elevation mi) including patients managed medically, and those who are managed with percutaneous coronary intervention (pci) or coronary artery-bypass grafting (cabg).",<acute coronary syndromes>,astrazeneca pty ltd,astrazeneca,167237,ticagrelor,no,no,tablet,pm-2009-03523-3-3,na,
intravenous,30.07.2018,2018.0,authorised,EMA,approved,2020-02-27,2020,infectious and parasitic diseases,<skin diseases>; <soft tissue infections>; <intraabdominal infections>,tigecycline-accord-epar-public-assessment-report_en.pdf,small molecule,tigecycline accord,"complicated skin and soft tissue infections (cssti), excluding diabetic foot infections; complicated intra-abdominal infections (ciai)",no,"complicated skin and soft tissue infections (cssti), excluding diabetic foot infections; complicated intra-abdominal infections (ciai)",<skin diseases>; <soft tissue infections>; <intraabdominal infections>,accord healthcare s.l.u.,accord,ema/140293/2020,tigecycline,yes,no,powder,emea/h/c/005114/0000,,
subcutaneous,06.03.2017,2017.0,authorised,EMA,approved,2018-07-26,2018,diseases of the skin,<plaque psoriasis>,ilumetri-epar-public-assessment-report_en.pdf,biologics,ilumetri,treatment of adults with moderate-to-severe plaque psoriasis who are candidates for systemic therapy,no,treatment of adults with moderate-to-severe plaque psoriasis who are candidates for systemic therapy,<plaque psoriasis>,almirall s.a,almirall,ema/chmp/664213/2018,tildrakizumab,no,no,solution,emea/h/c/004514/0000,na,
subcutaneous,31.07.2017,2017.0,authorised,TGA,approved,2018-09-05,2018,diseases of the skin,<psoriasis>,auspar-tildrkizumab-190924.pdf,biologics,ilumya,treatment of adults with moderate-to-severe plaque psoriasis who are candidates for systemic therapy.,no,treatment of adults with moderate-to-severe plaque psoriasis who are candidates for systemic therapy.,<psoriasis>,sun pharma anz pty ltd,sun,290683,tildrakizumab,no,no,solution,pm-2017-02274-1-1,na,
intradermal; subcutaneous; intratumoral; peritumoral,03.12.2012,2012.0,withdrawn,EMA,approved,2014-09-25,2014,neoplasms; diseases of the skin; diseases of the genitourinary system,"<breast neoplasms>; <melanoma>; <carcinoma, squamous cell>; <mouth neoplasms>",lymphoseek-epar-public-assessment-report_en.pdf,other,lymphoseek,"radiolabelled lymphoseek is indicated for imaging and intraoperative detection of sentinel lymph nodes draining a primary tumour in adult patients with breast cancer, melanoma, or localised squamous cell carcinoma of the oral cavity.",no,"this medicinal product is for diagnostic use only. lymphoseek is a diagnostic receptor-targeted radiopharmaceutical used in the delineation and localisation of lymph nodes. lymphoseek is used intraoperatively for evaluation of tumour-draining lymph nodes with a handheld gamma detection probe, and may be used for complementary preoperative external gamma detection-based imaging.",<neoplasms>,navidea biopharmaceuticals limited,navidea,ema/chmp/264502/2014,tilmanocept,no,no,kit for radiopharmaceutical preparation,emea/h/c/002085/0000,na,
inhalation,09.10.2017,2017.0,authorised,TGA,approved,2018-10-31,2018,diseases of the respiratory system,<chronic obstructive pulmonary disease>,auspar-tiotropium-190613.pdf,small molecule,braltus,braltus is indicated for the long term maintenance treatment of bronchospasm and dyspnoea associated with chronic obstructive pulmonary disease (copd). braltus is indicated for the prevention of copd exacerbations.,no,braltus is indicated for the long term maintenance treatment of bronchospasm and dyspnoea associated with chronic obstructive pulmonary disease (copd). braltus is indicated for the prevention of copd exacerbations.,<chronic obstructive pulmonary disease>,teva pharmaceuticals pty ltd,teva,293317,tiotropium,yes,no,capsule,pm-2017-03103-1-5,,
